    2   2.237   0.422  50.610   3.600   0.690   0.279       0.0109       0.0115       0.9490       0.0144
    2   2.237   0.424  33.130   4.000   0.309   0.327       0.0462       0.0471       0.9801       0.0084
    2   2.237   0.463  50.610   3.450   0.757   0.302       0.0106       0.0108       0.9836       0.0187
    2   2.237   0.493  50.610   3.350   0.806   0.319       0.0100       0.0103       0.9746       0.0175
    2   2.237   0.495  33.130   3.800   0.360   0.375       0.0450       0.0463       0.9717       0.0092
    2   2.237   0.521  50.610   3.250   0.852   0.334       0.0101       0.0099       1.0202       0.0204
    2   2.237   0.547  50.610   3.150   0.895   0.348       0.0093       0.0096       0.9642       0.0195
    2   2.237   0.555  41.320   3.450   0.618   0.387       0.0211       0.0211       0.9963       0.0293
    2   2.237   0.556  33.130   3.600   0.405   0.415       0.0435       0.0450       0.9664       0.0092
    2   2.237   0.577  50.610   3.050   0.944   0.363       0.0090       0.0094       0.9571       0.0190
    2   2.237   0.579  41.320   3.350   0.645   0.400       0.0204       0.0206       0.9931       0.0166
    2   2.237   0.607  50.610   2.950   0.993   0.378       0.0089       0.0091       0.9818       0.0197
    2   2.237   0.612  41.320   3.250   0.682   0.419       0.0201       0.0202       0.9986       0.0187
    2   2.237   0.628  33.130   3.450   0.457   0.459       0.0430       0.0446       0.9646       0.0118
    2   2.237   0.634  50.610   2.850   1.037   0.391       0.0084       0.0087       0.9628       0.0227
    2   2.237   0.643  41.320   3.150   0.716   0.436       0.0192       0.0199       0.9640       0.0107
    2   2.237   0.661  50.610   2.750   1.082   0.404       0.0077       0.0080       0.9556       0.0157
    2   2.237   0.665  33.130   3.350   0.484   0.480       0.0424       0.0442       0.9587       0.0109
    2   2.237   0.678  41.320   3.050   0.755   0.454       0.0189       0.0198       0.9581       0.0079
    2   2.237   0.690  50.610   2.650   1.127   0.417       0.0071       0.0073       0.9710       0.0168
    2   2.237   0.701  33.130   3.250   0.510   0.501       0.0419       0.0440       0.9533       0.0121
    2   2.237   0.713  41.320   2.950   0.794   0.472       0.0191       0.0197       0.9685       0.0080
    2   2.237   0.718  50.610   2.550   1.174   0.430       0.0066       0.0067       0.9822       0.0176
    2   2.237   0.744  41.320   2.850   0.829   0.488       0.0186       0.0192       0.9684       0.0092
    2   2.237   0.746  50.610   2.450   1.220   0.442       0.0062       0.0063       0.9836       0.0182
    2   2.237   0.759  33.130   3.150   0.552   0.533       0.0432       0.0447       0.9678       0.0195
    2   2.237   0.776  41.320   2.750   0.865   0.503       0.0172       0.0180       0.9513       0.0094
    2   2.237   0.778  50.610   2.350   1.272   0.455       0.0059       0.0060       0.9855       0.0146
    2   2.237   0.780  33.130   3.050   0.567   0.544       0.0427       0.0451       0.9473       0.0095
    2   2.237   0.807  50.610   2.250   1.320   0.467       0.0055       0.0056       0.9874       0.0176
    2   2.237   0.809  41.320   2.650   0.902   0.519       0.0163       0.0167       0.9781       0.0100
    2   2.237   0.817  33.130   2.950   0.594   0.562       0.0448       0.0460       0.9749       0.0087
    2   2.237   0.832  50.610   2.150   1.360   0.477       0.0048       0.0049       0.9781       0.0186
    2   2.237   0.843  41.320   2.550   0.939   0.534       0.0154       0.0155       0.9914       0.0105
    2   2.237   0.858  33.130   2.850   0.624   0.582       0.0444       0.0459       0.9662       0.0087
    2   2.237   0.861  50.610   2.050   1.408   0.488       0.0040       0.0042       0.9650       0.0172
    2   2.237   0.876  41.320   2.450   0.976   0.548       0.0150       0.0149       1.0076       0.0108
    2   2.237   0.882  33.130   2.750   0.642   0.594       0.0420       0.0440       0.9542       0.0200
    2   2.237   0.891  50.610   1.950   1.456   0.499       0.0034       0.0036       0.9423       0.0180
    2   2.237   0.913  41.320   2.350   1.018   0.564       0.0147       0.0147       0.9983       0.0080
    2   2.237   0.920  50.610   1.850   1.505   0.509       0.0032       0.0033       0.9978       0.0156
    2   2.237   0.942  33.130   2.650   0.686   0.621       0.0404       0.0419       0.9649       0.0094
    2   2.237   0.948  41.320   2.250   1.056   0.577       0.0138       0.0141       0.9852       0.0094
    2   2.237   0.949  50.610   1.750   1.552   0.520       0.0031       0.0031       1.0133       0.0165
    2   2.237   0.973  33.130   2.550   0.708   0.634       0.0389       0.0398       0.9776       0.0069
    2   2.237   0.979  50.610   1.650   1.600   0.529       0.0031       0.0030       1.0177       0.0171
    2   2.237   0.982  41.320   2.150   1.094   0.590       0.0122       0.0125       0.9729       0.0084
    2   2.237   1.008  50.610   1.550   1.648   0.538       0.0029       0.0029       0.9847       0.0173
    2   2.237   1.013  33.130   2.450   0.737   0.651       0.0389       0.0394       0.9888       0.0070
    2   2.237   1.015  41.320   2.050   1.130   0.602       0.0104       0.0107       0.9694       0.0077
    2   2.237   1.037  50.610   1.450   1.696   0.547       0.0024       0.0025       0.9471       0.0179
    2   2.237   1.046  41.320   1.950   1.165   0.613       0.0092       0.0094       0.9784       0.0068
    2   2.237   1.049  33.130   2.350   0.763   0.665       0.0400       0.0400       1.0000       0.0082
    2   2.237   1.079  33.130   2.250   0.785   0.676       0.0388       0.0393       0.9876       0.0084
    2   2.237   1.082  41.320   1.850   1.206   0.625       0.0086       0.0087       0.9868       0.0080
    2   2.237   1.116  41.320   1.750   1.243   0.636       0.0086       0.0086       1.0041       0.0082
    2   2.237   1.149  41.320   1.650   1.280   0.646       0.0089       0.0090       0.9949       0.0081
    2   2.237   1.170  33.130   2.050   0.851   0.707       0.0296       0.0308       0.9604       0.0100
    2   2.237   1.180  41.320   1.550   1.315   0.655       0.0090       0.0092       0.9785       0.0106
    2   2.237   1.207  33.130   1.950   0.878   0.719       0.0261       0.0276       0.9447       0.0104
    2   2.237   1.218  41.320   1.450   1.357   0.666       0.0078       0.0081       0.9604       0.0136
    2   2.237   1.245  33.130   1.850   0.906   0.730       0.0261       0.0265       0.9828       0.0110
    2   2.237   1.282  33.130   1.750   0.933   0.741       0.0270       0.0276       0.9811       0.0109
    2   2.237   1.320  33.130   1.650   0.960   0.751       0.0303       0.0307       0.9884       0.0108
    2   2.237   1.345  33.130   1.550   0.978   0.757       0.0336       0.0341       0.9880       0.0178
    2   3.044   0.424  12.000   5.800   0.056   0.270       0.3889       0.3199       1.2156       0.0074
    2   3.044   0.429  24.900   5.600   0.243   0.260       0.0571       0.0582       0.9801       0.0055
    2   3.044   0.433  32.300   5.400   0.408   0.252       0.0270       0.0274       0.9841       0.0053
    2   3.044   0.436  22.710   5.600   0.206   0.267       0.0729       0.0738       0.9888       0.0062
    2   3.044   0.456  36.190   5.200   0.536   0.258       0.0185       0.0187       0.9873       0.0151
    2   3.044   0.488  24.900   5.400   0.276   0.294       0.0559       0.0568       0.9839       0.0038
    2   3.044   0.493  12.000   5.600   0.066   0.311       0.3748       0.3262       1.1491       0.0043
    2   3.044   0.494  32.300   5.200   0.466   0.285       0.0260       0.0262       0.9939       0.0047
    2   3.044   0.507  22.710   5.400   0.240   0.308       0.0708       0.0728       0.9727       0.0058
    2   3.044   0.537  36.190   5.000   0.631   0.299       0.0173       0.0176       0.9852       0.0095
    2   3.044   0.564  32.300   5.000   0.531   0.322       0.0250       0.0250       0.9969       0.0051
    2   3.044   0.570  24.900   5.200   0.322   0.339       0.0548       0.0558       0.9819       0.0045
    2   3.044   0.587  36.190   4.800   0.689   0.324       0.0168       0.0166       1.0094       0.0068
    2   3.044   0.592  12.000   5.400   0.079   0.369       0.3746       0.3413       1.0975       0.0043
    2   3.044   0.592  22.710   5.200   0.280   0.355       0.0712       0.0723       0.9839       0.0079
    2   3.044   0.636  32.300   4.800   0.599   0.358       0.0239       0.0240       0.9992       0.0052
    2   3.044   0.652  36.190   4.600   0.766   0.356       0.0156       0.0157       0.9902       0.0220
    2   3.044   0.653  24.900   5.000   0.370   0.384       0.0542       0.0550       0.9853       0.0058
    2   3.044   0.680  22.710   5.000   0.321   0.402       0.0714       0.0722       0.9898       0.0095
    2   3.044   0.693  12.000   5.200   0.092   0.426       0.3862       0.3594       1.0745       0.0044
    2   3.044   0.707  32.300   4.600   0.666   0.393       0.0227       0.0230       0.9886       0.0057
    2   3.044   0.718  36.190   4.400   0.843   0.387       0.0146       0.0149       0.9789       0.0101
    2   3.044   0.732  24.900   4.800   0.414   0.425       0.0538       0.0545       0.9872       0.0077
    2   3.044   0.762  22.710   4.800   0.360   0.445       0.0706       0.0722       0.9789       0.0107
    2   3.044   0.767  32.300   4.400   0.722   0.422       0.0220       0.0221       0.9919       0.0072
    2   3.044   0.782  36.190   4.200   0.919   0.416       0.0139       0.0142       0.9786       0.0065
    2   3.044   0.793  12.000   5.000   0.106   0.480       0.4027       0.3805       1.0583       0.0042
    2   3.044   0.816  24.900   4.600   0.462   0.466       0.0539       0.0543       0.9911       0.0056
    2   3.044   0.837  36.190   4.000   0.983   0.440       0.0134       0.0135       0.9902       0.0102
    2   3.044   0.849  22.710   4.600   0.401   0.488       0.0708       0.0728       0.9732       0.0105
    2   3.044   0.891  12.000   4.800   0.119   0.530       0.4232       0.4044       1.0464       0.0042
    2   3.044   0.891  19.830   4.600   0.322   0.515       0.1079       0.1103       0.9778       0.0056
    2   3.044   0.895  24.900   4.400   0.507   0.504       0.0537       0.0542       0.9917       0.0055
    2   3.044   0.931  22.710   4.400   0.439   0.526       0.0703       0.0735       0.9566       0.0098
    2   3.044   0.937  32.300   4.000   0.882   0.497       0.0202       0.0207       0.9765       0.0103
    2   3.044   0.979  19.830   4.400   0.353   0.556       0.1109       0.1133       0.9788       0.0052
    2   3.044   0.980  24.900   4.200   0.555   0.542       0.0536       0.0542       0.9876       0.0052
    2   3.044   0.991  32.300   3.800   0.933   0.519       0.0196       0.0199       0.9829       0.0070
    2   3.044   0.991  12.000   4.600   0.132   0.579       0.4466       0.4335       1.0302       0.0050
    2   3.044   1.022  22.710   4.200   0.482   0.567       0.0723       0.0748       0.9670       0.0090
    2   3.044   1.060  32.300   3.600   0.998   0.547       0.0189       0.0190       0.9940       0.0079
    2   3.044   1.061  24.900   4.000   0.600   0.576       0.0534       0.0545       0.9799       0.0054
    2   3.044   1.073  19.830   4.200   0.387   0.597       0.1146       0.1176       0.9748       0.0050
    2   3.044   1.094  12.000   4.400   0.146   0.625       0.4781       0.4695       1.0183       0.0065
    2   3.044   1.105  22.710   4.000   0.522   0.602       0.0745       0.0758       0.9827       0.0094
    2   3.044   1.144  24.900   3.800   0.648   0.610       0.0532       0.0546       0.9739       0.0050
    2   3.044   1.160  19.830   4.000   0.419   0.633       0.1182       0.1215       0.9726       0.0050
    2   3.044   1.188  22.710   3.800   0.561   0.634       0.0752       0.0769       0.9782       0.0097
    2   3.044   1.193  12.000   4.200   0.159   0.667       0.5154       0.5093       1.0120       0.0120
    2   3.044   1.226  24.900   3.600   0.694   0.640       0.0528       0.0542       0.9745       0.0048
    2   3.044   1.248  19.830   3.800   0.451   0.667       0.1214       0.1250       0.9705       0.0047
    2   3.044   1.276  22.710   3.600   0.602   0.667       0.0764       0.0775       0.9850       0.0097
    2   3.044   1.287  24.900   3.450   0.728   0.662       0.0517       0.0537       0.9636       0.0058
    2   3.044   1.290  12.000   4.000   0.172   0.705       0.5543       0.5537       1.0010       0.0077
    2   3.044   1.325  19.830   3.600   0.478   0.695       0.1234       0.1270       0.9717       0.0051
    2   3.044   1.328  24.900   3.350   0.751   0.676       0.0517       0.0535       0.9675       0.0059
    2   3.044   1.368  24.900   3.250   0.774   0.689       0.0515       0.0534       0.9642       0.0059
    2   3.044   1.389  12.000   3.800   0.185   0.741       0.5942       0.6032       0.9850       0.0052
    2   3.044   1.409  24.900   3.150   0.798   0.702       0.0520       0.0537       0.9685       0.0059
    2   3.044   1.450  24.900   3.050   0.821   0.715       0.0526       0.0547       0.9627       0.0059
    2   3.044   1.489  12.000   3.600   0.198   0.774       0.6534       0.6544       0.9986       0.0060
    2   3.044   1.490  24.900   2.950   0.843   0.726       0.0543       0.0556       0.9783       0.0059
    2   3.044   1.530  24.900   2.850   0.866   0.738       0.0529       0.0553       0.9574       0.0048
    2   3.044   1.560  12.000   3.450   0.208   0.796       0.6845       0.6922       0.9888       0.0089
    2   3.044   1.570  24.900   2.750   0.888   0.749       0.0513       0.0533       0.9640       0.0060
