 1 Mezziani                    0
# 2 Hotta                       0
 3 Sealock:1989nx              0
 4 Baran:1988tw                0
 5 Chen:1990kq                 0
 6 dummy                       0
 7 Arrington:1995hs            0
 8 Day:1993md                  1
 9 Arrington:1998psnoCC        0
10 dummy                       0
11 dummy                       0
12  YaLIJan05                  1
13  VaheJan07                  1
14  E139                       0
15  temp                       0
 0 end
 26  56   0.120  90.000  0.0100  2.114e+05  1.256e+04 1 
 26  56   0.120  90.000  0.0200  2.028e+05  1.318e+04 1 
 26  56   0.120  90.000  0.0300  1.458e+05  1.294e+04 1 
 26  56   0.120  90.000  0.0400  1.057e+05  1.465e+04 1 
 26  56   0.120  90.000  0.0500  4.538e+04  1.729e+04 1 
 26  56   0.120  40.000  0.0000  1.461e+04  6.672e+02 1 
 26  56   0.120 140.000  0.0100  1.498e+04  7.601e+02 1 
 26  56   0.120 140.000  0.0200  2.055e+04  1.094e+03 1 
 26  56   0.120 140.000  0.0300  2.415e+04  1.396e+03 1 
 26  56   0.120 140.000  0.0400  2.669e+04  1.736e+03 1 
 26  56   0.120 140.000  0.0500  2.352e+04  1.870e+03 1 
 26  56  0.1546  180.0    0.0058   4.590e+02  1.500e+01  2 
 26  56  0.1546  180.0    0.0158   4.119e+03  5.400e+01  2 
 26  56  0.1546  180.0    0.0258   7.080e+03  8.100e+01  2 
 26  56  0.1546  180.0    0.0357   1.001e+04  9.400e+01  2 
 26  56  0.1546  180.0    0.0457   1.250e+04  1.170e+02  2 
 26  56  0.1546  180.0    0.0556   1.425e+04  1.660e+02  2 
 26  56  0.1546  180.0    0.0656   1.420e+04  1.810e+02  2 
 26  56  0.1546  180.0    0.0756   1.259e+04  3.810e+02  2 
 26  56  0.1546  180.0    0.0855   1.071e+04  4.180e+02  2 
 26  56  0.1546  180.0    0.0955   7.543e+03  4.120e+02  2 
 26  56  0.1546  180.0    0.1055   6.810e+03  4.690e+02  2 
 26  56  0.1546  180.0    0.1154   6.166e+03  8.210e+02  2 
 26  56   0.160  60.000  0.0150  7.934e+05  4.049e+04 1 
 26  56   0.160  60.000  0.0250  6.285e+05  3.565e+04 1 
 26  56   0.160  60.000  0.0350  5.371e+05  3.655e+04 1 
 26  56   0.160  60.000  0.0450  3.605e+05  3.490e+04 1 
 26  56   0.160  60.000  0.0550  2.475e+05  3.698e+04 1 
 26  56   0.160 140.000  0.0150  6.740e+03  2.753e+02 1 
 26  56   0.160 140.000  0.0250  1.136e+04  4.821e+02 1 
 26  56   0.160 140.000  0.0350  1.553e+04  7.024e+02 1 
 26  56   0.160 140.000  0.0450  1.758e+04  8.492e+02 1 
 26  56   0.160 140.000  0.0550  1.950e+04  1.015e+03 1 
 26  56   0.160 140.000  0.0650  1.929e+04  1.100e+03 1 
 26  56   0.160 140.000  0.0750  1.611e+04  1.037e+03 1 
 26  56  0.1737  180.0    0.0061   5.140e+02  2.900e+01  2 
 26  56  0.1737  180.0    0.0161   3.853e+03  8.500e+01  2 
 26  56  0.1737  180.0    0.0260   5.938e+03  1.210e+02  2 
 26  56  0.1737  180.0    0.0360   8.655e+03  1.310e+02  2 
 26  56  0.1737  180.0    0.0459   1.046e+04  1.650e+02  2 
 26  56  0.1737  180.0    0.0558   1.233e+04  1.620e+02  2 
