   0.2007   0.1707 145.0000   0.8120   0.1247   0.0470       193.6145        24.0566      3840.8008  0.0504  0.0063   1
   0.2007   0.1607 145.0000   0.8380   0.1174   0.0467     12574.9436       412.6449      9168.5851  1.3715  0.0450   1
   0.2007   0.1507 145.0000   0.8641   0.1101   0.0464     69123.0739      2157.4907     31168.8898  2.2177  0.0692   1
   0.2007   0.1407 145.0000   0.8902   0.1028   0.0458    124915.1109      3965.4096     57597.9513  2.1687  0.0688   1
   0.2507   0.2107  90.0000   0.8497   0.1057   0.3300     51423.2783      1649.7640     24371.0022  2.1100  0.0677   1
   0.2507   0.2007  90.0000   0.8735   0.1007   0.3279    252651.7382      7978.5655    136289.2056  1.8538  0.0585   1
   0.2507   0.2107 145.0000   0.7632   0.1922   0.0470        25.6006         5.6132      1390.9383  0.0184  0.0040   1
   0.2507   0.2007 145.0000   0.7911   0.1831   0.0467      3663.6365       119.7656      2777.0526  1.3193  0.0431   1
   0.2507   0.1907 145.0000   0.8190   0.1740   0.0464     10072.5544       319.0187      5805.7176  1.7349  0.0549   1
   0.2507   0.1807 145.0000   0.8468   0.1649   0.0460     25095.7904       786.4854     13964.3325  1.7971  0.0563   1
   0.2507   0.1707 145.0000   0.8747   0.1557   0.0456    181935.3138      5686.1988     97063.3905  1.8744  0.0586   1
   0.2507   0.1607 145.0000   0.9026   0.1466   0.0450     51840.9119      1624.9480     25353.0359  2.0448  0.0641   1
   0.2507   0.1507 145.0000   0.9305   0.1375   0.0443     23074.2190       722.1394     10532.6651  2.1907  0.0686   1
   0.2507   0.1407 145.0000   0.9584   0.1284   0.0435     13004.9527       418.3359      5894.8751  2.2061  0.0710   1
   0.2507   0.1307 145.0000   0.9863   0.1193   0.0425      7456.1312       246.4664      3594.7226  2.0742  0.0686   1
   0.2507   0.1207 145.0000   1.0142   0.1101   0.0413      4244.7009       147.1914      2266.3723  1.8729  0.0649   1
   0.2507   0.1107 145.0000   1.0421   0.1010   0.0400      2829.5534       103.0394      1446.6853  1.9559  0.0712   1
   0.3007   0.2657  90.0000   0.7862   0.1598   0.3316       286.6906        27.4256      3318.7281  0.0864  0.0083   1
   0.3007   0.2557  90.0000   0.8110   0.1538   0.3304      6741.3247       220.4212      6686.4864  1.0082  0.0330   1
   0.3007   0.2457  90.0000   0.8358   0.1478   0.3288     23613.5601       741.5914     14391.7502  1.6408  0.0515   1
   0.3007   0.2357  90.0000   0.8605   0.1418   0.3268     65173.0362      2038.7014     40556.2109  1.6070  0.0503   1
   0.3007   0.2257  90.0000   0.8853   0.1358   0.3244    313915.0872      9810.8900    180477.4960  1.7394  0.0544   1
   0.3007   0.2157  90.0000   0.9101   0.1298   0.3214     57206.3028      1793.2278     30350.7676  1.8848  0.0591   1
   0.3007   0.2057  90.0000   0.9349   0.1237   0.3179     28938.4569       933.7033     15400.4555  1.8791  0.0606   1
   0.3007   0.1957  90.0000   0.9597   0.1177   0.3137     17147.6514       564.1112      9330.6991  1.8378  0.0605   1
   0.3007   0.1857  90.0000   0.9844   0.1117   0.3089     10560.6007       357.9081      6041.8798  1.7479  0.0592   1
   0.3007   0.1757  90.0000   1.0092   0.1057   0.3034      6400.4206       228.2014      4042.9705  1.5831  0.0564   1
