                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9902  20.3744  0.91470E+01  0.10192E+02  0.33509E-02  0.10051E+02  0.10040E+02  0.33643E-02  0.98858E+01
   10.5890   3.0306  20.6959  0.82835E+01  0.91394E+01  0.22491E-02  0.90266E+01  0.89821E+01  0.22571E-02  0.88597E+01
   10.5890   3.0761  21.1278  0.72493E+01  0.79044E+01  0.13308E-02  0.78201E+01  0.77469E+01  0.13348E-02  0.76555E+01
   10.5890   3.0946  21.6835  0.61960E+01  0.66875E+01  0.76975E-03  0.66248E+01  0.65382E+01  0.77182E-03  0.64701E+01
   10.5890   3.0985  22.3133  0.52138E+01  0.55747E+01  0.43340E-03  0.55281E+01  0.54378E+01  0.43445E-03  0.53874E+01
   10.5890   3.1079  22.8872  0.44237E+01  0.46869E+01  0.24472E-03  0.46519E+01  0.45618E+01  0.24524E-03  0.45238E+01
   10.5890   3.1507  23.2199  0.39082E+01  0.41039E+01  0.14450E-03  0.40767E+01  0.39853E+01  0.14474E-03  0.39558E+01
   10.5890   3.1918  23.4757  0.35181E+01  0.36654E+01  0.90689E-04  0.36435E+01  0.35524E+01  0.90799E-04  0.35287E+01
