 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.456818223       6.51387501       26.2147007       2.99040008       1.86612594       1.85223234    
  0.471647680       6.70170021       26.4766998       3.01710010       1.67266309       1.64727175    
  0.490591526       6.94215250       26.8153992       3.04830003       1.44903743       1.41338468    
  0.510211110       7.18904734       27.1518002       3.08039999       1.24620414       1.20386922    
  0.529703856       7.44919348       27.5816994       3.09500003       1.05508387       1.01046395    
  0.549596071       7.72347021       28.0706005       3.10030007      0.880510926      0.836157382    
  0.569230855       7.98807526       28.5077000       3.11089993      0.737186968      0.694346368    
  0.588628232       8.22769451       28.8020992       3.14039993      0.625898898      0.584553599    
  0.607374430       8.45028782       29.0345993       3.17499995      0.534913421      0.495371163    
  0.623674035       8.64955807       29.2719994       3.19849992      0.462489307      0.425368428    
