   0.190   2.668  12.276          0.602          1.588
   0.190   2.669  12.275          0.602          1.588
   0.191   2.677  12.247          0.601          1.588
   0.620   5.242   4.098          0.133          1.638
   0.352   3.960   8.173          0.417          1.618
   0.262   3.318  10.210          0.528          1.605
   0.467   4.601   6.135          0.278          1.625
   0.225   2.998  11.229          0.569          1.597
   0.305   3.639   9.191          0.477          1.612
   0.207   2.838  11.738          0.587          1.593
   0.243   3.158  10.719          0.550          1.601
   0.199   2.757  11.993          0.594          1.590
   0.216   2.918  11.483          0.578          1.595
   0.195   2.717  12.120          0.598          1.589
   0.203   2.797  11.865          0.591          1.591
   0.193   2.697  12.184          0.600          1.589
   0.197   2.737  12.056          0.596          1.590
   0.192   2.687  12.216          0.601          1.588
   0.194   2.707  12.152          0.599          1.589
   0.191   2.682  12.231          0.601          1.588
   0.192   2.692  12.200          0.600          1.588
   0.191   2.680  12.239          0.601          1.588
   0.191   2.685  12.224          0.601          1.588
   0.191   2.678  12.243          0.601          1.588
   0.191   2.681  12.235          0.601          1.588
   0.191   2.678  12.245          0.601          1.588
   0.191   2.679  12.241          0.601          1.588
   0.191   2.680  12.237          0.601          1.588
   0.191   2.682  12.233          0.601          1.588
   0.191   2.683  12.228          0.601          1.588
   0.192   2.686  12.220          0.601          1.588
   0.192   2.690  12.208          0.600          1.588
   0.192   2.695  12.192          0.600          1.588
   0.192   2.688  12.212          0.601          1.588
   0.192   2.691  12.204          0.600          1.588
   0.192   2.693  12.196          0.600          1.588
   0.193   2.696  12.188          0.600          1.588
   0.193   2.702  12.168          0.599          1.589
   0.194   2.712  12.136          0.598          1.589
   0.193   2.700  12.176          0.600          1.589
   0.193   2.705  12.160          0.599          1.589
   0.194   2.710  12.144          0.599          1.589
   0.194   2.715  12.128          0.598          1.589
   0.196   2.727  12.088          0.597          1.589
   0.198   2.747  12.025          0.595          1.590
   0.195   2.722  12.104          0.598          1.589
   0.196   2.732  12.072          0.597          1.590
   0.197   2.742  12.040          0.596          1.590
   0.198   2.752  12.009          0.595          1.590
   0.201   2.777  11.929          0.592          1.591
   0.205   2.817  11.802          0.589          1.592
   0.200   2.767  11.961          0.593          1.591
   0.202   2.787  11.897          0.591          1.591
   0.204   2.807  11.834          0.590          1.592
   0.206   2.827  11.770          0.588          1.592
   0.211   2.878  11.611          0.582          1.594
   0.220   2.958  11.356          0.574          1.596
   0.209   2.858  11.674          0.585          1.593
   0.214   2.898  11.547          0.580          1.594
   0.218   2.938  11.420          0.576          1.595
   0.222   2.978  11.292          0.572          1.596
   0.234   3.078  10.974          0.560          1.599
   0.253   3.238  10.465          0.539          1.603
   0.229   3.038  11.101          0.565          1.598
   0.238   3.118  10.847          0.555          1.600
   0.248   3.198  10.592          0.544          1.602
   0.257   3.278  10.337          0.533          1.604
   0.283   3.479   9.701          0.503          1.609
   0.328   3.799   8.682          0.448          1.615
   0.272   3.399   9.955          0.516          1.607
   0.294   3.559   9.446          0.490          1.611
   0.316   3.719   8.937          0.463          1.614
   0.340   3.880   8.427          0.433          1.617
   0.406   4.280   7.154          0.351          1.622
   0.537   4.922   5.117          0.204          1.630
   0.378   4.120   7.663          0.385          1.620
   0.435   4.441   6.645          0.315          1.623
