                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.0626  15.6945  0.18959E+02  0.22700E+02  0.24153E-01  0.22016E+02  0.22717E+02  0.24371E-01  0.21978E+02
   10.5890   3.0766  16.6053  0.14811E+02  0.17403E+02  0.13149E-01  0.16965E+02  0.17342E+02  0.13255E-01  0.16869E+02
   10.5890   3.0978  16.5609  0.14916E+02  0.17498E+02  0.12897E-01  0.17066E+02  0.17435E+02  0.12999E-01  0.16969E+02
   10.5890   3.1033  17.6244  0.11239E+02  0.12926E+02  0.64377E-02  0.12665E+02  0.12821E+02  0.64812E-02  0.12539E+02
   10.5890   3.1044  17.6481  0.11166E+02  0.12835E+02  0.63236E-02  0.12577E+02  0.12730E+02  0.63661E-02  0.12451E+02
   10.5890   3.0529  17.9445  0.10482E+02  0.12061E+02  0.59310E-02  0.11815E+02  0.11963E+02  0.59725E-02  0.11697E+02
   10.5890   3.1519  18.2412  0.94171E+01  0.10656E+02  0.38285E-02  0.10476E+02  0.10532E+02  0.38512E-02  0.10338E+02
   10.5890   3.0982  18.6906  0.85100E+01  0.96172E+01  0.32783E-02  0.94556E+01  0.95017E+01  0.32984E-02  0.93275E+01
   10.5890   3.1196  18.6428  0.85570E+01  0.96540E+01  0.31998E-02  0.94952E+01  0.95347E+01  0.32191E-02  0.93636E+01
   10.5890   3.0501  19.4091  0.71776E+01  0.80613E+01  0.23425E-02  0.79338E+01  0.79529E+01  0.23573E-02  0.78155E+01
   10.5890   3.1040  19.7200  0.64834E+01  0.72006E+01  0.16528E-02  0.71010E+01  0.70864E+01  0.16625E-02  0.69790E+01
   10.5890   3.0973  20.1190  0.58529E+01  0.64646E+01  0.12956E-02  0.63805E+01  0.63541E+01  0.13028E-02  0.62636E+01
   10.5890   3.0476  20.8205  0.49766E+01  0.54696E+01  0.94455E-03  0.54019E+01  0.53698E+01  0.94974E-03  0.52969E+01
   10.5890   3.1388  20.4026  0.53309E+01  0.58355E+01  0.95233E-03  0.57675E+01  0.57242E+01  0.95693E-03  0.56510E+01
   10.5890   3.1048  21.1010  0.44939E+01  0.48857E+01  0.66079E-03  0.48328E+01  0.47850E+01  0.66385E-03  0.47280E+01
   10.5890   3.0939  21.5210  0.40373E+01  0.43676E+01  0.51633E-03  0.43229E+01  0.42727E+01  0.51863E-03  0.42246E+01
   10.5890   3.1378  21.8012  0.36510E+01  0.39148E+01  0.37280E-03  0.38791E+01  0.38219E+01  0.37423E-03  0.37835E+01
   10.5890   3.1010  22.4172  0.31498E+01  0.33610E+01  0.27676E-03  0.33318E+01  0.32776E+01  0.27783E-03  0.32462E+01
   10.5890   3.1307  23.1029  0.25478E+01  0.26843E+01  0.15715E-03  0.26644E+01  0.26098E+01  0.15762E-03  0.25885E+01
