                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.0635  15.6913  0.18972E+02  0.22715E+02  0.24156E-01  0.22030E+02  0.22731E+02  0.24374E-01  0.21992E+02
   10.5890   3.0762  16.6059  0.14810E+02  0.17402E+02  0.13156E-01  0.16964E+02  0.17341E+02  0.13262E-01  0.16869E+02
   10.5890   3.0981  16.5585  0.14925E+02  0.17508E+02  0.12908E-01  0.17076E+02  0.17445E+02  0.13010E-01  0.16979E+02
   10.5890   3.1025  17.6306  0.11223E+02  0.12908E+02  0.64245E-02  0.12647E+02  0.12803E+02  0.64679E-02  0.12521E+02
   10.5890   3.1046  17.6481  0.11165E+02  0.12834E+02  0.63205E-02  0.12576E+02  0.12728E+02  0.63630E-02  0.12450E+02
   10.5890   3.0533  17.9440  0.10482E+02  0.12061E+02  0.59271E-02  0.11815E+02  0.11963E+02  0.59685E-02  0.11697E+02
   10.5890   3.1526  18.2432  0.94101E+01  0.10647E+02  0.38168E-02  0.10467E+02  0.10523E+02  0.38393E-02  0.10329E+02
   10.5890   3.0982  18.6900  0.85113E+01  0.96188E+01  0.32795E-02  0.94571E+01  0.95033E+01  0.32997E-02  0.93290E+01
   10.5890   3.1194  18.6467  0.85488E+01  0.96443E+01  0.31936E-02  0.94858E+01  0.95251E+01  0.32128E-02  0.93542E+01
   10.5890   3.0503  19.4067  0.71815E+01  0.80659E+01  0.23449E-02  0.79383E+01  0.79574E+01  0.23596E-02  0.78199E+01
   10.5890   3.1043  19.7199  0.64828E+01  0.71997E+01  0.16516E-02  0.71001E+01  0.70854E+01  0.16612E-02  0.69782E+01
   10.5890   3.0965  20.1264  0.58435E+01  0.64545E+01  0.12923E-02  0.63706E+01  0.63437E+01  0.12995E-02  0.62533E+01
   10.5890   3.0484  20.8173  0.49789E+01  0.54719E+01  0.94428E-03  0.54042E+01  0.53720E+01  0.94947E-03  0.52991E+01
   10.5890   3.1395  20.4020  0.53301E+01  0.58342E+01  0.95076E-03  0.57663E+01  0.57228E+01  0.95535E-03  0.56497E+01
   10.5890   3.1038  21.1078  0.44879E+01  0.48793E+01  0.65980E-03  0.48264E+01  0.47788E+01  0.66286E-03  0.47219E+01
   10.5890   3.0938  21.5206  0.40379E+01  0.43684E+01  0.51663E-03  0.43237E+01  0.42735E+01  0.51893E-03  0.42254E+01
   10.5890   3.0463  22.0703  0.35767E+01  0.38590E+01  0.41645E-03  0.38203E+01  0.37729E+01  0.41835E-03  0.37313E+01
