                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.1285  16.2905  0.22831E+02  0.26522E+02  0.45785E-01  0.25969E+02  0.26302E+02  0.45991E-01  0.25716E+02
   10.5890   3.1285  17.5388  0.16218E+02  0.18448E+02  0.18580E-01  0.18142E+02  0.18209E+02  0.18654E-01  0.17884E+02
   10.5890   3.1285  18.7065  0.11816E+02  0.13193E+02  0.77206E-02  0.13016E+02  0.12968E+02  0.77478E-02  0.12780E+02
   10.5890   3.1285  20.1621  0.79549E+01  0.86886E+01  0.24369E-02  0.85986E+01  0.84985E+01  0.24440E-02  0.84032E+01
   10.5890   3.1285  21.5232  0.54608E+01  0.58502E+01  0.77072E-03  0.58025E+01  0.56971E+01  0.77253E-03  0.56466E+01
   10.5890   3.1285  22.4924  0.41491E+01  0.43859E+01  0.32182E-03  0.43556E+01  0.42582E+01  0.32246E-03  0.42262E+01
   10.5890   3.1285  23.2708  0.33084E+01  0.34615E+01  0.15344E-03  0.34404E+01  0.33526E+01  0.15369E-03  0.33303E+01
   10.5890   3.1285  24.6134  0.22034E+01  0.22655E+01  0.38882E-04  0.22544E+01  0.21854E+01  0.38921E-04  0.21736E+01
   10.5890   3.1285  26.0288  0.13952E+01  0.14093E+01  0.81592E-05  0.14036E+01  0.13538E+01  0.81628E-05  0.13478E+01
   10.5890   3.1285  26.8446  0.10544E+01  0.10546E+01  0.33558E-05  0.10507E+01  0.10106E+01  0.33561E-05  0.10065E+01
   10.5890   3.1285  27.8980  0.71863E+00  0.70963E+00  0.12728E-05  0.70725E+00  0.67799E+00  0.12722E-05  0.67547E+00
   10.5890   3.1285  28.9160  0.48286E+00  0.47124E+00  0.66308E-06  0.46975E+00  0.44893E+00  0.66255E-06  0.44735E+00
   10.5890   3.1285  29.9022  0.31895E+00  0.30771E+00  0.41421E-06  0.30675E+00  0.29232E+00  0.41370E-06  0.29131E+00
   10.5890   3.1285  30.8597  0.20654E+00  0.19706E+00  0.26937E-06  0.19641E+00  0.18670E+00  0.26894E-06  0.18602E+00
   10.5890   3.1285  31.5607  0.14691E+00  0.13905E+00  0.19219E-06  0.13856E+00  0.13148E+00  0.19183E-06  0.13097E+00
   10.5890   3.1285  32.4741  0.91282E-01  0.85478E-01  0.11725E-06  0.85122E-01  0.80616E-01  0.11698E-06  0.80242E-01
   10.5890   3.1285  33.3652  0.55215E-01  0.51160E-01  0.67453E-07  0.50882E-01  0.48124E-01  0.67271E-07  0.47835E-01
   10.5890   3.1285  34.2357  0.32486E-01  0.29764E-01  0.37094E-07  0.29530E-01  0.27921E-01  0.36979E-07  0.27680E-01
