                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.0631  15.6921  0.27343E+02  0.32342E+02  0.81089E-01  0.31529E+02  0.32194E+02  0.81509E-01  0.31333E+02
   10.5890   3.0752  16.6082  0.21198E+02  0.24638E+02  0.41727E-01  0.24119E+02  0.24431E+02  0.41923E-01  0.23882E+02
   10.5890   3.0978  16.5592  0.21363E+02  0.24788E+02  0.40826E-01  0.24276E+02  0.24573E+02  0.41013E-01  0.24031E+02
   10.5890   3.1021  17.6287  0.15953E+02  0.18172E+02  0.18704E-01  0.17865E+02  0.17942E+02  0.18780E-01  0.17616E+02
   10.5890   3.1041  17.6493  0.15855E+02  0.18051E+02  0.18322E-01  0.17747E+02  0.17820E+02  0.18397E-01  0.17498E+02
   10.5890   3.0539  17.9416  0.14885E+02  0.16962E+02  0.17029E-01  0.16672E+02  0.16746E+02  0.17102E-01  0.16439E+02
   10.5890   3.1522  18.2445  0.13285E+02  0.14904E+02  0.10238E-01  0.14693E+02  0.14666E+02  0.10274E-01  0.14442E+02
   10.5890   3.0981  18.6879  0.12007E+02  0.13456E+02  0.85946E-02  0.13267E+02  0.13237E+02  0.86266E-02  0.13036E+02
   10.5890   3.1189  18.6489  0.12043E+02  0.13473E+02  0.83096E-02  0.13287E+02  0.13249E+02  0.83396E-02  0.13052E+02
   10.5890   3.0495  19.4092  0.10084E+02  0.11234E+02  0.57777E-02  0.11086E+02  0.11036E+02  0.57994E-02  0.10879E+02
   10.5890   3.1043  19.7150  0.90808E+01  0.10010E+02  0.37982E-02  0.98941E+01  0.98112E+01  0.38106E-02  0.96882E+01
   10.5890   3.0966  20.1225  0.81603E+01  0.89485E+01  0.28160E-02  0.88509E+01  0.87604E+01  0.28249E-02  0.86570E+01
   10.5890   3.0478  20.8161  0.69264E+01  0.75586E+01  0.19156E-02  0.74802E+01  0.73918E+01  0.19217E-02  0.73087E+01
   10.5890   3.1400  20.4000  0.74117E+01  0.80582E+01  0.19218E-02  0.79796E+01  0.78736E+01  0.19271E-02  0.77903E+01
   10.5890   3.1037  21.1047  0.62193E+01  0.67181E+01  0.12196E-02  0.66571E+01  0.65550E+01  0.12229E-02  0.64903E+01
   10.5890   3.0943  21.5162  0.55805E+01  0.60007E+01  0.89074E-03  0.59493E+01  0.58487E+01  0.89304E-03  0.57942E+01
   10.5890   3.0472  22.0672  0.49285E+01  0.52853E+01  0.67191E-03  0.52411E+01  0.51486E+01  0.67370E-03  0.51017E+01
   10.5890   3.1375  21.8053  0.50171E+01  0.53487E+01  0.57846E-03  0.53078E+01  0.52030E+01  0.57972E-03  0.51596E+01
   10.5890   3.1022  22.4102  0.43233E+01  0.45877E+01  0.39052E-03  0.45543E+01  0.44582E+01  0.39137E-03  0.44228E+01
   10.5890   3.0938  22.7060  0.39971E+01  0.42284E+01  0.30932E-03  0.41988E+01  0.41061E+01  0.30998E-03  0.40747E+01
   10.5890   3.1325  23.0899  0.34786E+01  0.36464E+01  0.17937E-03  0.36237E+01  0.35333E+01  0.17967E-03  0.35093E+01
   10.5890   3.1037  23.5153  0.31389E+01  0.32819E+01  0.13674E-03  0.32620E+01  0.31783E+01  0.13697E-03  0.31573E+01
