                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.1285  16.2905  0.15932E+02  0.18708E+02  0.14325E-01  0.18243E+02  0.18647E+02  0.14436E-01  0.18143E+02
   10.5890   3.1285  17.5388  0.11418E+02  0.13113E+02  0.64030E-02  0.12853E+02  0.13003E+02  0.64451E-02  0.12722E+02
   10.5890   3.1285  18.7065  0.83901E+01  0.94465E+01  0.29998E-02  0.92946E+01  0.93255E+01  0.30175E-02  0.91618E+01
   10.5890   3.1285  20.1621  0.57100E+01  0.62813E+01  0.11516E-02  0.62038E+01  0.61683E+01  0.11576E-02  0.60848E+01
   10.5890   3.1285  21.5232  0.39602E+01  0.42678E+01  0.46305E-03  0.42263E+01  0.41714E+01  0.46495E-03  0.41267E+01
   10.5890   3.1285  22.4924  0.30315E+01  0.32219E+01  0.24030E-03  0.31954E+01  0.31390E+01  0.24115E-03  0.31105E+01
   10.5890   3.1285  23.2708  0.24322E+01  0.25570E+01  0.14118E-03  0.25385E+01  0.24849E+01  0.14158E-03  0.24650E+01
   10.5890   3.1285  24.6134  0.16380E+01  0.16913E+01  0.55712E-04  0.16813E+01  0.16366E+01  0.55798E-04  0.16259E+01
   10.5890   3.1285  26.0288  0.10505E+01  0.10649E+01  0.20508E-04  0.10598E+01  0.10260E+01  0.20514E-04  0.10204E+01
   10.5890   3.1285  26.8446  0.80016E+00  0.80274E+00  0.11503E-04  0.79923E+00  0.77140E+00  0.11496E-04  0.76763E+00
   10.5890   3.1285  27.8980  0.55110E+00  0.54566E+00  0.54601E-05  0.54352E+00  0.52266E+00  0.54509E-05  0.52036E+00
   10.5890   3.1285  28.9160  0.37405E+00  0.36569E+00  0.26616E-05  0.36436E+00  0.34918E+00  0.26543E-05  0.34775E+00
   10.5890   3.1285  29.9022  0.24931E+00  0.24077E+00  0.13262E-05  0.23993E+00  0.22920E+00  0.13213E-05  0.22830E+00
   10.5890   3.1285  30.8597  0.16256E+00  0.15515E+00  0.67808E-06  0.15461E+00  0.14725E+00  0.67557E-06  0.14667E+00
   10.5890   3.1285  31.5607  0.11600E+00  0.10973E+00  0.41470E-06  0.10934E+00  0.10392E+00  0.41297E-06  0.10349E+00
   10.5890   3.1285  32.4741  0.72095E-01  0.67407E-01  0.21791E-06  0.67142E-01  0.63643E-01  0.21687E-06  0.63357E-01
   10.5890   3.1285  33.3652  0.43327E-01  0.40035E-01  0.11481E-06  0.39848E-01  0.37686E-01  0.11419E-06  0.37483E-01
   10.5890   3.1285  34.2357  0.25057E-01  0.22869E-01  0.60452E-07  0.22726E-01  0.21459E-01  0.60089E-07  0.21304E-01
