 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad   Rad_cor
  0.171210930       2.41784978       15.6913004       3.06349993       18.9721127       22.7313919       1.1981476545333862     
  0.192727029       2.71710801       16.6058998       3.07620001       14.8098183       17.3414364       1.1709418296813965     
  0.193564534       2.72096062       16.5585003       3.09809995       14.9249058       17.4454460       1.1688815355300903     
  0.219677135       3.08621454       17.6306000       3.10249996       11.2233639       12.8028946       1.1407359838485718     
  0.220320791       3.09438920       17.6480999       3.10459995       11.1653891       12.7280884       1.1399592161178589     
  0.222422659       3.14532161       17.9440002       3.05329990       10.4822788       11.9625359       1.1412152051925659     
  0.240482375       3.35589552       18.2432003       3.15260005       9.41009712       10.5230742       1.1182748079299927     
  0.246145979       3.46005797       18.6900005       3.09820008       8.51130486       9.50329208       1.1165493726730347     
  0.247393548       3.46775293       18.6466999       3.11940002       8.54882336       9.52505302       1.1141946315765381     
  0.259442240       3.67028356       19.4067001       3.05029988       7.18149471       7.95740843       1.1080434322357178     
  0.274507791       3.85559583       19.7199001       3.10430002       6.48278904       7.08542299       1.0929590463638306     
  0.284808844       4.00444794       20.1264000       3.09649992       5.84347153       6.34370422       1.0856053829193115     
  0.297837466       4.21451569       20.8173008       3.04839993       4.97886467       5.37202168       1.0789651870727539     
  0.298354417       4.17082548       20.4020004       3.13949990       5.33008099       5.72281885       1.0736832618713379     
  0.313982993       4.41033888       21.1077995       3.10380006       4.48793077       4.77876234       1.0648030042648315     
  0.324752986       4.56771278       21.5205994       3.09380007       4.03794956       4.27347326       1.0583275556564331     
  0.333989561       4.72739792       22.0702991       3.04629993       3.57673526       3.77290154       1.0548450946807861     
  0.339913815       4.75282240       21.8008995       3.13790011       3.65113568       3.82195616       1.0467855930328369     
  0.353092074       4.96113968       22.4111996       3.10159993       3.15380430       3.28191614       1.0406213998794556     
  0.361038774       5.07780838       22.7040997       3.09419990       2.92201662       3.02839661       1.0364063978195190     
  0.379921645       5.31686401       23.0993004       3.13140011       2.54915953       2.61114836       1.0243173837661743     
  0.388678819       5.46027803       23.5223007       3.10279989       2.30652261       2.35455370       1.0208240747451782     
  0.411295652       5.82076454       24.5210991       3.04740000       1.80808401       1.82920051       1.0116789340972900     
  0.418217897       5.85453272       24.2646999       3.12919998       1.81791651       1.82668555       1.0048236846923828     
  0.443946242       6.24343920       25.2119999       3.09470010       1.40916932       1.40077114      0.99404031038284302     
  0.475501239       6.67837954       26.0480003       3.10459995       1.07270133       1.05066526      0.97945737838745117     
  0.482464343       6.83737898       26.6588993       3.03699994      0.953485370      0.933523297      0.97906410694122314     
  0.506946266       7.08463335       26.6805992       3.14179993      0.831850708      0.802622080      0.96486312150955200     
  0.516245544       7.26719522       27.2698002       3.08750010      0.730549991      0.703593373      0.96310091018676758     
  0.549949646       7.72451687       28.0550003       3.10409999      0.540401697      0.512983143      0.94926261901855469     
  0.554986656       7.87118959       28.6714001       3.03119993      0.484996378      0.460714549      0.94993400573730469     
  0.586115360       8.19422054       28.7492008       3.13890004      0.392063916      0.366414607      0.93457877635955811     
  0.594726384       8.37543106       29.3337002       3.08439994      0.344077528      0.321116418      0.93326765298843384     
  0.626316011       8.89164448       30.5545006       3.02370000      0.237264022      0.219256505      0.92410343885421753     
  0.638152361       8.95717335       30.2343006       3.10929990      0.225281626      0.206620157      0.91716384887695312     
  0.663582563       9.36118603       31.1198006       3.07150006      0.166203007      0.151192620      0.90968644618988037     
  0.680774093       9.49281883       30.8987999       3.15829992      0.147947818      0.133337677      0.90124803781509399     
  0.698228776       9.92161274       32.3594017       3.01679993      0.107637621       9.68547761E-02  0.89982271194458008     
  0.705121458       9.90430450       31.8612995       3.10389996      0.107067533       9.58155841E-02  0.89490795135498047     
  0.737557411       10.4155474       32.9155998       3.06369996       7.02521503E-02   6.22131601E-02  0.88556945323944092     
  0.738271296       10.7603436       34.9192009       2.82209992       5.64724244E-02   5.04232831E-02  0.89288330078125000     
  0.750155747       10.4822474       32.5943985       3.14269996       6.43509701E-02   5.65697998E-02  0.87908232212066650     
  0.779155314       10.9491730       33.5658989       3.10050011       4.27512079E-02   3.72310057E-02  0.87087613344192505     
  0.780577540       11.3164635       35.5718994       2.86339998       3.40556353E-02   2.98882741E-02  0.87763077020645142     
  0.820551693       11.4904032       34.2612000       3.12680006       2.48228014E-02   2.12544799E-02  0.85624825954437256     
  0.824404538       11.8933687       36.2515984       2.90120006       1.91863813E-02   1.65290628E-02  0.86149972677230835     
