 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad   Rad_cor
  0.171209589       2.41811967       15.6945000       3.06259990       18.9589100       22.7171383       1.1982301473617554     
  0.192748562       2.71726680       16.6053009       3.07660007       14.8108492       17.3419685       1.1708962917327881     
  0.193593800       2.72148061       16.5608997       3.09780002       14.9163456       17.4352264       1.1688671112060547     
  0.219603986       3.08485699       17.6243992       3.10330009       11.2392635       12.8213911       1.1407679319381714     
  0.220300704       3.09418988       17.6480999       3.10439992       11.1659975       12.7295990       1.1400324106216431     
  0.222394004       3.14508319       17.9445000       3.05290008       10.4821129       11.9628162       1.1412600278854370     
  0.240354061       3.35442066       18.2411995       3.15190005       9.41710949       10.5323076       1.1184225082397461     
  0.246161535       3.46027684       18.6905994       3.09820008       8.50997066       9.50167847       1.1165348291397095     
  0.247313455       3.46653724       18.6427994       3.11960006       8.55703545       9.53472042       1.1142550706863403     
  0.259481937       3.67094207       19.4090996       3.05010009       7.17756128       7.95287991       1.1080198287963867     
  0.274472922       3.85526061       19.7199993       3.10400009       6.48338842       7.08637619       1.0930050611495972     
  0.284705579       4.00256824       20.1189995       3.09730005       5.85289764       6.35411930       1.0856364965438843     
  0.297818214       4.21469021       20.8204994       3.04760003       4.97655582       5.36981201       1.0790218114852905     
  0.298277140       4.17013741       20.4025993       3.13879991       5.33090734       5.72416401       1.0737692117691040     
  0.313926041       4.40894985       21.1009998       3.10479999       4.49385881       4.78501749       1.0647903680801392     
  0.324779689       4.56802797       21.5209999       3.09389997       4.03729820       4.27269411       1.0583052635192871     
  0.339907646       4.75280046       21.8012009       3.13779998       3.65104222       3.82189274       1.0467950105667114     
  0.353182107       4.96280241       22.4172001       3.10100007       3.14976549       3.27763748       1.0405973196029663     
  0.379917741       5.31730843       23.1028996       3.13070011       2.54780841       2.60984802       1.0243501663208008     
