EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3D                                                                     
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

 Deut Elastic Model: ia,iamec,rsc,rscmec (1,2,3,4)=  3
 TJON DEUT ELASTIC FILESS TO BE OPEN=rscctj.tjon_input   rscqtj.tjon_input   rscmtj.tjon_input   
  10.589 15.692  2.42    4.15   16.12    3.48    0.13   19.73  0.960
   3.063  0.171 12.59    4.68   15.92    3.77    0.13   19.82 1.897E+01

  10.589 16.608  2.72    3.54   14.55    2.86    0.09   17.50  0.958
   3.075  0.193 12.26    3.98   13.91    3.10    0.09   17.11 1.480E+01

  10.589 16.559  2.72    3.48   14.41    2.81    0.09   17.31  0.965
   3.098  0.194 12.22    3.90   13.76    3.04    0.09   16.89 1.492E+01

  10.589 17.629  3.09    2.93   12.69    2.27    0.06   15.02  0.968
   3.102  0.220 11.84    3.26   11.57    2.45    0.06   14.08 1.123E+01

  10.589 17.649  3.09    2.92   12.64    2.26    0.06   14.95  0.968
   3.104  0.220 11.83    3.26   11.51    2.44    0.06   14.00 1.116E+01

  10.589 17.942  3.15    2.96   12.71    2.29    0.06   15.06  0.967
   3.054  0.222 11.88    3.30   11.59    2.47    0.06   14.12 1.049E+01

  10.589 18.244  3.36    2.52   11.23    1.87    0.04   13.15  0.970
   3.152  0.240 11.48    2.80    9.77    2.02    0.04   11.83 9.408E+00

  10.589 18.688  3.46    2.52   11.12    1.86    0.04   13.02  0.970
   3.098  0.246 11.48    2.79    9.61    2.01    0.04   11.66 8.516E+00

  10.589 18.649  3.47    2.48   10.96    1.82    0.04   12.82  0.970
   3.119  0.247 11.43    2.74    9.42    1.96    0.04   11.42 8.545E+00

  10.589 19.409  3.67    2.41   10.54    1.75    0.03   12.32  0.970
   3.049  0.259 11.36    2.67    8.90    1.88    0.03   10.81 7.179E+00

  10.589 19.715  3.85    2.16    9.53    1.51    0.03   11.07  0.968
   3.104  0.274 11.07    2.38    7.65    1.63    0.03    9.31 6.491E+00

  10.589 20.122  4.00    2.07    9.02    1.41    0.02   10.45  0.967
   3.097  0.285 10.94    2.27    7.02    1.53    0.02    8.57 5.849E+00

  10.589 20.816  4.21    2.00    8.55    1.34    0.02    9.91  0.967
   3.048  0.298 10.82    2.19    6.44    1.45    0.02    7.91 4.982E+00

  10.589 20.400  4.17    1.89    8.18    1.26    0.02    9.46  0.967
   3.140  0.298 10.69    2.07    5.99    1.35    0.02    7.37 5.332E+00

  10.589 21.105  4.41    1.80    7.55    1.16    0.01    8.73  0.965
   3.104  0.314 10.52    1.96    5.22    1.25    0.01    6.49 4.492E+00

  10.589 21.516  4.57    1.73    7.08    1.09    0.01    8.18  0.963
   3.094  0.325 10.38    1.88    4.64    1.18    0.01    5.83 4.042E+00

  10.589 22.067  4.73    1.71    6.81    1.07    0.01    7.89  0.962
   3.047  0.334 10.31    1.85    4.32    1.15    0.01    5.48 3.578E+00

  10.589 21.805  4.75    1.58    6.24    0.97    0.01    7.22  0.960
   3.138  0.340 10.11    1.71    3.62    1.04    0.01    4.68 3.648E+00

  10.589 22.410  4.96    1.53    5.78    0.92    0.01    6.70  0.957
   3.102  0.353  9.97    1.65    3.06    0.99    0.01    4.06 3.153E+00

  10.589 22.706  5.08    1.49    5.47    0.88    0.01    6.36  0.956
   3.094  0.361  9.87    1.61    2.69    0.95    0.01    3.64 2.921E+00

  10.589 23.090  5.31    1.36    4.57    0.77    0.01    5.35  0.952
   3.132  0.380  9.56    1.46    1.59    0.83    0.01    2.43 2.554E+00

  10.589 23.515  5.46    1.34    4.30    0.75    0.01    5.06  0.951
   3.104  0.389  9.47    1.44    1.27    0.81    0.01    2.08 2.310E+00

  10.589 24.529  5.82    1.28    3.59    0.70    0.00    4.29  0.945
   3.046  0.411  9.21    1.38    0.41    0.75    0.00    1.17 1.806E+00

  10.589 24.259  5.85    1.19    3.08    0.64    0.00    3.72  0.943
   3.131  0.418  9.02    1.28   -0.22    0.68    0.00    0.47 1.819E+00

  10.589 25.216  6.24    1.13    2.24    0.58    0.00    2.82  0.937
   3.094  0.444  8.70    1.20   -1.22    0.62    0.00   -0.60 1.408E+00

  10.589 26.056  6.68    1.02    1.10    0.50    0.00    1.61  0.930
   3.104  0.476  8.25    1.08   -2.60    0.54    0.00   -2.05 1.071E+00

  10.589 26.647  6.83    1.04    1.05    0.51    0.00    1.56  0.929
   3.038  0.482  8.22    1.11   -2.64    0.55    0.00   -2.09 9.560E-01

  10.589 26.677  7.08    0.92   -0.05    0.44    0.00    0.39  0.924
   3.142  0.507  7.77    0.97   -3.98    0.47    0.00   -3.51 8.327E-01

  10.589 27.265  7.26    0.92   -0.20    0.44    0.00    0.24  0.921
   3.088  0.516  7.69    0.98   -4.16    0.47    0.00   -3.69 7.316E-01

  10.589 28.052  7.72    0.85   -1.31    0.39    0.00   -0.92  0.916
   3.104  0.550  7.20    0.89   -5.49    0.42    0.00   -5.07 5.411E-01

  10.589 28.669  7.87    0.87   -1.28    0.41    0.00   -0.87  0.916
   3.031  0.555  7.19    0.92   -5.44    0.44    0.00   -5.00 4.856E-01

  10.589 28.744  8.19    0.77   -2.50    0.35    0.00   -2.14  0.911
   3.139  0.586  6.67    0.81   -6.92    0.38    0.00   -6.54 3.925E-01

  10.589 29.325  8.37    0.78   -2.62    0.36    0.00   -2.26  0.911
   3.085  0.595  6.59    0.82   -7.06    0.39    0.00   -6.67 3.448E-01

  10.589 30.551  8.89    0.76   -3.39    0.35    0.00   -3.03  0.907
   3.023  0.626  6.19    0.80   -7.95    0.38    0.00   -7.57 2.381E-01

