                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.0631  15.6921  0.18969E+02  0.22713E+02  0.24164E-01  0.22027E+02  0.22729E+02  0.24382E-01  0.21989E+02
   10.5890   3.0752  16.6082  0.14804E+02  0.17394E+02  0.13170E-01  0.16958E+02  0.17336E+02  0.13276E-01  0.16863E+02
   10.5890   3.0978  16.5592  0.14923E+02  0.17507E+02  0.12911E-01  0.17074E+02  0.17444E+02  0.13013E-01  0.16977E+02
   10.5890   3.1021  17.6287  0.11230E+02  0.12917E+02  0.64385E-02  0.12655E+02  0.12812E+02  0.64821E-02  0.12530E+02
   10.5890   3.1041  17.6493  0.11163E+02  0.12832E+02  0.63233E-02  0.12574E+02  0.12727E+02  0.63658E-02  0.12448E+02
   10.5890   3.0539  17.9416  0.10487E+02  0.12066E+02  0.59274E-02  0.11820E+02  0.11968E+02  0.59688E-02  0.11702E+02
   10.5890   3.1522  18.2445  0.94080E+01  0.10645E+02  0.38174E-02  0.10465E+02  0.10521E+02  0.38399E-02  0.10327E+02
   10.5890   3.0981  18.6879  0.85163E+01  0.96249E+01  0.32849E-02  0.94631E+01  0.95094E+01  0.33051E-02  0.93349E+01
   10.5890   3.1189  18.6489  0.85453E+01  0.96405E+01  0.31932E-02  0.94820E+01  0.95214E+01  0.32124E-02  0.93505E+01
   10.5890   3.0495  19.4092  0.71790E+01  0.80635E+01  0.23462E-02  0.79358E+01  0.79551E+01  0.23609E-02  0.78175E+01
   10.5890   3.1043  19.7150  0.64912E+01  0.72095E+01  0.16569E-02  0.71098E+01  0.70952E+01  0.16665E-02  0.69877E+01
   10.5890   3.0966  20.1225  0.58492E+01  0.64607E+01  0.12952E-02  0.63767E+01  0.63504E+01  0.13024E-02  0.62598E+01
   10.5890   3.0478  20.8161  0.49818E+01  0.54756E+01  0.94672E-03  0.54078E+01  0.53758E+01  0.95192E-03  0.53027E+01
   10.5890   3.1400  20.4000  0.53317E+01  0.58359E+01  0.95066E-03  0.57680E+01  0.57244E+01  0.95524E-03  0.56513E+01
   10.5890   3.1037  21.1047  0.44919E+01  0.48839E+01  0.66137E-03  0.48309E+01  0.47833E+01  0.66444E-03  0.47263E+01
   10.5890   3.0943  21.5162  0.40417E+01  0.43724E+01  0.51734E-03  0.43277E+01  0.42774E+01  0.51964E-03  0.42293E+01
   10.5890   3.0472  22.0672  0.35779E+01  0.38600E+01  0.41610E-03  0.38214E+01  0.37738E+01  0.41800E-03  0.37322E+01
   10.5890   3.1375  21.8053  0.36476E+01  0.39110E+01  0.37211E-03  0.38753E+01  0.38181E+01  0.37355E-03  0.37797E+01
   10.5890   3.1022  22.4102  0.31535E+01  0.33649E+01  0.27698E-03  0.33357E+01  0.32814E+01  0.27805E-03  0.32500E+01
