                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9780  23.9308  0.30796E+01  0.32474E+01  0.17301E-03  0.32251E+01  0.31549E+01  0.17345E-03  0.31308E+01
   10.5890   3.0081  24.1893  0.27877E+01  0.29182E+01  0.11596E-03  0.28998E+01  0.28304E+01  0.11621E-03  0.28107E+01
   10.5890   3.0431  24.5370  0.24383E+01  0.25323E+01  0.68113E-04  0.25179E+01  0.24513E+01  0.68234E-04  0.24358E+01
   10.5890   3.0794  24.9025  0.21066E+01  0.21690E+01  0.37986E-04  0.21580E+01  0.20952E+01  0.38036E-04  0.20833E+01
   10.5890   3.0959  25.3709  0.17867E+01  0.18258E+01  0.20788E-04  0.18173E+01  0.17604E+01  0.20809E-04  0.17512E+01
   10.5890   3.0991  25.9158  0.14915E+01  0.15134E+01  0.11162E-04  0.15069E+01  0.14567E+01  0.11170E-04  0.14497E+01
   10.5890   3.1087  26.3959  0.12553E+01  0.12650E+01  0.61624E-05  0.12599E+01  0.12156E+01  0.61657E-05  0.12101E+01
   10.5890   3.1439  26.7090  0.10753E+01  0.10756E+01  0.35186E-05  0.10716E+01  0.10316E+01  0.35190E-05  0.10273E+01
   10.5890   3.1817  26.9416  0.93779E+00  0.93200E+00  0.22231E-05  0.92877E+00  0.89230E+00  0.22224E-05  0.88881E+00
   10.5890   3.2004  27.2529  0.81191E+00  0.80218E+00  0.15164E-05  0.79953E+00  0.76686E+00  0.15155E-05  0.76400E+00
