 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   2.9903  20.3732   0.2778   3.9615  0.80666E+01  0.80665E+01  0.79340E-04  0.87629E+01  0.33661E-02  0.11295E+00  0.86466E+01  0.10004E+01
   10.5890   3.0305  20.6935   0.2919   4.1406  0.72660E+01  0.72659E+01  0.51529E-04  0.78037E+01  0.22622E-02  0.90341E-01  0.77111E+01  0.10004E+01
   10.5890   3.0763  21.1230   0.3105   4.3775  0.63155E+01  0.63155E+01  0.23645E-04  0.66901E+01  0.13391E-02  0.67744E-01  0.66211E+01  0.10005E+01
   10.5890   3.0952  21.6801   0.3297   4.6370  0.53550E+01  0.53550E+01  0.37049E-05  0.56031E+01  0.77217E-03  0.50499E-01  0.55519E+01  0.10005E+01
   10.5890   3.0987  22.3140   0.3496   4.9141  0.44684E+01  0.44685E+01 -0.41812E-05  0.46239E+01  0.43378E-03  0.37474E-01  0.45860E+01  0.10006E+01
   10.5890   3.1092  22.8780   0.3690   5.1798  0.37713E+01  0.37713E+01 -0.70254E-05  0.38596E+01  0.24586E-03  0.28223E-01  0.38312E+01  0.10006E+01
   10.5890   3.1515  23.2166   0.3872   5.4047  0.33048E+01  0.33048E+01 -0.81315E-05  0.33454E+01  0.14464E-03  0.21862E-01  0.33234E+01  0.10007E+01
   10.5890   3.1937  23.4658   0.4031   5.5937  0.29606E+01  0.29606E+01 -0.79777E-05  0.29683E+01  0.90827E-04  0.17613E-01  0.29506E+01  0.10007E+01
