 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   2.9912  26.2080   0.4568   6.5123  0.18817E+01  0.18817E+01 -0.82774E-06  0.18657E+01  0.16142E-04  0.11082E-01  0.18546E+01  0.10009E+01
   10.5890   3.0178  26.4715   0.4716   6.7007  0.16856E+01  0.16856E+01  0.40711E-05  0.16581E+01  0.10217E-04  0.91539E-02  0.16490E+01  0.10010E+01
   10.5890   3.0495  26.8093   0.4906   6.9418  0.14591E+01  0.14591E+01  0.12425E-04  0.14213E+01  0.57517E-05  0.72047E-02  0.14141E+01  0.10010E+01
   10.5890   3.0807  27.1498   0.5102   7.1887  0.12536E+01  0.12536E+01  0.21914E-04  0.12090E+01  0.32869E-05  0.56664E-02  0.12033E+01  0.10011E+01
   10.5890   3.0958  27.5771   0.5297   7.4487  0.10606E+01  0.10605E+01  0.31455E-04  0.10143E+01  0.19790E-05  0.44700E-02  0.10098E+01  0.10012E+01
   10.5890   3.1013  28.0625   0.5495   7.7216  0.88487E+00  0.88483E+00  0.40835E-04  0.83917E+00  0.12745E-05  0.35229E-02  0.83564E+00  0.10013E+01
   10.5890   3.1117  28.5029   0.5693   7.9875  0.73914E+00  0.73909E+00  0.50421E-04  0.69511E+00  0.89407E-06  0.28016E-02  0.69231E+00  0.10014E+01
   10.5890   3.1413  28.7954   0.5886   8.2263  0.62693E+00  0.62686E+00  0.61410E-04  0.58450E+00  0.67732E-06  0.22700E-02  0.58223E+00  0.10015E+01
   10.5890   3.1755  29.0299   0.6073   8.4489  0.53484E+00  0.53477E+00  0.73093E-04  0.49447E+00  0.54029E-06  0.18704E-02  0.49260E+00  0.10016E+01
   10.5890   3.1998  29.2604   0.6236   8.6464  0.46226E+00  0.46218E+00  0.83204E-04  0.42438E+00  0.45211E-06  0.15901E-02  0.42279E+00  0.10017E+01
