                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9830  18.9210  0.11848E+02  0.13410E+02  0.10265E-01  0.13200E+02  0.13243E+02  0.10311E-01  0.13016E+02
   10.5890   3.0274  19.2613  0.10653E+02  0.11931E+02  0.69404E-02  0.11765E+02  0.11754E+02  0.69689E-02  0.11576E+02
   10.5890   3.0774  19.7022  0.92800E+01  0.10266E+02  0.41999E-02  0.10143E+02  0.10086E+02  0.42150E-02  0.99530E+01
   10.5890   3.0968  20.2983  0.78297E+01  0.85655E+01  0.24412E-02  0.84755E+01  0.83935E+01  0.24490E-02  0.82964E+01
   10.5890   3.0999  20.9745  0.64961E+01  0.70346E+01  0.13811E-02  0.69692E+01  0.68769E+01  0.13851E-02  0.68065E+01
   10.5890   3.1107  21.5757  0.54633E+01  0.58596E+01  0.79158E-03  0.58113E+01  0.57152E+01  0.79361E-03  0.56631E+01
   10.5890   3.1577  21.9119  0.48247E+01  0.51265E+01  0.48223E-03  0.50893E+01  0.49885E+01  0.48326E-03  0.49484E+01
   10.5890   3.1971  22.2250  0.42911E+01  0.45205E+01  0.30339E-03  0.44911E+01  0.43898E+01  0.30391E-03  0.43581E+01
