 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.349993467       3.26625109       50.0000000      0.792900026       2.89859486       3.61523676    
  0.383279860       3.53071475       50.0000000      0.857100010       2.46557403       2.95115280    
  0.416639775       3.78899932       50.0000000      0.919799984       2.08536816       2.40598416    
  0.449934274       4.04028130       50.0000000      0.980799973       1.75319195       1.95797515    
  0.483238101       4.28538418       50.0000000       1.04030001       1.46300292       1.58726501    
  0.516635776       4.52513170       50.0000000       1.09850001       1.20969403       1.27871442    
  0.549923837       4.75828791       50.0000000       1.15509999      0.990950644       1.02322936    
  0.583246350       4.98608923       50.0000000       1.21039999      0.802514195      0.811205447    
  0.616638005       5.20894718       50.0000000       1.26450002      0.641680539      0.636037052    
  0.649946332       5.42603827       50.0000000       1.31719995      0.506931663      0.493509978    
  0.683267653       5.63818598       50.0000000       1.36870003      0.395406872      0.378578663    
  0.716641665       5.84580278       50.0000000       1.41910005      0.304720432      0.287207156    
  0.749907553       6.04806376       50.0000000       1.46819997      0.232892677      0.216121554    
  0.783241391       6.24620581       50.0000000       1.51629996      0.176982433      0.161518604    
  0.816621482       6.44022846       50.0000000       1.56340003      0.137658536      0.122085236    
  0.849952102       6.62971926       50.0000000       1.60940003       9.40815732E-02   8.18581134E-02
  0.883205056       6.81467915       50.0000000       1.65429997       6.50935546E-02   5.51311448E-02
  0.916656673       6.99675512       50.0000000       1.69850004       3.71125974E-02   3.10782734E-02
  0.949905157       7.17388821       50.0000000       1.74150002       2.14480497E-02   1.66204236E-02
  0.983233213       7.34772587       50.0000000       1.78369999       4.62428760E-03   4.50459123E-03
   1.01662302       7.51826811       50.0000000       1.82509995       4.17768536E-03   3.86037817E-03
   1.04988968       7.68469048       50.0000000       1.86549997       3.42903682E-03   3.04719200E-03
   1.08317327       7.84781790       50.0000000       1.90509999       2.56377202E-03   2.21517100E-03
   1.11662662       8.00847340       50.0000000       1.94410002       1.79171644E-03   1.50915957E-03
   1.14988554       8.16500950       50.0000000       1.98210001       1.10185356E-03   9.26121662E-04
   1.18318784       8.31866169       50.0000000       2.01939988       6.90257933E-04   5.77557599E-04
   1.21660817       8.46984291       50.0000000       2.05609989       4.29973355E-04   3.59068537E-04
   1.24985230       8.61731720       50.0000000       2.09190011       2.70513556E-04   2.25781652E-04
   1.28317678       8.76231861       50.0000000       2.12709999       1.72259126E-04   1.43797763E-04
   1.31656766       8.90484905       50.0000000       2.16170001       1.11329457E-04   9.29833914E-05
   1.34991086       9.04449558       50.0000000       2.19560003       7.31884938E-05   6.11675932E-05
   1.38318479       9.18125916       50.0000000       2.22880006       4.89401282E-05   4.09310269E-05
   1.41657376       9.31596184       50.0000000       2.26149988       3.31936717E-05   2.77811778E-05
   1.44985700       9.44778252       50.0000000       2.29349995       2.28755889E-05   1.91588224E-05
   1.51655591       9.70483112       50.0000000       2.35590005       1.12992457E-05   9.47629633E-06
