 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.675467193       9.63417625       32.0297012       2.98839998      0.170728341      0.154644012    
  0.691225469       9.83416080       32.2636986       3.00749993      0.145179898      0.130743802    
  0.710443497       10.0770483       32.5435982       3.03040004      0.118605539      0.106083006    
  0.730164766       10.3256750       32.8277016       3.05310011       9.58667472E-02   8.51465017E-02
  0.749964774       10.5742931       33.1077003       3.07540011       7.70251080E-02   6.79418817E-02
  0.769669473       10.8281479       33.4216003       3.09200001       6.13693707E-02   5.37550524E-02
  0.789518297       11.0982075       33.8133011       3.09820008       4.81488332E-02   4.18831110E-02
  0.809194684       11.3556643       34.1436996       3.11080003       3.78945768E-02   3.27125713E-02
  0.828680933       11.5908661       34.3666000       3.13540006       3.00750658E-02   2.57367976E-02
  0.843864024       11.7805882       34.5742989       3.14969993       2.49343552E-02   2.11785845E-02
