EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
ForPlot.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
   3.129  0.500  7.88    0.96   -4.28    0.40    0.00   -3.87 1.160E+00

  10.590 26.839  7.14    0.90   -0.47    0.37    0.00   -0.10  0.794
   3.129  0.510  7.74    0.94   -4.66    0.39    0.00   -4.26 1.056E+00

  10.590 27.106  7.28    0.88   -0.79    0.36    0.00   -0.43  0.791
   3.129  0.520  7.60    0.92   -5.04    0.38    0.00   -4.66 9.607E-01

  10.590 27.370  7.42    0.86   -1.10    0.35    0.00   -0.75  0.789
   3.129  0.530  7.46    0.90   -5.41    0.37    0.00   -5.04 8.733E-01

  10.590 27.632  7.56    0.84   -1.41    0.34    0.00   -1.07  0.787
   3.129  0.540  7.32    0.88   -5.77    0.36    0.00   -5.41 7.933E-01

  10.590 27.892  7.70    0.83   -1.72    0.33    0.00   -1.39  0.786
   3.129  0.550  7.18    0.86   -6.13    0.35    0.00   -5.78 7.199E-01

  10.590 28.150  7.84    0.81   -2.01    0.32    0.00   -1.68  0.785
   3.129  0.560  7.04    0.85   -6.48    0.34    0.00   -6.14 6.528E-01

  10.590 28.405  7.98    0.80   -2.30    0.32    0.00   -1.99  0.784
   3.129  0.570  6.90    0.83   -6.83    0.34    0.00   -6.49 5.914E-01

  10.590 28.659  8.12    0.78   -2.59    0.31    0.00   -2.28  0.785
   3.129  0.580  6.76    0.82   -7.17    0.33    0.00   -6.84 5.352E-01

  10.590 28.910  8.26    0.77   -2.87    0.31    0.00   -2.56  0.786
   3.129  0.590  6.62    0.80   -7.50    0.33    0.00   -7.17 4.839E-01

  10.590 29.159  8.40    0.76   -3.17    0.30    0.00   -2.86  0.788
   3.129  0.600  6.48    0.79   -7.85    0.32    0.00   -7.52 4.370E-01

  10.590 29.407  8.54    0.74   -3.45    0.30    0.00   -3.14  0.791
   3.129  0.610  6.34    0.78   -8.18    0.32    0.00   -7.86 3.942E-01

  10.590 29.652  8.68    0.73   -3.73    0.30    0.00   -3.43  0.794
   3.129  0.620  6.20    0.77   -8.51    0.32    0.00   -8.19 3.552E-01

  10.590 29.896  8.82    0.72   -4.00    0.30    0.00   -3.70  0.799
   3.129  0.630  6.06    0.75   -8.83    0.32    0.00   -8.52 3.197E-01

  10.590 30.138  8.96    0.71   -4.28    0.30    0.00   -3.98  0.805
   3.129  0.640  5.92    0.74   -9.16    0.32    0.00   -8.84 2.873E-01

  10.590 30.378  9.10    0.70   -4.56    0.30    0.00   -4.26  0.813
   3.129  0.650  5.78    0.74   -9.49    0.32    0.00   -9.17 2.580E-01

  10.590 30.616  9.24    0.70   -4.83    0.30    0.00   -4.53  0.821
   3.129  0.660  5.64    0.73   -9.81    0.32    0.00   -9.48 2.313E-01

  10.590 30.853  9.38    0.69   -5.10    0.31    0.00   -4.79  0.831
   3.129  0.670  5.50    0.72  -10.12    0.33    0.00   -9.80 2.071E-01

  10.590 31.088  9.52    0.68   -5.37    0.31    0.00   -5.05  0.844
   3.129  0.680  5.36    0.71  -10.44    0.33    0.00  -10.10 1.851E-01

  10.590 31.322  9.66    0.68   -5.64    0.32    0.00   -5.32  0.857
   3.129  0.690  5.22    0.71  -10.75    0.34    0.00  -10.41 1.653E-01

  10.590 31.554  9.80    0.67   -5.90    0.33    0.00   -5.57  0.874
   3.129  0.700  5.08    0.70  -11.06    0.35    0.00  -10.71 1.473E-01

  10.590 31.785  9.94    0.67   -6.18    0.34    0.00   -5.83  0.892
   3.129  0.710  4.94    0.70  -11.38    0.36    0.00  -11.02 1.311E-01

  10.590 32.014 10.08    0.66   -6.45    0.35    0.00   -6.09  0.914
   3.129  0.720  4.80    0.70  -11.69    0.37    0.00  -11.32 1.165E-01

  10.590 32.241 10.22    0.66   -6.72    0.37    0.00   -6.35  0.938
   3.129  0.730  4.66    0.69  -12.01    0.39    0.00  -11.62 1.034E-01

  10.590 32.467 10.36    0.66   -6.99    0.39    0.00   -6.61  0.965
   3.129  0.740  4.52    0.70  -12.33    0.41    0.00  -11.92 9.156E-02

  10.590 32.692 10.50    0.66   -7.27    0.41    0.00   -6.86  0.996
   3.129  0.750  4.38    0.70  -12.64    0.43    0.00  -12.22 8.097E-02

  10.590 32.915 10.64    0.66   -7.55    0.44    0.00   -7.11  1.031
   3.129  0.760  4.24    0.70  -12.97    0.46    0.00  -12.51 7.147E-02

  10.590 33.137 10.78    0.67   -7.83    0.47    0.00   -7.37  1.070
   3.129  0.770  4.10    0.71  -13.29    0.49    0.00  -12.81 6.298E-02

  10.590 33.358 10.92    0.67   -8.12    0.50    0.00   -7.62  1.113
   3.129  0.780  3.96    0.71  -13.63    0.52    0.00  -13.10 5.541E-02

  10.590 33.578 11.06    0.68   -8.43    0.54    0.00   -7.89  1.161
   3.129  0.790  3.82    0.72  -13.97    0.56    0.00  -13.41 4.866E-02

  10.590 33.796 11.20    0.69   -8.74    0.59    0.00   -8.15  1.214
   3.129  0.800  3.68    0.74  -14.33    0.61    0.00  -13.72 4.266E-02

  10.590 34.013 11.34    0.70   -9.06    0.65    0.00   -8.41  1.272
   3.129  0.810  3.54    0.75  -14.69    0.67    0.00  -14.02 3.733E-02

  10.590 34.228 11.48    0.72   -9.41    0.72    0.00   -8.69  1.335
   3.129  0.820  3.40    0.78  -15.08    0.74    0.00  -14.35 3.261E-02

  10.590 34.443 11.62    0.74   -9.77    0.80    0.00   -8.98  1.402
   3.129  0.830  3.26    0.80  -15.50    0.82    0.00  -14.68 2.844E-02

  10.590 34.656 11.76    0.77  -10.17    0.89    0.00   -9.28  1.474
   3.129  0.840  3.12    0.83  -15.94    0.91    0.00  -15.03 2.477E-02

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

