 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5890   3.0136  28.5140   0.5446   7.7416  0.78839E+00  0.78827E+00  0.12168E-03  0.74651E+00  0.13778E-05  0.34567E-02  0.74305E+00  0.10015E+01
   10.5890   3.0386  28.7859   0.5612   7.9522  0.67730E+00  0.67718E+00  0.12319E-03  0.63685E+00  0.10043E-05  0.28624E-02  0.63399E+00  0.10016E+01
   10.5890   3.0624  29.0583   0.5780   8.1636  0.57943E+00  0.57930E+00  0.12503E-03  0.54108E+00  0.77099E-06  0.23834E-02  0.53870E+00  0.10016E+01
   10.5890   3.0857  29.3305   0.5950   8.3772  0.49306E+00  0.49294E+00  0.12732E-03  0.45727E+00  0.61470E-06  0.19898E-02  0.45528E+00  0.10017E+01
   10.5890   3.0966  29.6786   0.6119   8.6030  0.41418E+00  0.41405E+00  0.12812E-03  0.38167E+00  0.50236E-06  0.16635E-02  0.38001E+00  0.10018E+01
   10.5890   3.1002  30.0709   0.6288   8.8369  0.34467E+00  0.34454E+00  0.12826E-03  0.31569E+00  0.41613E-06  0.13937E-02  0.31429E+00  0.10019E+01
   10.5890   3.1068  30.4395   0.6459   9.0690  0.28617E+00  0.28604E+00  0.12950E-03  0.26047E+00  0.34674E-06  0.11749E-02  0.25929E+00  0.10020E+01
   10.5890   3.1276  30.6905   0.6626   9.2773  0.24081E+00  0.24068E+00  0.13382E-03  0.21772E+00  0.29147E-06  0.10095E-02  0.21671E+00  0.10021E+01
