                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9909  26.2120  0.15733E+01  0.16070E+01  0.16082E-04  0.15994E+01  0.15499E+01  0.16104E-04  0.15417E+01
   10.5890   3.0169  26.4745  0.14037E+01  0.14252E+01  0.10232E-04  0.14190E+01  0.13725E+01  0.10243E-04  0.13658E+01
   10.5890   3.0495  26.8083  0.12077E+01  0.12170E+01  0.57536E-05  0.12121E+01  0.11698E+01  0.57580E-05  0.11645E+01
   10.5890   3.0800  27.1545  0.10303E+01  0.10307E+01  0.32840E-05  0.10269E+01  0.98888E+00  0.32853E-05  0.98473E+00
   10.5890   3.0951  27.5835  0.86653E+00  0.86108E+00  0.19751E-05  0.85805E+00  0.82475E+00  0.19752E-05  0.82149E+00
   10.5890   3.1007  28.0653  0.72056E+00  0.71147E+00  0.12758E-05  0.70909E+00  0.68038E+00  0.12755E-05  0.67782E+00
   10.5890   3.1104  28.5114  0.59912E+00  0.58779E+00  0.89425E-06  0.58591E+00  0.56121E+00  0.89384E-06  0.55918E+00
   10.5890   3.1415  28.7931  0.50753E+00  0.49463E+00  0.67823E-06  0.49311E+00  0.47141E+00  0.67772E-06  0.46978E+00
   10.5890   3.1733  29.0439  0.43132E+00  0.41761E+00  0.54078E-06  0.41636E+00  0.39731E+00  0.54018E-06  0.39597E+00
   10.5890   3.2017  29.2442  0.37425E+00  0.36032E+00  0.45369E-06  0.35926E+00  0.34229E+00  0.45306E-06  0.34114E+00
