 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.379502565       5.41960382       23.9227009       2.97889996       3.73788524       3.85297060    
  0.393257082       5.59403753       24.1879005       3.00869989       3.39362383       3.46728563    
  0.410929471       5.81797266       24.5277996       3.04430008       2.99072123       3.02358937    
  0.430321008       6.06369114       24.9006996       3.07999992       2.59538436       2.59436011    
  0.449769437       6.32423687       25.3719006       3.09599996       2.21424675       2.19179010    
  0.469615400       6.60011959       25.9134998       3.09960008       1.86173415       1.82610047    
  0.489167988       6.86619663       26.3987999       3.10910010       1.57462263       1.53078544    
  0.508452117       7.10548639       26.7196999       3.14199996       1.35812438       1.30791092    
  0.525957763       7.31192732       26.9438000       3.18070006       1.19401360       1.13989341    
  0.542802989       7.52747107       27.2658005       3.19899988       1.03708994      0.982660174    
