                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9791  23.9229  0.36790E+01  0.38796E+01  0.17333E-03  0.38500E+01  0.37708E+01  0.17378E-03  0.37387E+01
   10.5890   3.0090  24.1857  0.33339E+01  0.34908E+01  0.11581E-03  0.34664E+01  0.33870E+01  0.11607E-03  0.33605E+01
   10.5890   3.0448  24.5252  0.29291E+01  0.30400E+01  0.68286E-04  0.30208E+01  0.29428E+01  0.68409E-04  0.29221E+01
   10.5890   3.0800  24.9006  0.25316E+01  0.26008E+01  0.37929E-04  0.25860E+01  0.25117E+01  0.37980E-04  0.24957E+01
   10.5890   3.0961  25.3710  0.21488E+01  0.21917E+01  0.20760E-04  0.21803E+01  0.21121E+01  0.20781E-04  0.20997E+01
   10.5890   3.0999  25.9100  0.17943E+01  0.18162E+01  0.11177E-04  0.18074E+01  0.17469E+01  0.11185E-04  0.17374E+01
   10.5890   3.1098  26.3948  0.15028E+01  0.15099E+01  0.61263E-05  0.15030E+01  0.14495E+01  0.61297E-05  0.14420E+01
   10.5890   3.1421  26.7209  0.12805E+01  0.12768E+01  0.35133E-05  0.12713E+01  0.12231E+01  0.35139E-05  0.12173E+01
   10.5890   3.1820  26.9368  0.11146E+01  0.11037E+01  0.22295E-05  0.10992E+01  0.10553E+01  0.22289E-05  0.10505E+01
   10.5890   3.1990  27.2658  0.95537E+00  0.94037E+00  0.15103E-05  0.93674E+00  0.89770E+00  0.15094E-05  0.89377E+00
