                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9837  18.9238  0.83225E+01  0.94989E+01  0.38041E-02  0.93192E+01  0.94032E+01  0.38307E-02  0.92094E+01
   10.5890   3.0272  19.2620  0.75177E+01  0.84871E+01  0.27370E-02  0.83449E+01  0.83822E+01  0.27548E-02  0.82289E+01
   10.5890   3.0777  19.7008  0.65838E+01  0.73364E+01  0.17995E-02  0.72306E+01  0.72252E+01  0.18104E-02  0.71112E+01
   10.5890   3.0976  20.2947  0.55871E+01  0.61549E+01  0.11528E-02  0.60773E+01  0.60460E+01  0.11590E-02  0.59624E+01
   10.5890   3.1005  20.9720  0.46615E+01  0.50804E+01  0.72950E-03  0.50237E+01  0.49784E+01  0.73298E-03  0.49174E+01
   10.5890   3.1110  21.5758  0.39414E+01  0.42522E+01  0.47197E-03  0.42102E+01  0.41572E+01  0.47397E-03  0.41121E+01
   10.5890   3.1566  21.9161  0.34985E+01  0.37372E+01  0.32485E-03  0.37047E+01  0.36453E+01  0.32602E-03  0.36103E+01
   10.5890   3.1950  22.2159  0.31415E+01  0.33284E+01  0.23363E-03  0.33023E+01  0.32401E+01  0.23434E-03  0.32121E+01
