                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9986  28.3296  0.53538E+00  0.53164E+00  0.71065E-05  0.52911E+00  0.50888E+00  0.71050E-05  0.50612E+00
   10.5890   3.0246  28.6083  0.46065E+00  0.45450E+00  0.52276E-05  0.45243E+00  0.43430E+00  0.52228E-05  0.43205E+00
   10.5890   3.0525  28.9287  0.38560E+00  0.37772E+00  0.36975E-05  0.37607E+00  0.36024E+00  0.36913E-05  0.35845E+00
   10.5890   3.0795  29.2499  0.32019E+00  0.31140E+00  0.26231E-05  0.31010E+00  0.29643E+00  0.26167E-05  0.29500E+00
   10.5890   3.0962  29.6309  0.26222E+00  0.25332E+00  0.18624E-05  0.25228E+00  0.24072E+00  0.18567E-05  0.23958E+00
   10.5890   3.1015  30.0804  0.21169E+00  0.20321E+00  0.13256E-05  0.20238E+00  0.19279E+00  0.13208E-05  0.19188E+00
   10.5890   3.1104  30.4902  0.17098E+00  0.16311E+00  0.95487E-06  0.16243E+00  0.15449E+00  0.95091E-06  0.15376E+00
   10.5890   3.1400  30.7473  0.13945E+00  0.13214E+00  0.69501E-06  0.13159E+00  0.12493E+00  0.69244E-06  0.12433E+00
   10.5890   3.1662  31.0096  0.11322E+00  0.10658E+00  0.51016E-06  0.10613E+00  0.10059E+00  0.50803E-06  0.10009E+00
   10.5890   3.1917  31.2042  0.94506E-01  0.88466E-01  0.39364E-06  0.88079E-01  0.83365E-01  0.39184E-06  0.82943E-01
   10.5890   3.1917  31.5850  0.76482E-01  0.71238E-01  0.29997E-06  0.70911E-01  0.67047E-01  0.29852E-06  0.66690E-01
