 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.675285220       9.63145351       32.0245018       2.98850012      0.136527032      0.124165222    
  0.691314757       9.83517170       32.2643013       3.00769997      0.115921065      0.104704410    
  0.710477710       10.0775328       32.5443993       3.03040004       9.47555453E-02   8.49017352E-02
  0.730227888       10.3257456       32.8245010       3.05369997       7.64251351E-02   6.79177865E-02
  0.749986053       10.5737495       33.1035004       3.07599998       6.11005463E-02   5.38528115E-02
  0.769698203       10.8279743       33.4191017       3.09240007       4.82129008E-02   4.21530418E-02
  0.789443433       11.0912285       33.7798996       3.10220003       3.74529473E-02   3.24856192E-02
  0.809227347       11.3543005       34.1348000       3.11199999       2.87773646E-02   2.47600432E-02
  0.828870773       11.5956984       34.3819008       3.13400006       2.21421160E-02   1.88853443E-02
  0.843527317       11.7735128       34.5550995       3.15120006       1.80768780E-02   1.53147122E-02
