                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9850  30.1160  0.39531E+00  0.38736E+00  0.57735E-06  0.38606E+00  0.36971E+00  0.57722E-06  0.36831E+00
   10.5890   3.0030  30.3379  0.34826E+00  0.33972E+00  0.49203E-06  0.33860E+00  0.32387E+00  0.49181E-06  0.32267E+00
   10.5890   3.0280  30.6330  0.29148E+00  0.28258E+00  0.40075E-06  0.28166E+00  0.26896E+00  0.40044E-06  0.26798E+00
   10.5890   3.0537  30.9286  0.24133E+00  0.23251E+00  0.32661E-06  0.23176E+00  0.22094E+00  0.32627E-06  0.22014E+00
   10.5890   3.0782  31.2247  0.19842E+00  0.19000E+00  0.26568E-06  0.18938E+00  0.18026E+00  0.26533E-06  0.17960E+00
   10.5890   3.0952  31.5652  0.16130E+00  0.15357E+00  0.21441E-06  0.15305E+00  0.14548E+00  0.21407E-06  0.14492E+00
   10.5890   3.1019  31.9775  0.12900E+00  0.12214E+00  0.17043E-06  0.12169E+00  0.11554E+00  0.17012E-06  0.11506E+00
   10.5890   3.1118  32.3592  0.10276E+00  0.96756E-01  0.13378E-06  0.96376E-01  0.91397E-01  0.13351E-06  0.90993E-01
   10.5890   3.1373  32.6050  0.82868E-01  0.77576E-01  0.10464E-06  0.77239E-01  0.73164E-01  0.10440E-06  0.72807E-01
   10.5890   3.1639  32.8344  0.66446E-01  0.61842E-01  0.80785E-07  0.61537E-01  0.58232E-01  0.80572E-07  0.57910E-01
   10.5890   3.1901  33.0263  0.53948E-01  0.49939E-01  0.63008E-07  0.49655E-01  0.46955E-01  0.62824E-07  0.46656E-01
   10.5890   3.2067  33.2829  0.43225E-01  0.39801E-01  0.48646E-07  0.39533E-01  0.37368E-01  0.48493E-07  0.37089E-01
