 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Rad
  0.379502565       5.41960382       23.9227009       2.97889996       3.66246486       3.80469322    
  0.393257082       5.59403753       24.1879005       3.00869989       3.32645178       3.42393184    
  0.410929471       5.81797266       24.5277996       3.04430008       2.93343854       2.98590350    
  0.430321008       6.06369114       24.9006996       3.07999992       2.54773593       2.56334853    
  0.449769437       6.32423687       25.3719006       3.09599996       2.17491698       2.16595650    
  0.469615400       6.60011959       25.9134998       3.09960008       1.82931161       1.80447376    
  0.489167988       6.86619663       26.3987999       3.10910010       1.54748678       1.51246727    
  0.508452117       7.10548639       26.7196999       3.14199996       1.33493245       1.29200971    
  0.525957763       7.31192732       26.9438000       3.18070006       1.17354012       1.12574995    
  0.542802989       7.52747107       27.2658005       3.19899988       1.01864171      0.969617963    
