 Ep    Theta    x    F2    F1
   3.0999999046325684        15.000000000000000       0.15917405420017436       0.34273863124767001       0.94880747855245273     
   3.0999999046325684        16.000000000000000       0.18096206711794524       0.34139220174244728       0.83565519034516422     
   3.0999999046325684        17.000000000000000       0.20411791056191494       0.33690956888481111       0.73518529620668283     
   3.0999999046325684        18.000000000000000       0.22863453103746212       0.32923112082728900       0.64514001818320421     
   3.0999999046325684        19.000000000000000       0.25450446054407661       0.31833914079217313       0.56382417708372423     
   3.0999999046325684        20.000000000000000       0.28171981885018421       0.30428502467161667       0.48998975230128422     
   3.0999999046325684        21.000000000000000       0.31027231589354276       0.28721147489868842       0.42274136109247640     
   3.0999999046325684        22.000000000000000       0.34015325430647431       0.26736825201269954       0.36145765588081191     
   3.0999999046325684        23.000000000000000       0.37135353206516858       0.24512015934701306       0.30572476270030230     
   3.0999999046325684        24.000000000000000       0.40386364526224755       0.22094617714121545       0.25527896416970236     
   3.0999999046325684        25.000000000000000       0.43767369100174786       0.19542905739860048       0.20995676258377990     
   3.0999999046325684        26.000000000000000       0.47277337041563849       0.16923523221533232       0.16965122095187304     
   3.0999999046325684        27.000000000000000       0.50915199180095705       0.14308555518863322       0.13427407981957470     
   3.0999999046325684        28.000000000000000       0.54679847387660507       0.11771815235373159       0.10372359877488783     
   3.0999999046325684        29.000000000000000       0.58570134915881433        9.3845448663069847E-002   7.7858379047228504E-002
   3.0999999046325684        30.000000000000000       0.62584876745425377        7.2108146069006979E-002   5.6477560528565222E-002
   3.0999999046325684        31.000000000000000       0.66722849946971341        5.3029259787384743E-002   3.9307612911105426E-002
   3.0999999046325684        32.000000000000000       0.70982794053726539        3.6970696879770469E-002   2.5995211542781754E-002
   3.0999999046325684        33.000000000000000       0.75363411445376827        2.4106274711038676E-002   1.6113366194591746E-002
   3.0999999046325684        34.000000000000000       0.79863367743354396        1.4654022696278992E-002   9.3309331209060192E-003
   3.0999999046325684        35.000000000000000       0.84481292217302661        9.3475146282508692E-003   5.6809134359195922E-003
   3.0999999046325684        36.000000000000000       0.89215778202613616        4.0603451495349625E-003   2.3595796981488635E-003
