 Ep    Theta    x    F2    F1
   3.0999999046325684        15.000000000000000       0.15917405420017436       0.61707690780610558        1.7082614318587572     
   3.0999999046325684        16.000000000000000       0.18096206711794524       0.60628038570382314        1.4840448860050051     
   3.0999999046325684        17.000000000000000       0.20411791056191494       0.58984584323984135        1.2871287461913146     
   3.0999999046325684        18.000000000000000       0.22863453103746212       0.56798669247262834        1.1129899998178940     
   3.0999999046325684        19.000000000000000       0.25450446054407661       0.54099306459556928       0.95817614100031046     
   3.0999999046325684        20.000000000000000       0.28171981885018421       0.50926286138671606       0.82006527786379246     
   3.0999999046325684        21.000000000000000       0.31027231589354276       0.47332295538485269       0.69667547393880203     
   3.0999999046325684        22.000000000000000       0.34015325430647431       0.43383943867625385       0.58651161965601495     
   3.0999999046325684        23.000000000000000       0.37135353206516858       0.39161605263673349       0.48844095516639674     
   3.0999999046325684        24.000000000000000       0.40386364526224755       0.34758043566643698       0.40159089752374877     
   3.0999999046325684        25.000000000000000       0.43767369100174786       0.30275858064952188       0.32526489296820943     
   3.0999999046325684        26.000000000000000       0.47277337041563849       0.25823864589500278       0.25887340951145332     
   3.0999999046325684        27.000000000000000       0.50915199180095705       0.21512553044814961       0.20187769903497491     
   3.0999999046325684        28.000000000000000       0.54679847387660507       0.17448713588137119       0.15374377962673633     
   3.0999999046325684        29.000000000000000       0.58570134915881433       0.13729266188243427       0.11390412919888404     
   3.0999999046325684        30.000000000000000       0.62584876745425377       0.10434438280851585        8.1726081131583458E-002
   3.0999999046325684        31.000000000000000       0.66722849946971341        7.6208697299239195E-002   5.6489228510987553E-002
   3.0999999046325684        32.000000000000000       0.70982794053726539        5.3158962927720058E-002   3.7377669433575338E-002
   3.0999999046325684        33.000000000000000       0.75363411445376827        3.5147760575643651E-002   2.3493830708559881E-002
   3.0999999046325684        34.000000000000000       0.79863367743354396        2.1830665693873753E-002   1.3900652796594741E-002
   3.0999999046325684        35.000000000000000       0.84481292217302661        1.2592510718578809E-002   7.6530464169513677E-003
   3.0999999046325684        36.000000000000000       0.89215778202613616        6.8305154807910048E-003   3.9694028617768863E-003
