EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin13_1st                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   2.995  0.595  6.65    0.89   -7.14    0.38    0.00   -6.77 5.206E-01

  10.589 29.967  8.46    0.86   -2.38    0.36    0.00   -2.02  0.827
   2.987  0.593  6.69    0.90   -7.04    0.38    0.00   -6.66 5.286E-01

  10.589 29.967  8.43    0.86   -2.28    0.36    0.00   -1.92  0.825
   2.979  0.591  6.73    0.90   -6.93    0.38    0.00   -6.54 5.367E-01

  10.589 29.967  8.41    0.87   -2.20    0.37    0.00   -1.83  0.824
   2.971  0.588  6.76    0.91   -6.82    0.39    0.00   -6.43 5.448E-01

  10.589 29.967  8.39    0.88   -2.11    0.37    0.00   -1.74  0.824
   2.963  0.586  6.80    0.92   -6.71    0.39    0.00   -6.32 5.530E-01

  10.589 29.967  8.37    0.89   -2.02    0.37    0.00   -1.65  0.823
   2.955  0.584  6.84    0.93   -6.61    0.39    0.00   -6.22 5.613E-01

  10.589 30.047  9.18    0.66   -5.03    0.32    0.00   -4.71  0.902
   3.227  0.665  5.51    0.70  -10.28    0.34    0.00   -9.94 3.077E-01

  10.589 30.047  9.16    0.67   -4.94    0.32    0.00   -4.62  0.898
   3.219  0.662  5.55    0.70  -10.17    0.34    0.00   -9.83 3.135E-01

  10.589 30.047  9.14    0.67   -4.87    0.32    0.00   -4.54  0.894
   3.211  0.660  5.59    0.71  -10.07    0.34    0.00   -9.73 3.194E-01

  10.589 30.047  9.12    0.68   -4.78    0.32    0.00   -4.46  0.890
   3.203  0.658  5.62    0.71   -9.97    0.34    0.00   -9.62 3.254E-01

  10.589 30.047  9.09    0.68   -4.70    0.32    0.00   -4.38  0.886
   3.195  0.655  5.66    0.72   -9.87    0.34    0.00   -9.53 3.314E-01

  10.589 30.047  9.07    0.69   -4.61    0.32    0.00   -4.29  0.882
   3.187  0.653  5.70    0.72   -9.76    0.34    0.00   -9.42 3.375E-01

  10.589 30.047  9.05    0.69   -4.52    0.32    0.00   -4.20  0.879
   3.179  0.651  5.74    0.73   -9.66    0.34    0.00   -9.32 3.437E-01

  10.589 30.047  9.02    0.70   -4.44    0.32    0.00   -4.12  0.875
   3.171  0.648  5.78    0.73   -9.55    0.34    0.00   -9.21 3.499E-01

  10.589 30.047  9.00    0.70   -4.35    0.32    0.00   -4.03  0.873
   3.163  0.646  5.81    0.74   -9.45    0.34    0.00   -9.10 3.563E-01

  10.589 30.047  8.98    0.71   -4.27    0.32    0.00   -3.94  0.869
   3.155  0.644  5.85    0.74   -9.34    0.34    0.00   -9.00 3.626E-01

  10.589 30.047  8.96    0.72   -4.18    0.32    0.00   -3.86  0.867
   3.147  0.641  5.89    0.75   -9.24    0.34    0.00   -8.89 3.691E-01

  10.589 30.047  8.93    0.72   -4.10    0.32    0.00   -3.77  0.864
   3.139  0.639  5.93    0.75   -9.14    0.34    0.00   -8.79 3.756E-01

  10.589 30.047  8.91    0.73   -4.02    0.33    0.00   -3.69  0.861
   3.131  0.637  5.96    0.76   -9.04    0.35    0.00   -8.69 3.822E-01

  10.589 30.047  8.89    0.73   -3.93    0.33    0.00   -3.60  0.858
   3.123  0.634  6.00    0.77   -8.93    0.35    0.00   -8.58 3.888E-01

  10.589 30.047  8.87    0.74   -3.83    0.33    0.00   -3.50  0.856
   3.115  0.632  6.04    0.77   -8.81    0.35    0.00   -8.47 3.956E-01

  10.589 30.047  8.84    0.75   -3.76    0.33    0.00   -3.43  0.853
   3.107  0.630  6.08    0.78   -8.72    0.35    0.00   -8.37 4.024E-01

  10.589 30.047  8.82    0.75   -3.67    0.33    0.00   -3.34  0.851
   3.099  0.628  6.12    0.79   -8.62    0.35    0.00   -8.27 4.092E-01

  10.589 30.047  8.80    0.76   -3.59    0.33    0.00   -3.25  0.849
   3.091  0.625  6.15    0.79   -8.51    0.35    0.00   -8.16 4.162E-01

  10.589 30.047  8.77    0.76   -3.50    0.33    0.00   -3.17  0.846
   3.083  0.623  6.19    0.80   -8.41    0.35    0.00   -8.05 4.232E-01

  10.589 30.047  8.75    0.77   -3.41    0.33    0.00   -3.08  0.845
   3.075  0.621  6.23    0.80   -8.30    0.35    0.00   -7.95 4.302E-01

  10.589 30.047  8.73    0.78   -3.33    0.34    0.00   -2.99  0.843
   3.067  0.618  6.27    0.81   -8.20    0.36    0.00   -7.84 4.374E-01

  10.589 30.047  8.71    0.78   -3.24    0.34    0.00   -2.91  0.841
   3.059  0.616  6.30    0.82   -8.10    0.36    0.00   -7.74 4.446E-01

  10.589 30.047  8.68    0.79   -3.16    0.34    0.00   -2.82  0.839
   3.051  0.614  6.34    0.83   -7.99    0.36    0.00   -7.63 4.519E-01

  10.589 30.047  8.66    0.80   -3.07    0.34    0.00   -2.73  0.837
   3.043  0.612  6.38    0.83   -7.89    0.36    0.00   -7.52 4.592E-01

  10.589 30.047  8.64    0.81   -2.99    0.34    0.00   -2.64  0.836
   3.035  0.609  6.42    0.84   -7.78    0.36    0.00   -7.42 4.666E-01

  10.589 30.047  8.62    0.81   -2.90    0.35    0.00   -2.55  0.834
   3.027  0.607  6.46    0.85   -7.67    0.37    0.00   -7.31 4.741E-01

  10.589 30.047  8.59    0.82   -2.81    0.35    0.00   -2.47  0.833
   3.019  0.605  6.49    0.86   -7.57    0.37    0.00   -7.20 4.817E-01

  10.589 30.047  8.57    0.83   -2.73    0.35    0.00   -2.38  0.831
   3.011  0.603  6.53    0.87   -7.47    0.37    0.00   -7.10 4.893E-01

  10.589 30.047  8.55    0.84   -2.63    0.35    0.00   -2.27  0.830
   3.003  0.600  6.57    0.87   -7.34    0.37    0.00   -6.97 4.970E-01

  10.589 30.047  8.52    0.84   -2.54    0.36    0.00   -2.19  0.829
   2.995  0.598  6.61    0.88   -7.24    0.38    0.00   -6.86 5.048E-01

  10.589 30.047  8.50    0.85   -2.47    0.36    0.00   -2.11  0.825
   2.987  0.596  6.64    0.89   -7.15    0.38    0.00   -6.77 5.126E-01

  10.589 30.047  8.48    0.86   -2.38    0.36    0.00   -2.02  0.827
   2.979  0.594  6.68    0.90   -7.04    0.38    0.00   -6.66 5.206E-01

  10.589 30.047  8.46    0.87   -2.29    0.36    0.00   -1.93  0.825
   2.971  0.591  6.72    0.91   -6.93    0.39    0.00   -6.55 5.285E-01

  10.589 30.047  8.43    0.88   -2.20    0.37    0.00   -1.84  0.824
   2.963  0.589  6.76    0.92   -6.83    0.39    0.00   -6.44 5.366E-01

  10.589 30.047  8.41    0.88   -2.11    0.37    0.00   -1.74  0.823
   2.955  0.587  6.80    0.93   -6.72    0.39    0.00   -6.33 5.447E-01

  10.589 30.127  9.23    0.66   -5.14    0.32    0.00   -4.81  0.907
   3.227  0.668  5.46    0.69  -10.40    0.34    0.00  -10.06 2.964E-01

  10.589 30.127  9.21    0.67   -5.05    0.32    0.00   -4.73  0.903
   3.219  0.666  5.50    0.70  -10.29    0.34    0.00   -9.95 3.021E-01

  10.589 30.127  9.19    0.67   -4.96    0.32    0.00   -4.63  0.898
   3.211  0.664  5.54    0.70  -10.18    0.34    0.00   -9.84 3.078E-01

  10.589 30.127  9.16    0.68   -4.88    0.32    0.00   -4.55  0.894
   3.203  0.661  5.58    0.71  -10.08    0.34    0.00   -9.74 3.137E-01

  10.589 30.127  9.14    0.68   -4.79    0.32    0.00   -4.47  0.890
   3.195  0.659  5.62    0.71   -9.98    0.34    0.00   -9.64 3.196E-01

  10.589 30.127  9.12    0.69   -4.71    0.32    0.00   -4.39  0.886
   3.187  0.656  5.65    0.72   -9.88    0.34    0.00   -9.54 3.255E-01

  10.589 30.127  9.09    0.69   -4.62    0.32    0.00   -4.30  0.883
   3.179  0.654  5.69    0.72   -9.77    0.34    0.00   -9.43 3.316E-01

  10.589 30.127  9.07    0.70   -4.54    0.32    0.00   -4.21  0.879
   3.171  0.652  5.73    0.73   -9.67    0.34    0.00   -9.33 3.377E-01

  10.589 30.127  9.05    0.70   -4.45    0.32    0.00   -4.13  0.876
   3.163  0.649  5.77    0.73   -9.57    0.34    0.00   -9.22 3.438E-01

  10.589 30.127  9.03    0.71   -4.36    0.32    0.00   -4.04  0.873
   3.155  0.647  5.80    0.74   -9.46    0.34    0.00   -9.11 3.501E-01

  10.589 30.127  9.00    0.71   -4.28    0.32    0.00   -3.95  0.870
   3.147  0.645  5.84    0.74   -9.35    0.34    0.00   -9.01 3.564E-01

  10.589 30.127  8.98    0.72   -4.19    0.33    0.00   -3.87  0.867
   3.139  0.642  5.88    0.75   -9.25    0.34    0.00   -8.90 3.628E-01

  10.589 30.127  8.96    0.72   -4.11    0.33    0.00   -3.78  0.864
   3.131  0.640  5.92    0.76   -9.15    0.35    0.00   -8.80 3.692E-01

  10.589 30.127  8.93    0.73   -4.03    0.33    0.00   -3.70  0.861
   3.123  0.638  5.96    0.76   -9.05    0.35    0.00   -8.70 3.757E-01

  10.589 30.127  8.91    0.74   -3.94    0.33    0.00   -3.61  0.858
   3.115  0.635  5.99    0.77   -8.94    0.35    0.00   -8.59 3.823E-01

  10.589 30.127  8.89    0.74   -3.84    0.33    0.00   -3.51  0.856
   3.107  0.633  6.03    0.77   -8.82    0.35    0.00   -8.48 3.889E-01

  10.589 30.127  8.87    0.75   -3.76    0.33    0.00   -3.43  0.853
   3.099  0.631  6.07    0.78   -8.73    0.35    0.00   -8.38 3.957E-01

  10.589 30.127  8.84    0.75   -3.68    0.33    0.00   -3.35  0.851
   3.091  0.628  6.11    0.79   -8.63    0.35    0.00   -8.27 4.025E-01

  10.589 30.127  8.82    0.76   -3.60    0.33    0.00   -3.26  0.849
   3.083  0.626  6.15    0.79   -8.52    0.35    0.00   -8.17 4.093E-01

  10.589 30.127  8.80    0.76   -3.47    0.33    0.00   -3.14  0.847
   3.075  0.624  6.18    0.80   -8.38    0.35    0.00   -8.02 4.162E-01

  10.589 30.127  8.77    0.77   -3.42    0.34    0.00   -3.08  0.845
   3.067  0.622  6.22    0.81   -8.31    0.36    0.00   -7.95 4.232E-01

  10.589 30.127  8.75    0.78   -3.34    0.34    0.00   -3.00  0.843
   3.059  0.619  6.26    0.82   -8.21    0.36    0.00   -7.85 4.303E-01

  10.589 30.127  8.73    0.79   -3.25    0.34    0.00   -2.91  0.841
   3.051  0.617  6.30    0.82   -8.10    0.36    0.00   -7.74 4.375E-01

  10.589 30.127  8.71    0.79   -3.17    0.34    0.00   -2.82  0.839
   3.043  0.615  6.34    0.83   -7.99    0.36    0.00   -7.63 4.447E-01

  10.589 30.127  8.68    0.80   -3.08    0.34    0.00   -2.74  0.837
   3.035  0.613  6.37    0.84   -7.89    0.36    0.00   -7.53 4.519E-01

  10.589 30.127  8.66    0.81   -3.00    0.34    0.00   -2.65  0.836
   3.027  0.610  6.41    0.84   -7.79    0.37    0.00   -7.42 4.593E-01

  10.589 30.127  8.64    0.82   -2.90    0.35    0.00   -2.56  0.834
   3.019  0.608  6.45    0.85   -7.68    0.37    0.00   -7.31 4.667E-01

  10.589 30.127  8.61    0.82   -2.82    0.35    0.00   -2.47  0.833
   3.011  0.606  6.49    0.86   -7.58    0.37    0.00   -7.20 4.742E-01

  10.589 30.127  8.59    0.83   -2.73    0.35    0.00   -2.38  0.831
   3.003  0.604  6.52    0.87   -7.47    0.37    0.00   -7.10 4.818E-01

  10.589 30.127  8.57    0.84   -2.63    0.35    0.00   -2.28  0.830
   2.995  0.601  6.56    0.88   -7.35    0.38    0.00   -6.98 4.894E-01

  10.589 30.127  8.55    0.85   -2.55    0.36    0.00   -2.19  0.829
   2.987  0.599  6.60    0.88   -7.25    0.38    0.00   -6.87 4.971E-01

  10.589 30.127  8.52    0.85   -2.48    0.36    0.00   -2.12  0.825
   2.979  0.597  6.64    0.89   -7.16    0.38    0.00   -6.78 5.048E-01

  10.589 30.127  8.50    0.86   -2.39    0.36    0.00   -2.03  0.826
   2.971  0.595  6.68    0.90   -7.05    0.38    0.00   -6.67 5.127E-01

  10.589 30.127  8.48    0.87   -2.30    0.37    0.00   -1.93  0.825
   2.963  0.592  6.71    0.91   -6.94    0.39    0.00   -6.55 5.206E-01

  10.589 30.127  8.45    0.88   -2.21    0.37    0.00   -1.84  0.824
   2.955  0.590  6.75    0.92   -6.83    0.39    0.00   -6.44 5.286E-01

  10.589 30.207  9.28    0.66   -5.23    0.33    0.00   -4.90  0.914
   3.227  0.672  5.42    0.69  -10.51    0.35    0.00  -10.16 2.854E-01

  10.589 30.207  9.26    0.66   -5.15    0.33    0.00   -4.83  0.908
   3.219  0.669  5.45    0.69  -10.41    0.34    0.00  -10.07 2.910E-01

  10.589 30.207  9.23    0.67   -5.07    0.32    0.00   -4.74  0.903
   3.211  0.667  5.49    0.70  -10.31    0.34    0.00   -9.96 2.966E-01

  10.589 30.207  9.21    0.67   -4.97    0.32    0.00   -4.65  0.899
   3.203  0.665  5.53    0.70  -10.19    0.34    0.00   -9.85 3.023E-01

  10.589 30.207  9.19    0.68   -4.89    0.32    0.00   -4.56  0.895
   3.195  0.662  5.57    0.71  -10.09    0.34    0.00   -9.75 3.081E-01

  10.589 30.207  9.17    0.68   -4.80    0.32    0.00   -4.48  0.891
   3.187  0.660  5.61    0.71   -9.99    0.34    0.00   -9.64 3.139E-01

  10.589 30.207  9.14    0.69   -4.72    0.32    0.00   -4.40  0.887
   3.179  0.657  5.64    0.72   -9.89    0.34    0.00   -9.55 3.198E-01

  10.589 30.207  9.12    0.69   -4.64    0.32    0.00   -4.31  0.883
   3.171  0.655  5.68    0.72   -9.79    0.34    0.00   -9.44 3.257E-01

  10.589 30.207  9.10    0.70   -4.55    0.32    0.00   -4.22  0.880
   3.163  0.653  5.72    0.73   -9.68    0.34    0.00   -9.34 3.318E-01

  10.589 30.207  9.07    0.70   -4.46    0.32    0.00   -4.14  0.877
   3.155  0.650  5.76    0.73   -9.57    0.34    0.00   -9.23 3.379E-01

  10.589 30.207  9.05    0.71   -4.38    0.33    0.00   -4.05  0.873
   3.147  0.648  5.80    0.74   -9.47    0.34    0.00   -9.12 3.440E-01

  10.589 30.207  9.03    0.71   -4.29    0.33    0.00   -3.96  0.870
   3.139  0.646  5.83    0.75   -9.36    0.35    0.00   -9.02 3.503E-01

  10.589 30.207  9.00    0.72   -4.20    0.33    0.00   -3.88  0.867
   3.131  0.643  5.87    0.75   -9.26    0.35    0.00   -8.91 3.566E-01

  10.589 30.207  8.98    0.73   -4.12    0.33    0.00   -3.79  0.864
   3.123  0.641  5.91    0.76   -9.16    0.35    0.00   -8.81 3.629E-01

  10.589 30.207  8.96    0.73   -4.04    0.33    0.00   -3.71  0.861
   3.115  0.639  5.95    0.76   -9.05    0.35    0.00   -8.71 3.694E-01

  10.589 30.207  8.94    0.74   -3.95    0.33    0.00   -3.63  0.859
   3.107  0.636  5.99    0.77   -8.95    0.35    0.00   -8.61 3.759E-01

  10.589 30.207  8.91    0.74   -3.86    0.33    0.00   -3.53  0.856
   3.099  0.634  6.02    0.78   -8.84    0.35    0.00   -8.49 3.825E-01

  10.589 30.207  8.89    0.75   -3.77    0.33    0.00   -3.44  0.854
   3.091  0.632  6.06    0.78   -8.74    0.35    0.00   -8.39 3.891E-01

  10.589 30.207  8.87    0.76   -3.69    0.33    0.00   -3.36  0.851
   3.083  0.629  6.10    0.79   -8.63    0.35    0.00   -8.28 3.958E-01

  10.589 30.207  8.84    0.76   -3.61    0.33    0.00   -3.27  0.849
   3.075  0.627  6.14    0.79   -8.53    0.35    0.00   -8.18 4.026E-01

  10.589 30.207  8.82    0.77   -3.48    0.34    0.00   -3.15  0.847
   3.067  0.625  6.18    0.80   -8.39    0.36    0.00   -8.03 4.095E-01

  10.589 30.207  8.80    0.77   -3.43    0.34    0.00   -3.09  0.845
   3.059  0.623  6.21    0.81   -8.32    0.36    0.00   -7.96 4.164E-01

  10.589 30.207  8.77    0.78   -3.35    0.34    0.00   -3.01  0.843
   3.051  0.620  6.25    0.82   -8.22    0.36    0.00   -7.86 4.234E-01

  10.589 30.207  8.75    0.79   -3.26    0.34    0.00   -2.92  0.841
   3.043  0.618  6.29    0.82   -8.11    0.36    0.00   -7.75 4.305E-01

  10.589 30.207  8.73    0.80   -3.17    0.34    0.00   -2.83  0.839
   3.035  0.616  6.33    0.83   -8.00    0.36    0.00   -7.64 4.376E-01

  10.589 30.207  8.70    0.80   -3.09    0.34    0.00   -2.74  0.837
   3.027  0.613  6.37    0.84   -7.90    0.36    0.00   -7.53 4.448E-01

  10.589 30.207  8.68    0.81   -3.00    0.35    0.00   -2.66  0.836
   3.019  0.611  6.40    0.85   -7.80    0.37    0.00   -7.43 4.521E-01

  10.589 30.207  8.66    0.82   -2.91    0.35    0.00   -2.56  0.834
   3.011  0.609  6.44    0.85   -7.68    0.37    0.00   -7.31 4.594E-01

  10.589 30.207  8.64    0.82   -2.83    0.35    0.00   -2.48  0.833
   3.003  0.607  6.48    0.86   -7.58    0.37    0.00   -7.21 4.669E-01

  10.589 30.207  8.61    0.83   -2.74    0.35    0.00   -2.39  0.831
   2.995  0.604  6.52    0.87   -7.47    0.37    0.00   -7.10 4.743E-01

  10.589 30.207  8.59    0.84   -2.64    0.36    0.00   -2.29  0.830
   2.987  0.602  6.56    0.88   -7.36    0.38    0.00   -6.98 4.819E-01

  10.589 30.207  8.57    0.85   -2.55    0.36    0.00   -2.20  0.829
   2.979  0.600  6.59    0.89   -7.25    0.38    0.00   -6.87 4.895E-01

  10.589 30.207  8.54    0.86   -2.48    0.36    0.00   -2.12  0.825
   2.971  0.598  6.63    0.90   -7.16    0.38    0.00   -6.78 4.972E-01

  10.589 30.207  8.52    0.86   -2.39    0.36    0.00   -2.03  0.823
   2.963  0.595  6.67    0.90   -7.05    0.38    0.00   -6.67 5.050E-01

  10.589 30.207  8.50    0.87   -2.30    0.37    0.00   -1.93  0.825
   2.955  0.593  6.71    0.91   -6.94    0.39    0.00   -6.55 5.128E-01

  10.589 30.287  9.33    0.66   -5.33    0.33    0.00   -5.00  0.918
   3.227  0.675  5.37    0.69  -10.62    0.35    0.00  -10.27 2.748E-01

  10.589 30.287  9.31    0.66   -5.24    0.33    0.00   -4.92  0.914
   3.219  0.673  5.41    0.69  -10.52    0.35    0.00  -10.17 2.802E-01

  10.589 30.287  9.28    0.66   -5.17    0.33    0.00   -4.84  0.908
   3.211  0.670  5.44    0.70  -10.42    0.35    0.00  -10.08 2.857E-01

  10.589 30.287  9.26    0.67   -5.08    0.33    0.00   -4.75  0.904
   3.203  0.668  5.48    0.70  -10.32    0.35    0.00   -9.97 2.913E-01

  10.589 30.287  9.24    0.67   -4.99    0.33    0.00   -4.66  0.899
   3.195  0.666  5.52    0.71  -10.21    0.35    0.00   -9.86 2.969E-01

  10.589 30.287  9.21    0.68   -4.90    0.33    0.00   -4.57  0.895
   3.187  0.663  5.56    0.71  -10.10    0.34    0.00   -9.76 3.026E-01

  10.589 30.287  9.19    0.68   -4.81    0.33    0.00   -4.49  0.891
   3.179  0.661  5.60    0.72  -10.00    0.34    0.00   -9.65 3.083E-01

  10.589 30.287  9.17    0.69   -4.73    0.33    0.00   -4.41  0.887
   3.171  0.658  5.63    0.72   -9.90    0.34    0.00   -9.56 3.141E-01

  10.589 30.287  9.14    0.69   -4.65    0.33    0.00   -4.32  0.884
   3.163  0.656  5.67    0.73   -9.80    0.34    0.00   -9.45 3.200E-01

  10.589 30.287  9.12    0.70   -4.56    0.33    0.00   -4.24  0.880
   3.155  0.654  5.71    0.73   -9.69    0.34    0.00   -9.35 3.260E-01

  10.589 30.287  9.10    0.70   -4.47    0.33    0.00   -4.15  0.877
   3.147  0.651  5.75    0.74   -9.58    0.35    0.00   -9.24 3.320E-01

  10.589 30.287  9.07    0.71   -4.39    0.33    0.00   -4.06  0.874
   3.139  0.649  5.79    0.74   -9.48    0.35    0.00   -9.13 3.381E-01

  10.589 30.287  9.05    0.72   -4.30    0.33    0.00   -3.97  0.870
   3.131  0.647  5.83    0.75   -9.37    0.35    0.00   -9.03 3.443E-01

  10.589 30.287  9.03    0.72   -4.21    0.33    0.00   -3.89  0.867
   3.123  0.644  5.86    0.75   -9.27    0.35    0.00   -8.92 3.505E-01

  10.589 30.287  9.00    0.73   -4.13    0.33    0.00   -3.80  0.864
   3.115  0.642  5.90    0.76   -9.16    0.35    0.00   -8.82 3.568E-01

  10.589 30.287  8.98    0.73   -4.05    0.33    0.00   -3.72  0.862
   3.107  0.640  5.94    0.77   -9.06    0.35    0.00   -8.71 3.632E-01

  10.589 30.287  8.96    0.74   -3.96    0.33    0.00   -3.63  0.859
   3.099  0.637  5.98    0.77   -8.96    0.35    0.00   -8.61 3.696E-01

  10.589 30.287  8.94    0.74   -3.87    0.33    0.00   -3.54  0.856
   3.091  0.635  6.02    0.78   -8.85    0.35    0.00   -8.50 3.761E-01

  10.589 30.287  8.91    0.75   -3.79    0.33    0.00   -3.46  0.854
   3.083  0.633  6.05    0.79   -8.75    0.35    0.00   -8.40 3.827E-01

  10.589 30.287  8.89    0.76   -3.70    0.33    0.00   -3.37  0.851
   3.075  0.630  6.09    0.79   -8.64    0.35    0.00   -8.29 3.894E-01

  10.589 30.287  8.87    0.76   -3.61    0.33    0.00   -3.28  0.849
   3.067  0.628  6.13    0.80   -8.54    0.35    0.00   -8.18 3.961E-01

