EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin13_1st                                                            
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
  10.589 30.047  8.62    0.79   -3.13    0.32    0.00   -2.81  0.785
   3.027  0.607  6.46    0.83   -7.77    0.34    0.00   -7.43 3.731E-01

  10.589 30.047  8.59    0.80   -3.04    0.32    0.00   -2.72  0.784
   3.019  0.605  6.49    0.83   -7.67    0.34    0.00   -7.33 3.793E-01

  10.589 30.047  8.57    0.80   -2.96    0.32    0.00   -2.64  0.784
   3.011  0.603  6.53    0.84   -7.57    0.34    0.00   -7.23 3.855E-01

  10.589 30.047  8.55    0.81   -2.86    0.32    0.00   -2.54  0.783
   3.003  0.600  6.57    0.85   -7.45    0.34    0.00   -7.11 3.919E-01

  10.589 30.047  8.52    0.82   -2.78    0.33    0.00   -2.46  0.782
   2.995  0.598  6.61    0.85   -7.35    0.35    0.00   -7.01 3.983E-01

  10.589 30.047  8.50    0.82   -2.71    0.33    0.00   -2.38  0.779
   2.987  0.596  6.64    0.86   -7.27    0.35    0.00   -6.92 4.047E-01

  10.589 30.047  8.48    0.83   -2.63    0.33    0.00   -2.30  0.781
   2.979  0.594  6.68    0.87   -7.17    0.35    0.00   -6.81 4.112E-01

  10.589 30.047  8.46    0.84   -2.54    0.33    0.00   -2.21  0.781
   2.971  0.591  6.72    0.88   -7.06    0.35    0.00   -6.70 4.178E-01

  10.589 30.047  8.43    0.84   -2.46    0.34    0.00   -2.12  0.780
   2.963  0.589  6.76    0.88   -6.96    0.36    0.00   -6.60 4.245E-01

  10.589 30.047  8.41    0.85   -2.37    0.34    0.00   -2.03  0.780
   2.955  0.587  6.80    0.89   -6.85    0.36    0.00   -6.49 4.312E-01

  10.589 30.127  9.23    0.66   -5.27    0.30    0.00   -4.97  0.840
   3.227  0.668  5.46    0.69  -10.36    0.32    0.00  -10.04 2.293E-01

  10.589 30.127  9.21    0.66   -5.19    0.30    0.00   -4.89  0.836
   3.219  0.666  5.50    0.69  -10.26    0.32    0.00   -9.94 2.338E-01

  10.589 30.127  9.19    0.67   -5.10    0.30    0.00   -4.80  0.832
   3.211  0.664  5.54    0.70  -10.15    0.32    0.00   -9.83 2.384E-01

  10.589 30.127  9.16    0.67   -5.02    0.30    0.00   -4.72  0.829
   3.203  0.661  5.58    0.70  -10.06    0.32    0.00   -9.74 2.431E-01

  10.589 30.127  9.14    0.67   -4.94    0.30    0.00   -4.64  0.826
   3.195  0.659  5.62    0.70   -9.96    0.32    0.00   -9.64 2.478E-01

  10.589 30.127  9.12    0.68   -4.86    0.30    0.00   -4.56  0.823
   3.187  0.656  5.65    0.71   -9.86    0.32    0.00   -9.55 2.526E-01

  10.589 30.127  9.09    0.68   -4.78    0.30    0.00   -4.48  0.820
   3.179  0.654  5.69    0.71   -9.76    0.32    0.00   -9.45 2.574E-01

  10.589 30.127  9.07    0.69   -4.69    0.30    0.00   -4.40  0.817
   3.171  0.652  5.73    0.72   -9.66    0.32    0.00   -9.35 2.623E-01

  10.589 30.127  9.05    0.69   -4.61    0.30    0.00   -4.32  0.815
   3.163  0.649  5.77    0.72   -9.57    0.32    0.00   -9.25 2.673E-01

  10.589 30.127  9.03    0.70   -4.53    0.30    0.00   -4.23  0.812
   3.155  0.647  5.80    0.73   -9.46    0.32    0.00   -9.15 2.723E-01

  10.589 30.127  9.00    0.70   -4.45    0.30    0.00   -4.15  0.810
   3.147  0.645  5.84    0.73   -9.36    0.32    0.00   -9.05 2.774E-01

  10.589 30.127  8.98    0.71   -4.36    0.30    0.00   -4.06  0.808
   3.139  0.642  5.88    0.74   -9.26    0.32    0.00   -8.95 2.825E-01

  10.589 30.127  8.96    0.71   -4.28    0.30    0.00   -3.98  0.806
   3.131  0.640  5.92    0.74   -9.17    0.32    0.00   -8.85 2.877E-01

  10.589 30.127  8.93    0.72   -4.21    0.30    0.00   -3.91  0.803
   3.123  0.638  5.96    0.75   -9.07    0.32    0.00   -8.75 2.930E-01

  10.589 30.127  8.91    0.72   -4.12    0.30    0.00   -3.82  0.802
   3.115  0.635  5.99    0.75   -8.97    0.32    0.00   -8.65 2.983E-01

  10.589 30.127  8.89    0.73   -4.03    0.30    0.00   -3.73  0.800
   3.107  0.633  6.03    0.76   -8.86    0.32    0.00   -8.54 3.037E-01

  10.589 30.127  8.87    0.73   -3.96    0.30    0.00   -3.65  0.798
   3.099  0.631  6.07    0.77   -8.77    0.32    0.00   -8.45 3.092E-01

  10.589 30.127  8.84    0.74   -3.88    0.30    0.00   -3.57  0.796
   3.091  0.628  6.11    0.77   -8.67    0.32    0.00   -8.35 3.147E-01

  10.589 30.127  8.82    0.74   -3.80    0.31    0.00   -3.49  0.795
   3.083  0.626  6.15    0.78   -8.57    0.32    0.00   -8.25 3.202E-01

  10.589 30.127  8.80    0.75   -3.67    0.31    0.00   -3.37  0.793
   3.075  0.624  6.18    0.78   -8.44    0.33    0.00   -8.11 3.259E-01

  10.589 30.127  8.77    0.76   -3.62    0.31    0.00   -3.32  0.792
   3.067  0.622  6.22    0.79   -8.37    0.33    0.00   -8.04 3.316E-01

  10.589 30.127  8.75    0.76   -3.55    0.31    0.00   -3.24  0.790
   3.059  0.619  6.26    0.80   -8.27    0.33    0.00   -7.94 3.373E-01

  10.589 30.127  8.73    0.77   -3.47    0.31    0.00   -3.15  0.789
   3.051  0.617  6.30    0.80   -8.18    0.33    0.00   -7.84 3.432E-01

  10.589 30.127  8.71    0.77   -3.38    0.31    0.00   -3.07  0.788
   3.043  0.615  6.34    0.81   -8.07    0.33    0.00   -7.74 3.491E-01

  10.589 30.127  8.68    0.78   -3.30    0.32    0.00   -2.98  0.787
   3.035  0.613  6.37    0.82   -7.97    0.33    0.00   -7.64 3.550E-01

  10.589 30.127  8.66    0.79   -3.22    0.32    0.00   -2.90  0.786
   3.027  0.610  6.41    0.82   -7.88    0.34    0.00   -7.54 3.610E-01

  10.589 30.127  8.64    0.79   -3.13    0.32    0.00   -2.81  0.785
   3.019  0.608  6.45    0.83   -7.77    0.34    0.00   -7.43 3.671E-01

  10.589 30.127  8.61    0.80   -3.05    0.32    0.00   -2.73  0.784
   3.011  0.606  6.49    0.84   -7.67    0.34    0.00   -7.33 3.733E-01

  10.589 30.127  8.59    0.81   -2.97    0.32    0.00   -2.64  0.783
   3.003  0.604  6.52    0.84   -7.57    0.34    0.00   -7.23 3.795E-01

  10.589 30.127  8.57    0.81   -2.87    0.33    0.00   -2.54  0.783
   2.995  0.601  6.56    0.85   -7.46    0.34    0.00   -7.11 3.857E-01

  10.589 30.127  8.55    0.82   -2.79    0.33    0.00   -2.46  0.782
   2.987  0.599  6.60    0.86   -7.36    0.35    0.00   -7.01 3.921E-01

  10.589 30.127  8.52    0.83   -2.72    0.33    0.00   -2.39  0.779
   2.979  0.597  6.64    0.86   -7.27    0.35    0.00   -6.92 3.985E-01

  10.589 30.127  8.50    0.83   -2.63    0.33    0.00   -2.30  0.781
   2.971  0.595  6.68    0.87   -7.17    0.35    0.00   -6.82 4.049E-01

  10.589 30.127  8.48    0.84   -2.55    0.34    0.00   -2.21  0.780
   2.963  0.592  6.71    0.88   -7.06    0.36    0.00   -6.71 4.114E-01

  10.589 30.127  8.45    0.85   -2.46    0.34    0.00   -2.12  0.780
   2.955  0.590  6.75    0.89   -6.96    0.36    0.00   -6.60 4.180E-01

  10.589 30.207  9.28    0.66   -5.36    0.30    0.00   -5.06  0.845
   3.227  0.672  5.42    0.69  -10.46    0.32    0.00  -10.14 2.206E-01

  10.589 30.207  9.26    0.66   -5.28    0.30    0.00   -4.98  0.840
   3.219  0.669  5.45    0.69  -10.37    0.32    0.00  -10.05 2.250E-01

  10.589 30.207  9.23    0.66   -5.20    0.30    0.00   -4.90  0.836
   3.211  0.667  5.49    0.69  -10.27    0.32    0.00   -9.95 2.295E-01

  10.589 30.207  9.21    0.67   -5.11    0.30    0.00   -4.81  0.833
   3.203  0.665  5.53    0.70  -10.16    0.32    0.00   -9.84 2.341E-01

  10.589 30.207  9.19    0.67   -5.03    0.30    0.00   -4.73  0.829
   3.195  0.662  5.57    0.70  -10.06    0.32    0.00   -9.75 2.387E-01

  10.589 30.207  9.17    0.68   -4.95    0.30    0.00   -4.65  0.826
   3.187  0.660  5.61    0.71   -9.97    0.32    0.00   -9.65 2.433E-01

  10.589 30.207  9.14    0.68   -4.87    0.30    0.00   -4.57  0.823
   3.179  0.657  5.64    0.71   -9.87    0.32    0.00   -9.55 2.480E-01

  10.589 30.207  9.12    0.69   -4.79    0.30    0.00   -4.49  0.820
   3.171  0.655  5.68    0.72   -9.77    0.32    0.00   -9.46 2.528E-01

  10.589 30.207  9.10    0.69   -4.70    0.30    0.00   -4.41  0.817
   3.163  0.653  5.72    0.72   -9.67    0.32    0.00   -9.36 2.577E-01

  10.589 30.207  9.07    0.69   -4.62    0.30    0.00   -4.32  0.815
   3.155  0.650  5.76    0.73   -9.57    0.32    0.00   -9.26 2.626E-01

  10.589 30.207  9.05    0.70   -4.54    0.30    0.00   -4.24  0.813
   3.147  0.648  5.80    0.73   -9.47    0.32    0.00   -9.15 2.675E-01

  10.589 30.207  9.03    0.70   -4.46    0.30    0.00   -4.15  0.810
   3.139  0.646  5.83    0.74   -9.37    0.32    0.00   -9.05 2.725E-01

  10.589 30.207  9.00    0.71   -4.37    0.30    0.00   -4.07  0.808
   3.131  0.643  5.87    0.74   -9.27    0.32    0.00   -8.95 2.776E-01

  10.589 30.207  8.98    0.71   -4.29    0.30    0.00   -3.99  0.806
   3.123  0.641  5.91    0.75   -9.18    0.32    0.00   -8.86 2.828E-01

  10.589 30.207  8.96    0.72   -4.22    0.30    0.00   -3.91  0.804
   3.115  0.639  5.95    0.75   -9.08    0.32    0.00   -8.76 2.880E-01

  10.589 30.207  8.94    0.72   -4.14    0.30    0.00   -3.83  0.802
   3.107  0.636  5.99    0.76   -8.98    0.32    0.00   -8.66 2.932E-01

  10.589 30.207  8.91    0.73   -4.05    0.30    0.00   -3.75  0.800
   3.099  0.634  6.02    0.76   -8.88    0.32    0.00   -8.56 2.986E-01

  10.589 30.207  8.89    0.74   -3.96    0.30    0.00   -3.66  0.798
   3.091  0.632  6.06    0.77   -8.78    0.32    0.00   -8.45 3.040E-01

  10.589 30.207  8.87    0.74   -3.88    0.31    0.00   -3.58  0.796
   3.083  0.629  6.10    0.77   -8.68    0.32    0.00   -8.35 3.094E-01

  10.589 30.207  8.84    0.74   -3.80    0.31    0.00   -3.50  0.794
   3.075  0.627  6.14    0.78   -8.58    0.33    0.00   -8.25 3.149E-01

  10.589 30.207  8.82    0.75   -3.68    0.31    0.00   -3.37  0.793
   3.067  0.625  6.18    0.79   -8.44    0.33    0.00   -8.12 3.205E-01

  10.589 30.207  8.80    0.76   -3.64    0.31    0.00   -3.33  0.792
   3.059  0.623  6.21    0.79   -8.38    0.33    0.00   -8.05 3.261E-01

  10.589 30.207  8.77    0.76   -3.56    0.31    0.00   -3.24  0.790
   3.051  0.620  6.25    0.80   -8.28    0.33    0.00   -7.95 3.318E-01

  10.589 30.207  8.75    0.77   -3.47    0.31    0.00   -3.16  0.789
   3.043  0.618  6.29    0.80   -8.18    0.33    0.00   -7.85 3.376E-01

  10.589 30.207  8.73    0.78   -3.39    0.31    0.00   -3.07  0.788
   3.035  0.616  6.33    0.81   -8.08    0.33    0.00   -7.75 3.434E-01

  10.589 30.207  8.70    0.78   -3.31    0.32    0.00   -2.99  0.787
   3.027  0.613  6.37    0.82   -7.98    0.34    0.00   -7.64 3.493E-01

  10.589 30.207  8.68    0.79   -3.23    0.32    0.00   -2.91  0.786
   3.019  0.611  6.40    0.82   -7.88    0.34    0.00   -7.54 3.553E-01

  10.589 30.207  8.66    0.80   -3.13    0.32    0.00   -2.81  0.785
   3.011  0.609  6.44    0.83   -7.77    0.34    0.00   -7.43 3.613E-01

  10.589 30.207  8.64    0.80   -3.06    0.32    0.00   -2.73  0.784
   3.003  0.607  6.48    0.84   -7.68    0.34    0.00   -7.33 3.674E-01

  10.589 30.207  8.61    0.81   -2.97    0.32    0.00   -2.65  0.783
   2.995  0.604  6.52    0.84   -7.57    0.34    0.00   -7.23 3.735E-01

  10.589 30.207  8.59    0.82   -2.88    0.33    0.00   -2.55  0.783
   2.987  0.602  6.56    0.85   -7.46    0.35    0.00   -7.12 3.797E-01

  10.589 30.207  8.57    0.82   -2.79    0.33    0.00   -2.46  0.782
   2.979  0.600  6.59    0.86   -7.36    0.35    0.00   -7.01 3.860E-01

  10.589 30.207  8.54    0.83   -2.72    0.33    0.00   -2.39  0.778
   2.971  0.598  6.63    0.87   -7.27    0.35    0.00   -6.92 3.923E-01

  10.589 30.207  8.52    0.84   -2.64    0.33    0.00   -2.31  0.781
   2.963  0.595  6.67    0.87   -7.17    0.35    0.00   -6.82 3.987E-01

  10.589 30.207  8.50    0.84   -2.55    0.34    0.00   -2.21  0.780
   2.955  0.593  6.71    0.88   -7.06    0.36    0.00   -6.71 4.052E-01

  10.589 30.287  9.33    0.65   -5.45    0.30    0.00   -5.14  0.848
   3.227  0.675  5.37    0.68  -10.57    0.32    0.00  -10.25 2.122E-01

  10.589 30.287  9.31    0.66   -5.37    0.30    0.00   -5.06  0.845
   3.219  0.673  5.41    0.69  -10.47    0.32    0.00  -10.15 2.165E-01

  10.589 30.287  9.28    0.66   -5.29    0.30    0.00   -4.99  0.840
   3.211  0.670  5.44    0.69  -10.38    0.32    0.00  -10.06 2.209E-01

  10.589 30.287  9.26    0.67   -5.21    0.30    0.00   -4.91  0.837
   3.203  0.668  5.48    0.70  -10.28    0.32    0.00   -9.96 2.253E-01

  10.589 30.287  9.24    0.67   -5.12    0.30    0.00   -4.82  0.833
   3.195  0.666  5.52    0.70  -10.17    0.32    0.00   -9.86 2.298E-01

  10.589 30.287  9.21    0.67   -5.04    0.30    0.00   -4.74  0.830
   3.187  0.663  5.56    0.70  -10.07    0.32    0.00   -9.75 2.343E-01

  10.589 30.287  9.19    0.68   -4.96    0.30    0.00   -4.66  0.827
   3.179  0.661  5.60    0.71   -9.97    0.32    0.00   -9.66 2.389E-01

  10.589 30.287  9.17    0.68   -4.88    0.30    0.00   -4.58  0.823
   3.171  0.658  5.63    0.71   -9.88    0.32    0.00   -9.56 2.436E-01

  10.589 30.287  9.14    0.69   -4.80    0.30    0.00   -4.50  0.820
   3.163  0.656  5.67    0.72   -9.78    0.32    0.00   -9.46 2.483E-01

  10.589 30.287  9.12    0.69   -4.72    0.30    0.00   -4.42  0.818
   3.155  0.654  5.71    0.72   -9.68    0.32    0.00   -9.37 2.531E-01

  10.589 30.287  9.10    0.70   -4.63    0.30    0.00   -4.33  0.815
   3.147  0.651  5.75    0.73   -9.58    0.32    0.00   -9.26 2.580E-01

  10.589 30.287  9.07    0.70   -4.55    0.30    0.00   -4.25  0.813
   3.139  0.649  5.79    0.73   -9.48    0.32    0.00   -9.16 2.629E-01

  10.589 30.287  9.05    0.71   -4.47    0.30    0.00   -4.16  0.810
   3.131  0.647  5.83    0.74   -9.38    0.32    0.00   -9.06 2.678E-01

  10.589 30.287  9.03    0.71   -4.38    0.30    0.00   -4.08  0.808
   3.123  0.644  5.86    0.74   -9.28    0.32    0.00   -8.96 2.728E-01

  10.589 30.287  9.00    0.72   -4.30    0.30    0.00   -4.00  0.806
   3.115  0.642  5.90    0.75   -9.18    0.32    0.00   -8.86 2.779E-01

  10.589 30.287  8.98    0.72   -4.22    0.30    0.00   -3.92  0.804
   3.107  0.640  5.94    0.75   -9.09    0.32    0.00   -8.76 2.831E-01

  10.589 30.287  8.96    0.73   -4.14    0.30    0.00   -3.84  0.802
   3.099  0.637  5.98    0.76   -8.99    0.32    0.00   -8.67 2.883E-01

  10.589 30.287  8.94    0.73   -4.06    0.30    0.00   -3.75  0.800
   3.091  0.635  6.02    0.76   -8.89    0.32    0.00   -8.56 2.936E-01

  10.589 30.287  8.91    0.74   -3.97    0.31    0.00   -3.66  0.798
   3.083  0.633  6.05    0.77   -8.79    0.32    0.00   -8.46 2.989E-01

  10.589 30.287  8.89    0.74   -3.89    0.31    0.00   -3.58  0.796
   3.075  0.630  6.09    0.78   -8.68    0.32    0.00   -8.36 3.043E-01

  10.589 30.287  8.87    0.75   -3.81    0.31    0.00   -3.50  0.794
   3.067  0.628  6.13    0.78   -8.59    0.33    0.00   -8.26 3.097E-01
