EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin1                                                                
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 15.812  2.59    3.81   14.61    2.61    0.18   17.40  0.829
   3.227  0.187 12.11    4.23   13.72    2.78    0.18   16.68 2.825E+01

  10.589 15.812  2.58    3.85   14.68    2.64    0.18   17.51  0.829
   3.219  0.187 12.13    4.27   13.82    2.81    0.18   16.81 2.829E+01

  10.589 15.812  2.57    3.88   14.79    2.67    0.19   17.64  0.828
   3.211  0.186 12.15    4.31   13.94    2.84    0.19   16.96 2.833E+01

  10.589 15.812  2.57    3.92   14.87    2.69    0.19   17.75  0.828
   3.203  0.185 12.17    4.35   14.03    2.87    0.19   17.09 2.837E+01

  10.589 15.812  2.56    3.95   14.92    2.72    0.19   17.84  0.827
   3.195  0.185 12.20    4.39   14.11    2.90    0.19   17.20 2.841E+01

  10.589 15.812  2.55    3.99   15.01    2.75    0.20   17.95  0.827
   3.187  0.184 12.22    4.43   14.21    2.93    0.20   17.34 2.845E+01

  10.589 15.812  2.55    4.03   15.09    2.78    0.20   18.07  0.826
   3.179  0.183 12.24    4.47   14.31    2.96    0.20   17.47 2.849E+01

  10.589 15.812  2.54    4.06   15.17    2.81    0.20   18.19  0.826
   3.171  0.183 12.26    4.52   14.42    2.99    0.20   17.61 2.853E+01

  10.589 15.812  2.53    4.10   15.25    2.84    0.21   18.30  0.825
   3.163  0.182 12.28    4.56   14.52    3.02    0.21   17.75 2.857E+01

  10.589 15.812  2.53    4.14   15.33    2.87    0.21   18.41  0.825
   3.155  0.181 12.30    4.60   14.62    3.05    0.21   17.88 2.861E+01

  10.589 15.812  2.52    4.18   15.42    2.90    0.21   18.53  0.824
   3.147  0.181 12.32    4.65   14.72    3.08    0.22   18.02 2.865E+01

  10.589 15.812  2.52    4.22   15.50    2.93    0.22   18.65  0.824
   3.139  0.180 12.35    4.69   14.82    3.12    0.22   18.16 2.869E+01

  10.589 15.812  2.51    4.26   15.59    2.96    0.22   18.77  0.823
   3.131  0.179 12.37    4.74   14.93    3.15    0.22   18.30 2.873E+01

  10.589 15.812  2.50    4.29   15.67    2.99    0.23   18.89  0.823
   3.123  0.179 12.39    4.78   15.03    3.18    0.23   18.44 2.877E+01

  10.589 15.812  2.50    4.33   15.75    3.02    0.23   19.00  0.822
   3.115  0.178 12.41    4.83   15.13    3.22    0.23   18.58 2.881E+01

  10.589 15.812  2.49    4.38   15.83    3.05    0.23   19.12  0.822
   3.107  0.177 12.43    4.87   15.23    3.25    0.24   18.72 2.885E+01

  10.589 15.812  2.48    4.42   15.91    3.09    0.24   19.24  0.821
   3.099  0.177 12.45    4.92   15.33    3.29    0.24   18.86 2.889E+01

  10.589 15.812  2.48    4.46   16.00    3.12    0.24   19.36  0.820
   3.091  0.176 12.47    4.97   15.44    3.32    0.24   19.00 2.893E+01

  10.589 15.812  2.47    4.50   16.08    3.15    0.25   19.48  0.820
   3.083  0.175 12.50    5.02   15.54    3.36    0.25   19.14 2.897E+01

  10.589 15.812  2.46    4.54   16.17    3.18    0.25   19.60  0.820
   3.075  0.175 12.52    5.06   15.64    3.39    0.25   19.29 2.901E+01

  10.589 15.812  2.46    4.58   16.25    3.22    0.25   19.72  0.819
   3.067  0.174 12.54    5.11   15.74    3.43    0.26   19.43 2.905E+01

  10.589 15.812  2.45    4.63   16.33    3.25    0.26   19.85  0.818
   3.059  0.173 12.56    5.16   15.85    3.46    0.26   19.57 2.910E+01

  10.589 15.812  2.44    4.67   16.42    3.29    0.26   19.97  0.818
   3.051  0.173 12.58    5.21   15.95    3.50    0.27   19.72 2.914E+01

  10.589 15.812  2.44    4.71   16.51    3.32    0.27   20.10  0.817
   3.043  0.172 12.60    5.26   16.06    3.54    0.27   19.87 2.918E+01

  10.589 15.812  2.43    4.76   16.60    3.36    0.27   20.23  0.817
   3.035  0.172 12.62    5.31   16.17    3.58    0.27   20.02 2.922E+01

  10.589 15.812  2.43    4.80   16.68    3.39    0.28   20.35  0.816
   3.027  0.171 12.65    5.36   16.27    3.61    0.28   20.16 2.926E+01

  10.589 15.812  2.42    4.85   16.76    3.43    0.28   20.48  0.816
   3.019  0.170 12.67    5.42   16.38    3.65    0.28   20.31 2.930E+01

  10.589 15.812  2.41    4.89   16.83    3.47    0.29   20.59  0.815
   3.011  0.170 12.69    5.47   16.46    3.69    0.29   20.45 2.934E+01

  10.589 15.812  2.41    4.94   16.92    3.50    0.29   20.72  0.815
   3.003  0.169 12.71    5.52   16.57    3.73    0.29   20.60 2.939E+01

  10.589 15.812  2.40    4.99   17.02    3.54    0.30   20.85  0.814
   2.995  0.168 12.73    5.58   16.69    3.77    0.30   20.76 2.943E+01

  10.589 15.812  2.39    5.03   17.11    3.58    0.30   20.99  0.814
   2.987  0.168 12.75    5.63   16.80    3.81    0.30   20.92 2.947E+01

  10.589 15.812  2.39    5.08   17.20    3.61    0.31   21.12  0.813
   2.979  0.167 12.77    5.69   16.91    3.85    0.31   21.07 2.951E+01

  10.589 15.812  2.38    5.13   17.30    3.65    0.31   21.26  0.812
   2.971  0.167 12.80    5.74   17.03    3.89    0.31   21.23 2.956E+01

  10.589 15.812  2.37    5.18   17.39    3.69    0.32   21.40  0.812
   2.963  0.166 12.82    5.80   17.14    3.94    0.32   21.39 2.960E+01

  10.589 15.892  2.61    3.76   14.48    2.57    0.17   17.22  0.830
   3.227  0.189 12.08    4.17   13.55    2.73    0.17   16.46 2.764E+01

  10.589 15.892  2.61    3.79   14.56    2.60    0.18   17.33  0.829
