EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9_1st                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.107  0.501  7.89    0.98   -4.23    0.41    0.00   -3.82 1.133E+00

  10.589 26.724  7.01    0.94   -0.03    0.39    0.00    0.36  0.797
   3.099  0.499  7.93    0.98   -4.12    0.41    0.00   -3.71 1.145E+00

  10.589 26.724  6.99    0.94    0.06    0.39    0.00    0.45  0.797
   3.091  0.497  7.96    0.99   -4.02    0.42    0.00   -3.60 1.157E+00

  10.589 26.724  6.97    0.95    0.12    0.40    0.00    0.52  0.798
   3.083  0.495  7.99    1.00   -3.94    0.42    0.00   -3.51 1.169E+00

  10.589 26.724  6.96    0.96    0.20    0.40    0.00    0.61  0.798
   3.075  0.493  8.02    1.01   -3.84    0.43    0.00   -3.41 1.181E+00

  10.589 26.724  6.94    0.97    0.28    0.41    0.00    0.69  0.799
   3.067  0.492  8.06    1.02   -3.75    0.43    0.00   -3.31 1.193E+00

  10.589 26.724  6.92    0.98    0.36    0.41    0.00    0.77  0.799
   3.059  0.490  8.09    1.03   -3.65    0.44    0.00   -3.21 1.206E+00

  10.589 26.724  6.90    0.99    0.44    0.42    0.00    0.86  0.800
   3.051  0.488  8.12    1.04   -3.55    0.44    0.00   -3.10 1.218E+00

  10.589 26.724  6.88    1.00    0.52    0.42    0.00    0.94  0.800
   3.043  0.486  8.16    1.05   -3.45    0.45    0.00   -3.00 1.231E+00

  10.589 26.724  6.87    1.01    0.60    0.43    0.00    1.03  0.801
   3.035  0.484  8.19    1.06   -3.36    0.45    0.00   -2.90 1.243E+00

  10.589 26.724  6.85    1.01    0.68    0.43    0.00    1.11  0.801
   3.027  0.483  8.22    1.07   -3.26    0.46    0.00   -2.80 1.255E+00

  10.589 26.724  6.83    1.02    0.78    0.44    0.00    1.22  0.802
   3.019  0.481  8.26    1.08   -3.14    0.46    0.00   -2.67 1.268E+00

  10.589 26.724  6.81    1.03    0.85    0.44    0.00    1.29  0.803
   3.011  0.479  8.29    1.09   -3.06    0.47    0.00   -2.58 1.281E+00

  10.589 26.724  6.79    1.04    0.93    0.45    0.00    1.38  0.803
   3.003  0.477  8.32    1.10   -2.96    0.48    0.00   -2.48 1.293E+00

  10.589 26.724  6.78    1.05    1.01    0.46    0.00    1.46  0.805
   2.995  0.475  8.36    1.11   -2.86    0.48    0.00   -2.37 1.306E+00

  10.589 26.724  6.76    1.06    1.09    0.46    0.00    1.55  0.804
   2.987  0.474  8.39    1.12   -2.76    0.49    0.00   -2.27 1.319E+00

  10.589 26.724  6.74    1.07    1.17    0.47    0.00    1.64  0.805
   2.979  0.472  8.42    1.13   -2.66    0.49    0.00   -2.17 1.332E+00

  10.589 26.724  6.72    1.08    1.26    0.47    0.00    1.73  0.806
   2.971  0.470  8.46    1.14   -2.56    0.50    0.00   -2.06 1.345E+00

  10.589 26.724  6.70    1.09    1.34    0.48    0.00    1.82  0.806
   2.963  0.468  8.49    1.15   -2.46    0.51    0.00   -1.95 1.358E+00

  10.589 26.724  6.68    1.10    1.42    0.48    0.00    1.91  0.807
   2.955  0.467  8.52    1.16   -2.36    0.51    0.00   -1.84 1.371E+00

  10.589 26.804  7.34    0.81   -1.38    0.33    0.00   -1.05  0.790
   3.227  0.532  7.35    0.85   -5.77    0.35    0.00   -5.42 9.326E-01

  10.589 26.804  7.32    0.82   -1.30    0.33    0.00   -0.97  0.791
   3.219  0.530  7.39    0.86   -5.68    0.35    0.00   -5.32 9.435E-01

  10.589 26.804  7.31    0.83   -1.23    0.33    0.00   -0.89  0.791
   3.211  0.528  7.42    0.87   -5.58    0.35    0.00   -5.23 9.544E-01

  10.589 26.804  7.29    0.83   -1.15    0.34    0.00   -0.82  0.791
   3.203  0.526  7.45    0.87   -5.49    0.36    0.00   -5.13 9.654E-01

  10.589 26.804  7.27    0.84   -1.08    0.34    0.00   -0.74  0.791
   3.195  0.524  7.49    0.88   -5.40    0.36    0.00   -5.04 9.764E-01

  10.589 26.804  7.25    0.85   -0.99    0.34    0.00   -0.65  0.792
   3.187  0.522  7.52    0.89   -5.30    0.37    0.00   -4.93 9.876E-01

  10.589 26.804  7.23    0.85   -0.92    0.35    0.00   -0.57  0.792
   3.179  0.520  7.55    0.90   -5.21    0.37    0.00   -4.84 9.987E-01

  10.589 26.804  7.22    0.86   -0.84    0.35    0.00   -0.49  0.792
   3.171  0.518  7.59    0.90   -5.11    0.37    0.00   -4.74 1.010E+00

  10.589 26.804  7.20    0.87   -0.77    0.35    0.00   -0.41  0.793
   3.163  0.516  7.62    0.91   -5.02    0.38    0.00   -4.64 1.021E+00

  10.589 26.804  7.18    0.88   -0.69    0.36    0.00   -0.33  0.793
   3.155  0.515  7.65    0.92   -4.92    0.38    0.00   -4.54 1.033E+00

  10.589 26.804  7.16    0.88   -0.61    0.36    0.00   -0.25  0.793
   3.147  0.513  7.68    0.93   -4.82    0.38    0.00   -4.44 1.044E+00

  10.589 26.804  7.14    0.89   -0.53    0.37    0.00   -0.16  0.794
   3.139  0.511  7.72    0.93   -4.73    0.39    0.00   -4.34 1.056E+00

  10.589 26.804  7.12    0.90   -0.45    0.37    0.00   -0.08  0.794
   3.131  0.509  7.75    0.94   -4.63    0.39    0.00   -4.24 1.067E+00

  10.589 26.804  7.11    0.91   -0.37    0.37    0.00    0.00  0.794
   3.123  0.507  7.78    0.95   -4.54    0.40    0.00   -4.14 1.079E+00

  10.589 26.804  7.09    0.91   -0.29    0.38    0.00    0.09  0.795
   3.115  0.505  7.82    0.96   -4.43    0.40    0.00   -4.03 1.090E+00

  10.589 26.804  7.07    0.92   -0.21    0.38    0.00    0.18  0.795
   3.107  0.504  7.85    0.97   -4.34    0.40    0.00   -3.93 1.102E+00

  10.589 26.804  7.05    0.93   -0.13    0.39    0.00    0.26  0.796
   3.099  0.502  7.88    0.98   -4.24    0.41    0.00   -3.83 1.114E+00

  10.589 26.804  7.03    0.94   -0.05    0.39    0.00    0.35  0.796
   3.091  0.500  7.92    0.99   -4.14    0.41    0.00   -3.73 1.126E+00

  10.589 26.804  7.02    0.95    0.04    0.40    0.00    0.43  0.797
   3.083  0.498  7.95    1.00   -4.04    0.42    0.00   -3.62 1.138E+00

  10.589 26.804  7.00    0.96    0.11    0.40    0.00    0.51  0.797
   3.075  0.496  7.98    1.00   -3.95    0.42    0.00   -3.53 1.150E+00

  10.589 26.804  6.98    0.96    0.19    0.40    0.00    0.59  0.798
   3.067  0.494  8.02    1.01   -3.85    0.43    0.00   -3.42 1.162E+00

  10.589 26.804  6.96    0.97    0.27    0.41    0.00    0.67  0.798
   3.059  0.493  8.05    1.02   -3.76    0.43    0.00   -3.33 1.174E+00

  10.589 26.804  6.94    0.98    0.34    0.41    0.00    0.76  0.799
   3.051  0.491  8.08    1.03   -3.66    0.44    0.00   -3.23 1.186E+00

  10.589 26.804  6.92    0.99    0.43    0.42    0.00    0.85  0.799
   3.043  0.489  8.12    1.04   -3.56    0.44    0.00   -3.12 1.198E+00

  10.589 26.804  6.91    1.00    0.51    0.42    0.00    0.93  0.800
   3.035  0.487  8.15    1.05   -3.46    0.45    0.00   -3.02 1.211E+00

  10.589 26.804  6.89    1.01    0.59    0.43    0.00    1.01  0.800
   3.027  0.485  8.18    1.06   -3.37    0.45    0.00   -2.91 1.223E+00

  10.589 26.804  6.87    1.02    0.67    0.43    0.00    1.10  0.801
   3.019  0.484  8.22    1.07   -3.27    0.46    0.00   -2.81 1.235E+00

  10.589 26.804  6.85    1.03    0.77    0.44    0.00    1.21  0.801
   3.011  0.482  8.25    1.08   -3.15    0.47    0.00   -2.69 1.248E+00

  10.589 26.804  6.83    1.04    0.85    0.44    0.00    1.29  0.802
   3.003  0.480  8.28    1.09   -3.05    0.47    0.00   -2.58 1.260E+00

  10.589 26.804  6.82    1.05    0.91    0.45    0.00    1.36  0.803
   2.995  0.478  8.32    1.10   -2.97    0.48    0.00   -2.49 1.273E+00

  10.589 26.804  6.80    1.05    1.00    0.46    0.00    1.45  0.805
   2.987  0.476  8.35    1.11   -2.87    0.48    0.00   -2.38 1.285E+00

  10.589 26.804  6.78    1.07    1.08    0.46    0.00    1.54  0.804
   2.979  0.475  8.38    1.12   -2.77    0.49    0.00   -2.28 1.298E+00

  10.589 26.804  6.76    1.08    1.16    0.47    0.00    1.63  0.805
   2.971  0.473  8.42    1.13   -2.67    0.49    0.00   -2.18 1.311E+00

  10.589 26.804  6.74    1.09    1.24    0.47    0.00    1.71  0.805
   2.963  0.471  8.45    1.15   -2.57    0.50    0.00   -2.07 1.324E+00

  10.589 26.804  6.72    1.10    1.33    0.48    0.00    1.81  0.806
   2.955  0.469  8.48    1.16   -2.47    0.51    0.00   -1.96 1.337E+00

  10.589 26.884  7.39    0.81   -1.48    0.33    0.00   -1.15  0.790
   3.227  0.535  7.31    0.85   -5.88    0.35    0.00   -5.54 9.052E-01

  10.589 26.884  7.37    0.81   -1.40    0.33    0.00   -1.07  0.790
   3.219  0.533  7.34    0.85   -5.79    0.35    0.00   -5.44 9.158E-01

  10.589 26.884  7.35    0.82   -1.32    0.33    0.00   -0.99  0.790
   3.211  0.531  7.38    0.86   -5.69    0.35    0.00   -5.34 9.266E-01

  10.589 26.884  7.33    0.83   -1.25    0.34    0.00   -0.91  0.791
   3.203  0.529  7.41    0.87   -5.60    0.35    0.00   -5.25 9.374E-01

  10.589 26.884  7.31    0.83   -1.17    0.34    0.00   -0.83  0.791
   3.195  0.527  7.44    0.87   -5.51    0.36    0.00   -5.15 9.482E-01

  10.589 26.884  7.29    0.84   -1.09    0.34    0.00   -0.75  0.791
   3.187  0.525  7.48    0.88   -5.41    0.36    0.00   -5.05 9.592E-01

  10.589 26.884  7.28    0.85   -1.01    0.34    0.00   -0.66  0.791
   3.179  0.523  7.51    0.89   -5.31    0.37    0.00   -4.95 9.702E-01

  10.589 26.884  7.26    0.86   -0.94    0.35    0.00   -0.59  0.792
   3.171  0.521  7.54    0.90   -5.22    0.37    0.00   -4.85 9.812E-01

  10.589 26.884  7.24    0.86   -0.86    0.35    0.00   -0.51  0.792
   3.163  0.520  7.58    0.90   -5.13    0.37    0.00   -4.76 9.923E-01

  10.589 26.884  7.22    0.87   -0.78    0.36    0.00   -0.43  0.792
   3.155  0.518  7.61    0.91   -5.03    0.38    0.00   -4.66 1.004E+00

  10.589 26.884  7.20    0.88   -0.70    0.36    0.00   -0.34  0.793
   3.147  0.516  7.64    0.92   -4.94    0.38    0.00   -4.56 1.015E+00

  10.589 26.884  7.18    0.88   -0.62    0.36    0.00   -0.26  0.793
   3.139  0.514  7.68    0.93   -4.84    0.38    0.00   -4.46 1.026E+00

  10.589 26.884  7.17    0.89   -0.55    0.37    0.00   -0.18  0.793
   3.131  0.512  7.71    0.94   -4.75    0.39    0.00   -4.36 1.037E+00

  10.589 26.884  7.15    0.90   -0.46    0.37    0.00   -0.09  0.794
   3.123  0.510  7.74    0.95   -4.64    0.39    0.00   -4.25 1.049E+00

  10.589 26.884  7.13    0.91   -0.39    0.37    0.00   -0.01  0.794
   3.115  0.508  7.78    0.95   -4.55    0.40    0.00   -4.15 1.060E+00

  10.589 26.884  7.11    0.92   -0.30    0.38    0.00    0.08  0.794
   3.107  0.507  7.81    0.96   -4.45    0.40    0.00   -4.05 1.072E+00

  10.589 26.884  7.09    0.92   -0.22    0.38    0.00    0.16  0.795
   3.099  0.505  7.84    0.97   -4.35    0.41    0.00   -3.95 1.084E+00

  10.589 26.884  7.07    0.93   -0.14    0.39    0.00    0.24  0.795
   3.091  0.503  7.88    0.98   -4.26    0.41    0.00   -3.85 1.095E+00

  10.589 26.884  7.06    0.94   -0.06    0.39    0.00    0.33  0.796
   3.083  0.501  7.91    0.99   -4.16    0.41    0.00   -3.74 1.107E+00

  10.589 26.884  7.04    0.95    0.02    0.40    0.00    0.42  0.796
   3.075  0.499  7.94    1.00   -4.06    0.42    0.00   -3.64 1.119E+00

  10.589 26.884  7.02    0.96    0.09    0.40    0.00    0.49  0.797
   3.067  0.497  7.98    1.01   -3.97    0.42    0.00   -3.54 1.131E+00

  10.589 26.884  7.00    0.97    0.18    0.40    0.00    0.58  0.797
   3.059  0.495  8.01    1.02   -3.87    0.43    0.00   -3.44 1.143E+00

  10.589 26.884  6.98    0.97    0.25    0.41    0.00    0.66  0.798
   3.051  0.494  8.04    1.03   -3.77    0.43    0.00   -3.34 1.155E+00

  10.589 26.884  6.97    0.98    0.33    0.41    0.00    0.74  0.798
   3.043  0.492  8.08    1.03   -3.68    0.44    0.00   -3.24 1.167E+00

  10.589 26.884  6.95    0.99    0.38    0.42    0.00    0.80  0.799
   3.035  0.490  8.11    1.04   -3.61    0.44    0.00   -3.16 1.179E+00

  10.589 26.884  6.93    1.00    0.49    0.42    0.00    0.92  0.799
   3.027  0.488  8.14    1.05   -3.48    0.45    0.00   -3.03 1.191E+00

  10.589 26.884  6.91    1.01    0.57    0.43    0.00    1.00  0.800
   3.019  0.486  8.18    1.06   -3.38    0.45    0.00   -2.93 1.203E+00

  10.589 26.884  6.89    1.02    0.66    0.43    0.00    1.09  0.801
   3.011  0.485  8.21    1.07   -3.28    0.46    0.00   -2.82 1.215E+00

  10.589 26.884  6.87    1.03    0.75    0.44    0.00    1.19  0.801
   3.003  0.483  8.24    1.08   -3.16    0.47    0.00   -2.70 1.228E+00

  10.589 26.884  6.86    1.04    0.84    0.45    0.00    1.28  0.802
   2.995  0.481  8.28    1.09   -3.07    0.47    0.00   -2.59 1.240E+00

  10.589 26.884  6.84    1.05    0.90    0.45    0.00    1.35  0.802
   2.987  0.479  8.31    1.11   -2.98    0.48    0.00   -2.50 1.253E+00

  10.589 26.884  6.82    1.06    0.98    0.46    0.00    1.44  0.804
   2.979  0.477  8.34    1.12   -2.88    0.48    0.00   -2.40 1.265E+00

  10.589 26.884  6.80    1.07    1.07    0.46    0.00    1.53  0.804
   2.971  0.476  8.38    1.13   -2.78    0.49    0.00   -2.29 1.278E+00

  10.589 26.884  6.78    1.08    1.15    0.47    0.00    1.62  0.804
   2.963  0.474  8.41    1.14   -2.68    0.50    0.00   -2.19 1.290E+00

  10.589 26.884  6.76    1.09    1.23    0.47    0.00    1.70  0.805
   2.955  0.472  8.44    1.15   -2.58    0.50    0.00   -2.08 1.303E+00

  10.589 26.964  7.43    0.80   -1.58    0.32    0.00   -1.26  0.790
   3.227  0.538  7.27    0.84   -6.00    0.34    0.00   -5.66 8.784E-01

  10.589 26.964  7.41    0.81   -1.50    0.33    0.00   -1.17  0.790
   3.219  0.536  7.30    0.85   -5.91    0.35    0.00   -5.56 8.888E-01

  10.589 26.964  7.39    0.81   -1.42    0.33    0.00   -1.09  0.790
   3.211  0.534  7.33    0.85   -5.81    0.35    0.00   -5.46 8.994E-01

  10.589 26.964  7.37    0.82   -1.34    0.33    0.00   -1.01  0.790
   3.203  0.532  7.37    0.86   -5.71    0.35    0.00   -5.36 9.100E-01

  10.589 26.964  7.36    0.83   -1.26    0.34    0.00   -0.93  0.790
   3.195  0.530  7.40    0.87   -5.62    0.36    0.00   -5.26 9.207E-01

  10.589 26.964  7.34    0.84   -1.19    0.34    0.00   -0.85  0.790
   3.187  0.528  7.43    0.88   -5.53    0.36    0.00   -5.17 9.315E-01

  10.589 26.964  7.32    0.84   -1.11    0.34    0.00   -0.77  0.791
   3.179  0.526  7.47    0.88   -5.43    0.36    0.00   -5.07 9.423E-01

  10.589 26.964  7.30    0.85   -1.03    0.35    0.00   -0.68  0.791
   3.171  0.524  7.50    0.89   -5.33    0.37    0.00   -4.96 9.531E-01

  10.589 26.964  7.28    0.86   -0.95    0.35    0.00   -0.60  0.791
   3.163  0.523  7.53    0.90   -5.24    0.37    0.00   -4.87 9.641E-01

  10.589 26.964  7.26    0.86   -0.87    0.35    0.00   -0.52  0.791
   3.155  0.521  7.57    0.91   -5.14    0.37    0.00   -4.77 9.751E-01

  10.589 26.964  7.25    0.87   -0.80    0.36    0.00   -0.44  0.792
   3.147  0.519  7.60    0.91   -5.05    0.38    0.00   -4.67 9.862E-01

  10.589 26.964  7.23    0.88   -0.72    0.36    0.00   -0.36  0.792
   3.139  0.517  7.63    0.92   -4.95    0.38    0.00   -4.57 9.973E-01

  10.589 26.964  7.21    0.89   -0.64    0.36    0.00   -0.28  0.792
   3.131  0.515  7.67    0.93   -4.86    0.38    0.00   -4.48 1.008E+00

  10.589 26.964  7.19    0.89   -0.56    0.37    0.00   -0.19  0.793
   3.123  0.513  7.70    0.94   -4.76    0.39    0.00   -4.37 1.020E+00

  10.589 26.964  7.17    0.90   -0.48    0.37    0.00   -0.11  0.793
   3.115  0.511  7.73    0.95   -4.66    0.39    0.00   -4.27 1.031E+00

  10.589 26.964  7.15    0.91   -0.40    0.37    0.00   -0.02  0.794
   3.107  0.509  7.77    0.96   -4.56    0.40    0.00   -4.17 1.042E+00

  10.589 26.964  7.13    0.92   -0.32    0.38    0.00    0.06  0.794
   3.099  0.508  7.80    0.96   -4.47    0.40    0.00   -4.06 1.054E+00

  10.589 26.964  7.12    0.93   -0.24    0.38    0.00    0.15  0.795
   3.091  0.506  7.83    0.97   -4.37    0.41    0.00   -3.96 1.065E+00

  10.589 26.964  7.10    0.93   -0.16    0.39    0.00    0.23  0.795
   3.083  0.504  7.87    0.98   -4.27    0.41    0.00   -3.86 1.077E+00

  10.589 26.964  7.08    0.94   -0.08    0.39    0.00    0.31  0.795
   3.075  0.502  7.90    0.99   -4.18    0.41    0.00   -3.76 1.089E+00

  10.589 26.964  7.06    0.95    0.01    0.40    0.00    0.40  0.796
   3.067  0.500  7.93    1.00   -4.07    0.42    0.00   -3.65 1.100E+00

  10.589 26.964  7.04    0.96    0.09    0.40    0.00    0.50  0.796
   3.059  0.498  7.97    1.01   -3.97    0.42    0.00   -3.54 1.112E+00

  10.589 26.964  7.02    0.97    0.16    0.41    0.00    0.57  0.797
   3.051  0.497  8.00    1.02   -3.88    0.43    0.00   -3.45 1.124E+00

  10.589 26.964  7.01    0.98    0.24    0.41    0.00    0.65  0.797
   3.043  0.495  8.04    1.03   -3.79    0.43    0.00   -3.35 1.136E+00

  10.589 26.964  6.99    0.99    0.32    0.41    0.00    0.73  0.798
   3.035  0.493  8.07    1.04   -3.69    0.44    0.00   -3.25 1.148E+00

  10.589 26.964  6.97    0.99    0.40    0.42    0.00    0.82  0.798
   3.027  0.491  8.10    1.05   -3.59    0.44    0.00   -3.15 1.160E+00

  10.589 26.964  6.95    1.00    0.48    0.42    0.00    0.91  0.799
   3.019  0.489  8.14    1.06   -3.49    0.45    0.00   -3.04 1.172E+00

  10.589 26.964  6.93    1.01    0.56    0.43    0.00    0.99  0.800
   3.011  0.487  8.17    1.07   -3.39    0.46    0.00   -2.94 1.184E+00

  10.589 26.964  6.91    1.02    0.64    0.43    0.00    1.08  0.800
   3.003  0.486  8.20    1.08   -3.29    0.46    0.00   -2.83 1.196E+00

  10.589 26.964  6.90    1.03    0.73    0.44    0.00    1.17  0.801
   2.995  0.484  8.24    1.08   -3.19    0.47    0.00   -2.73 1.208E+00

  10.589 26.964  6.88    1.04    0.82    0.45    0.00    1.27  0.801
   2.987  0.482  8.27    1.10   -3.08    0.47    0.00   -2.61 1.221E+00

  10.589 26.964  6.86    1.05    0.89    0.45    0.00    1.34  0.802
   2.979  0.480  8.30    1.11   -2.99    0.48    0.00   -2.52 1.233E+00

  10.589 26.964  6.84    1.06    0.97    0.46    0.00    1.43  0.804
   2.971  0.478  8.34    1.12   -2.89    0.49    0.00   -2.41 1.245E+00

  10.589 26.964  6.82    1.07    1.06    0.46    0.00    1.52  0.803
   2.963  0.477  8.37    1.13   -2.79    0.49    0.00   -2.30 1.258E+00

  10.589 26.964  6.80    1.08    1.14    0.47    0.00    1.61  0.804
   2.955  0.475  8.40    1.14   -2.70    0.50    0.00   -2.20 1.270E+00

  10.589 27.044  7.47    0.80   -1.67    0.32    0.00   -1.35  0.789
   3.227  0.541  7.22    0.83   -6.11    0.34    0.00   -5.77 8.522E-01

  10.589 27.044  7.45    0.80   -1.60    0.32    0.00   -1.27  0.789
   3.219  0.539  7.26    0.84   -6.02    0.34    0.00   -5.68 8.625E-01

  10.589 27.044  7.44    0.81   -1.51    0.33    0.00   -1.19  0.789
   3.211  0.537  7.29    0.85   -5.92    0.35    0.00   -5.58 8.729E-01

  10.589 27.044  7.42    0.82   -1.44    0.33    0.00   -1.11  0.789
   3.203  0.535  7.32    0.86   -5.83    0.35    0.00   -5.48 8.833E-01

  10.589 27.044  7.40    0.82   -1.36    0.33    0.00   -1.02  0.790
   3.195  0.533  7.36    0.86   -5.73    0.35    0.00   -5.38 8.938E-01

  10.589 27.044  7.38    0.83   -1.28    0.34    0.00   -0.94  0.790
   3.187  0.531  7.39    0.87   -5.64    0.36    0.00   -5.28 9.044E-01

  10.589 27.044  7.36    0.84   -1.20    0.34    0.00   -0.86  0.790
   3.179  0.529  7.42    0.88   -5.54    0.36    0.00   -5.18 9.150E-01

  10.589 27.044  7.34    0.84   -1.13    0.34    0.00   -0.78  0.790
   3.171  0.528  7.46    0.89   -5.45    0.36    0.00   -5.09 9.257E-01

  10.589 27.044  7.32    0.85   -1.04    0.35    0.00   -0.70  0.791
   3.163  0.526  7.49    0.89   -5.35    0.37    0.00   -4.98 9.365E-01

  10.589 27.044  7.31    0.86   -0.97    0.35    0.00   -0.62  0.791
   3.155  0.524  7.52    0.90   -5.25    0.37    0.00   -4.88 9.473E-01

  10.589 27.044  7.29    0.87   -0.89    0.35    0.00   -0.54  0.791
   3.147  0.522  7.56    0.91   -5.16    0.37    0.00   -4.79 9.582E-01

  10.589 27.044  7.27    0.87   -0.81    0.36    0.00   -0.46  0.791
   3.139  0.520  7.59    0.92   -5.07    0.38    0.00   -4.69 9.692E-01

  10.589 27.044  7.25    0.88   -0.74    0.36    0.00   -0.38  0.792
   3.131  0.518  7.63    0.92   -4.97    0.38    0.00   -4.59 9.802E-01

  10.589 27.044  7.23    0.89   -0.66    0.36    0.00   -0.29  0.792
   3.123  0.516  7.66    0.93   -4.88    0.39    0.00   -4.49 9.913E-01

  10.589 27.044  7.21    0.90   -0.58    0.37    0.00   -0.21  0.792
   3.115  0.514  7.69    0.94   -4.78    0.39    0.00   -4.39 1.002E+00

  10.589 27.044  7.19    0.90   -0.49    0.37    0.00   -0.12  0.793
   3.107  0.512  7.73    0.95   -4.68    0.39    0.00   -4.28 1.014E+00

  10.589 27.044  7.18    0.91   -0.42    0.38    0.00   -0.04  0.793
   3.099  0.511  7.76    0.96   -4.58    0.40    0.00   -4.19 1.025E+00

  10.589 27.044  7.16    0.92   -0.34    0.38    0.00    0.04  0.794
   3.091  0.509  7.79    0.97   -4.49    0.40    0.00   -4.08 1.036E+00

  10.589 27.044  7.14    0.93   -0.25    0.38    0.00    0.13  0.794
   3.083  0.507  7.83    0.98   -4.38    0.41    0.00   -3.98 1.048E+00

  10.589 27.044  7.12    0.94   -0.17    0.39    0.00    0.22  0.795
   3.075  0.505  7.86    0.98   -4.29    0.41    0.00   -3.87 1.059E+00

  10.589 27.044  7.10    0.94   -0.09    0.39    0.00    0.30  0.795
   3.067  0.503  7.89    0.99   -4.19    0.42    0.00   -3.77 1.071E+00

  10.589 27.044  7.08    0.95   -0.01    0.40    0.00    0.39  0.795
   3.059  0.501  7.93    1.00   -4.09    0.42    0.00   -3.67 1.082E+00

  10.589 27.044  7.07    0.96    0.08    0.40    0.00    0.48  0.796
   3.051  0.499  7.96    1.01   -3.98    0.43    0.00   -3.56 1.094E+00

  10.589 27.044  7.05    0.97    0.15    0.41    0.00    0.55  0.797
   3.043  0.498  7.99    1.02   -3.90    0.43    0.00   -3.47 1.106E+00

  10.589 27.044  7.03    0.98    0.23    0.41    0.00    0.64  0.797
   3.035  0.496  8.03    1.03   -3.80    0.43    0.00   -3.36 1.117E+00

  10.589 27.044  7.01    0.99    0.30    0.42    0.00    0.72  0.798
   3.027  0.494  8.06    1.04   -3.70    0.44    0.00   -3.26 1.129E+00

  10.589 27.044  6.99    1.00    0.38    0.42    0.00    0.80  0.798
   3.019  0.492  8.09    1.05   -3.61    0.45    0.00   -3.16 1.141E+00

  10.589 27.044  6.97    1.01    0.47    0.43    0.00    0.89  0.799
   3.011  0.490  8.13    1.06   -3.50    0.45    0.00   -3.05 1.153E+00

  10.589 27.044  6.95    1.01    0.55    0.43    0.00    0.98  0.799
   3.003  0.488  8.16    1.07   -3.41    0.46    0.00   -2.95 1.165E+00

  10.589 27.044  6.94    1.02    0.63    0.44    0.00    1.07  0.800
   2.995  0.487  8.20    1.08   -3.31    0.46    0.00   -2.85 1.177E+00

  10.589 27.044  6.92    1.03    0.71    0.44    0.00    1.15  0.800
   2.987  0.485  8.23    1.09   -3.21    0.47    0.00   -2.74 1.189E+00

  10.589 27.044  6.90    1.04    0.81    0.45    0.00    1.26  0.801
   2.979  0.483  8.26    1.10   -3.09    0.47    0.00   -2.62 1.201E+00

  10.589 27.044  6.88    1.05    0.88    0.45    0.00    1.33  0.802
   2.971  0.481  8.30    1.11   -3.00    0.48    0.00   -2.53 1.214E+00

  10.589 27.044  6.86    1.06    0.96    0.46    0.00    1.42  0.803
   2.963  0.479  8.33    1.12   -2.90    0.49    0.00   -2.42 1.226E+00

  10.589 27.044  6.84    1.07    1.04    0.46    0.00    1.51  0.803
   2.955  0.478  8.36    1.13   -2.80    0.49    0.00   -2.31 1.238E+00

  10.589 27.124  7.52    0.79   -1.77    0.32    0.00   -1.45  0.789
   3.227  0.544  7.18    0.83   -6.23    0.34    0.00   -5.89 8.267E-01

  10.589 27.124  7.50    0.80   -1.69    0.32    0.00   -1.37  0.789
   3.219  0.542  7.21    0.84   -6.13    0.34    0.00   -5.79 8.368E-01

  10.589 27.124  7.48    0.80   -1.61    0.32    0.00   -1.29  0.789
   3.211  0.540  7.25    0.84   -6.04    0.34    0.00   -5.70 8.470E-01

  10.589 27.124  7.46    0.81   -1.53    0.33    0.00   -1.20  0.789
   3.203  0.538  7.28    0.85   -5.94    0.35    0.00   -5.59 8.573E-01

  10.589 27.124  7.44    0.82   -1.45    0.33    0.00   -1.12  0.789
   3.195  0.536  7.31    0.86   -5.84    0.35    0.00   -5.49 8.676E-01

  10.589 27.124  7.42    0.82   -1.37    0.33    0.00   -1.04  0.789
   3.187  0.534  7.35    0.86   -5.75    0.35    0.00   -5.39 8.780E-01

  10.589 27.124  7.40    0.83   -1.30    0.34    0.00   -0.96  0.790
   3.179  0.532  7.38    0.87   -5.65    0.36    0.00   -5.30 8.885E-01

  10.589 27.124  7.39    0.84   -1.22    0.34    0.00   -0.88  0.790
   3.171  0.531  7.41    0.88   -5.56    0.36    0.00   -5.20 8.990E-01

  10.589 27.124  7.37    0.85   -1.14    0.34    0.00   -0.80  0.790
