                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   3.2270  23.8258  0.25749E+01  0.26477E+01  0.52030E-04  0.26349E+01  0.25537E+01  0.52065E-04  0.25401E+01
   10.5890   3.2190  23.8258  0.25932E+01  0.26689E+01  0.54357E-04  0.26558E+01  0.25746E+01  0.54396E-04  0.25608E+01
   10.5890   3.2110  23.8258  0.26117E+01  0.26899E+01  0.56780E-04  0.26766E+01  0.25954E+01  0.56824E-04  0.25813E+01
   10.5890   3.2030  23.8258  0.26301E+01  0.27111E+01  0.59302E-04  0.26975E+01  0.26164E+01  0.59352E-04  0.26020E+01
   10.5890   3.1950  23.8258  0.26486E+01  0.27323E+01  0.61932E-04  0.27185E+01  0.26374E+01  0.61987E-04  0.26228E+01
   10.5890   3.1870  23.8258  0.26672E+01  0.27534E+01  0.64663E-04  0.27394E+01  0.26583E+01  0.64725E-04  0.26434E+01
   10.5890   3.1790  23.8258  0.26858E+01  0.27749E+01  0.67509E-04  0.27606E+01  0.26796E+01  0.67577E-04  0.26644E+01
   10.5890   3.1710  23.8258  0.27045E+01  0.27965E+01  0.70470E-04  0.27818E+01  0.27010E+01  0.70545E-04  0.26855E+01
   10.5890   3.1630  23.8258  0.27232E+01  0.28182E+01  0.73551E-04  0.28033E+01  0.27225E+01  0.73634E-04  0.27067E+01
   10.5890   3.1550  23.8258  0.27419E+01  0.28399E+01  0.76757E-04  0.28247E+01  0.27440E+01  0.76847E-04  0.27279E+01
   10.5890   3.1470  23.8258  0.27607E+01  0.28617E+01  0.80091E-04  0.28462E+01  0.27657E+01  0.80191E-04  0.27493E+01
   10.5890   3.1390  23.8258  0.27796E+01  0.28837E+01  0.83559E-04  0.28679E+01  0.27876E+01  0.83668E-04  0.27708E+01
   10.5890   3.1310  23.8258  0.27984E+01  0.29060E+01  0.87166E-04  0.28899E+01  0.28097E+01  0.87284E-04  0.27927E+01
   10.5890   3.1230  23.8258  0.28174E+01  0.29281E+01  0.90916E-04  0.29116E+01  0.28316E+01  0.91044E-04  0.28142E+01
   10.5890   3.1150  23.8258  0.28364E+01  0.29498E+01  0.94815E-04  0.29330E+01  0.28532E+01  0.94954E-04  0.28354E+01
   10.5890   3.1070  23.8258  0.28554E+01  0.29721E+01  0.98868E-04  0.29550E+01  0.28753E+01  0.99019E-04  0.28572E+01
   10.5890   3.0990  23.8258  0.28744E+01  0.29944E+01  0.10308E-03  0.29770E+01  0.28976E+01  0.10324E-03  0.28791E+01
   10.5890   3.0910  23.8258  0.28936E+01  0.30170E+01  0.10746E-03  0.29992E+01  0.29199E+01  0.10763E-03  0.29012E+01
   10.5890   3.0830  23.8258  0.29127E+01  0.30393E+01  0.11201E-03  0.30212E+01  0.29422E+01  0.11220E-03  0.29230E+01
   10.5890   3.0750  23.8258  0.29319E+01  0.30619E+01  0.11673E-03  0.30434E+01  0.29647E+01  0.11694E-03  0.29451E+01
