EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin13_2nd                                                            
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
  10.589 29.972  8.78    0.73   -3.53    0.34    0.00   -3.19  0.910
   3.099  0.624  6.16    0.77   -8.14    0.37    0.00   -7.77 2.576E-01

  10.589 29.972  8.75    0.74   -3.44    0.34    0.00   -3.10  0.910
   3.091  0.622  6.20    0.77   -8.04    0.37    0.00   -7.67 2.620E-01

  10.589 29.972  8.73    0.74   -3.36    0.35    0.00   -3.02  0.905
   3.083  0.620  6.23    0.78   -7.94    0.37    0.00   -7.57 2.664E-01

  10.589 29.972  8.71    0.74   -3.28    0.35    0.00   -2.93  0.907
   3.075  0.618  6.27    0.78   -7.84    0.38    0.00   -7.46 2.708E-01

  10.589 29.972  8.69    0.75   -3.20    0.35    0.00   -2.85  0.910
   3.067  0.615  6.31    0.79   -7.74    0.38    0.00   -7.36 2.753E-01

  10.589 29.972  8.66    0.76   -3.11    0.35    0.00   -2.75  0.910
   3.059  0.613  6.35    0.80   -7.63    0.38    0.00   -7.25 2.799E-01

  10.589 29.972  8.64    0.77   -3.02    0.36    0.00   -2.67  0.910
   3.051  0.611  6.38    0.81   -7.53    0.38    0.00   -7.14 2.844E-01

  10.589 29.972  8.62    0.77   -2.94    0.36    0.00   -2.58  0.910
   3.043  0.609  6.42    0.81   -7.42    0.39    0.00   -7.03 2.891E-01

  10.589 29.972  8.60    0.78   -2.86    0.36    0.00   -2.49  0.910
   3.035  0.606  6.46    0.82   -7.32    0.39    0.00   -6.93 2.937E-01

  10.589 29.972  8.57    0.79   -2.77    0.37    0.00   -2.40  0.910
   3.027  0.604  6.50    0.83   -7.21    0.39    0.00   -6.82 2.985E-01

  10.589 29.972  8.55    0.79   -2.68    0.37    0.00   -2.31  0.910
   3.019  0.602  6.54    0.84   -7.11    0.40    0.00   -6.71 3.032E-01

  10.589 29.972  8.53    0.80   -2.60    0.37    0.00   -2.22  0.910
   3.011  0.600  6.57    0.84   -7.00    0.40    0.00   -6.60 3.080E-01

  10.589 29.972  8.51    0.81   -2.51    0.38    0.00   -2.13  0.911
   3.003  0.597  6.61    0.85   -6.90    0.40    0.00   -6.49 3.129E-01

  10.589 29.972  8.48    0.82   -2.42    0.38    0.00   -2.04  0.911
   2.995  0.595  6.65    0.86   -6.79    0.41    0.00   -6.38 3.177E-01

  10.589 29.972  8.46    0.82   -2.34    0.38    0.00   -1.95  0.911
   2.987  0.593  6.69    0.87   -6.69    0.41    0.00   -6.28 3.227E-01

  10.589 29.972  8.44    0.83   -2.25    0.39    0.00   -1.86  0.911
   2.979  0.591  6.72    0.88   -6.58    0.41    0.00   -6.17 3.276E-01

  10.589 29.972  8.41    0.84   -2.17    0.39    0.00   -1.78  0.912
   2.971  0.589  6.76    0.88   -6.48    0.42    0.00   -6.06 3.327E-01

  10.589 29.972  8.39    0.85   -2.08    0.39    0.00   -1.69  0.913
   2.963  0.586  6.80    0.89   -6.37    0.42    0.00   -5.95 3.377E-01

  10.589 29.972  8.37    0.85   -1.99    0.40    0.00   -1.59  0.912
   2.955  0.584  6.84    0.90   -6.26    0.43    0.00   -5.84 3.428E-01

  10.589 30.052  9.19    0.64   -4.97    0.32    0.00   -4.65  0.913
   3.227  0.665  5.51    0.68   -9.90    0.34    0.00   -9.56 1.865E-01

  10.589 30.052  9.16    0.65   -4.90    0.32    0.00   -4.58  0.912
   3.219  0.663  5.55    0.68   -9.81    0.34    0.00   -9.46 1.901E-01

  10.589 30.052  9.14    0.65   -4.81    0.32    0.00   -4.49  0.911
   3.211  0.660  5.58    0.69   -9.70    0.34    0.00   -9.36 1.937E-01

  10.589 30.052  9.12    0.66   -4.72    0.32    0.00   -4.40  0.911
   3.203  0.658  5.62    0.69   -9.60    0.35    0.00   -9.25 1.974E-01

  10.589 30.052  9.10    0.66   -4.64    0.32    0.00   -4.32  0.911
   3.195  0.656  5.66    0.70   -9.49    0.35    0.00   -9.15 2.011E-01

  10.589 30.052  9.07    0.67   -4.54    0.32    0.00   -4.21  0.911
   3.187  0.653  5.70    0.70   -9.37    0.35    0.00   -9.03 2.049E-01

  10.589 30.052  9.05    0.67   -4.47    0.32    0.00   -4.15  0.910
   3.179  0.651  5.73    0.71   -9.29    0.35    0.00   -8.94 2.087E-01

  10.589 30.052  9.03    0.68   -4.38    0.32    0.00   -4.06  0.910
   3.171  0.649  5.77    0.71   -9.18    0.35    0.00   -8.83 2.125E-01

  10.589 30.052  9.01    0.68   -4.30    0.33    0.00   -3.98  0.910
   3.163  0.646  5.81    0.72   -9.08    0.35    0.00   -8.73 2.164E-01

  10.589 30.052  8.98    0.69   -4.22    0.33    0.00   -3.89  0.909
   3.155  0.644  5.85    0.72   -8.98    0.35    0.00   -8.63 2.203E-01

  10.589 30.052  8.96    0.69   -4.13    0.33    0.00   -3.80  0.911
   3.147  0.642  5.89    0.73   -8.87    0.36    0.00   -8.52 2.243E-01

  10.589 30.052  8.94    0.70   -4.05    0.33    0.00   -3.72  0.909
   3.139  0.639  5.92    0.73   -8.77    0.36    0.00   -8.42 2.283E-01

  10.589 30.052  8.91    0.70   -3.97    0.33    0.00   -3.63  0.910
   3.131  0.637  5.96    0.74   -8.67    0.36    0.00   -8.31 2.324E-01

  10.589 30.052  8.89    0.71   -3.87    0.33    0.00   -3.54  0.910
   3.123  0.635  6.00    0.75   -8.56    0.36    0.00   -8.20 2.365E-01

  10.589 30.052  8.87    0.71   -3.79    0.34    0.00   -3.45  0.910
   3.115  0.632  6.04    0.75   -8.46    0.36    0.00   -8.09 2.406E-01

  10.589 30.052  8.85    0.72   -3.71    0.34    0.00   -3.37  0.910
   3.107  0.630  6.08    0.76   -8.36    0.37    0.00   -8.00 2.448E-01

  10.589 30.052  8.82    0.73   -3.63    0.34    0.00   -3.28  0.910
   3.099  0.628  6.11    0.76   -8.26    0.37    0.00   -7.89 2.491E-01

  10.589 30.052  8.80    0.73   -3.54    0.34    0.00   -3.20  0.910
   3.091  0.625  6.15    0.77   -8.15    0.37    0.00   -7.78 2.533E-01

  10.589 30.052  8.78    0.74   -3.45    0.35    0.00   -3.11  0.909
   3.083  0.623  6.19    0.78   -8.05    0.37    0.00   -7.67 2.576E-01

  10.589 30.052  8.75    0.74   -3.37    0.35    0.00   -3.02  0.905
   3.075  0.621  6.23    0.78   -7.95    0.37    0.00   -7.57 2.620E-01

  10.589 30.052  8.73    0.75   -3.29    0.35    0.00   -2.94  0.908
   3.067  0.619  6.26    0.79   -7.84    0.38    0.00   -7.47 2.664E-01

  10.589 30.052  8.71    0.76   -3.21    0.35    0.00   -2.85  0.908
   3.059  0.616  6.30    0.80   -7.74    0.38    0.00   -7.36 2.709E-01

  10.589 30.052  8.69    0.76   -3.12    0.36    0.00   -2.76  0.910
   3.051  0.614  6.34    0.80   -7.64    0.38    0.00   -7.25 2.754E-01

  10.589 30.052  8.66    0.77   -3.03    0.36    0.00   -2.67  0.910
   3.043  0.612  6.38    0.81   -7.53    0.39    0.00   -7.15 2.799E-01

  10.589 30.052  8.64    0.78   -2.95    0.36    0.00   -2.59  0.910
   3.035  0.610  6.42    0.82   -7.43    0.39    0.00   -7.04 2.845E-01

  10.589 30.052  8.62    0.78   -2.86    0.36    0.00   -2.49  0.909
   3.027  0.607  6.45    0.82   -7.32    0.39    0.00   -6.93 2.891E-01

  10.589 30.052  8.60    0.79   -2.78    0.37    0.00   -2.41  0.910
   3.019  0.605  6.49    0.83   -7.22    0.39    0.00   -6.83 2.938E-01

  10.589 30.052  8.57    0.80   -2.69    0.37    0.00   -2.32  0.910
   3.011  0.603  6.53    0.84   -7.11    0.40    0.00   -6.72 2.985E-01

  10.589 30.052  8.55    0.80   -2.60    0.37    0.00   -2.23  0.910
   3.003  0.601  6.57    0.85   -7.01    0.40    0.00   -6.61 3.032E-01

  10.589 30.052  8.53    0.81   -2.52    0.38    0.00   -2.14  0.911
   2.995  0.598  6.60    0.85   -6.90    0.41    0.00   -6.50 3.080E-01

  10.589 30.052  8.50    0.82   -2.43    0.38    0.00   -2.05  0.911
   2.987  0.596  6.64    0.86   -6.80    0.41    0.00   -6.39 3.129E-01

  10.589 30.052  8.48    0.83   -2.35    0.38    0.00   -1.96  0.911
   2.979  0.594  6.68    0.87   -6.70    0.41    0.00   -6.28 3.177E-01

  10.589 30.052  8.46    0.83   -2.26    0.39    0.00   -1.87  0.911
   2.971  0.592  6.72    0.88   -6.59    0.42    0.00   -6.17 3.227E-01

  10.589 30.052  8.44    0.84   -2.17    0.39    0.00   -1.78  0.912
   2.963  0.589  6.76    0.89   -6.48    0.42    0.00   -6.06 3.276E-01

  10.589 30.052  8.41    0.85   -2.09    0.39    0.00   -1.69  0.913
   2.955  0.587  6.79    0.89   -6.38    0.42    0.00   -5.96 3.327E-01

  10.589 30.132  9.24    0.64   -5.07    0.32    0.00   -4.76  0.913
   3.227  0.668  5.46    0.68  -10.02    0.34    0.00   -9.68 1.796E-01

  10.589 30.132  9.21    0.65   -4.99    0.32    0.00   -4.67  0.914
   3.219  0.666  5.50    0.68   -9.92    0.34    0.00   -9.58 1.831E-01

  10.589 30.132  9.19    0.65   -4.90    0.32    0.00   -4.58  0.912
   3.211  0.664  5.54    0.69   -9.81    0.34    0.00   -9.47 1.867E-01

  10.589 30.132  9.17    0.66   -4.82    0.32    0.00   -4.50  0.911
   3.203  0.661  5.57    0.69   -9.71    0.34    0.00   -9.37 1.902E-01

  10.589 30.132  9.14    0.66   -4.74    0.32    0.00   -4.42  0.912
   3.195  0.659  5.61    0.69   -9.61    0.35    0.00   -9.26 1.939E-01

  10.589 30.132  9.12    0.66   -4.65    0.32    0.00   -4.33  0.912
   3.187  0.657  5.65    0.70   -9.51    0.35    0.00   -9.16 1.975E-01

  10.589 30.132  9.10    0.67   -4.55    0.32    0.00   -4.23  0.912
   3.179  0.654  5.69    0.70   -9.39    0.35    0.00   -9.04 2.012E-01

  10.589 30.132  9.07    0.67   -4.46    0.32    0.00   -4.14  0.910
   3.171  0.652  5.73    0.71   -9.28    0.35    0.00   -8.93 2.050E-01

  10.589 30.132  9.05    0.68   -4.40    0.33    0.00   -4.07  0.910
   3.163  0.650  5.76    0.71   -9.19    0.35    0.00   -8.84 2.088E-01

  10.589 30.132  9.03    0.68   -4.31    0.33    0.00   -3.99  0.910
   3.155  0.647  5.80    0.72   -9.09    0.35    0.00   -8.74 2.126E-01

  10.589 30.132  9.01    0.69   -4.23    0.33    0.00   -3.90  0.910
   3.147  0.645  5.84    0.73   -8.99    0.35    0.00   -8.64 2.165E-01

  10.589 30.132  8.98    0.69   -4.14    0.33    0.00   -3.81  0.911
   3.139  0.643  5.88    0.73   -8.88    0.36    0.00   -8.53 2.205E-01

  10.589 30.132  8.96    0.70   -4.06    0.33    0.00   -3.73  0.909
   3.131  0.640  5.92    0.74   -8.78    0.36    0.00   -8.43 2.244E-01

  10.589 30.132  8.94    0.70   -3.98    0.33    0.00   -3.64  0.910
   3.123  0.638  5.95    0.74   -8.68    0.36    0.00   -8.32 2.284E-01

  10.589 30.132  8.91    0.71   -3.88    0.34    0.00   -3.55  0.910
   3.115  0.636  5.99    0.75   -8.57    0.36    0.00   -8.21 2.325E-01

  10.589 30.132  8.89    0.72   -3.80    0.34    0.00   -3.46  0.910
   3.107  0.633  6.03    0.75   -8.46    0.36    0.00   -8.10 2.366E-01

  10.589 30.132  8.87    0.72   -3.72    0.34    0.00   -3.38  0.910
   3.099  0.631  6.07    0.76   -8.37    0.37    0.00   -8.00 2.407E-01

  10.589 30.132  8.85    0.73   -3.63    0.34    0.00   -3.29  0.910
   3.091  0.629  6.10    0.77   -8.26    0.37    0.00   -7.90 2.449E-01

  10.589 30.132  8.82    0.73   -3.55    0.34    0.00   -3.20  0.910
   3.083  0.626  6.14    0.77   -8.16    0.37    0.00   -7.79 2.491E-01

  10.589 30.132  8.80    0.74   -3.46    0.35    0.00   -3.11  0.910
   3.075  0.624  6.18    0.78   -8.06    0.37    0.00   -7.68 2.534E-01

  10.589 30.132  8.78    0.75   -3.38    0.35    0.00   -3.03  0.905
   3.067  0.622  6.22    0.78   -7.95    0.37    0.00   -7.58 2.577E-01

  10.589 30.132  8.75    0.75   -3.30    0.35    0.00   -2.94  0.908
   3.059  0.620  6.26    0.79   -7.85    0.38    0.00   -7.47 2.621E-01

  10.589 30.132  8.73    0.76   -3.21    0.35    0.00   -2.86  0.908
   3.051  0.617  6.29    0.80   -7.75    0.38    0.00   -7.37 2.665E-01

  10.589 30.132  8.71    0.76   -3.12    0.36    0.00   -2.77  0.910
   3.043  0.615  6.33    0.81   -7.64    0.38    0.00   -7.26 2.709E-01

  10.589 30.132  8.69    0.77   -3.04    0.36    0.00   -2.68  0.909
   3.035  0.613  6.37    0.81   -7.54    0.39    0.00   -7.15 2.754E-01

  10.589 30.132  8.66    0.78   -2.95    0.36    0.00   -2.59  0.910
   3.027  0.610  6.41    0.82   -7.43    0.39    0.00   -7.04 2.800E-01

  10.589 30.132  8.64    0.78   -2.87    0.37    0.00   -2.50  0.910
   3.019  0.608  6.45    0.83   -7.33    0.39    0.00   -6.93 2.845E-01

  10.589 30.132  8.62    0.79   -2.79    0.37    0.00   -2.42  0.910
   3.011  0.606  6.48    0.83   -7.23    0.40    0.00   -6.83 2.892E-01

  10.589 30.132  8.59    0.80   -2.70    0.37    0.00   -2.32  0.910
   3.003  0.604  6.52    0.84   -7.12    0.40    0.00   -6.72 2.938E-01

  10.589 30.132  8.57    0.81   -2.61    0.37    0.00   -2.23  0.910
   2.995  0.601  6.56    0.85   -7.01    0.40    0.00   -6.61 2.985E-01

  10.589 30.132  8.55    0.81   -2.52    0.38    0.00   -2.14  0.911
   2.987  0.599  6.60    0.86   -6.91    0.41    0.00   -6.50 3.033E-01

  10.589 30.132  8.53    0.82   -2.43    0.38    0.00   -2.05  0.911
   2.979  0.597  6.64    0.86   -6.80    0.41    0.00   -6.39 3.081E-01

  10.589 30.132  8.50    0.83   -2.35    0.38    0.00   -1.97  0.911
   2.971  0.595  6.67    0.87   -6.70    0.41    0.00   -6.29 3.129E-01

  10.589 30.132  8.48    0.84   -2.26    0.39    0.00   -1.87  0.911
   2.963  0.593  6.71    0.88   -6.59    0.42    0.00   -6.17 3.178E-01

  10.589 30.132  8.46    0.84   -2.18    0.39    0.00   -1.78  0.912
   2.955  0.590  6.75    0.89   -6.49    0.42    0.00   -6.07 3.227E-01

  10.589 30.212  9.28    0.64   -5.17    0.32    0.00   -4.85  0.914
   3.227  0.672  5.41    0.67  -10.14    0.34    0.00   -9.79 1.729E-01

  10.589 30.212  9.26    0.64   -5.09    0.32    0.00   -4.77  0.913
   3.219  0.670  5.45    0.68  -10.04    0.34    0.00   -9.70 1.763E-01

  10.589 30.212  9.24    0.65   -5.00    0.32    0.00   -4.68  0.913
   3.211  0.667  5.49    0.68   -9.93    0.34    0.00   -9.59 1.798E-01

  10.589 30.212  9.21    0.65   -4.91    0.32    0.00   -4.59  0.912
   3.203  0.665  5.53    0.69   -9.82    0.35    0.00   -9.48 1.833E-01

  10.589 30.212  9.19    0.66   -4.83    0.32    0.00   -4.51  0.911
   3.195  0.662  5.56    0.69   -9.73    0.35    0.00   -9.38 1.868E-01

  10.589 30.212  9.17    0.66   -4.75    0.32    0.00   -4.43  0.911
   3.187  0.660  5.60    0.70   -9.62    0.35    0.00   -9.28 1.904E-01

  10.589 30.212  9.15    0.67   -4.67    0.32    0.00   -4.34  0.912
   3.179  0.658  5.64    0.70   -9.52    0.35    0.00   -9.17 1.940E-01

  10.589 30.212  9.12    0.67   -4.56    0.32    0.00   -4.24  0.911
   3.171  0.655  5.68    0.71   -9.40    0.35    0.00   -9.05 1.977E-01

  10.589 30.212  9.10    0.68   -4.47    0.33    0.00   -4.15  0.910
   3.163  0.653  5.72    0.71   -9.29    0.35    0.00   -8.94 2.014E-01

  10.589 30.212  9.08    0.68   -4.41    0.33    0.00   -4.08  0.910
   3.155  0.651  5.75    0.72   -9.21    0.35    0.00   -8.85 2.052E-01

  10.589 30.212  9.05    0.69   -4.32    0.33    0.00   -3.99  0.910
   3.147  0.648  5.79    0.72   -9.10    0.35    0.00   -8.75 2.089E-01

  10.589 30.212  9.03    0.69   -4.24    0.33    0.00   -3.91  0.910
   3.139  0.646  5.83    0.73   -9.00    0.36    0.00   -8.65 2.128E-01

  10.589 30.212  9.01    0.70   -4.15    0.33    0.00   -3.82  0.911
   3.131  0.644  5.87    0.73   -8.89    0.36    0.00   -8.53 2.167E-01

  10.589 30.212  8.98    0.70   -4.07    0.33    0.00   -3.74  0.910
   3.123  0.641  5.91    0.74   -8.80    0.36    0.00   -8.44 2.206E-01

  10.589 30.212  8.96    0.71   -3.98    0.34    0.00   -3.65  0.910
   3.115  0.639  5.94    0.74   -8.69    0.36    0.00   -8.33 2.246E-01

  10.589 30.212  8.94    0.71   -3.90    0.34    0.00   -3.56  0.909
   3.107  0.637  5.98    0.75   -8.59    0.36    0.00   -8.22 2.286E-01

  10.589 30.212  8.91    0.72   -3.80    0.34    0.00   -3.46  0.910
   3.099  0.634  6.02    0.76   -8.47    0.37    0.00   -8.11 2.326E-01

  10.589 30.212  8.89    0.72   -3.73    0.34    0.00   -3.39  0.910
   3.091  0.632  6.06    0.76   -8.38    0.37    0.00   -8.01 2.367E-01

  10.589 30.212  8.87    0.73   -3.64    0.34    0.00   -3.30  0.910
   3.083  0.630  6.10    0.77   -8.27    0.37    0.00   -7.90 2.409E-01

  10.589 30.212  8.85    0.73   -3.56    0.35    0.00   -3.21  0.910
   3.075  0.627  6.13    0.77   -8.17    0.37    0.00   -7.80 2.451E-01

  10.589 30.212  8.82    0.74   -3.47    0.35    0.00   -3.12  0.909
   3.067  0.625  6.17    0.78   -8.06    0.37    0.00   -7.69 2.493E-01

  10.589 30.212  8.80    0.75   -3.39    0.35    0.00   -3.04  0.905
   3.059  0.623  6.21    0.79   -7.96    0.37    0.00   -7.59 2.536E-01

  10.589 30.212  8.78    0.75   -3.30    0.35    0.00   -2.95  0.908
   3.051  0.620  6.25    0.79   -7.86    0.38    0.00   -7.48 2.579E-01

  10.589 30.212  8.75    0.76   -3.22    0.35    0.00   -2.86  0.908
   3.043  0.618  6.29    0.80   -7.76    0.38    0.00   -7.37 2.622E-01

  10.589 30.212  8.73    0.77   -3.13    0.36    0.00   -2.77  0.910
   3.035  0.616  6.33    0.81   -7.65    0.39    0.00   -7.26 2.666E-01

  10.589 30.212  8.71    0.77   -3.05    0.36    0.00   -2.69  0.909
   3.027  0.614  6.36    0.81   -7.55    0.39    0.00   -7.16 2.711E-01

  10.589 30.212  8.68    0.78   -2.96    0.36    0.00   -2.59  0.910
   3.019  0.611  6.40    0.82   -7.44    0.39    0.00   -7.05 2.756E-01

  10.589 30.212  8.66    0.79   -2.87    0.37    0.00   -2.50  0.910
   3.011  0.609  6.44    0.83   -7.33    0.39    0.00   -6.94 2.801E-01

  10.589 30.212  8.64    0.79   -2.79    0.37    0.00   -2.42  0.910
   3.003  0.607  6.48    0.84   -7.24    0.40    0.00   -6.84 2.847E-01

  10.589 30.212  8.62    0.80   -2.70    0.37    0.00   -2.33  0.910
   2.995  0.605  6.52    0.84   -7.13    0.40    0.00   -6.72 2.893E-01

  10.589 30.212  8.59    0.81   -2.62    0.38    0.00   -2.24  0.910
   2.987  0.602  6.55    0.85   -7.02    0.40    0.00   -6.62 2.939E-01

  10.589 30.212  8.57    0.82   -2.53    0.38    0.00   -2.15  0.911
   2.979  0.600  6.59    0.86   -6.91    0.41    0.00   -6.51 2.986E-01

  10.589 30.212  8.55    0.82   -2.44    0.38    0.00   -2.05  0.911
   2.971  0.598  6.63    0.87   -6.80    0.41    0.00   -6.39 3.034E-01

  10.589 30.212  8.52    0.83   -2.36    0.39    0.00   -1.97  0.911
   2.963  0.596  6.67    0.88   -6.70    0.42    0.00   -6.29 3.082E-01

  10.589 30.212  8.50    0.84   -2.27    0.39    0.00   -1.88  0.911
   2.955  0.593  6.71    0.88   -6.60    0.42    0.00   -6.18 3.130E-01

  10.589 30.292  9.33    0.64   -5.27    0.32    0.00   -4.95  0.914
   3.227  0.675  5.36    0.67  -10.25    0.34    0.00   -9.91 1.664E-01

  10.589 30.292  9.31    0.64   -5.18    0.32    0.00   -4.86  0.914
   3.219  0.673  5.40    0.68  -10.15    0.34    0.00   -9.81 1.697E-01

  10.589 30.292  9.28    0.65   -5.10    0.32    0.00   -4.78  0.913
   3.211  0.671  5.44    0.68  -10.05    0.34    0.00   -9.71 1.731E-01

  10.589 30.292  9.26    0.65   -5.02    0.32    0.00   -4.69  0.913
   3.203  0.668  5.48    0.68   -9.95    0.35    0.00   -9.60 1.765E-01

  10.589 30.292  9.24    0.65   -4.92    0.32    0.00   -4.60  0.912
   3.195  0.666  5.52    0.69   -9.83    0.35    0.00   -9.49 1.800E-01

  10.589 30.292  9.22    0.66   -4.85    0.32    0.00   -4.52  0.911
   3.187  0.663  5.56    0.69   -9.74    0.35    0.00   -9.39 1.835E-01

  10.589 30.292  9.19    0.66   -4.76    0.32    0.00   -4.44  0.911
   3.179  0.661  5.59    0.70   -9.64    0.35    0.00   -9.29 1.870E-01

  10.589 30.292  9.17    0.67   -4.68    0.32    0.00   -4.35  0.912
   3.171  0.659  5.63    0.70   -9.53    0.35    0.00   -9.18 1.906E-01

  10.589 30.292  9.15    0.67   -4.59    0.33    0.00   -4.26  0.912
   3.163  0.656  5.67    0.71   -9.43    0.35    0.00   -9.07 1.942E-01

  10.589 30.292  9.12    0.68   -4.48    0.33    0.00   -4.16  0.911
   3.155  0.654  5.71    0.71   -9.30    0.35    0.00   -8.95 1.979E-01

  10.589 30.292  9.10    0.68   -4.42    0.33    0.00   -4.09  0.911
   3.147  0.652  5.75    0.72   -9.22    0.35    0.00   -8.86 2.016E-01

  10.589 30.292  9.08    0.69   -4.33    0.33    0.00   -4.00  0.910
   3.139  0.649  5.78    0.72   -9.11    0.36    0.00   -8.76 2.053E-01

  10.589 30.292  9.05    0.69   -4.25    0.33    0.00   -3.92  0.910
   3.131  0.647  5.82    0.73   -9.01    0.36    0.00   -8.65 2.091E-01

  10.589 30.292  9.03    0.70   -4.16    0.33    0.00   -3.83  0.910
   3.123  0.645  5.86    0.73   -8.90    0.36    0.00   -8.54 2.130E-01

  10.589 30.292  9.01    0.70   -4.08    0.33    0.00   -3.75  0.910
   3.115  0.642  5.90    0.74   -8.80    0.36    0.00   -8.44 2.169E-01

  10.589 30.292  8.98    0.71   -4.00    0.34    0.00   -3.66  0.909
   3.107  0.640  5.94    0.75   -8.70    0.36    0.00   -8.34 2.208E-01

  10.589 30.292  8.96    0.71   -3.91    0.34    0.00   -3.57  0.910
   3.099  0.638  5.97    0.75   -8.59    0.36    0.00   -8.23 2.248E-01

  10.589 30.292  8.94    0.72   -3.81    0.34    0.00   -3.47  0.910
   3.091  0.635  6.01    0.76   -8.48    0.37    0.00   -8.11 2.288E-01

  10.589 30.292  8.91    0.73   -3.74    0.34    0.00   -3.40  0.910
   3.083  0.633  6.05    0.76   -8.39    0.37    0.00   -8.02 2.328E-01

  10.589 30.292  8.89    0.73   -3.65    0.34    0.00   -3.31  0.910
