EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin7_1st                                                             
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.099  0.398  9.34    1.40    0.84    0.77    0.01    1.62 2.120E+00

  10.589 23.826  5.58    1.31    4.03    0.73    0.01    4.76  0.949
   3.091  0.396  9.37    1.41    0.94    0.78    0.01    1.73 2.133E+00

  10.589 23.826  5.56    1.33    4.12    0.74    0.01    4.86  0.949
   3.083  0.395  9.40    1.43    1.05    0.79    0.01    1.85 2.147E+00

  10.589 23.826  5.55    1.34    4.20    0.75    0.01    4.95  0.949
   3.075  0.394  9.43    1.44    1.14    0.80    0.01    1.95 2.160E+00

  10.589 23.826  5.54    1.35    4.27    0.76    0.01    5.03  0.950
   3.067  0.392  9.46    1.45    1.24    0.82    0.01    2.06 2.173E+00

  10.589 23.826  5.52    1.37    4.36    0.77    0.01    5.13  0.949
   3.059  0.391  9.49    1.47    1.34    0.83    0.01    2.17 2.187E+00

  10.589 23.826  5.51    1.38    4.44    0.78    0.01    5.22  0.950
   3.051  0.389  9.52    1.48    1.44    0.84    0.01    2.28 2.200E+00

  10.589 23.826  5.49    1.39    4.52    0.79    0.01    5.32  0.950
   3.043  0.388  9.55    1.50    1.54    0.85    0.01    2.40 2.214E+00

  10.589 23.826  5.48    1.41    4.60    0.80    0.01    5.41  0.951
   3.035  0.386  9.58    1.51    1.64    0.86    0.01    2.51 2.227E+00

  10.589 23.826  5.46    1.42    4.69    0.81    0.01    5.50  0.951
   3.027  0.385  9.61    1.53    1.75    0.87    0.01    2.62 2.241E+00

  10.589 23.826  5.45    1.44    4.77    0.82    0.01    5.60  0.951
   3.019  0.384  9.64    1.55    1.85    0.88    0.01    2.74 2.254E+00

  10.589 23.826  5.43    1.45    4.86    0.83    0.01    5.70  0.953
   3.011  0.382  9.67    1.56    1.96    0.90    0.01    2.86 2.268E+00

  10.589 23.826  5.42    1.46    4.94    0.84    0.01    5.79  0.953
   3.003  0.381  9.70    1.58    2.06    0.91    0.01    2.97 2.282E+00

  10.589 23.826  5.41    1.48    5.03    0.85    0.01    5.89  0.953
   2.995  0.379  9.73    1.59    2.16    0.92    0.01    3.08 2.295E+00

  10.589 23.826  5.39    1.49    5.11    0.87    0.01    5.98  0.954
   2.987  0.378  9.75    1.61    2.26    0.93    0.01    3.20 2.309E+00

  10.589 23.826  5.38    1.51    5.20    0.88    0.01    6.08  0.953
   2.979  0.376  9.78    1.63    2.37    0.94    0.01    3.32 2.323E+00

  10.589 23.826  5.36    1.52    5.28    0.89    0.01    6.17  0.954
   2.971  0.375  9.81    1.65    2.47    0.96    0.01    3.43 2.336E+00

  10.589 23.826  5.35    1.54    5.36    0.90    0.01    6.27  0.954
   2.963  0.374  9.84    1.66    2.57    0.97    0.01    3.55 2.350E+00

  10.589 23.826  5.33    1.56    5.45    0.91    0.01    6.37  0.955
   2.955  0.372  9.87    1.68    2.68    0.98    0.01    3.67 2.364E+00

  10.589 23.906  5.86    1.11    2.58    0.58    0.00    3.16  0.941
   3.227  0.424  8.83    1.18   -0.84    0.63    0.00   -0.21 1.864E+00

  10.589 23.906  5.85    1.12    2.66    0.59    0.00    3.25  0.944
   3.219  0.423  8.86    1.19   -0.74    0.63    0.00   -0.10 1.876E+00

  10.589 23.906  5.83    1.13    2.74    0.59    0.00    3.34  0.938
   3.211  0.421  8.89    1.21   -0.64    0.64    0.00   -0.00 1.889E+00

  10.589 23.906  5.82    1.14    2.82    0.60    0.00    3.42  0.941
   3.203  0.420  8.92    1.22   -0.55    0.65    0.00    0.10 1.902E+00

  10.589 23.906  5.80    1.15    2.89    0.61    0.00    3.50  0.941
   3.195  0.418  8.95    1.23   -0.45    0.65    0.00    0.20 1.915E+00

  10.589 23.906  5.79    1.16    2.97    0.62    0.00    3.59  0.944
   3.187  0.417  8.98    1.24   -0.36    0.66    0.00    0.31 1.928E+00

  10.589 23.906  5.78    1.17    3.05    0.63    0.00    3.68  0.943
   3.179  0.415  9.01    1.25   -0.26    0.67    0.00    0.42 1.941E+00

  10.589 23.906  5.76    1.18    3.13    0.63    0.00    3.77  0.943
   3.171  0.414  9.04    1.27   -0.16    0.68    0.00    0.52 1.954E+00

  10.589 23.906  5.75    1.19    3.21    0.64    0.00    3.86  0.944
   3.163  0.412  9.07    1.28   -0.06    0.69    0.00    0.63 1.967E+00

  10.589 23.906  5.73    1.21    3.29    0.65    0.00    3.94  0.944
   3.155  0.411  9.10    1.29    0.03    0.70    0.00    0.73 1.980E+00

  10.589 23.906  5.72    1.22    3.37    0.66    0.00    4.03  0.945
   3.147  0.409  9.13    1.30    0.13    0.71    0.00    0.84 1.993E+00

  10.589 23.906  5.70    1.23    3.45    0.67    0.00    4.12  0.945
   3.139  0.408  9.16    1.32    0.23    0.72    0.00    0.95 2.006E+00

  10.589 23.906  5.69    1.24    3.52    0.67    0.00    4.20  0.945
   3.131  0.406  9.19    1.33    0.32    0.73    0.00    1.05 2.019E+00

  10.589 23.906  5.67    1.25    3.60    0.68    0.00    4.29  0.947
   3.123  0.405  9.22    1.34    0.42    0.74    0.00    1.16 2.032E+00

  10.589 23.906  5.66    1.26    3.68    0.69    0.00    4.38  0.945
   3.115  0.404  9.25    1.36    0.52    0.74    0.00    1.27 2.045E+00

  10.589 23.906  5.64    1.28    3.77    0.70    0.00    4.47  0.947
   3.107  0.402  9.28    1.37    0.62    0.75    0.00    1.38 2.058E+00

  10.589 23.906  5.63    1.29    3.85    0.71    0.00    4.56  0.946
   3.099  0.401  9.31    1.38    0.72    0.76    0.00    1.49 2.071E+00

  10.589 23.906  5.62    1.30    3.93    0.72    0.00    4.65  0.948
   3.091  0.399  9.34    1.40    0.82    0.77    0.01    1.59 2.085E+00

  10.589 23.906  5.60    1.31    4.01    0.73    0.01    4.74  0.948
   3.083  0.398  9.36    1.41    0.91    0.78    0.01    1.70 2.098E+00

  10.589 23.906  5.59    1.33    4.09    0.74    0.01    4.84  0.949
   3.075  0.396  9.39    1.43    1.02    0.79    0.01    1.82 2.111E+00

  10.589 23.906  5.57    1.34    4.18    0.75    0.01    4.93  0.949
   3.067  0.395  9.42    1.44    1.12    0.80    0.01    1.93 2.124E+00

  10.589 23.906  5.56    1.35    4.25    0.76    0.01    5.01  0.949
   3.059  0.393  9.45    1.46    1.21    0.82    0.01    2.03 2.138E+00

  10.589 23.906  5.54    1.37    4.33    0.77    0.01    5.11  0.950
   3.051  0.392  9.48    1.47    1.32    0.83    0.01    2.15 2.151E+00

  10.589 23.906  5.53    1.38    4.42    0.78    0.01    5.20  0.951
   3.043  0.390  9.51    1.49    1.42    0.84    0.01    2.26 2.164E+00

  10.589 23.906  5.51    1.39    4.50    0.79    0.01    5.29  0.950
   3.035  0.389  9.54    1.50    1.52    0.85    0.01    2.37 2.178E+00

  10.589 23.906  5.50    1.41    4.58    0.80    0.01    5.39  0.951
   3.027  0.388  9.57    1.52    1.62    0.86    0.01    2.49 2.191E+00

  10.589 23.906  5.48    1.42    4.67    0.81    0.01    5.48  0.951
   3.019  0.386  9.60    1.53    1.72    0.87    0.01    2.60 2.205E+00

  10.589 23.906  5.47    1.43    4.75    0.82    0.01    5.57  0.951
   3.011  0.385  9.63    1.55    1.82    0.88    0.01    2.71 2.218E+00

  10.589 23.906  5.46    1.45    4.84    0.83    0.01    5.68  0.952
   3.003  0.383  9.66    1.56    1.93    0.89    0.01    2.83 2.232E+00

  10.589 23.906  5.44    1.47    4.92    0.84    0.01    5.77  0.952
   2.995  0.382  9.69    1.58    2.03    0.91    0.01    2.95 2.245E+00

  10.589 23.906  5.43    1.48    5.01    0.85    0.01    5.87  0.952
   2.987  0.380  9.72    1.60    2.14    0.92    0.01    3.06 2.259E+00

  10.589 23.906  5.41    1.50    5.09    0.87    0.01    5.96  0.954
   2.979  0.379  9.75    1.61    2.24    0.93    0.01    3.18 2.272E+00

  10.589 23.906  5.40    1.51    5.18    0.88    0.01    6.06  0.953
   2.971  0.378  9.78    1.63    2.34    0.94    0.01    3.30 2.286E+00

  10.589 23.906  5.38    1.53    5.26    0.89    0.01    6.15  0.953
   2.963  0.376  9.81    1.65    2.44    0.96    0.01    3.41 2.299E+00

  10.589 23.906  5.37    1.54    5.34    0.90    0.01    6.25  0.953
   2.955  0.375  9.84    1.66    2.55    0.97    0.01    3.52 2.313E+00

  10.589 23.986  5.90    1.10    2.48    0.57    0.00    3.05  0.941
   3.227  0.427  8.79    1.17   -0.96    0.62    0.00   -0.34 1.818E+00

  10.589 23.986  5.89    1.11    2.55    0.58    0.00    3.14  0.941
   3.219  0.426  8.82    1.18   -0.87    0.62    0.00   -0.24 1.831E+00

  10.589 23.986  5.87    1.12    2.63    0.59    0.00    3.22  0.941
   3.211  0.424  8.85    1.19   -0.77    0.63    0.00   -0.14 1.844E+00

  10.589 23.986  5.86    1.13    2.70    0.59    0.00    3.30  0.938
   3.203  0.423  8.88    1.21   -0.68    0.64    0.00   -0.04 1.856E+00

  10.589 23.986  5.84    1.14    2.79    0.60    0.00    3.40  0.940
   3.195  0.421  8.91    1.22   -0.58    0.65    0.00    0.07 1.869E+00

  10.589 23.986  5.83    1.15    2.87    0.61    0.00    3.48  0.942
   3.187  0.420  8.94    1.23   -0.48    0.66    0.00    0.18 1.882E+00

  10.589 23.986  5.81    1.16    2.95    0.62    0.00    3.57  0.942
   3.179  0.418  8.97    1.24   -0.39    0.66    0.00    0.28 1.895E+00

  10.589 23.986  5.80    1.17    3.02    0.62    0.00    3.65  0.943
   3.171  0.417  9.00    1.25   -0.29    0.67    0.00    0.39 1.907E+00

  10.589 23.986  5.78    1.18    3.11    0.63    0.00    3.74  0.943
   3.163  0.415  9.03    1.27   -0.19    0.68    0.00    0.50 1.920E+00

  10.589 23.986  5.77    1.20    3.18    0.64    0.00    3.83  0.943
   3.155  0.414  9.06    1.28   -0.09    0.69    0.00    0.60 1.933E+00

  10.589 23.986  5.76    1.21    3.26    0.65    0.00    3.92  0.944
   3.147  0.412  9.09    1.29    0.01    0.70    0.00    0.71 1.946E+00

  10.589 23.986  5.74    1.22    3.34    0.66    0.00    4.01  0.945
   3.139  0.411  9.12    1.30    0.10    0.71    0.00    0.81 1.959E+00

  10.589 23.986  5.73    1.23    3.43    0.67    0.00    4.10  0.945
   3.131  0.409  9.15    1.32    0.20    0.72    0.00    0.92 1.972E+00

  10.589 23.986  5.71    1.24    3.50    0.67    0.00    4.18  0.945
   3.123  0.408  9.18    1.33    0.30    0.72    0.00    1.03 1.985E+00

  10.589 23.986  5.70    1.25    3.58    0.68    0.00    4.27  0.947
   3.115  0.406  9.21    1.34    0.40    0.73    0.00    1.14 1.998E+00

  10.589 23.986  5.68    1.27    3.66    0.69    0.00    4.36  0.946
   3.107  0.405  9.24    1.36    0.49    0.74    0.00    1.24 2.011E+00

  10.589 23.986  5.67    1.28    3.75    0.70    0.00    4.45  0.947
   3.099  0.403  9.27    1.37    0.60    0.75    0.00    1.35 2.024E+00

  10.589 23.986  5.65    1.29    3.83    0.71    0.00    4.54  0.947
   3.091  0.402  9.30    1.38    0.69    0.76    0.00    1.46 2.037E+00

  10.589 23.986  5.64    1.30    3.90    0.72    0.00    4.63  0.948
   3.083  0.400  9.33    1.40    0.79    0.77    0.00    1.57 2.050E+00

  10.589 23.986  5.62    1.32    3.99    0.73    0.01    4.72  0.948
   3.075  0.399  9.36    1.41    0.89    0.78    0.01    1.68 2.063E+00

  10.589 23.986  5.61    1.33    4.07    0.74    0.01    4.81  0.949
   3.067  0.397  9.39    1.43    0.99    0.79    0.01    1.79 2.076E+00

  10.589 23.986  5.59    1.34    4.16    0.75    0.01    4.91  0.949
   3.059  0.396  9.42    1.44    1.10    0.80    0.01    1.91 2.089E+00

  10.589 23.986  5.58    1.36    4.23    0.76    0.01    5.00  0.950
   3.051  0.394  9.45    1.46    1.19    0.82    0.01    2.01 2.103E+00

  10.589 23.986  5.57    1.37    4.31    0.77    0.01    5.08  0.950
   3.043  0.393  9.48    1.47    1.29    0.83    0.01    2.12 2.116E+00

  10.589 23.986  5.55    1.38    4.40    0.78    0.01    5.18  0.950
   3.035  0.392  9.51    1.49    1.39    0.84    0.01    2.23 2.129E+00

  10.589 23.986  5.54    1.40    4.48    0.79    0.01    5.27  0.950
   3.027  0.390  9.54    1.50    1.49    0.85    0.01    2.35 2.142E+00

  10.589 23.986  5.52    1.41    4.56    0.80    0.01    5.37  0.951
   3.019  0.389  9.56    1.52    1.60    0.86    0.01    2.46 2.156E+00

  10.589 23.986  5.51    1.42    4.65    0.81    0.01    5.47  0.951
   3.011  0.387  9.59    1.53    1.70    0.87    0.01    2.58 2.169E+00

  10.589 23.986  5.49    1.44    4.73    0.82    0.01    5.56  0.951
   3.003  0.386  9.62    1.55    1.80    0.88    0.01    2.69 2.182E+00

  10.589 23.986  5.48    1.45    4.81    0.83    0.01    5.65  0.952
   2.995  0.384  9.65    1.56    1.90    0.89    0.01    2.80 2.196E+00

  10.589 23.986  5.46    1.47    4.90    0.84    0.01    5.75  0.952
   2.987  0.383  9.68    1.58    2.01    0.91    0.01    2.93 2.209E+00

  10.589 23.986  5.45    1.48    4.99    0.85    0.01    5.85  0.952
   2.979  0.381  9.71    1.60    2.11    0.92    0.01    3.04 2.223E+00

  10.589 23.986  5.43    1.50    5.07    0.86    0.01    5.94  0.953
   2.971  0.380  9.74    1.61    2.22    0.93    0.01    3.16 2.236E+00

  10.589 23.986  5.42    1.51    5.16    0.88    0.01    6.04  0.953
   2.963  0.379  9.77    1.63    2.32    0.94    0.01    3.27 2.250E+00

  10.589 23.986  5.40    1.53    5.25    0.89    0.01    6.14  0.953
   2.955  0.377  9.80    1.65    2.43    0.96    0.01    3.40 2.263E+00

  10.589 24.066  5.94    1.09    2.37    0.57    0.00    2.94  0.939
   3.227  0.430  8.76    1.16   -1.10    0.61    0.00   -0.48 1.774E+00

  10.589 24.066  5.93    1.10    2.45    0.57    0.00    3.03  0.939
   3.219  0.428  8.78    1.17   -0.99    0.62    0.00   -0.37 1.786E+00

  10.589 24.066  5.91    1.11    2.53    0.58    0.00    3.11  0.940
   3.211  0.427  8.81    1.18   -0.89    0.62    0.00   -0.27 1.799E+00

  10.589 24.066  5.90    1.12    2.61    0.59    0.00    3.20  0.941
   3.203  0.425  8.84    1.20   -0.80    0.63    0.00   -0.17 1.811E+00

  10.589 24.066  5.88    1.13    2.69    0.59    0.00    3.28  0.940
   3.195  0.424  8.87    1.21   -0.70    0.64    0.00   -0.06 1.824E+00

  10.589 24.066  5.87    1.14    2.77    0.60    0.00    3.37  0.940
   3.187  0.422  8.90    1.22   -0.60    0.65    0.00    0.05 1.837E+00

  10.589 24.066  5.85    1.15    2.85    0.61    0.00    3.46  0.941
   3.179  0.421  8.93    1.23   -0.51    0.65    0.00    0.15 1.849E+00

  10.589 24.066  5.84    1.16    2.92    0.62    0.00    3.54  0.942
   3.171  0.419  8.96    1.24   -0.41    0.66    0.00    0.25 1.862E+00

  10.589 24.066  5.82    1.17    3.00    0.63    0.00    3.63  0.944
   3.163  0.418  8.99    1.26   -0.32    0.67    0.00    0.36 1.875E+00

  10.589 24.066  5.81    1.18    3.08    0.63    0.00    3.72  0.943
   3.155  0.416  9.02    1.27   -0.22    0.68    0.00    0.47 1.887E+00

  10.589 24.066  5.79    1.20    3.16    0.64    0.00    3.81  0.943
   3.147  0.415  9.05    1.28   -0.12    0.69    0.00    0.57 1.900E+00

  10.589 24.066  5.78    1.21    3.24    0.65    0.00    3.90  0.944
   3.139  0.413  9.08    1.29   -0.02    0.70    0.00    0.68 1.913E+00

  10.589 24.066  5.76    1.22    3.32    0.66    0.00    3.98  0.944
   3.131  0.412  9.11    1.31    0.08    0.71    0.00    0.79 1.926E+00

  10.589 24.066  5.75    1.23    3.40    0.66    0.00    4.07  0.945
   3.123  0.410  9.14    1.32    0.18    0.72    0.00    0.90 1.939E+00

  10.589 24.066  5.73    1.24    3.48    0.67    0.00    4.16  0.945
   3.115  0.409  9.17    1.33    0.27    0.72    0.00    1.00 1.951E+00

  10.589 24.066  5.72    1.25    3.56    0.68    0.00    4.25  0.945
   3.107  0.407  9.20    1.34    0.37    0.73    0.00    1.11 1.964E+00

  10.589 24.066  5.70    1.27    3.64    0.69    0.00    4.34  0.946
   3.099  0.406  9.23    1.36    0.47    0.74    0.00    1.22 1.977E+00

  10.589 24.066  5.69    1.28    3.73    0.70    0.00    4.43  0.945
   3.091  0.404  9.26    1.37    0.57    0.75    0.00    1.33 1.990E+00

  10.589 24.066  5.68    1.29    3.80    0.71    0.00    4.52  0.946
   3.083  0.403  9.29    1.39    0.67    0.76    0.00    1.44 2.003E+00

  10.589 24.066  5.66    1.30    3.88    0.72    0.00    4.61  0.946
   3.075  0.401  9.32    1.40    0.77    0.77    0.00    1.54 2.016E+00

  10.589 24.066  5.65    1.32    3.97    0.73    0.01    4.70  0.948
   3.067  0.400  9.35    1.41    0.87    0.78    0.01    1.65 2.029E+00

  10.589 24.066  5.63    1.33    4.05    0.74    0.01    4.79  0.948
   3.059  0.399  9.38    1.43    0.97    0.79    0.01    1.76 2.042E+00

  10.589 24.066  5.62    1.34    4.13    0.75    0.01    4.89  0.949
   3.051  0.397  9.41    1.44    1.07    0.80    0.01    1.88 2.055E+00

  10.589 24.066  5.60    1.36    4.21    0.76    0.01    4.98  0.949
   3.043  0.396  9.44    1.46    1.17    0.81    0.01    1.99 2.068E+00

  10.589 24.066  5.59    1.37    4.29    0.77    0.01    5.06  0.949
   3.035  0.394  9.47    1.47    1.27    0.83    0.01    2.10 2.081E+00

  10.589 24.066  5.57    1.38    4.38    0.78    0.01    5.16  0.949
   3.027  0.393  9.50    1.49    1.37    0.84    0.01    2.21 2.095E+00

  10.589 24.066  5.56    1.40    4.46    0.79    0.01    5.25  0.950
   3.019  0.391  9.53    1.50    1.47    0.85    0.01    2.32 2.108E+00

  10.589 24.066  5.54    1.41    4.54    0.80    0.01    5.35  0.950
   3.011  0.390  9.56    1.52    1.57    0.86    0.01    2.44 2.121E+00

  10.589 24.066  5.53    1.43    4.63    0.81    0.01    5.44  0.951
   3.003  0.388  9.59    1.53    1.68    0.87    0.01    2.55 2.134E+00

  10.589 24.066  5.51    1.44    4.71    0.82    0.01    5.54  0.951
   2.995  0.387  9.62    1.55    1.78    0.88    0.01    2.67 2.147E+00

  10.589 24.066  5.50    1.45    4.80    0.83    0.01    5.63  0.952
   2.987  0.385  9.65    1.56    1.88    0.89    0.01    2.78 2.161E+00

  10.589 24.066  5.48    1.47    4.89    0.84    0.01    5.74  0.953
   2.979  0.384  9.68    1.58    1.99    0.91    0.01    2.90 2.174E+00

  10.589 24.066  5.47    1.48    4.97    0.85    0.01    5.83  0.952
   2.971  0.383  9.71    1.60    2.09    0.92    0.01    3.02 2.187E+00

  10.589 24.066  5.45    1.50    5.05    0.87    0.01    5.93  0.953
   2.963  0.381  9.74    1.62    2.20    0.93    0.01    3.13 2.201E+00

  10.589 24.066  5.44    1.51    5.14    0.88    0.01    6.02  0.953
   2.955  0.380  9.77    1.63    2.30    0.94    0.01    3.25 2.214E+00

  10.589 24.146  5.98    1.08    2.27    0.56    0.00    2.83  0.939
   3.227  0.433  8.72    1.15   -1.21    0.60    0.00   -0.61 1.730E+00

  10.589 24.146  5.96    1.09    2.34    0.57    0.00    2.91  0.940
   3.219  0.431  8.75    1.16   -1.12    0.61    0.00   -0.51 1.743E+00

  10.589 24.146  5.95    1.10    2.42    0.57    0.00    2.99  0.939
   3.211  0.430  8.78    1.17   -1.03    0.62    0.00   -0.41 1.755E+00

  10.589 24.146  5.93    1.11    2.51    0.58    0.00    3.09  0.941
   3.203  0.428  8.81    1.18   -0.92    0.62    0.00   -0.30 1.768E+00

  10.589 24.146  5.92    1.12    2.58    0.59    0.00    3.17  0.940
   3.195  0.427  8.84    1.20   -0.83    0.63    0.00   -0.19 1.780E+00

  10.589 24.146  5.91    1.13    2.66    0.60    0.00    3.26  0.943
   3.187  0.425  8.87    1.21   -0.73    0.64    0.00   -0.09 1.792E+00

  10.589 24.146  5.89    1.14    2.74    0.60    0.00    3.34  0.938
   3.179  0.424  8.90    1.22   -0.64    0.64    0.00    0.01 1.805E+00

  10.589 24.146  5.88    1.15    2.82    0.61    0.00    3.43  0.940
   3.171  0.422  8.93    1.23   -0.53    0.65    0.00    0.12 1.818E+00

  10.589 24.146  5.86    1.16    2.90    0.62    0.00    3.52  0.941
   3.163  0.421  8.95    1.24   -0.44    0.66    0.00    0.23 1.830E+00

  10.589 24.146  5.85    1.17    2.98    0.62    0.00    3.60  0.942
   3.155  0.419  8.98    1.26   -0.34    0.67    0.00    0.33 1.843E+00

  10.589 24.146  5.83    1.19    3.06    0.63    0.00    3.70  0.942
   3.147  0.418  9.01    1.27   -0.24    0.68    0.00    0.44 1.855E+00

  10.589 24.146  5.82    1.20    3.14    0.64    0.00    3.78  0.943
   3.139  0.416  9.04    1.28   -0.14    0.69    0.00    0.55 1.868E+00

  10.589 24.146  5.80    1.21    3.22    0.65    0.00    3.87  0.943
   3.131  0.415  9.07    1.29   -0.05    0.70    0.00    0.65 1.881E+00

  10.589 24.146  5.79    1.22    3.30    0.66    0.00    3.96  0.944
   3.123  0.413  9.10    1.31    0.05    0.71    0.00    0.76 1.893E+00

  10.589 24.146  5.77    1.23    3.38    0.66    0.00    4.05  0.944
   3.115  0.412  9.13    1.32    0.15    0.71    0.00    0.87 1.906E+00

  10.589 24.146  5.76    1.24    3.46    0.67    0.00    4.14  0.945
   3.107  0.410  9.16    1.33    0.25    0.72    0.00    0.98 1.919E+00

  10.589 24.146  5.74    1.26    3.54    0.68    0.00    4.22  0.945
   3.099  0.409  9.19    1.35    0.34    0.73    0.00    1.08 1.931E+00

  10.589 24.146  5.73    1.27    3.62    0.69    0.00    4.31  0.946
   3.091  0.407  9.22    1.36    0.44    0.74    0.00    1.19 1.944E+00

  10.589 24.146  5.71    1.28    3.70    0.70    0.00    4.40  0.945
   3.083  0.406  9.25    1.37    0.54    0.75    0.00    1.30 1.957E+00

  10.589 24.146  5.70    1.29    3.78    0.71    0.00    4.50  0.946
   3.075  0.404  9.28    1.39    0.65    0.76    0.00    1.41 1.970E+00

  10.589 24.146  5.68    1.31    3.86    0.72    0.00    4.59  0.946
   3.067  0.403  9.31    1.40    0.74    0.77    0.00    1.52 1.983E+00

  10.589 24.146  5.67    1.32    3.95    0.73    0.00    4.68  0.948
   3.059  0.401  9.34    1.42    0.84    0.78    0.00    1.63 1.996E+00

  10.589 24.146  5.65    1.33    4.03    0.74    0.01    4.77  0.948
   3.051  0.400  9.37    1.43    0.94    0.79    0.01    1.74 2.009E+00

  10.589 24.146  5.64    1.34    4.11    0.75    0.01    4.87  0.948
   3.043  0.398  9.40    1.44    1.05    0.80    0.01    1.86 2.022E+00

  10.589 24.146  5.62    1.36    4.20    0.76    0.01    4.96  0.949
   3.035  0.397  9.43    1.46    1.15    0.81    0.01    1.97 2.035E+00

  10.589 24.146  5.61    1.37    4.27    0.77    0.01    5.04  0.949
   3.027  0.395  9.46    1.47    1.24    0.83    0.01    2.07 2.048E+00

  10.589 24.146  5.59    1.38    4.36    0.78    0.01    5.14  0.949
   3.019  0.394  9.49    1.49    1.35    0.84    0.01    2.19 2.061E+00

