EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin1                                                                 
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

 Deut Elastic Model: ia,iamec,rsc,rscmec (1,2,3,4)=  3
 TJON DEUT ELASTIC FILESS TO BE OPEN=rscctj.tjon_input   rscqtj.tjon_input   rscmtj.tjon_input   
  10.589 15.812  2.59    3.39   14.33    2.74    0.09   17.17  0.965
   3.227  0.187 12.11    3.80   13.71    2.97    0.09   16.77 1.780E+01

  10.589 15.812  2.58    3.42   14.37    2.77    0.09   17.24  0.964
   3.219  0.187 12.13    3.84   13.77    3.00    0.09   16.85 1.783E+01

  10.589 15.812  2.57    3.45   14.45    2.80    0.09   17.34  0.964
   3.211  0.186 12.15    3.87   13.85    3.01    0.09   16.95 1.785E+01

  10.589 15.812  2.57    3.48   14.53    2.83    0.09   17.45  0.964
   3.203  0.185 12.17    3.91   13.95    3.06    0.09   17.10 1.788E+01

  10.589 15.812  2.56    3.51   14.61    2.86    0.09   17.56  0.962
   3.195  0.185 12.20    3.95   14.05    3.09    0.10   17.23 1.791E+01

  10.589 15.812  2.55    3.54   14.69    2.89    0.10   17.67  0.963
   3.187  0.184 12.22    3.98   14.14    3.12    0.10   17.36 1.794E+01

  10.589 15.812  2.55    3.57   14.77    2.92    0.10   17.79  0.963
   3.179  0.183 12.24    4.02   14.24    3.16    0.10   17.50 1.796E+01

  10.589 15.812  2.54    3.60   14.86    2.95    0.10   17.91  0.963
   3.171  0.183 12.26    4.05   14.35    3.19    0.10   17.64 1.799E+01

  10.589 15.812  2.53    3.64   14.97    2.98    0.10   18.06  0.963
   3.163  0.182 12.28    4.09   14.48    3.23    0.10   17.81 1.802E+01

  10.589 15.812  2.53    3.67   15.06    3.01    0.10   18.18  0.962
   3.155  0.181 12.30    4.13   14.59    3.26    0.10   17.95 1.805E+01

  10.589 15.812  2.52    3.70   15.15    3.05    0.10   18.30  0.963
   3.147  0.181 12.32    4.17   14.69    3.30    0.10   18.09 1.807E+01

  10.589 15.812  2.52    3.74   15.23    3.08    0.11   18.41  0.961
   3.139  0.180 12.35    4.21   14.79    3.33    0.11   18.23 1.810E+01

  10.589 15.812  2.51    3.77   15.30    3.10    0.11   18.51  0.958
   3.131  0.179 12.37    4.25   14.89    3.35    0.11   18.35 1.813E+01

  10.589 15.812  2.50    3.80   15.35    3.14    0.11   18.60  0.962
   3.123  0.179 12.39    4.29   14.95    3.40    0.11   18.46 1.816E+01

  10.589 15.812  2.50    3.84   15.43    3.18    0.11   18.71  0.962
   3.115  0.178 12.41    4.32   15.05    3.44    0.11   18.60 1.818E+01

  10.589 15.812  2.49    3.87   15.47    3.21    0.11   18.79  0.962
   3.107  0.177 12.43    4.37   15.11    3.48    0.11   18.70 1.821E+01

  10.589 15.812  2.48    3.91   15.55    3.25    0.11   18.91  0.962
   3.099  0.177 12.45    4.41   15.21    3.51    0.11   18.83 1.824E+01

  10.589 15.812  2.48    3.94   15.63    3.28    0.12   19.03  0.961
   3.091  0.176 12.47    4.45   15.31    3.55    0.12   18.98 1.827E+01

  10.589 15.812  2.47    3.98   15.71    3.31    0.12   19.15  0.960
   3.083  0.175 12.50    4.49   15.41    3.59    0.12   19.12 1.830E+01

  10.589 15.812  2.46    4.01   15.80    3.35    0.12   19.26  0.959
   3.075  0.175 12.52    4.53   15.51    3.62    0.12   19.26 1.832E+01

  10.589 15.812  2.46    4.05   15.88    3.39    0.12   19.39  0.960
   3.067  0.174 12.54    4.57   15.62    3.66    0.12   19.40 1.835E+01

  10.589 15.812  2.45    4.09   15.96    3.43    0.12   19.51  0.961
   3.059  0.173 12.56    4.62   15.72    3.71    0.12   19.55 1.838E+01

  10.589 15.812  2.44    4.12   16.05    3.46    0.12   19.64  0.960
   3.051  0.173 12.58    4.66   15.83    3.74    0.13   19.70 1.841E+01

  10.589 15.812  2.44    4.16   16.14    3.50    0.13   19.76  0.961
   3.043  0.172 12.60    4.70   15.93    3.79    0.13   19.85 1.844E+01

  10.589 15.812  2.43    4.20   16.22    3.53    0.13   19.89  0.959
   3.035  0.172 12.62    4.75   16.04    3.82    0.13   19.99 1.847E+01

  10.589 15.812  2.43    4.24   16.31    3.57    0.13   20.01  0.959
   3.027  0.171 12.65    4.79   16.14    3.87    0.13   20.14 1.849E+01

  10.589 15.812  2.42    4.28   16.40    3.61    0.13   20.15  0.960
   3.019  0.170 12.67    4.84   16.25    3.91    0.13   20.29 1.852E+01

  10.589 15.812  2.41    4.31   16.50    3.65    0.13   20.29  0.960
   3.011  0.170 12.69    4.88   16.37    3.95    0.14   20.46 1.855E+01

  10.589 15.812  2.41    4.35   16.59    3.69    0.14   20.41  0.958
   3.003  0.169 12.71    4.93   16.48    3.99    0.14   20.61 1.858E+01

  10.589 15.812  2.40    4.39   16.66    3.72    0.14   20.52  0.957
   2.995  0.168 12.73    4.97   16.58    4.03    0.14   20.75 1.861E+01

  10.589 15.812  2.39    4.43   16.74    3.76    0.14   20.64  0.955
   2.987  0.168 12.75    5.02   16.67    4.07    0.14   20.88 1.864E+01

  10.589 15.812  2.39    4.47   16.83    3.80    0.14   20.77  0.955
   2.979  0.167 12.77    5.07   16.78    4.11    0.15   21.03 1.867E+01

  10.589 15.812  2.38    4.52   16.92    3.85    0.15   20.91  0.957
   2.971  0.167 12.80    5.12   16.88    4.17    0.15   21.19 1.870E+01

  10.589 15.812  2.37    4.56   17.00    3.88    0.15   21.04  0.956
   2.963  0.166 12.82    5.16   16.99    4.21    0.15   21.35 1.873E+01

