EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin3                                                                 
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 18.815  3.65    1.88    9.00    1.22    0.05   10.27  0.878
   3.227  0.264 11.04    2.05    6.76    1.30    0.05    8.10 1.106E+01

  10.589 18.815  3.64    1.90    9.08    1.24    0.05   10.36  0.878
   3.219  0.263 11.07    2.07    6.85    1.31    0.05    8.21 1.110E+01

  10.589 18.815  3.63    1.91    9.16    1.25    0.05   10.46  0.878
   3.211  0.262 11.09    2.09    6.95    1.33    0.05    8.33 1.113E+01

  10.589 18.815  3.62    1.93    9.23    1.27    0.05   10.55  0.878
   3.203  0.262 11.12    2.11    7.04    1.34    0.05    8.44 1.116E+01

  10.589 18.815  3.62    1.95    9.31    1.28    0.05   10.64  0.878
   3.195  0.261 11.14    2.13    7.13    1.36    0.05    8.54 1.120E+01

  10.589 18.815  3.61    1.97    9.38    1.30    0.05   10.73  0.878
   3.187  0.260 11.16    2.15    7.23    1.37    0.05    8.65 1.123E+01

  10.589 18.815  3.60    1.98    9.46    1.31    0.05   10.82  0.878
   3.179  0.259 11.19    2.17    7.32    1.39    0.05    8.76 1.126E+01

  10.589 18.815  3.59    2.00    9.54    1.32    0.06   10.92  0.878
   3.171  0.258 11.21    2.19    7.42    1.41    0.06    8.88 1.130E+01

  10.589 18.815  3.58    2.02    9.62    1.34    0.06   11.01  0.878
   3.163  0.257 11.24    2.21    7.51    1.42    0.06    8.99 1.133E+01

  10.589 18.815  3.57    2.04    9.70    1.36    0.06   11.11  0.878
   3.155  0.256 11.26    2.23    7.61    1.44    0.06    9.11 1.137E+01

  10.589 18.815  3.56    2.06    9.77    1.37    0.06   11.20  0.878
   3.147  0.255 11.28    2.25    7.70    1.45    0.06    9.22 1.140E+01

  10.589 18.815  3.55    2.07    9.85    1.39    0.06   11.30  0.878
   3.139  0.254 11.31    2.27    7.80    1.47    0.06    9.33 1.143E+01

  10.589 18.815  3.54    2.09    9.93    1.40    0.06   11.40  0.878
   3.131  0.253 11.33    2.29    7.90    1.49    0.06    9.45 1.147E+01

  10.589 18.815  3.53    2.11   10.05    1.42    0.06   11.53  0.878
   3.123  0.252 11.36    2.31    8.03    1.51    0.06    9.60 1.150E+01

  10.589 18.815  3.53    2.13   10.11    1.43    0.06   11.61  0.878
   3.115  0.251 11.38    2.33    8.11    1.52    0.06    9.70 1.154E+01

  10.589 18.815  3.52    2.15   10.17    1.45    0.07   11.69  0.877
   3.107  0.250 11.40    2.36    8.19    1.54    0.07    9.79 1.157E+01

  10.589 18.815  3.51    2.17   10.25    1.47    0.07   11.78  0.877
   3.099  0.250 11.43    2.38    8.29    1.56    0.07    9.91 1.160E+01

  10.589 18.815  3.50    2.19   10.33    1.48    0.07   11.88  0.877
   3.091  0.249 11.45    2.40    8.38    1.58    0.07   10.03 1.164E+01

  10.589 18.815  3.49    2.21   10.43    1.50    0.07   12.00  0.877
   3.083  0.248 11.48    2.42    8.50    1.59    0.07   10.16 1.167E+01

  10.589 18.815  3.48    2.23   10.51    1.52    0.07   12.10  0.877
   3.075  0.247 11.50    2.45    8.59    1.61    0.07   10.28 1.171E+01

  10.589 18.815  3.47    2.25   10.58    1.54    0.07   12.19  0.877
   3.067  0.246 11.53    2.47    8.69    1.63    0.07   10.39 1.174E+01

  10.589 18.815  3.46    2.27   10.66    1.55    0.07   12.29  0.877
   3.059  0.245 11.55    2.49    8.79    1.65    0.08   10.51 1.177E+01

  10.589 18.815  3.45    2.29   10.74    1.57    0.08   12.39  0.877
   3.051  0.244 11.57    2.52    8.88    1.67    0.08   10.63 1.181E+01

  10.589 18.815  3.44    2.31   10.83    1.59    0.08   12.50  0.877
   3.043  0.243 11.60    2.54    8.99    1.69    0.08   10.76 1.184E+01

  10.589 18.815  3.43    2.34   10.93    1.61    0.08   12.61  0.876
   3.035  0.242 11.62    2.56    9.10    1.71    0.08   10.89 1.188E+01

  10.589 18.815  3.43    2.36   10.99    1.62    0.08   12.69  0.875
   3.027  0.241 11.65    2.59    9.18    1.72    0.08   10.99 1.191E+01

  10.589 18.815  3.42    2.38   11.07    1.64    0.08   12.80  0.875
   3.019  0.241 11.67    2.61    9.28    1.74    0.08   11.11 1.195E+01

  10.589 18.815  3.41    2.40   11.14    1.66    0.09   12.89  0.876
   3.011  0.240 11.69    2.64    9.37    1.77    0.09   11.23 1.198E+01

  10.589 18.815  3.40    2.42   11.22    1.68    0.09   12.99  0.876
   3.003  0.239 11.72    2.66    9.47    1.79    0.09   11.34 1.202E+01

  10.589 18.815  3.39    2.45   11.30    1.70    0.09   13.09  0.876
   2.995  0.238 11.74    2.69    9.57    1.81    0.09   11.47 1.205E+01

  10.589 18.815  3.38    2.47   11.39    1.72    0.09   13.20  0.875
   2.987  0.237 11.77    2.72    9.67    1.83    0.09   11.59 1.209E+01

  10.589 18.815  3.37    2.49   11.47    1.74    0.09   13.31  0.875
   2.979  0.236 11.79    2.74    9.77    1.85    0.09   11.72 1.212E+01

  10.589 18.815  3.36    2.51   11.55    1.76    0.09   13.41  0.875
   2.971  0.235 11.81    2.77    9.87    1.87    0.10   11.84 1.216E+01

  10.589 18.815  3.35    2.54   11.64    1.78    0.10   13.52  0.875
   2.963  0.234 11.84    2.80    9.97    1.90    0.10   11.96 1.219E+01

  10.589 18.815  3.34    2.56   11.72    1.80    0.10   13.63  0.875
   2.955  0.233 11.86    2.82   10.07    1.92    0.10   12.09 1.222E+01

  10.589 18.895  3.68    1.86    8.89    1.20    0.05   10.14  0.877
