EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin11_2nd                                                            
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.163  0.565  6.94    0.82   -6.75    0.33    0.00   -6.42 6.399E-01

  10.589 28.056  7.85    0.79   -2.16    0.32    0.00   -1.84  0.785
   3.155  0.563  6.98    0.83   -6.67    0.34    0.00   -6.33 6.486E-01

  10.589 28.056  7.83    0.80   -2.08    0.32    0.00   -1.76  0.785
   3.147  0.561  7.01    0.84   -6.57    0.34    0.00   -6.23 6.573E-01

  10.589 28.056  7.81    0.81   -1.99    0.32    0.00   -1.67  0.785
   3.139  0.559  7.05    0.85   -6.47    0.34    0.00   -6.13 6.661E-01

  10.589 28.056  7.79    0.81   -1.92    0.33    0.00   -1.59  0.785
   3.131  0.557  7.08    0.85   -6.37    0.34    0.00   -6.03 6.750E-01

  10.589 28.056  7.77    0.82   -1.84    0.33    0.00   -1.51  0.785
   3.123  0.555  7.12    0.86   -6.28    0.35    0.00   -5.93 6.840E-01

  10.589 28.056  7.75    0.83   -1.76    0.33    0.00   -1.43  0.785
   3.115  0.553  7.15    0.87   -6.18    0.35    0.00   -5.83 6.930E-01

  10.589 28.056  7.73    0.84   -1.68    0.33    0.00   -1.35  0.785
   3.107  0.551  7.19    0.87   -6.09    0.35    0.00   -5.73 7.021E-01

  10.589 28.056  7.71    0.84   -1.60    0.34    0.00   -1.26  0.785
   3.099  0.549  7.22    0.88   -5.99    0.36    0.00   -5.63 7.112E-01

  10.589 28.056  7.69    0.85   -1.52    0.34    0.00   -1.18  0.786
   3.091  0.547  7.26    0.89   -5.89    0.36    0.00   -5.53 7.204E-01

  10.589 28.056  7.67    0.86   -1.44    0.34    0.00   -1.10  0.786
   3.083  0.545  7.29    0.90   -5.79    0.36    0.00   -5.43 7.297E-01

  10.589 28.056  7.65    0.86   -1.36    0.35    0.00   -1.01  0.786
   3.075  0.543  7.33    0.91   -5.69    0.37    0.00   -5.32 7.391E-01

  10.589 28.056  7.63    0.87   -1.27    0.35    0.00   -0.92  0.786
   3.067  0.541  7.36    0.91   -5.59    0.37    0.00   -5.22 7.485E-01

  10.589 28.056  7.61    0.88   -1.19    0.35    0.00   -0.84  0.786
   3.059  0.539  7.40    0.92   -5.49    0.38    0.00   -5.12 7.579E-01

  10.589 28.056  7.59    0.89   -1.12    0.36    0.00   -0.76  0.786
   3.051  0.537  7.43    0.93   -5.40    0.38    0.00   -5.02 7.675E-01

  10.589 28.056  7.57    0.89   -1.03    0.36    0.00   -0.67  0.787
   3.043  0.535  7.47    0.94   -5.30    0.38    0.00   -4.92 7.771E-01

  10.589 28.056  7.55    0.90   -0.95    0.37    0.00   -0.58  0.787
   3.035  0.533  7.50    0.95   -5.19    0.39    0.00   -4.81 7.867E-01

  10.589 28.056  7.53    0.91   -0.87    0.37    0.00   -0.50  0.787
   3.027  0.531  7.54    0.95   -5.10    0.39    0.00   -4.71 7.965E-01

  10.589 28.056  7.51    0.92   -0.79    0.37    0.00   -0.42  0.788
   3.019  0.529  7.57    0.96   -5.00    0.40    0.00   -4.61 8.062E-01

  10.589 28.056  7.49    0.93   -0.71    0.38    0.00   -0.33  0.788
   3.011  0.527  7.61    0.97   -4.90    0.40    0.00   -4.50 8.161E-01

  10.589 28.056  7.47    0.94   -0.63    0.38    0.00   -0.24  0.788
   3.003  0.525  7.64    0.98   -4.80    0.40    0.00   -4.40 8.260E-01

  10.589 28.056  7.45    0.94   -0.54    0.39    0.00   -0.16  0.789
   2.995  0.523  7.68    0.99   -4.70    0.41    0.00   -4.29 8.360E-01

  10.589 28.056  7.43    0.95   -0.46    0.39    0.00   -0.07  0.789
   2.987  0.521  7.71    1.00   -4.60    0.41    0.00   -4.19 8.461E-01

  10.589 28.056  7.41    0.96   -0.38    0.39    0.00    0.02  0.790
   2.979  0.519  7.75    1.01   -4.50    0.42    0.00   -4.08 8.562E-01

  10.589 28.056  7.39    0.97   -0.29    0.40    0.00    0.11  0.790
   2.971  0.517  7.78    1.02   -4.40    0.42    0.00   -3.98 8.664E-01

  10.589 28.056  7.37    0.98   -0.21    0.40    0.00    0.20  0.790
   2.963  0.515  7.82    1.03   -4.29    0.43    0.00   -3.87 8.766E-01

  10.589 28.056  7.35    0.99   -0.12    0.41    0.00    0.29  0.791
   2.955  0.513  7.85    1.04   -4.19    0.43    0.00   -3.76 8.869E-01

  10.589 28.136  8.08    0.74   -2.94    0.30    0.00   -2.64  0.790
   3.227  0.585  6.62    0.77   -7.62    0.31    0.00   -7.30 5.544E-01

  10.589 28.136  8.06    0.74   -2.86    0.30    0.00   -2.56  0.789
   3.219  0.582  6.65    0.78   -7.52    0.32    0.00   -7.21 5.624E-01

  10.589 28.136  8.04    0.75   -2.79    0.30    0.00   -2.49  0.788
   3.211  0.580  6.69    0.78   -7.44    0.32    0.00   -7.12 5.704E-01

  10.589 28.136  8.02    0.75   -2.71    0.30    0.00   -2.41  0.785
   3.203  0.578  6.72    0.79   -7.34    0.32    0.00   -7.02 5.786E-01

  10.589 28.136  8.00    0.76   -2.63    0.30    0.00   -2.33  0.787
   3.195  0.576  6.76    0.79   -7.24    0.32    0.00   -6.92 5.867E-01

  10.589 28.136  7.98    0.77   -2.55    0.31    0.00   -2.25  0.787
   3.187  0.574  6.79    0.80   -7.15    0.32    0.00   -6.82 5.950E-01

  10.589 28.136  7.96    0.77   -2.48    0.31    0.00   -2.17  0.787
   3.179  0.572  6.83    0.81   -7.05    0.33    0.00   -6.73 6.033E-01

  10.589 28.136  7.94    0.78   -2.40    0.31    0.00   -2.09  0.786
   3.171  0.570  6.87    0.81   -6.96    0.33    0.00   -6.63 6.117E-01

  10.589 28.136  7.92    0.78   -2.32    0.31    0.00   -2.01  0.786
   3.163  0.568  6.90    0.82   -6.87    0.33    0.00   -6.53 6.202E-01

  10.589 28.136  7.90    0.79   -2.25    0.32    0.00   -1.93  0.785
   3.155  0.566  6.94    0.83   -6.77    0.33    0.00   -6.44 6.287E-01

  10.589 28.136  7.88    0.80   -2.16    0.32    0.00   -1.85  0.785
   3.147  0.564  6.97    0.83   -6.67    0.34    0.00   -6.34 6.373E-01

  10.589 28.136  7.86    0.80   -2.09    0.32    0.00   -1.77  0.785
   3.139  0.562  7.01    0.84   -6.58    0.34    0.00   -6.24 6.460E-01

  10.589 28.136  7.84    0.81   -2.01    0.32    0.00   -1.68  0.785
   3.131  0.560  7.04    0.85   -6.48    0.34    0.00   -6.14 6.547E-01

  10.589 28.136  7.82    0.82   -1.93    0.33    0.00   -1.60  0.785
   3.123  0.558  7.08    0.85   -6.39    0.35    0.00   -6.04 6.635E-01

  10.589 28.136  7.80    0.82   -1.85    0.33    0.00   -1.53  0.785
   3.115  0.556  7.11    0.86   -6.29    0.35    0.00   -5.94 6.723E-01

  10.589 28.136  7.78    0.83   -1.77    0.33    0.00   -1.44  0.785
   3.107  0.554  7.15    0.87   -6.19    0.35    0.00   -5.84 6.813E-01

  10.589 28.136  7.76    0.84   -1.70    0.33    0.00   -1.36  0.785
   3.099  0.552  7.18    0.88   -6.10    0.35    0.00   -5.75 6.902E-01

  10.589 28.136  7.74    0.84   -1.61    0.34    0.00   -1.28  0.785
   3.091  0.550  7.22    0.88   -6.00    0.36    0.00   -5.64 6.993E-01

  10.589 28.136  7.72    0.85   -1.54    0.34    0.00   -1.19  0.786
   3.083  0.548  7.25    0.89   -5.90    0.36    0.00   -5.54 7.084E-01

  10.589 28.136  7.70    0.86   -1.45    0.34    0.00   -1.11  0.785
   3.075  0.546  7.29    0.90   -5.80    0.37    0.00   -5.44 7.176E-01

  10.589 28.136  7.68    0.87   -1.37    0.35    0.00   -1.02  0.786
   3.067  0.544  7.32    0.91   -5.70    0.37    0.00   -5.33 7.268E-01

  10.589 28.136  7.66    0.87   -1.28    0.35    0.00   -0.93  0.786
   3.059  0.542  7.36    0.92   -5.60    0.37    0.00   -5.23 7.362E-01

  10.589 28.136  7.64    0.88   -1.20    0.35    0.00   -0.85  0.786
   3.051  0.540  7.39    0.92   -5.50    0.38    0.00   -5.13 7.455E-01

  10.589 28.136  7.62    0.89   -1.13    0.36    0.00   -0.77  0.786
   3.043  0.538  7.43    0.93   -5.41    0.38    0.00   -5.03 7.550E-01

  10.589 28.136  7.60    0.89   -1.05    0.36    0.00   -0.68  0.786
   3.035  0.536  7.46    0.94   -5.31    0.38    0.00   -4.93 7.645E-01

  10.589 28.136  7.58    0.90   -0.96    0.37    0.00   -0.59  0.787
   3.027  0.534  7.50    0.95   -5.20    0.39    0.00   -4.81 7.740E-01

  10.589 28.136  7.56    0.91   -0.88    0.37    0.00   -0.51  0.787
   3.019  0.532  7.53    0.96   -5.11    0.39    0.00   -4.72 7.837E-01

  10.589 28.136  7.54    0.92   -0.80    0.37    0.00   -0.43  0.787
   3.011  0.530  7.57    0.97   -5.01    0.40    0.00   -4.61 7.934E-01

  10.589 28.136  7.52    0.93   -0.72    0.38    0.00   -0.34  0.788
   3.003  0.528  7.60    0.98   -4.91    0.40    0.00   -4.51 8.031E-01

  10.589 28.136  7.50    0.94   -0.64    0.38    0.00   -0.25  0.788
   2.995  0.526  7.64    0.98   -4.81    0.40    0.00   -4.41 8.130E-01

  10.589 28.136  7.48    0.95   -0.55    0.39    0.00   -0.17  0.788
   2.987  0.524  7.67    0.99   -4.71    0.41    0.00   -4.30 8.229E-01

  10.589 28.136  7.46    0.95   -0.47    0.39    0.00   -0.08  0.789
   2.979  0.522  7.71    1.00   -4.61    0.41    0.00   -4.19 8.328E-01

  10.589 28.136  7.44    0.96   -0.39    0.39    0.00    0.01  0.789
   2.971  0.520  7.74    1.01   -4.51    0.42    0.00   -4.09 8.428E-01

  10.589 28.136  7.42    0.97   -0.30    0.40    0.00    0.10  0.790
   2.963  0.518  7.78    1.02   -4.41    0.42    0.00   -3.99 8.529E-01

  10.589 28.136  7.40    0.98   -0.21    0.40    0.00    0.19  0.790
   2.955  0.516  7.81    1.03   -4.30    0.43    0.00   -3.87 8.631E-01

  10.589 28.216  8.12    0.73   -3.04    0.29    0.00   -2.75  0.790
   3.227  0.588  6.57    0.76   -7.74    0.31    0.00   -7.42 5.364E-01

  10.589 28.216  8.10    0.74   -2.95    0.30    0.00   -2.65  0.789
   3.219  0.586  6.61    0.77   -7.62    0.31    0.00   -7.31 5.443E-01

  10.589 28.216  8.08    0.74   -2.88    0.30    0.00   -2.58  0.789
   3.211  0.584  6.65    0.78   -7.54    0.32    0.00   -7.22 5.522E-01

  10.589 28.216  8.06    0.75   -2.81    0.30    0.00   -2.51  0.788
   3.203  0.582  6.68    0.78   -7.45    0.32    0.00   -7.13 5.601E-01

  10.589 28.216  8.04    0.76   -2.73    0.30    0.00   -2.43  0.785
   3.195  0.579  6.72    0.79   -7.36    0.32    0.00   -7.04 5.682E-01

  10.589 28.216  8.02    0.76   -2.65    0.30    0.00   -2.34  0.784
   3.187  0.577  6.75    0.80   -7.26    0.32    0.00   -6.94 5.763E-01

  10.589 28.216  8.00    0.77   -2.57    0.31    0.00   -2.26  0.787
   3.179  0.575  6.79    0.80   -7.16    0.33    0.00   -6.84 5.845E-01

  10.589 28.216  7.98    0.77   -2.49    0.31    0.00   -2.18  0.786
   3.171  0.573  6.82    0.81   -7.06    0.33    0.00   -6.74 5.927E-01

  10.589 28.216  7.96    0.78   -2.41    0.31    0.00   -2.10  0.786
   3.163  0.571  6.86    0.81   -6.97    0.33    0.00   -6.64 6.010E-01

  10.589 28.216  7.94    0.79   -2.34    0.31    0.00   -2.02  0.786
   3.155  0.569  6.89    0.82   -6.88    0.33    0.00   -6.55 6.094E-01

  10.589 28.216  7.92    0.79   -2.26    0.32    0.00   -1.94  0.785
   3.147  0.567  6.93    0.83   -6.78    0.33    0.00   -6.45 6.178E-01

  10.589 28.216  7.90    0.80   -2.18    0.32    0.00   -1.86  0.785
   3.139  0.565  6.96    0.84   -6.68    0.34    0.00   -6.35 6.263E-01

  10.589 28.216  7.88    0.80   -2.11    0.32    0.00   -1.78  0.785
   3.131  0.563  7.00    0.84   -6.60    0.34    0.00   -6.25 6.349E-01

  10.589 28.216  7.86    0.81   -2.02    0.32    0.00   -1.70  0.785
   3.123  0.561  7.03    0.85   -6.49    0.34    0.00   -6.15 6.435E-01

  10.589 28.216  7.84    0.82   -1.94    0.33    0.00   -1.61  0.784
   3.115  0.559  7.07    0.86   -6.40    0.35    0.00   -6.05 6.522E-01

  10.589 28.216  7.82    0.83   -1.87    0.33    0.00   -1.54  0.784
   3.107  0.557  7.10    0.86   -6.30    0.35    0.00   -5.96 6.609E-01

  10.589 28.216  7.80    0.83   -1.79    0.33    0.00   -1.45  0.784
   3.099  0.555  7.14    0.87   -6.21    0.35    0.00   -5.85 6.698E-01

  10.589 28.216  7.78    0.84   -1.71    0.34    0.00   -1.37  0.784
   3.091  0.553  7.17    0.88   -6.11    0.36    0.00   -5.76 6.787E-01

  10.589 28.216  7.76    0.85   -1.63    0.34    0.00   -1.29  0.785
   3.083  0.551  7.21    0.89   -6.01    0.36    0.00   -5.65 6.876E-01

  10.589 28.216  7.74    0.85   -1.55    0.34    0.00   -1.20  0.785
   3.075  0.549  7.24    0.89   -5.92    0.36    0.00   -5.55 6.966E-01

  10.589 28.216  7.72    0.86   -1.46    0.35    0.00   -1.12  0.785
   3.067  0.547  7.28    0.90   -5.82    0.37    0.00   -5.45 7.057E-01

  10.589 28.216  7.70    0.87   -1.38    0.35    0.00   -1.03  0.785
   3.059  0.545  7.31    0.91   -5.71    0.37    0.00   -5.34 7.149E-01

  10.589 28.216  7.68    0.88   -1.29    0.35    0.00   -0.94  0.786
   3.051  0.543  7.35    0.92   -5.61    0.37    0.00   -5.24 7.241E-01

  10.589 28.216  7.66    0.88   -1.22    0.36    0.00   -0.86  0.786
   3.043  0.541  7.38    0.93   -5.51    0.38    0.00   -5.14 7.334E-01

  10.589 28.216  7.64    0.89   -1.14    0.36    0.00   -0.78  0.786
   3.035  0.539  7.42    0.93   -5.42    0.38    0.00   -5.04 7.427E-01

  10.589 28.216  7.62    0.90   -1.06    0.36    0.00   -0.69  0.786
   3.027  0.537  7.45    0.94   -5.32    0.38    0.00   -4.94 7.522E-01

  10.589 28.216  7.60    0.91   -0.97    0.37    0.00   -0.60  0.786
   3.019  0.535  7.49    0.95   -5.21    0.39    0.00   -4.83 7.616E-01

  10.589 28.216  7.58    0.92   -0.89    0.37    0.00   -0.52  0.787
   3.011  0.533  7.52    0.96   -5.12    0.39    0.00   -4.72 7.712E-01

  10.589 28.216  7.56    0.92   -0.81    0.37    0.00   -0.43  0.787
   3.003  0.531  7.56    0.97   -5.02    0.40    0.00   -4.62 7.808E-01

  10.589 28.216  7.54    0.93   -0.73    0.38    0.00   -0.35  0.787
   2.995  0.529  7.59    0.98   -4.92    0.40    0.00   -4.52 7.904E-01

  10.589 28.216  7.52    0.94   -0.64    0.38    0.00   -0.26  0.788
   2.987  0.527  7.63    0.99   -4.82    0.41    0.00   -4.41 8.002E-01

  10.589 28.216  7.50    0.95   -0.56    0.39    0.00   -0.17  0.788
   2.979  0.525  7.66    1.00   -4.72    0.41    0.00   -4.31 8.100E-01

  10.589 28.216  7.48    0.96   -0.48    0.39    0.00   -0.09  0.789
   2.971  0.523  7.70    1.01   -4.62    0.41    0.00   -4.20 8.198E-01

  10.589 28.216  7.46    0.97   -0.39    0.40    0.00    0.01  0.789
   2.963  0.521  7.73    1.01   -4.51    0.42    0.00   -4.09 8.298E-01

  10.589 28.216  7.44    0.98   -0.31    0.40    0.00    0.09  0.789
   2.955  0.519  7.77    1.02   -4.42    0.42    0.00   -3.99 8.398E-01

  10.589 28.296  8.17    0.73   -3.14    0.29    0.00   -2.84  0.791
   3.227  0.591  6.53    0.76   -7.85    0.31    0.00   -7.53 5.190E-01

  10.589 28.296  8.15    0.73   -3.06    0.30    0.00   -2.76  0.790
   3.219  0.589  6.56    0.77   -7.75    0.31    0.00   -7.44 5.267E-01

  10.589 28.296  8.13    0.74   -2.96    0.30    0.00   -2.67  0.789
   3.211  0.587  6.60    0.77   -7.64    0.32    0.00   -7.33 5.344E-01

  10.589 28.296  8.11    0.75   -2.89    0.30    0.00   -2.59  0.789
   3.203  0.585  6.64    0.78   -7.55    0.32    0.00   -7.23 5.422E-01

  10.589 28.296  8.09    0.75   -2.82    0.30    0.00   -2.52  0.788
   3.195  0.583  6.67    0.78   -7.46    0.32    0.00   -7.15 5.501E-01

  10.589 28.296  8.06    0.76   -2.75    0.30    0.00   -2.44  0.787
   3.187  0.581  6.71    0.79   -7.37    0.32    0.00   -7.05 5.580E-01

  10.589 28.296  8.04    0.76   -2.66    0.30    0.00   -2.36  0.784
   3.179  0.579  6.74    0.80   -7.27    0.32    0.00   -6.95 5.661E-01

  10.589 28.296  8.02    0.77   -2.58    0.31    0.00   -2.28  0.787
   3.171  0.576  6.78    0.80   -7.18    0.33    0.00   -6.85 5.741E-01

  10.589 28.296  8.00    0.77   -2.50    0.31    0.00   -2.19  0.786
   3.163  0.574  6.81    0.81   -7.08    0.33    0.00   -6.75 5.823E-01

  10.589 28.296  7.98    0.78   -2.42    0.31    0.00   -2.11  0.786
   3.155  0.572  6.85    0.82   -6.98    0.33    0.00   -6.65 5.905E-01

  10.589 28.296  7.96    0.79   -2.35    0.31    0.00   -2.04  0.785
   3.147  0.570  6.88    0.82   -6.89    0.33    0.00   -6.56 5.988E-01

  10.589 28.296  7.94    0.79   -2.27    0.32    0.00   -1.96  0.785
   3.139  0.568  6.92    0.83   -6.80    0.34    0.00   -6.46 6.071E-01

  10.589 28.296  7.92    0.80   -2.19    0.32    0.00   -1.87  0.785
   3.131  0.566  6.95    0.84   -6.70    0.34    0.00   -6.36 6.155E-01

  10.589 28.296  7.90    0.81   -2.12    0.32    0.00   -1.80  0.784
   3.123  0.564  6.99    0.84   -6.61    0.34    0.00   -6.27 6.240E-01

  10.589 28.296  7.88    0.81   -2.03    0.32    0.00   -1.71  0.784
   3.115  0.562  7.02    0.85   -6.51    0.34    0.00   -6.16 6.325E-01

  10.589 28.296  7.86    0.82   -1.96    0.33    0.00   -1.63  0.784
   3.107  0.560  7.06    0.86   -6.41    0.35    0.00   -6.06 6.411E-01

  10.589 28.296  7.84    0.83   -1.88    0.33    0.00   -1.55  0.784
   3.099  0.558  7.09    0.87   -6.32    0.35    0.00   -5.97 6.498E-01

  10.589 28.296  7.82    0.83   -1.80    0.33    0.00   -1.47  0.784
   3.091  0.556  7.13    0.87   -6.22    0.35    0.00   -5.87 6.585E-01

  10.589 28.296  7.80    0.84   -1.72    0.34    0.00   -1.38  0.784
   3.083  0.554  7.16    0.88   -6.12    0.36    0.00   -5.77 6.673E-01

  10.589 28.296  7.78    0.85   -1.64    0.34    0.00   -1.30  0.784
   3.075  0.552  7.20    0.89   -6.02    0.36    0.00   -5.66 6.762E-01

  10.589 28.296  7.76    0.86   -1.56    0.34    0.00   -1.22  0.785
   3.067  0.550  7.23    0.90   -5.93    0.36    0.00   -5.56 6.851E-01

  10.589 28.296  7.74    0.86   -1.47    0.35    0.00   -1.13  0.785
   3.059  0.548  7.27    0.90   -5.83    0.37    0.00   -5.46 6.941E-01

  10.589 28.296  7.72    0.87   -1.39    0.35    0.00   -1.04  0.785
   3.051  0.546  7.31    0.91   -5.72    0.37    0.00   -5.35 7.032E-01

  10.589 28.296  7.70    0.88   -1.31    0.35    0.00   -0.95  0.785
   3.043  0.544  7.34    0.92   -5.62    0.37    0.00   -5.25 7.123E-01

  10.589 28.296  7.68    0.88   -1.23    0.36    0.00   -0.87  0.785
   3.035  0.542  7.38    0.93   -5.52    0.38    0.00   -5.15 7.215E-01

  10.589 28.296  7.66    0.89   -1.15    0.36    0.00   -0.79  0.785
   3.027  0.540  7.41    0.94   -5.43    0.38    0.00   -5.05 7.308E-01

  10.589 28.296  7.64    0.90   -1.07    0.36    0.00   -0.70  0.786
   3.019  0.538  7.45    0.95   -5.33    0.39    0.00   -4.94 7.401E-01

  10.589 28.296  7.62    0.91   -0.98    0.37    0.00   -0.61  0.786
   3.011  0.536  7.48    0.95   -5.22    0.39    0.00   -4.83 7.495E-01

  10.589 28.296  7.60    0.92   -0.90    0.37    0.00   -0.52  0.786
   3.003  0.534  7.52    0.96   -5.13    0.39    0.00   -4.73 7.589E-01

  10.589 28.296  7.58    0.93   -0.82    0.38    0.00   -0.44  0.787
   2.995  0.532  7.55    0.97   -5.03    0.40    0.00   -4.63 7.684E-01

  10.589 28.296  7.56    0.93   -0.74    0.38    0.00   -0.36  0.787
   2.987  0.530  7.59    0.98   -4.93    0.40    0.00   -4.53 7.780E-01

  10.589 28.296  7.54    0.94   -0.65    0.38    0.00   -0.27  0.787
   2.979  0.528  7.62    0.99   -4.83    0.41    0.00   -4.42 7.877E-01

  10.589 28.296  7.52    0.95   -0.57    0.39    0.00   -0.19  0.788
   2.971  0.526  7.66    1.00   -4.73    0.41    0.00   -4.32 7.974E-01

  10.589 28.296  7.50    0.96   -0.49    0.39    0.00   -0.10  0.788
   2.963  0.524  7.69    1.01   -4.63    0.42    0.00   -4.21 8.071E-01

  10.589 28.296  7.48    0.97   -0.40    0.40    0.00   -0.00  0.789
   2.955  0.522  7.73    1.02   -4.52    0.42    0.00   -4.10 8.170E-01

  10.589 28.376  8.21    0.72   -3.23    0.29    0.00   -2.93  0.792
   3.227  0.594  6.48    0.76   -7.96    0.31    0.00   -7.64 5.020E-01

  10.589 28.376  8.19    0.73   -3.15    0.29    0.00   -2.86  0.791
   3.219  0.592  6.52    0.76   -7.86    0.31    0.00   -7.55 5.095E-01

  10.589 28.376  8.17    0.74   -3.07    0.30    0.00   -2.78  0.790
   3.211  0.590  6.56    0.77   -7.76    0.31    0.00   -7.45 5.171E-01

  10.589 28.376  8.15    0.74   -2.98    0.30    0.00   -2.68  0.789
   3.203  0.588  6.59    0.77   -7.66    0.32    0.00   -7.34 5.248E-01

  10.589 28.376  8.13    0.75   -2.90    0.30    0.00   -2.60  0.788
   3.195  0.586  6.63    0.78   -7.56    0.32    0.00   -7.25 5.325E-01

  10.589 28.376  8.11    0.75   -2.84    0.30    0.00   -2.53  0.788
   3.187  0.584  6.66    0.79   -7.48    0.32    0.00   -7.16 5.403E-01

  10.589 28.376  8.09    0.76   -2.76    0.30    0.00   -2.45  0.787
   3.179  0.582  6.70    0.79   -7.39    0.32    0.00   -7.06 5.481E-01

  10.589 28.376  8.07    0.76   -2.68    0.30    0.00   -2.37  0.784
   3.171  0.580  6.73    0.80   -7.29    0.32    0.00   -6.96 5.561E-01

  10.589 28.376  8.05    0.77   -2.60    0.31    0.00   -2.29  0.786
   3.163  0.578  6.77    0.81   -7.19    0.33    0.00   -6.86 5.641E-01

  10.589 28.376  8.03    0.78   -2.52    0.31    0.00   -2.21  0.786
   3.155  0.575  6.80    0.81   -7.09    0.33    0.00   -6.76 5.721E-01

  10.589 28.376  8.01    0.78   -2.44    0.31    0.00   -2.13  0.785
   3.147  0.573  6.84    0.82   -7.00    0.33    0.00   -6.67 5.802E-01

  10.589 28.376  7.99    0.79   -2.36    0.32    0.00   -2.05  0.785
   3.139  0.571  6.87    0.83   -6.90    0.33    0.00   -6.57 5.884E-01

  10.589 28.376  7.97    0.80   -2.28    0.32    0.00   -1.97  0.785
   3.131  0.569  6.91    0.83   -6.81    0.34    0.00   -6.47 5.967E-01

  10.589 28.376  7.95    0.80   -2.20    0.32    0.00   -1.88  0.784
   3.123  0.567  6.94    0.84   -6.71    0.34    0.00   -6.37 6.050E-01

  10.589 28.376  7.93    0.81   -2.13    0.32    0.00   -1.81  0.784
   3.115  0.565  6.98    0.85   -6.62    0.34    0.00   -6.28 6.134E-01

  10.589 28.376  7.91    0.82   -2.05    0.33    0.00   -1.72  0.784
   3.107  0.563  7.01    0.85   -6.52    0.34    0.00   -6.17 6.218E-01

  10.589 28.376  7.89    0.82   -1.97    0.33    0.00   -1.64  0.784
   3.099  0.561  7.05    0.86   -6.42    0.35    0.00   -6.07 6.303E-01

  10.589 28.376  7.87    0.83   -1.89    0.33    0.00   -1.56  0.784
   3.091  0.559  7.09    0.87   -6.33    0.35    0.00   -5.97 6.389E-01

  10.589 28.376  7.84    0.84   -1.81    0.33    0.00   -1.48  0.784
   3.083  0.557  7.12    0.88   -6.23    0.35    0.00   -5.88 6.476E-01

  10.589 28.376  7.82    0.84   -1.73    0.34    0.00   -1.39  0.784
   3.075  0.555  7.16    0.88   -6.13    0.36    0.00   -5.78 6.563E-01

  10.589 28.376  7.80    0.85   -1.65    0.34    0.00   -1.31  0.784
   3.067  0.553  7.19    0.89   -6.04    0.36    0.00   -5.68 6.650E-01

