EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7_2nd                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.831  5.83    1.06    2.25    0.49    0.00    2.74  0.827
   3.227  0.422  8.87    1.12   -1.43    0.52    0.00   -0.91 2.573E+00

  10.589 23.831  5.81    1.07    2.33    0.50    0.00    2.83  0.827
   3.219  0.420  8.90    1.13   -1.33    0.53    0.00   -0.80 2.591E+00

  10.589 23.831  5.80    1.08    2.40    0.51    0.00    2.91  0.828
   3.211  0.419  8.93    1.14   -1.25    0.54    0.00   -0.71 2.609E+00

  10.589 23.831  5.78    1.09    2.48    0.51    0.00    2.99  0.828
   3.203  0.417  8.96    1.15   -1.15    0.54    0.00   -0.61 2.628E+00

  10.589 23.831  5.77    1.10    2.55    0.52    0.00    3.08  0.829
   3.195  0.416  8.99    1.16   -1.06    0.55    0.00   -0.51 2.646E+00

  10.589 23.831  5.75    1.11    2.62    0.52    0.00    3.15  0.830
   3.187  0.414  9.02    1.17   -0.97    0.56    0.00   -0.41 2.665E+00

  10.589 23.831  5.74    1.12    2.70    0.53    0.00    3.23  0.830
   3.179  0.413  9.05    1.18   -0.88    0.56    0.00   -0.32 2.684E+00

  10.589 23.831  5.73    1.13    2.78    0.54    0.00    3.32  0.831
   3.171  0.411  9.08    1.20   -0.78    0.57    0.00   -0.21 2.702E+00

  10.589 23.831  5.71    1.14    2.86    0.54    0.00    3.41  0.831
   3.163  0.410  9.10    1.21   -0.69    0.58    0.00   -0.11 2.721E+00

  10.589 23.831  5.70    1.15    2.94    0.55    0.00    3.49  0.832
   3.155  0.408  9.13    1.22   -0.59    0.58    0.00   -0.01 2.740E+00

  10.589 23.831  5.68    1.16    3.02    0.56    0.00    3.58  0.833
   3.147  0.407  9.16    1.23   -0.49    0.59    0.00    0.10 2.758E+00

  10.589 23.831  5.67    1.17    3.10    0.56    0.00    3.67  0.833
   3.139  0.405  9.19    1.24   -0.39    0.60    0.00    0.21 2.777E+00

  10.589 23.831  5.65    1.18    3.19    0.57    0.00    3.76  0.834
   3.131  0.404  9.22    1.25   -0.29    0.61    0.00    0.32 2.796E+00

  10.589 23.831  5.64    1.19    3.26    0.58    0.00    3.85  0.834
   3.123  0.402  9.25    1.26   -0.19    0.61    0.00    0.42 2.815E+00

  10.589 23.831  5.62    1.20    3.33    0.59    0.00    3.92  0.835
   3.115  0.401  9.28    1.28   -0.11    0.62    0.00    0.51 2.834E+00

  10.589 23.831  5.61    1.21    3.41    0.59    0.00    4.01  0.836
   3.107  0.400  9.31    1.29   -0.01    0.63    0.00    0.62 2.853E+00

  10.589 23.831  5.60    1.22    3.49    0.60    0.00    4.09  0.836
   3.099  0.398  9.34    1.30    0.08    0.64    0.00    0.72 2.872E+00

  10.589 23.831  5.58    1.23    3.57    0.61    0.00    4.18  0.837
   3.091  0.397  9.37    1.31    0.18    0.64    0.00    0.83 2.891E+00

  10.589 23.831  5.57    1.24    3.64    0.62    0.00    4.26  0.837
   3.083  0.395  9.40    1.32    0.27    0.65    0.00    0.93 2.910E+00

  10.589 23.831  5.55    1.25    3.72    0.62    0.00    4.35  0.838
   3.075  0.394  9.43    1.34    0.37    0.66    0.00    1.04 2.930E+00

  10.589 23.831  5.54    1.27    3.82    0.63    0.00    4.45  0.838
   3.067  0.392  9.46    1.35    0.48    0.67    0.00    1.16 2.949E+00

  10.589 23.831  5.52    1.28    3.90    0.64    0.00    4.54  0.839
   3.059  0.391  9.49    1.36    0.58    0.68    0.00    1.26 2.968E+00

  10.589 23.831  5.51    1.29    3.97    0.65    0.00    4.63  0.837
   3.051  0.389  9.52    1.38    0.68    0.68    0.00    1.36 2.987E+00

  10.589 23.831  5.49    1.30    4.05    0.66    0.00    4.71  0.840
   3.043  0.388  9.55    1.39    0.77    0.70    0.00    1.47 3.007E+00

  10.589 23.831  5.48    1.31    4.13    0.67    0.00    4.80  0.841
   3.035  0.387  9.58    1.40    0.86    0.71    0.00    1.57 3.026E+00

  10.589 23.831  5.47    1.33    4.20    0.67    0.00    4.88  0.841
   3.027  0.385  9.61    1.42    0.96    0.71    0.00    1.68 3.046E+00

  10.589 23.831  5.45    1.34    4.29    0.68    0.01    4.98  0.842
   3.019  0.384  9.63    1.43    1.06    0.72    0.01    1.79 3.065E+00

  10.589 23.831  5.44    1.35    4.38    0.69    0.01    5.07  0.842
   3.011  0.382  9.66    1.44    1.17    0.73    0.01    1.90 3.085E+00

  10.589 23.831  5.42    1.36    4.45    0.70    0.01    5.16  0.843
   3.003  0.381  9.69    1.46    1.26    0.74    0.01    2.01 3.104E+00

  10.589 23.831  5.41    1.38    4.53    0.71    0.01    5.25  0.843
   2.995  0.379  9.72    1.47    1.36    0.75    0.01    2.12 3.124E+00

  10.589 23.831  5.39    1.39    4.61    0.72    0.01    5.34  0.844
   2.987  0.378  9.75    1.49    1.46    0.76    0.01    2.23 3.144E+00

  10.589 23.831  5.38    1.40    4.70    0.73    0.01    5.44  0.844
   2.979  0.377  9.78    1.50    1.56    0.77    0.01    2.34 3.164E+00

  10.589 23.831  5.36    1.42    4.78    0.74    0.01    5.53  0.845
   2.971  0.375  9.81    1.52    1.66    0.78    0.01    2.45 3.183E+00

  10.589 23.831  5.35    1.43    4.85    0.75    0.01    5.60  0.845
   2.963  0.374  9.84    1.53    1.74    0.79    0.01    2.55 3.203E+00

  10.589 23.831  5.34    1.44    4.95    0.76    0.01    5.72  0.846
   2.955  0.372  9.87    1.55    1.86    0.81    0.01    2.67 3.223E+00

  10.589 23.911  5.87    1.05    2.16    0.49    0.00    2.65  0.825
   3.227  0.425  8.83    1.11   -1.54    0.52    0.00   -1.03 2.509E+00

  10.589 23.911  5.85    1.06    2.22    0.49    0.00    2.72  0.826
   3.219  0.423  8.86    1.12   -1.46    0.52    0.00   -0.94 2.527E+00

  10.589 23.911  5.84    1.07    2.30    0.50    0.00    2.81  0.827
   3.211  0.422  8.89    1.13   -1.37    0.53    0.00   -0.84 2.545E+00

  10.589 23.911  5.82    1.08    2.38    0.51    0.00    2.89  0.827
   3.203  0.420  8.92    1.14   -1.27    0.54    0.00   -0.73 2.563E+00

  10.589 23.911  5.81    1.09    2.46    0.51    0.00    2.97  0.828
   3.195  0.419  8.95    1.15   -1.18    0.54    0.00   -0.63 2.581E+00

  10.589 23.911  5.79    1.10    2.53    0.52    0.00    3.05  0.828
   3.187  0.417  8.98    1.16   -1.08    0.55    0.00   -0.53 2.600E+00

  10.589 23.911  5.78    1.11    2.60    0.52    0.00    3.13  0.829
   3.179  0.416  9.01    1.17   -0.99    0.55    0.00   -0.43 2.618E+00

  10.589 23.911  5.76    1.12    2.67    0.53    0.00    3.21  0.830
   3.171  0.414  9.04    1.19   -0.91    0.56    0.00   -0.34 2.637E+00

  10.589 23.911  5.75    1.13    2.75    0.54    0.00    3.29  0.830
   3.163  0.413  9.07    1.20   -0.81    0.57    0.00   -0.24 2.655E+00

  10.589 23.911  5.73    1.14    2.83    0.54    0.00    3.38  0.831
   3.155  0.411  9.10    1.21   -0.72    0.58    0.00   -0.14 2.674E+00

  10.589 23.911  5.72    1.15    2.91    0.55    0.00    3.47  0.831
   3.147  0.410  9.13    1.22   -0.62    0.58    0.00   -0.03 2.692E+00

  10.589 23.911  5.71    1.16    2.99    0.56    0.00    3.55  0.832
   3.139  0.408  9.16    1.23   -0.52    0.59    0.00    0.07 2.711E+00

  10.589 23.911  5.69    1.17    3.08    0.56    0.00    3.64  0.833
   3.131  0.407  9.18    1.24   -0.42    0.60    0.00    0.18 2.729E+00

  10.589 23.911  5.68    1.18    3.17    0.57    0.00    3.74  0.833
   3.123  0.405  9.21    1.25   -0.31    0.60    0.00    0.30 2.748E+00

  10.589 23.911  5.66    1.19    3.24    0.58    0.00    3.82  0.834
   3.115  0.404  9.24    1.26   -0.22    0.61    0.00    0.40 2.767E+00

  10.589 23.911  5.65    1.20    3.31    0.59    0.00    3.90  0.834
   3.107  0.402  9.27    1.28   -0.14    0.62    0.00    0.49 2.786E+00

  10.589 23.911  5.63    1.21    3.39    0.59    0.00    3.98  0.835
   3.099  0.401  9.30    1.29   -0.04    0.63    0.00    0.59 2.805E+00

  10.589 23.911  5.62    1.22    3.47    0.60    0.00    4.07  0.836
   3.091  0.399  9.33    1.30    0.06    0.64    0.00    0.70 2.823E+00

  10.589 23.911  5.60    1.23    3.55    0.61    0.00    4.16  0.836
   3.083  0.398  9.36    1.31    0.16    0.64    0.00    0.80 2.842E+00

  10.589 23.911  5.59    1.24    3.62    0.62    0.00    4.24  0.837
   3.075  0.396  9.39    1.33    0.25    0.65    0.00    0.91 2.861E+00

