EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7_1st                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.826  5.82    1.06    2.26    0.49    0.00    2.75  0.827
   3.227  0.422  8.87    1.12   -1.42    0.52    0.00   -0.90 2.577E+00

  10.589 23.826  5.81    1.07    2.34    0.50    0.00    2.84  0.827
   3.219  0.420  8.90    1.13   -1.33    0.53    0.00   -0.79 2.595E+00

  10.589 23.826  5.80    1.08    2.41    0.51    0.00    2.92  0.828
   3.211  0.419  8.93    1.14   -1.24    0.54    0.00   -0.70 2.614E+00

  10.589 23.826  5.78    1.09    2.49    0.51    0.00    3.00  0.828
   3.203  0.417  8.96    1.15   -1.14    0.54    0.00   -0.60 2.632E+00

  10.589 23.826  5.77    1.10    2.56    0.52    0.00    3.08  0.829
   3.195  0.416  8.99    1.16   -1.05    0.55    0.00   -0.50 2.651E+00

  10.589 23.826  5.75    1.11    2.63    0.52    0.00    3.16  0.830
   3.187  0.414  9.02    1.17   -0.97    0.56    0.00   -0.41 2.669E+00

  10.589 23.826  5.74    1.12    2.71    0.53    0.00    3.24  0.830
   3.179  0.413  9.05    1.18   -0.87    0.56    0.00   -0.31 2.688E+00

  10.589 23.826  5.72    1.13    2.78    0.54    0.00    3.32  0.831
   3.171  0.411  9.08    1.20   -0.78    0.57    0.00   -0.20 2.706E+00

  10.589 23.826  5.71    1.14    2.86    0.54    0.00    3.41  0.831
   3.163  0.410  9.11    1.21   -0.68    0.58    0.00   -0.10 2.725E+00

  10.589 23.826  5.69    1.15    2.94    0.55    0.00    3.50  0.832
