EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin0                                                                
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 15.047  2.34    4.35   15.89    3.05    0.25   19.20  0.821
   3.227  0.170 12.35    4.85   15.39    3.25    0.25   18.89 3.483E+01

  10.589 15.047  2.34    4.39   15.97    3.08    0.26   19.31  0.820
   3.219  0.169 12.37    4.90   15.49    3.28    0.26   19.02 3.487E+01

  10.589 15.047  2.33    4.43   16.05    3.11    0.26   19.43  0.819
   3.211  0.168 12.39    4.94   15.59    3.31    0.26   19.16 3.491E+01

  10.589 15.047  2.33    4.47   16.13    3.14    0.27   19.54  0.819
   3.203  0.168 12.41    4.99   15.68    3.35    0.27   19.30 3.495E+01

  10.589 15.047  2.32    4.51   16.21    3.17    0.27   19.65  0.818
   3.195  0.167 12.44    5.04   15.78    3.38    0.27   19.43 3.499E+01

  10.589 15.047  2.31    4.55   16.29    3.21    0.27   19.77  0.818
   3.187  0.167 12.46    5.08   15.88    3.41    0.28   19.57 3.504E+01

  10.589 15.047  2.31    4.59   16.38    3.24    0.28   19.89  0.817
   3.179  0.166 12.48    5.13   15.99    3.45    0.28   19.71 3.508E+01

  10.589 15.047  2.30    4.64   16.46    3.27    0.28   20.02  0.817
   3.171  0.165 12.50    5.18   16.09    3.48    0.28   19.86 3.512E+01

  10.589 15.047  2.30    4.68   16.54    3.30    0.29   20.13  0.816
   3.163  0.165 12.52    5.23   16.19    3.52    0.29   19.99 3.516E+01

  10.589 15.047  2.29    4.72   16.62    3.34    0.29   20.24  0.816
   3.155  0.164 12.54    5.27   16.28    3.55    0.29   20.13 3.520E+01

  10.589 15.047  2.29    4.76   16.70    3.37    0.30   20.37  0.815
   3.147  0.164 12.56    5.32   16.39    3.59    0.30   20.28 3.524E+01

  10.589 15.047  2.28    4.81   16.78    3.41    0.30   20.49  0.815
   3.139  0.163 12.58    5.37   16.48    3.63    0.30   20.42 3.529E+01

  10.589 15.047  2.27    4.85   16.85    3.44    0.31   20.59  0.814
   3.131  0.162 12.60    5.42   16.57    3.66    0.31   20.55 3.533E+01

  10.589 15.047  2.27    4.89   16.93    3.47    0.31   20.72  0.814
   3.123  0.162 12.62    5.47   16.68    3.70    0.31   20.69 3.537E+01

  10.589 15.047  2.26    4.94   17.02    3.51    0.32   20.84  0.813
   3.115  0.161 12.64    5.52   16.78    3.74    0.32   20.84 3.541E+01

  10.589 15.047  2.26    4.98   17.10    3.54    0.32   20.97  0.813
   3.107  0.161 12.66    5.58   16.89    3.78    0.32   20.99 3.545E+01

  10.589 15.047  2.25    5.03   17.20    3.58    0.33   21.10  0.812
   3.099  0.160 12.69    5.63   17.00    3.81    0.33   21.14 3.550E+01

  10.589 15.047  2.24    5.07   17.29    3.62    0.33   21.23  0.811
   3.091  0.160 12.71    5.68   17.11    3.85    0.33   21.29 3.554E+01

  10.589 15.047  2.24    5.12   17.42    3.65    0.34   21.41  0.811
   3.083  0.159 12.73    5.73   17.22    3.89    0.34   21.45 3.558E+01

  10.589 15.047  2.23    5.17   17.50    3.69    0.34   21.54  0.810
   3.075  0.158 12.75    5.79   17.32    3.93    0.35   21.60 3.563E+01

  10.589 15.047  2.23    5.21   17.59    3.73    0.35   21.67  0.810
   3.067  0.158 12.77    5.84   17.52    3.97    0.35   21.84 3.567E+01

  10.589 15.047  2.22    5.26   17.62    3.76    0.36   21.74  0.809
   3.059  0.157 12.79    5.90   17.62    4.01    0.36   21.99 3.571E+01

  10.589 15.047  2.22    5.31   17.70    3.80    0.36   21.86  0.809
   3.051  0.157 12.81    5.95   17.61    4.05    0.36   22.03 3.575E+01

  10.589 15.047  2.21    5.36   17.78    3.84    0.37   21.99  0.808
   3.043  0.156 12.83    6.01   17.72    4.10    0.37   22.18 3.580E+01

  10.589 15.047  2.20    5.41   17.86    3.88    0.37   22.12  0.807
   3.035  0.155 12.85    6.06   17.82    4.14    0.37   22.33 3.584E+01

  10.589 15.047  2.20    5.46   17.95    3.92    0.38   22.25  0.807
   3.027  0.155 12.87    6.12   17.92    4.24    0.38   22.54 3.589E+01

  10.589 15.047  2.19    5.51   18.03    3.96    0.38   22.38  0.806
   3.019  0.154 12.89    6.18   18.03    4.22    0.39   22.64 3.593E+01

  10.589 15.047  2.19    5.56   18.12    4.00    0.39   22.51  0.806
   3.011  0.154 12.91    6.24   18.14    4.27    0.39   22.79 3.597E+01

  10.589 15.047  2.18    5.61   18.26    4.04    0.40   22.69  0.805
   3.003  0.153 12.94    6.30   18.29    4.31    0.40   23.00 3.602E+01

  10.589 15.047  2.17    5.66   18.34    4.08    0.40   22.83  0.805
   2.995  0.153 12.96    6.36   18.39    4.35    0.41   23.15 3.606E+01

  10.589 15.047  2.17    5.71   18.43    4.12    0.41   22.96  0.804
   2.987  0.152 12.98    6.42   18.50    4.40    0.41   23.31 3.611E+01

  10.589 15.047  2.16    5.76   18.47    4.17    0.42   23.05  0.803
   2.979  0.151 13.00    6.48   18.56    4.44    0.42   23.43 3.615E+01

  10.589 15.047  2.16    5.82   18.55    4.21    0.42   23.18  0.803
   2.971  0.151 13.02    6.54   18.66    4.49    0.43   23.58 3.620E+01

  10.589 15.047  2.15    5.87   18.64    4.25    0.43   23.32  0.802
   2.963  0.150 13.04    6.60   18.77    4.54    0.43   23.74 3.624E+01

  10.589 15.047  2.15    5.92   18.72    4.29    0.44   23.46  0.802
   2.955  0.150 13.06    6.66   18.88    4.58    0.44   23.90 3.629E+01

  10.589 15.127  2.37    4.29   15.76    3.00    0.24   19.00  0.821
