EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin9_2nd                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.163  0.487  8.03    1.06   -3.60    0.46    0.00   -3.14 1.649E+00

  10.589 26.014  6.77    1.02    0.63    0.44    0.00    1.06  0.823
   3.155  0.485  8.06    1.07   -3.51    0.46    0.00   -3.05 1.665E+00

  10.589 26.014  6.75    1.03    0.70    0.44    0.00    1.15  0.824
   3.147  0.484  8.09    1.08   -3.41    0.47    0.00   -2.94 1.680E+00

  10.589 26.014  6.74    1.04    0.79    0.45    0.00    1.24  0.824
   3.139  0.482  8.13    1.09   -3.31    0.47    0.00   -2.84 1.695E+00

  10.589 26.014  6.72    1.05    0.87    0.45    0.00    1.32  0.824
   3.131  0.480  8.16    1.10   -3.22    0.48    0.00   -2.74 1.711E+00

  10.589 26.014  6.70    1.06    0.94    0.46    0.00    1.40  0.824
   3.123  0.478  8.19    1.11   -3.12    0.49    0.00   -2.63 1.727E+00

  10.589 26.014  6.68    1.07    1.03    0.46    0.00    1.49  0.824
   3.115  0.477  8.22    1.12   -3.02    0.49    0.00   -2.53 1.742E+00

  10.589 26.014  6.67    1.08    1.13    0.47    0.00    1.59  0.824
   3.107  0.475  8.25    1.14   -2.90    0.50    0.00   -2.40 1.758E+00

  10.589 26.014  6.65    1.09    1.21    0.47    0.00    1.68  0.824
   3.099  0.473  8.29    1.15   -2.80    0.50    0.00   -2.30 1.774E+00

  10.589 26.014  6.63    1.10    1.27    0.48    0.00    1.75  0.824
   3.091  0.471  8.32    1.16   -2.72    0.51    0.00   -2.21 1.789E+00

  10.589 26.014  6.62    1.11    1.35    0.49    0.00    1.84  0.825
   3.083  0.470  8.35    1.17   -2.62    0.52    0.00   -2.10 1.805E+00

  10.589 26.014  6.60    1.12    1.44    0.49    0.00    1.93  0.824
   3.075  0.468  8.38    1.18   -2.52    0.52    0.00   -2.00 1.821E+00

  10.589 26.014  6.58    1.13    1.51    0.50    0.00    2.01  0.824
   3.067  0.466  8.42    1.19   -2.42    0.53    0.00   -1.89 1.837E+00

  10.589 26.014  6.56    1.14    1.60    0.50    0.00    2.10  0.824
   3.059  0.465  8.45    1.21   -2.32    0.53    0.00   -1.79 1.853E+00

  10.589 26.014  6.55    1.15    1.68    0.51    0.00    2.19  0.824
   3.051  0.463  8.48    1.22   -2.22    0.54    0.00   -1.68 1.869E+00

  10.589 26.014  6.53    1.16    1.76    0.52    0.00    2.28  0.825
   3.043  0.461  8.51    1.23   -2.12    0.55    0.00   -1.57 1.885E+00

  10.589 26.014  6.51    1.18    1.85    0.52    0.00    2.37  0.825
   3.035  0.459  8.54    1.24   -2.01    0.55    0.00   -1.46 1.901E+00

  10.589 26.014  6.49    1.19    1.93    0.53    0.00    2.46  0.825
   3.027  0.458  8.58    1.26   -1.91    0.56    0.00   -1.35 1.918E+00

  10.589 26.014  6.48    1.20    2.01    0.54    0.00    2.55  0.825
   3.019  0.456  8.61    1.27   -1.81    0.57    0.00   -1.24 1.934E+00

  10.589 26.014  6.46    1.21    2.10    0.54    0.00    2.65  0.826
   3.011  0.454  8.64    1.28   -1.70    0.58    0.00   -1.13 1.950E+00

  10.589 26.014  6.44    1.22    2.18    0.55    0.00    2.73  0.823
   3.003  0.453  8.67    1.30   -1.60    0.58    0.00   -1.02 1.967E+00

  10.589 26.014  6.43    1.24    2.27    0.56    0.00    2.82  0.826
   2.995  0.451  8.70    1.31   -1.50    0.59    0.00   -0.91 1.983E+00

  10.589 26.014  6.41    1.25    2.35    0.56    0.00    2.91  0.826
   2.987  0.449  8.74    1.32   -1.40    0.60    0.00   -0.80 2.000E+00

  10.589 26.014  6.39    1.26    2.43    0.57    0.00    3.00  0.826
   2.979  0.448  8.77    1.34   -1.30    0.61    0.00   -0.69 2.016E+00

  10.589 26.014  6.37    1.27    2.51    0.58    0.00    3.09  0.826
   2.971  0.446  8.80    1.35   -1.20    0.61    0.00   -0.58 2.033E+00

  10.589 26.014  6.36    1.29    2.61    0.59    0.00    3.19  0.827
   2.963  0.444  8.83    1.36   -1.09    0.62    0.00   -0.46 2.050E+00

  10.589 26.014  6.34    1.30    2.70    0.59    0.00    3.29  0.827
   2.955  0.443  8.87    1.38   -0.99    0.63    0.00   -0.35 2.066E+00

  10.589 26.094  6.97    0.93   -0.18    0.39    0.00    0.21  0.824
   3.227  0.504  7.73    0.97   -4.51    0.42    0.00   -4.09 1.488E+00

  10.589 26.094  6.95    0.94   -0.11    0.40    0.00    0.29  0.824
   3.219  0.502  7.76    0.98   -4.41    0.42    0.00   -3.99 1.502E+00

  10.589 26.094  6.93    0.94   -0.03    0.40    0.00    0.37  0.823
   3.211  0.501  7.79    0.99   -4.31    0.43    0.00   -3.89 1.517E+00

  10.589 26.094  6.91    0.95    0.06    0.40    0.00    0.46  0.823
   3.203  0.499  7.83    1.00   -4.21    0.43    0.00   -3.78 1.532E+00

  10.589 26.094  6.90    0.96    0.14    0.41    0.00    0.55  0.823
   3.195  0.497  7.86    1.01   -4.11    0.43    0.00   -3.68 1.546E+00

  10.589 26.094  6.88    0.97    0.21    0.41    0.00    0.63  0.823
   3.187  0.495  7.89    1.02   -4.02    0.44    0.00   -3.58 1.561E+00

  10.589 26.094  6.86    0.98    0.30    0.42    0.00    0.72  0.823
   3.179  0.494  7.92    1.03   -3.91    0.44    0.00   -3.47 1.576E+00

  10.589 26.094  6.85    0.99    0.39    0.42    0.00    0.81  0.823
   3.171  0.492  7.96    1.04   -3.81    0.45    0.00   -3.36 1.591E+00

  10.589 26.094  6.83    1.00    0.45    0.43    0.00    0.88  0.823
   3.163  0.490  7.99    1.05   -3.72    0.45    0.00   -3.27 1.606E+00

  10.589 26.094  6.81    1.01    0.53    0.43    0.00    0.97  0.823
   3.155  0.488  8.02    1.06   -3.62    0.46    0.00   -3.16 1.621E+00

  10.589 26.094  6.79    1.02    0.61    0.44    0.00    1.05  0.823
   3.147  0.486  8.05    1.07   -3.53    0.46    0.00   -3.06 1.636E+00

  10.589 26.094  6.78    1.03    0.69    0.44    0.00    1.13  0.823
   3.139  0.485  8.08    1.08   -3.43    0.47    0.00   -2.96 1.652E+00

  10.589 26.094  6.76    1.04    0.74    0.45    0.00    1.19  0.823
   3.131  0.483  8.12    1.09   -3.36    0.47    0.00   -2.88 1.667E+00

  10.589 26.094  6.74    1.05    0.85    0.45    0.00    1.30  0.823
   3.123  0.481  8.15    1.10   -3.24    0.48    0.00   -2.75 1.682E+00

  10.589 26.094  6.72    1.06    0.93    0.46    0.00    1.38  0.823
   3.115  0.479  8.18    1.11   -3.14    0.49    0.00   -2.65 1.698E+00

  10.589 26.094  6.71    1.07    1.01    0.46    0.00    1.47  0.823
   3.107  0.478  8.21    1.13   -3.04    0.49    0.00   -2.55 1.713E+00

  10.589 26.094  6.69    1.08    1.09    0.47    0.00    1.56  0.823
   3.099  0.476  8.25    1.14   -2.94    0.50    0.00   -2.44 1.729E+00

  10.589 26.094  6.67    1.09    1.19    0.47    0.00    1.66  0.824
   3.091  0.474  8.28    1.15   -2.82    0.50    0.00   -2.32 1.744E+00

  10.589 26.094  6.66    1.10    1.25    0.48    0.00    1.73  0.824
   3.083  0.472  8.31    1.16   -2.74    0.51    0.00   -2.23 1.760E+00

  10.589 26.094  6.64    1.11    1.33    0.49    0.00    1.82  0.825
   3.075  0.471  8.34    1.17   -2.64    0.52    0.00   -2.12 1.776E+00

  10.589 26.094  6.62    1.12    1.42    0.49    0.00    1.91  0.824
   3.067  0.469  8.38    1.18   -2.53    0.52    0.00   -2.01 1.791E+00

  10.589 26.094  6.60    1.13    1.50    0.50    0.00    1.99  0.824
   3.059  0.467  8.41    1.20   -2.44    0.53    0.00   -1.91 1.807E+00

  10.589 26.094  6.59    1.14    1.58    0.50    0.00    2.08  0.824
   3.051  0.466  8.44    1.21   -2.34    0.53    0.00   -1.80 1.823E+00

  10.589 26.094  6.57    1.16    1.66    0.51    0.00    2.17  0.824
   3.043  0.464  8.47    1.22   -2.24    0.54    0.00   -1.69 1.839E+00

  10.589 26.094  6.55    1.17    1.75    0.52    0.00    2.26  0.825
   3.035  0.462  8.50    1.23   -2.13    0.55    0.00   -1.58 1.855E+00

  10.589 26.094  6.53    1.18    1.83    0.52    0.00    2.36  0.825
   3.027  0.460  8.54    1.25   -2.03    0.55    0.00   -1.47 1.871E+00

  10.589 26.094  6.52    1.19    1.91    0.53    0.00    2.44  0.825
   3.019  0.459  8.57    1.26   -1.93    0.56    0.00   -1.37 1.887E+00

  10.589 26.094  6.50    1.20    2.00    0.54    0.00    2.54  0.825
   3.011  0.457  8.60    1.27   -1.83    0.57    0.00   -1.26 1.903E+00

  10.589 26.094  6.48    1.21    2.08    0.54    0.00    2.62  0.825
   3.003  0.455  8.63    1.28   -1.73    0.58    0.00   -1.15 1.920E+00

  10.589 26.094  6.47    1.23    2.17    0.55    0.00    2.72  0.825
   2.995  0.454  8.67    1.30   -1.62    0.58    0.00   -1.03 1.936E+00

  10.589 26.094  6.45    1.24    2.25    0.56    0.00    2.81  0.825
   2.987  0.452  8.70    1.31   -1.52    0.59    0.00   -0.92 1.952E+00

  10.589 26.094  6.43    1.25    2.34    0.56    0.00    2.90  0.826
   2.979  0.450  8.73    1.32   -1.41    0.60    0.00   -0.81 1.969E+00

  10.589 26.094  6.41    1.26    2.42    0.57    0.00    2.99  0.826
   2.971  0.449  8.76    1.34   -1.31    0.61    0.00   -0.70 1.985E+00

  10.589 26.094  6.40    1.27    2.50    0.58    0.00    3.08  0.826
   2.963  0.447  8.79    1.35   -1.21    0.62    0.00   -0.60 2.002E+00

  10.589 26.094  6.38    1.29    2.58    0.59    0.00    3.17  0.826
   2.955  0.445  8.83    1.37   -1.11    0.62    0.00   -0.49 2.018E+00

  10.589 26.174  7.01    0.92   -0.29    0.39    0.00    0.10  0.824
   3.227  0.507  7.69    0.97   -4.63    0.41    0.00   -4.22 1.447E+00

  10.589 26.174  6.99    0.93   -0.20    0.39    0.00    0.19  0.823
   3.219  0.505  7.72    0.97   -4.53    0.42    0.00   -4.11 1.461E+00

  10.589 26.174  6.97    0.94   -0.13    0.40    0.00    0.27  0.823
   3.211  0.504  7.75    0.98   -4.43    0.42    0.00   -4.01 1.476E+00

  10.589 26.174  6.96    0.94   -0.05    0.40    0.00    0.35  0.823
   3.203  0.502  7.78    0.99   -4.34    0.43    0.00   -3.91 1.490E+00

  10.589 26.174  6.94    0.95    0.04    0.40    0.00    0.44  0.823
   3.195  0.500  7.82    1.00   -4.23    0.43    0.00   -3.80 1.505E+00

  10.589 26.174  6.92    0.96    0.12    0.41    0.00    0.53  0.823
   3.187  0.498  7.85    1.01   -4.14    0.43    0.00   -3.70 1.520E+00

  10.589 26.174  6.90    0.97    0.19    0.41    0.00    0.61  0.823
   3.179  0.496  7.88    1.02   -4.04    0.44    0.00   -3.60 1.534E+00

  10.589 26.174  6.89    0.98    0.28    0.42    0.00    0.70  0.823
   3.171  0.495  7.91    1.03   -3.94    0.44    0.00   -3.49 1.549E+00

  10.589 26.174  6.87    0.99    0.36    0.42    0.00    0.79  0.823
   3.163  0.493  7.95    1.04   -3.83    0.45    0.00   -3.38 1.564E+00

  10.589 26.174  6.85    1.00    0.43    0.43    0.00    0.86  0.823
   3.155  0.491  7.98    1.05   -3.74    0.45    0.00   -3.29 1.579E+00

  10.589 26.174  6.83    1.01    0.52    0.43    0.00    0.95  0.823
   3.147  0.489  8.01    1.06   -3.64    0.46    0.00   -3.18 1.594E+00

  10.589 26.174  6.82    1.02    0.59    0.44    0.00    1.03  0.823
   3.139  0.488  8.04    1.07   -3.55    0.46    0.00   -3.08 1.609E+00

  10.589 26.174  6.80    1.03    0.67    0.44    0.00    1.11  0.823
   3.131  0.486  8.08    1.08   -3.45    0.47    0.00   -2.98 1.624E+00

  10.589 26.174  6.78    1.04    0.72    0.45    0.00    1.17  0.823
   3.123  0.484  8.11    1.09   -3.38    0.47    0.00   -2.91 1.639E+00

  10.589 26.174  6.76    1.05    0.83    0.45    0.00    1.29  0.823
   3.115  0.482  8.14    1.10   -3.25    0.48    0.00   -2.77 1.654E+00

  10.589 26.174  6.75    1.06    0.91    0.46    0.00    1.37  0.823
   3.107  0.481  8.17    1.12   -3.16    0.49    0.00   -2.67 1.670E+00

  10.589 26.174  6.73    1.07    0.99    0.46    0.00    1.46  0.823
   3.099  0.479  8.21    1.13   -3.06    0.49    0.00   -2.56 1.685E+00

  10.589 26.174  6.71    1.08    1.07    0.47    0.00    1.54  0.823
   3.091  0.477  8.24    1.14   -2.95    0.50    0.00   -2.46 1.700E+00

  10.589 26.174  6.70    1.09    1.17    0.47    0.00    1.65  0.823
   3.083  0.475  8.27    1.15   -2.84    0.50    0.00   -2.34 1.716E+00

  10.589 26.174  6.68    1.10    1.24    0.48    0.00    1.72  0.823
   3.075  0.474  8.30    1.16   -2.75    0.51    0.00   -2.24 1.731E+00

  10.589 26.174  6.66    1.11    1.32    0.49    0.00    1.81  0.825
   3.067  0.472  8.34    1.17   -2.65    0.52    0.00   -2.14 1.747E+00

  10.589 26.174  6.64    1.12    1.40    0.49    0.00    1.90  0.825
   3.059  0.470  8.37    1.19   -2.55    0.52    0.00   -2.03 1.762E+00

  10.589 26.174  6.63    1.13    1.48    0.50    0.00    1.98  0.824
   3.051  0.468  8.40    1.20   -2.46    0.53    0.00   -1.93 1.778E+00

  10.589 26.174  6.61    1.15    1.56    0.50    0.00    2.07  0.824
   3.043  0.467  8.43    1.21   -2.36    0.53    0.00   -1.82 1.794E+00

  10.589 26.174  6.59    1.16    1.65    0.51    0.00    2.16  0.824
   3.035  0.465  8.46    1.22   -2.25    0.54    0.00   -1.71 1.810E+00

  10.589 26.174  6.57    1.17    1.73    0.52    0.00    2.25  0.824
   3.027  0.463  8.50    1.23   -2.15    0.55    0.00   -1.60 1.826E+00

  10.589 26.174  6.56    1.18    1.82    0.52    0.00    2.34  0.825
   3.019  0.462  8.53    1.25   -2.05    0.56    0.00   -1.49 1.841E+00

  10.589 26.174  6.54    1.19    1.90    0.53    0.00    2.43  0.825
   3.011  0.460  8.56    1.26   -1.94    0.56    0.00   -1.38 1.857E+00

  10.589 26.174  6.52    1.20    1.98    0.54    0.00    2.52  0.825
   3.003  0.458  8.59    1.27   -1.84    0.57    0.00   -1.27 1.873E+00

  10.589 26.174  6.50    1.22    2.06    0.54    0.00    2.61  0.825
   2.995  0.456  8.63    1.29   -1.74    0.58    0.00   -1.16 1.890E+00

  10.589 26.174  6.49    1.23    2.15    0.55    0.00    2.71  0.825
   2.987  0.455  8.66    1.30   -1.64    0.58    0.00   -1.05 1.906E+00

  10.589 26.174  6.47    1.24    2.24    0.56    0.00    2.80  0.825
   2.979  0.453  8.69    1.31   -1.53    0.59    0.00   -0.94 1.922E+00

  10.589 26.174  6.45    1.25    2.32    0.57    0.00    2.89  0.825
   2.971  0.451  8.72    1.33   -1.43    0.60    0.00   -0.83 1.938E+00

  10.589 26.174  6.43    1.26    2.41    0.57    0.00    2.98  0.826
   2.963  0.450  8.76    1.34   -1.33    0.61    0.00   -0.72 1.954E+00

  10.589 26.174  6.42    1.28    2.49    0.58    0.00    3.07  0.826
   2.955  0.448  8.79    1.36   -1.23    0.62    0.00   -0.61 1.971E+00

  10.589 26.254  7.05    0.91   -0.39    0.38    0.00   -0.00  0.824
   3.227  0.510  7.65    0.96   -4.75    0.41    0.00   -4.34 1.407E+00

  10.589 26.254  7.03    0.92   -0.31    0.39    0.00    0.08  0.823
   3.219  0.509  7.68    0.97   -4.65    0.41    0.00   -4.24 1.422E+00

  10.589 26.254  7.02    0.93   -0.23    0.39    0.00    0.17  0.823
   3.211  0.507  7.71    0.98   -4.55    0.42    0.00   -4.13 1.436E+00

  10.589 26.254  7.00    0.94   -0.14    0.40    0.00    0.26  0.823
   3.203  0.505  7.74    0.98   -4.45    0.42    0.00   -4.03 1.450E+00

  10.589 26.254  6.98    0.95   -0.07    0.40    0.00    0.33  0.823
   3.195  0.503  7.78    0.99   -4.36    0.43    0.00   -3.93 1.464E+00

  10.589 26.254  6.96    0.95    0.02    0.41    0.00    0.42  0.823
   3.187  0.501  7.81    1.00   -4.26    0.43    0.00   -3.82 1.479E+00

  10.589 26.254  6.95    0.96    0.10    0.41    0.00    0.51  0.823
   3.179  0.499  7.84    1.01   -4.16    0.43    0.00   -3.72 1.493E+00

  10.589 26.254  6.93    0.97    0.18    0.41    0.00    0.59  0.823
   3.171  0.498  7.87    1.02   -4.06    0.44    0.00   -3.62 1.508E+00

  10.589 26.254  6.91    0.98    0.25    0.42    0.00    0.67  0.823
   3.163  0.496  7.91    1.03   -3.96    0.44    0.00   -3.52 1.523E+00

  10.589 26.254  6.89    0.99    0.34    0.42    0.00    0.77  0.823
   3.155  0.494  7.94    1.04   -3.86    0.45    0.00   -3.41 1.537E+00

  10.589 26.254  6.88    1.00    0.43    0.43    0.00    0.86  0.823
   3.147  0.492  7.97    1.05   -3.75    0.45    0.00   -3.30 1.552E+00

  10.589 26.254  6.86    1.01    0.50    0.43    0.00    0.93  0.823
   3.139  0.491  8.00    1.06   -3.66    0.46    0.00   -3.20 1.567E+00

  10.589 26.254  6.84    1.02    0.58    0.44    0.00    1.01  0.823
   3.131  0.489  8.04    1.07   -3.57    0.46    0.00   -3.10 1.582E+00

  10.589 26.254  6.82    1.03    0.65    0.44    0.00    1.10  0.823
   3.123  0.487  8.07    1.08   -3.47    0.47    0.00   -3.00 1.597E+00

  10.589 26.254  6.81    1.04    0.73    0.45    0.00    1.18  0.823
   3.115  0.485  8.10    1.10   -3.37    0.47    0.00   -2.90 1.612E+00

  10.589 26.254  6.79    1.05    0.82    0.45    0.00    1.27  0.823
   3.107  0.483  8.13    1.11   -3.27    0.48    0.00   -2.79 1.627E+00

  10.589 26.254  6.77    1.06    0.90    0.46    0.00    1.35  0.823
   3.099  0.482  8.17    1.12   -3.17    0.49    0.00   -2.69 1.642E+00

  10.589 26.254  6.75    1.07    0.98    0.46    0.00    1.44  0.823
   3.091  0.480  8.20    1.13   -3.07    0.49    0.00   -2.58 1.657E+00

  10.589 26.254  6.74    1.08    1.05    0.47    0.00    1.52  0.823
   3.083  0.478  8.23    1.14   -2.98    0.50    0.00   -2.48 1.672E+00

  10.589 26.254  6.72    1.09    1.16    0.47    0.00    1.63  0.823
   3.075  0.476  8.26    1.15   -2.86    0.50    0.00   -2.35 1.688E+00

  10.589 26.254  6.70    1.10    1.22    0.48    0.00    1.70  0.823
   3.067  0.475  8.30    1.16   -2.77    0.51    0.00   -2.26 1.703E+00

  10.589 26.254  6.68    1.11    1.30    0.49    0.00    1.79  0.823
   3.059  0.473  8.33    1.17   -2.67    0.52    0.00   -2.15 1.719E+00

  10.589 26.254  6.67    1.12    1.38    0.49    0.00    1.88  0.825
   3.051  0.471  8.36    1.19   -2.57    0.52    0.00   -2.05 1.734E+00

  10.589 26.254  6.65    1.14    1.47    0.50    0.00    1.97  0.824
   3.043  0.469  8.39    1.20   -2.47    0.53    0.00   -1.94 1.750E+00

  10.589 26.254  6.63    1.15    1.55    0.50    0.00    2.05  0.824
   3.035  0.468  8.43    1.21   -2.37    0.54    0.00   -1.84 1.765E+00

  10.589 26.254  6.61    1.16    1.63    0.51    0.00    2.14  0.824
   3.027  0.466  8.46    1.22   -2.27    0.54    0.00   -1.72 1.781E+00

  10.589 26.254  6.60    1.17    1.72    0.52    0.00    2.24  0.824
   3.019  0.464  8.49    1.24   -2.16    0.55    0.00   -1.62 1.797E+00

  10.589 26.254  6.58    1.18    1.80    0.52    0.00    2.33  0.824
   3.011  0.463  8.52    1.25   -2.06    0.56    0.00   -1.51 1.812E+00

  10.589 26.254  6.56    1.19    1.88    0.53    0.00    2.42  0.824
   3.003  0.461  8.56    1.26   -1.96    0.56    0.00   -1.40 1.828E+00

  10.589 26.254  6.54    1.21    1.97    0.54    0.00    2.51  0.825
   2.995  0.459  8.59    1.28   -1.86    0.57    0.00   -1.29 1.844E+00

  10.589 26.254  6.53    1.22    2.05    0.54    0.00    2.60  0.825
   2.987  0.457  8.62    1.29   -1.76    0.58    0.00   -1.18 1.860E+00

  10.589 26.254  6.51    1.23    2.14    0.55    0.00    2.69  0.825
   2.979  0.456  8.65    1.30   -1.65    0.59    0.00   -1.06 1.876E+00

  10.589 26.254  6.49    1.24    2.22    0.56    0.00    2.78  0.825
   2.971  0.454  8.69    1.32   -1.55    0.59    0.00   -0.95 1.892E+00

  10.589 26.254  6.47    1.26    2.31    0.57    0.00    2.87  0.825
   2.963  0.452  8.72    1.33   -1.44    0.60    0.00   -0.84 1.908E+00

  10.589 26.254  6.46    1.27    2.39    0.57    0.00    2.96  0.825
   2.955  0.451  8.75    1.34   -1.34    0.61    0.00   -0.73 1.924E+00

  10.589 26.334  7.09    0.90   -0.48    0.38    0.00   -0.10  0.824
   3.227  0.513  7.60    0.95   -4.86    0.40    0.00   -4.46 1.369E+00

  10.589 26.334  7.07    0.91   -0.41    0.38    0.00   -0.02  0.823
   3.219  0.512  7.64    0.96   -4.77    0.41    0.00   -4.36 1.383E+00

  10.589 26.334  7.06    0.92   -0.33    0.39    0.00    0.06  0.823
   3.211  0.510  7.67    0.97   -4.67    0.41    0.00   -4.26 1.397E+00

  10.589 26.334  7.04    0.93   -0.25    0.39    0.00    0.15  0.823
   3.203  0.508  7.70    0.98   -4.57    0.42    0.00   -4.16 1.411E+00

  10.589 26.334  7.02    0.94   -0.16    0.40    0.00    0.23  0.823
   3.195  0.506  7.73    0.99   -4.47    0.42    0.00   -4.05 1.425E+00

  10.589 26.334  7.00    0.95   -0.08    0.40    0.00    0.32  0.823
   3.187  0.504  7.77    1.00   -4.37    0.43    0.00   -3.95 1.439E+00

  10.589 26.334  6.99    0.96   -0.00    0.41    0.00    0.40  0.823
   3.179  0.502  7.80    1.00   -4.28    0.43    0.00   -3.85 1.453E+00

  10.589 26.334  6.97    0.96    0.08    0.41    0.00    0.49  0.823
   3.171  0.501  7.83    1.01   -4.18    0.43    0.00   -3.74 1.468E+00

  10.589 26.334  6.95    0.97    0.16    0.41    0.00    0.57  0.823
   3.163  0.499  7.86    1.02   -4.08    0.44    0.00   -3.64 1.482E+00

  10.589 26.334  6.93    0.98    0.24    0.42    0.00    0.66  0.823
   3.155  0.497  7.90    1.03   -3.98    0.44    0.00   -3.54 1.497E+00

  10.589 26.334  6.92    0.99    0.32    0.42    0.00    0.75  0.823
   3.147  0.495  7.93    1.04   -3.88    0.45    0.00   -3.43 1.511E+00

  10.589 26.334  6.90    1.00    0.41    0.43    0.00    0.84  0.823
   3.139  0.493  7.96    1.05   -3.77    0.45    0.00   -3.32 1.526E+00

  10.589 26.334  6.88    1.01    0.48    0.43    0.00    0.91  0.823
   3.131  0.492  7.99    1.07   -3.69    0.46    0.00   -3.23 1.541E+00

  10.589 26.334  6.86    1.02    0.56    0.44    0.00    1.00  0.823
   3.123  0.490  8.03    1.08   -3.58    0.46    0.00   -3.12 1.555E+00

  10.589 26.334  6.85    1.03    0.64    0.44    0.00    1.08  0.822
   3.115  0.488  8.06    1.09   -3.49    0.47    0.00   -3.02 1.570E+00

  10.589 26.334  6.83    1.04    0.71    0.45    0.00    1.16  0.823
   3.107  0.486  8.09    1.10   -3.39    0.48    0.00   -2.92 1.585E+00

  10.589 26.334  6.81    1.05    0.80    0.45    0.00    1.25  0.823
   3.099  0.485  8.12    1.11   -3.29    0.48    0.00   -2.81 1.600E+00

  10.589 26.334  6.79    1.06    0.88    0.46    0.00    1.34  0.823
   3.091  0.483  8.16    1.12   -3.19    0.49    0.00   -2.70 1.615E+00

  10.589 26.334  6.78    1.07    0.96    0.46    0.00    1.42  0.823
   3.083  0.481  8.19    1.13   -3.09    0.49    0.00   -2.60 1.630E+00

  10.589 26.334  6.76    1.08    1.04    0.47    0.00    1.51  0.823
   3.075  0.479  8.22    1.14   -2.99    0.50    0.00   -2.49 1.645E+00

  10.589 26.334  6.74    1.09    1.14    0.47    0.00    1.61  0.823
   3.067  0.478  8.26    1.15   -2.87    0.50    0.00   -2.37 1.660E+00

  10.589 26.334  6.72    1.10    1.22    0.48    0.00    1.70  0.823
   3.059  0.476  8.29    1.16   -2.77    0.51    0.00   -2.26 1.676E+00

  10.589 26.334  6.71    1.11    1.29    0.49    0.00    1.77  0.823
   3.051  0.474  8.32    1.18   -2.69    0.52    0.00   -2.17 1.691E+00

  10.589 26.334  6.69    1.13    1.37    0.49    0.00    1.86  0.824
   3.043  0.472  8.35    1.19   -2.59    0.52    0.00   -2.06 1.706E+00

  10.589 26.334  6.67    1.14    1.45    0.50    0.00    1.95  0.823
