EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin1                                                                 
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 15.812  2.59    2.87   13.51    2.15    0.20   15.85  0.871
   3.227  0.187 12.11    3.19   12.39    2.28    0.20   14.87 2.553E+01

  10.589 15.812  2.58    2.89   13.58    2.17    0.20   15.95  0.871
   3.219  0.187 12.13    3.21   12.48    2.30    0.20   14.98 2.558E+01

  10.589 15.812  2.57    2.92   13.68    2.19    0.21   16.07  0.870
   3.211  0.186 12.15    3.24   12.59    2.33    0.21   15.12 2.562E+01

  10.589 15.812  2.57    2.94   13.75    2.21    0.21   16.17  0.870
   3.203  0.185 12.17    3.27   12.68    2.35    0.21   15.24 2.567E+01

  10.589 15.812  2.56    2.97   13.82    2.23    0.21   16.27  0.870
   3.195  0.185 12.20    3.30   12.77    2.37    0.21   15.36 2.571E+01

  10.589 15.812  2.55    2.99   13.88    2.25    0.22   16.35  0.869
   3.187  0.184 12.22    3.33   12.85    2.40    0.22   15.46 2.576E+01

  10.589 15.812  2.55    3.02   13.96    2.27    0.22   16.46  0.869
   3.179  0.183 12.24    3.36   12.94    2.42    0.22   15.58 2.580E+01

  10.589 15.812  2.54    3.04   14.04    2.30    0.22   16.56  0.868
   3.171  0.183 12.26    3.39   13.04    2.44    0.23   15.71 2.585E+01

  10.589 15.812  2.53    3.07   14.13    2.32    0.23   16.68  0.868
   3.163  0.182 12.28    3.41   13.14    2.47    0.23   15.84 2.589E+01

  10.589 15.812  2.53    3.09   14.19    2.34    0.23   16.77  0.868
   3.155  0.181 12.30    3.44   13.23    2.49    0.23   15.95 2.594E+01

  10.589 15.812  2.52    3.12   14.27    2.37    0.24   16.88  0.867
   3.147  0.181 12.32    3.47   13.33    2.52    0.24   16.08 2.598E+01

  10.589 15.812  2.52    3.15   14.36    2.39    0.24   16.99  0.867
   3.139  0.180 12.35    3.51   13.42    2.54    0.24   16.21 2.603E+01

  10.589 15.812  2.51    3.17   14.43    2.41    0.24   17.09  0.866
   3.131  0.179 12.37    3.54   13.52    2.57    0.25   16.33 2.607E+01

  10.589 15.812  2.50    3.20   14.51    2.44    0.25   17.19  0.866
   3.123  0.179 12.39    3.57   13.61    2.59    0.25   16.45 2.612E+01

  10.589 15.812  2.50    3.23   14.58    2.46    0.25   17.30  0.866
   3.115  0.178 12.41    3.60   13.70    2.62    0.25   16.58 2.616E+01

  10.589 15.812  2.49    3.26   14.66    2.48    0.26   17.40  0.865
   3.107  0.177 12.43    3.63   13.80    2.64    0.26   16.70 2.621E+01

  10.589 15.812  2.48    3.28   14.74    2.51    0.26   17.51  0.865
   3.099  0.177 12.45    3.66   13.89    2.67    0.26   16.83 2.625E+01

  10.589 15.812  2.48    3.31   14.81    2.53    0.27   17.61  0.864
   3.091  0.176 12.47    3.69   13.98    2.70    0.27   16.95 2.630E+01

  10.589 15.812  2.47    3.34   14.90    2.56    0.27   17.73  0.864
   3.083  0.175 12.50    3.73   14.09    2.72    0.27   17.08 2.634E+01

  10.589 15.812  2.46    3.37   14.98    2.58    0.28   17.84  0.863
   3.075  0.175 12.52    3.76   14.18    2.75    0.28   17.21 2.639E+01

  10.589 15.812  2.46    3.40   15.05    2.61    0.28   17.94  0.863
   3.067  0.174 12.54    3.79   14.27    2.78    0.28   17.33 2.644E+01

  10.589 15.812  2.45    3.43   15.13    2.64    0.28   18.05  0.863
   3.059  0.173 12.56    3.83   14.37    2.81    0.29   17.47 2.648E+01

  10.589 15.812  2.44    3.46   15.21    2.66    0.29   18.16  0.862
   3.051  0.173 12.58    3.86   14.47    2.84    0.29   17.60 2.653E+01

  10.589 15.812  2.44    3.49   15.30    2.69    0.29   18.28  0.862
   3.043  0.172 12.60    3.89   14.57    2.86    0.30   17.73 2.657E+01

  10.589 15.812  2.43    3.52   15.38    2.71    0.30   18.39  0.861
   3.035  0.172 12.62    3.93   14.67    2.89    0.30   17.87 2.662E+01

  10.589 15.812  2.43    3.55   15.46    2.74    0.30   18.50  0.861
   3.027  0.171 12.65    3.96   14.77    2.92    0.31   18.00 2.667E+01

  10.589 15.812  2.42    3.58   15.54    2.77    0.31   18.62  0.860
   3.019  0.170 12.67    4.00   14.87    2.95    0.31   18.13 2.671E+01

  10.589 15.812  2.41    3.61   15.60    2.80    0.31   18.71  0.860
   3.011  0.170 12.69    4.03   14.95    2.98    0.32   18.25 2.676E+01

  10.589 15.812  2.41    3.64   15.69    2.82    0.32   18.83  0.860
   3.003  0.169 12.71    4.07   15.05    3.01    0.32   18.39 2.681E+01

  10.589 15.812  2.40    3.67   15.77    2.85    0.33   18.95  0.859
   2.995  0.168 12.73    4.11   15.16    3.04    0.33   18.53 2.685E+01

  10.589 15.812  2.39    3.70   15.86    2.88    0.33   19.07  0.858
   2.987  0.168 12.75    4.14   15.26    3.07    0.33   18.67 2.690E+01

  10.589 15.812  2.39    3.73   15.95    2.91    0.34   19.19  0.858
   2.979  0.167 12.77    4.18   15.37    3.10    0.34   18.80 2.695E+01

  10.589 15.812  2.38    3.77   16.04    2.94    0.34   19.32  0.857
   2.971  0.167 12.80    4.22   15.48    3.13    0.34   18.95 2.700E+01

  10.589 15.812  2.37    3.80   16.13    2.97    0.35   19.44  0.857
   2.963  0.166 12.82    4.26   15.58    3.16    0.35   19.09 2.704E+01

  10.589 15.812  2.37    3.83   16.21    3.00    0.35   19.56  0.856
   2.955  0.165 12.84    4.29   15.68    3.19    0.36   19.23 2.709E+01

  10.589 15.892  2.61    2.83   13.39    2.11    0.19   15.69  0.872
