EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin2                                                                
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 17.353  3.11    2.94   12.07    1.91    0.09   14.07  0.842
   3.227  0.225 11.59    3.23   10.49    2.03    0.09   12.60 1.868E+01

  10.589 17.353  3.10    2.97   12.15    1.93    0.09   14.17  0.842
   3.219  0.224 11.61    3.26   10.58    2.05    0.09   12.72 1.871E+01

  10.589 17.353  3.09    3.00   12.23    1.95    0.09   14.27  0.841
   3.211  0.224 11.63    3.30   10.68    2.07    0.09   12.85 1.875E+01

  10.589 17.353  3.09    3.02   12.31    1.97    0.09   14.37  0.841
   3.203  0.223 11.65    3.33   10.78    2.10    0.09   12.97 1.879E+01

  10.589 17.353  3.08    3.05   12.39    2.00    0.09   14.48  0.840
   3.195  0.222 11.68    3.36   10.88    2.12    0.09   13.10 1.882E+01

  10.589 17.353  3.07    3.08   12.47    2.02    0.10   14.59  0.840
   3.187  0.221 11.70    3.39   10.98    2.14    0.10   13.23 1.886E+01

  10.589 17.353  3.06    3.11   12.55    2.04    0.10   14.69  0.840
   3.179  0.220 11.72    3.43   11.08    2.17    0.10   13.35 1.890E+01

  10.589 17.353  3.06    3.14   12.64    2.06    0.10   14.80  0.839
   3.171  0.220 11.74    3.46   11.19    2.19    0.10   13.48 1.893E+01

  10.589 17.353  3.05    3.17   12.72    2.09    0.10   14.91  0.839
   3.163  0.219 11.77    3.49   11.29    2.22    0.10   13.61 1.897E+01

  10.589 17.353  3.04    3.20   12.80    2.11    0.10   15.02  0.839
   3.155  0.218 11.79    3.53   11.39    2.24    0.10   13.74 1.901E+01

  10.589 17.353  3.03    3.22   12.88    2.13    0.11   15.12  0.838
   3.147  0.217 11.81    3.55   11.49    2.27    0.11   13.87 1.905E+01

  10.589 17.353  3.03    3.26   12.97    2.16    0.11   15.24  0.838
   3.139  0.216 11.84    3.60   11.60    2.29    0.11   14.00 1.908E+01

  10.589 17.353  3.02    3.30   13.06    2.18    0.11   15.35  0.837
   3.131  0.216 11.86    3.64   11.70    2.32    0.11   14.13 1.912E+01

  10.589 17.353  3.01    3.33   13.14    2.21    0.11   15.46  0.837
   3.123  0.215 11.88    3.67   11.80    2.35    0.11   14.26 1.916E+01

  10.589 17.353  3.00    3.36   13.22    2.23    0.12   15.57  0.837
   3.115  0.214 11.90    3.71   11.91    2.37    0.12   14.40 1.919E+01

  10.589 17.353  2.99    3.39   13.31    2.26    0.12   15.68  0.836
   3.107  0.213 11.93    3.75   12.01    2.40    0.12   14.53 1.923E+01

  10.589 17.353  2.99    3.43   13.38    2.28    0.12   15.79  0.836
   3.099  0.213 11.95    3.78   12.11    2.43    0.12   14.66 1.927E+01

  10.589 17.353  2.98    3.46   13.47    2.31    0.12   15.90  0.835
   3.091  0.212 11.97    3.82   12.21    2.46    0.12   14.79 1.931E+01

  10.589 17.353  2.97    3.49   13.56    2.34    0.12   16.02  0.835
   3.083  0.211 11.99    3.86   12.32    2.48    0.13   14.93 1.934E+01

  10.589 17.353  2.96    3.53   13.65    2.36    0.13   16.14  0.834
   3.075  0.210 12.02    3.90   12.43    2.51    0.13   15.07 1.938E+01

  10.589 17.353  2.96    3.56   13.73    2.39    0.13   16.25  0.834
   3.067  0.209 12.04    3.94   12.54    2.54    0.13   15.21 1.942E+01

  10.589 17.353  2.95    3.60   13.82    2.42    0.13   16.36  0.834
   3.059  0.209 12.06    3.98   12.64    2.57    0.13   15.34 1.946E+01

  10.589 17.353  2.94    3.63   13.90    2.44    0.13   16.48  0.833
   3.051  0.208 12.09    4.02   12.74    2.60    0.14   15.48 1.949E+01

  10.589 17.353  2.93    3.67   13.99    2.47    0.14   16.60  0.833
   3.043  0.207 12.11    4.06   12.85    2.63    0.14   15.62 1.953E+01

  10.589 17.353  2.93    3.70   14.09    2.50    0.14   16.73  0.832
   3.035  0.206 12.13    4.10   12.96    2.66    0.14   15.76 1.957E+01

  10.589 17.353  2.92    3.74   14.17    2.53    0.14   16.84  0.832
   3.027  0.206 12.15    4.14   13.06    2.69    0.14   15.89 1.961E+01

  10.589 17.353  2.91    3.78   14.24    2.56    0.15   16.95  0.831
   3.019  0.205 12.18    4.18   13.16    2.72    0.15   16.03 1.964E+01

  10.589 17.353  2.90    3.81   14.34    2.59    0.15   17.07  0.831
   3.011  0.204 12.20    4.22   13.27    2.75    0.15   16.17 1.968E+01

  10.589 17.353  2.89    3.85   14.43    2.62    0.15   17.19  0.830
   3.003  0.203 12.22    4.27   13.38    2.78    0.15   16.32 1.972E+01

  10.589 17.353  2.89    3.89   14.51    2.65    0.15   17.31  0.830
   2.995  0.203 12.24    4.31   13.49    2.82    0.15   16.46 1.976E+01

  10.589 17.353  2.88    3.93   14.60    2.68    0.16   17.43  0.829
   2.987  0.202 12.27    4.35   13.59    2.85    0.16   16.60 1.979E+01

  10.589 17.353  2.87    3.97   14.69    2.71    0.16   17.55  0.829
   2.979  0.201 12.29    4.40   13.70    2.88    0.16   16.74 1.983E+01

  10.589 17.353  2.86    4.00   14.77    2.74    0.16   17.67  0.828
   2.971  0.200 12.31    4.44   13.81    2.91    0.16   16.89 1.987E+01

  10.589 17.353  2.86    4.04   14.86    2.77    0.17   17.80  0.828
   2.963  0.200 12.34    4.49   13.92    2.95    0.17   17.03 1.991E+01

  10.589 17.353  2.85    4.08   14.95    2.80    0.17   17.92  0.827
   2.955  0.199 12.36    4.53   14.02    2.98    0.17   17.17 1.995E+01

  10.589 17.433  3.14    2.90   11.94    1.88    0.08   13.90  0.842
