EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin11_1st                                                            
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
  10.589 28.049  7.71    0.85   -1.25    0.40    0.00   -0.86  0.916
   3.099  0.548  7.23    0.90   -5.42    0.43    0.00   -5.00 5.459E-01

  10.589 28.049  7.69    0.86   -1.17    0.40    0.00   -0.77  0.916
   3.091  0.546  7.26    0.91   -5.32    0.43    0.00   -4.89 5.527E-01

  10.589 28.049  7.67    0.87   -1.09    0.40    0.00   -0.69  0.916
   3.083  0.544  7.30    0.91   -5.22    0.43    0.00   -4.79 5.595E-01

  10.589 28.049  7.65    0.87   -1.01    0.41    0.00   -0.60  0.917
   3.075  0.542  7.33    0.92   -5.12    0.44    0.00   -4.68 5.664E-01

  10.589 28.049  7.63    0.88   -0.93    0.41    0.00   -0.52  0.917
   3.067  0.540  7.37    0.93   -5.03    0.44    0.00   -4.58 5.733E-01

  10.589 28.049  7.61    0.89   -0.85    0.42    0.00   -0.43  0.917
   3.059  0.538  7.40    0.94   -4.93    0.45    0.00   -4.48 5.803E-01

  10.589 28.049  7.59    0.90   -0.77    0.42    0.00   -0.35  0.917
   3.051  0.536  7.44    0.95   -4.83    0.45    0.00   -4.38 5.873E-01

  10.589 28.049  7.57    0.91   -0.67    0.43    0.00   -0.24  0.920
   3.043  0.535  7.47    0.96   -4.71    0.46    0.00   -4.25 5.943E-01

  10.589 28.049  7.55    0.92   -0.60    0.43    0.00   -0.16  0.919
   3.035  0.533  7.51    0.97   -4.62    0.46    0.00   -4.15 6.014E-01

  10.589 28.049  7.53    0.92   -0.50    0.43    0.00   -0.06  0.917
   3.027  0.531  7.54    0.97   -4.50    0.47    0.00   -4.03 6.085E-01

  10.589 28.049  7.51    0.93   -0.42    0.44    0.00    0.02  0.919
   3.019  0.529  7.58    0.99   -4.40    0.47    0.00   -3.93 6.157E-01

  10.589 28.049  7.49    0.94   -0.34    0.45    0.00    0.10  0.919
   3.011  0.527  7.61    1.00   -4.31    0.48    0.00   -3.83 6.229E-01

  10.589 28.049  7.47    0.95   -0.26    0.45    0.00    0.19  0.920
   3.003  0.525  7.65    1.01   -4.21    0.48    0.00   -3.72 6.301E-01

  10.589 28.049  7.45    0.96   -0.17    0.46    0.00    0.28  0.920
   2.995  0.523  7.68    1.02   -4.10    0.49    0.00   -3.61 6.374E-01

  10.589 28.049  7.43    0.97   -0.09    0.46    0.00    0.37  0.920
   2.987  0.521  7.72    1.03   -4.00    0.50    0.00   -3.50 6.447E-01

  10.589 28.049  7.41    0.98   -0.01    0.47    0.00    0.46  0.921
   2.979  0.519  7.75    1.04   -3.90    0.50    0.00   -3.39 6.521E-01

  10.589 28.049  7.39    0.99    0.08    0.47    0.00    0.55  0.922
   2.971  0.517  7.79    1.05   -3.80    0.51    0.00   -3.29 6.595E-01

  10.589 28.049  7.37    1.00    0.16    0.48    0.00    0.64  0.922
   2.963  0.515  7.82    1.06   -3.69    0.51    0.00   -3.18 6.670E-01

  10.589 28.129  8.07    0.73   -2.65    0.34    0.00   -2.31  0.911
   3.227  0.584  6.62    0.77   -7.13    0.37    0.00   -6.76 4.295E-01

  10.589 28.129  8.05    0.74   -2.57    0.34    0.00   -2.23  0.911
   3.219  0.582  6.66    0.78   -7.03    0.37    0.00   -6.66 4.354E-01

  10.589 28.129  8.03    0.75   -2.49    0.35    0.00   -2.15  0.912
   3.211  0.580  6.69    0.79   -6.94    0.37    0.00   -6.57 4.414E-01

  10.589 28.129  8.01    0.75   -2.41    0.35    0.00   -2.06  0.912
   3.203  0.578  6.73    0.79   -6.84    0.37    0.00   -6.46 4.475E-01

  10.589 28.129  7.99    0.76   -2.33    0.35    0.00   -1.98  0.911
   3.195  0.576  6.76    0.80   -6.74    0.38    0.00   -6.36 4.536E-01

  10.589 28.129  7.97    0.77   -2.25    0.35    0.00   -1.90  0.912
   3.187  0.574  6.80    0.81   -6.64    0.38    0.00   -6.26 4.598E-01

  10.589 28.129  7.95    0.77   -2.17    0.36    0.00   -1.81  0.914
   3.179  0.572  6.83    0.81   -6.54    0.39    0.00   -6.15 4.659E-01

  10.589 28.129  7.93    0.78   -2.09    0.36    0.00   -1.73  0.913
   3.171  0.570  6.87    0.82   -6.44    0.39    0.00   -6.05 4.722E-01

  10.589 28.129  7.91    0.79   -2.01    0.36    0.00   -1.64  0.912
   3.163  0.568  6.90    0.83   -6.34    0.39    0.00   -5.95 4.785E-01

  10.589 28.129  7.89    0.79   -1.93    0.37    0.00   -1.56  0.913
   3.155  0.566  6.94    0.84   -6.25    0.39    0.00   -5.85 4.848E-01

  10.589 28.129  7.87    0.80   -1.84    0.37    0.00   -1.47  0.914
   3.147  0.564  6.97    0.84   -6.14    0.40    0.00   -5.74 4.911E-01

  10.589 28.129  7.85    0.81   -1.76    0.37    0.00   -1.39  0.914
   3.139  0.562  7.01    0.85   -6.04    0.40    0.00   -5.64 4.976E-01

  10.589 28.129  7.83    0.81   -1.68    0.38    0.00   -1.30  0.914
   3.131  0.560  7.04    0.86   -5.94    0.41    0.00   -5.53 5.040E-01

  10.589 28.129  7.81    0.82   -1.60    0.38    0.00   -1.22  0.915
   3.123  0.558  7.08    0.87   -5.84    0.41    0.00   -5.43 5.105E-01

  10.589 28.129  7.79    0.83   -1.52    0.38    0.00   -1.13  0.915
   3.115  0.556  7.11    0.87   -5.74    0.41    0.00   -5.33 5.171E-01

  10.589 28.129  7.77    0.84   -1.43    0.39    0.00   -1.04  0.915
   3.107  0.554  7.15    0.88   -5.64    0.42    0.00   -5.22 5.236E-01

  10.589 28.129  7.75    0.84   -1.35    0.39    0.00   -0.96  0.915
   3.099  0.552  7.18    0.89   -5.54    0.42    0.00   -5.11 5.303E-01

  10.589 28.129  7.73    0.85   -1.27    0.40    0.00   -0.87  0.917
   3.091  0.549  7.22    0.90   -5.44    0.43    0.00   -5.01 5.369E-01

  10.589 28.129  7.71    0.86   -1.18    0.40    0.00   -0.78  0.916
   3.083  0.547  7.25    0.91   -5.34    0.43    0.00   -4.90 5.436E-01

  10.589 28.129  7.69    0.87   -1.10    0.40    0.00   -0.70  0.916
   3.075  0.545  7.29    0.92   -5.24    0.43    0.00   -4.80 5.504E-01

  10.589 28.129  7.67    0.88   -1.02    0.41    0.00   -0.61  0.917
   3.067  0.543  7.32    0.93   -5.13    0.44    0.00   -4.69 5.572E-01

  10.589 28.129  7.65    0.88   -0.94    0.41    0.00   -0.53  0.917
   3.059  0.541  7.36    0.93   -5.04    0.44    0.00   -4.59 5.640E-01

  10.589 28.129  7.63    0.89   -0.86    0.42    0.00   -0.44  0.917
   3.051  0.540  7.39    0.94   -4.94    0.45    0.00   -4.49 5.709E-01

  10.589 28.129  7.61    0.90   -0.77    0.42    0.00   -0.35  0.917
   3.043  0.538  7.43    0.95   -4.83    0.45    0.00   -4.37 5.779E-01

  10.589 28.129  7.59    0.91   -0.68    0.43    0.00   -0.26  0.919
   3.035  0.536  7.46    0.96   -4.72    0.46    0.00   -4.26 5.848E-01

  10.589 28.129  7.57    0.92   -0.61    0.43    0.00   -0.17  0.919
   3.027  0.534  7.50    0.97   -4.63    0.46    0.00   -4.16 5.918E-01

  10.589 28.129  7.55    0.93   -0.52    0.44    0.00   -0.08  0.918
   3.019  0.532  7.53    0.98   -4.52    0.47    0.00   -4.05 5.989E-01

  10.589 28.129  7.53    0.94   -0.43    0.44    0.00    0.01  0.919
   3.011  0.530  7.57    0.99   -4.41    0.47    0.00   -3.94 6.060E-01

  10.589 28.129  7.51    0.94   -0.35    0.45    0.00    0.09  0.919
   3.003  0.528  7.60    1.00   -4.32    0.48    0.00   -3.84 6.131E-01

  10.589 28.129  7.49    0.95   -0.27    0.45    0.00    0.18  0.920
   2.995  0.526  7.64    1.01   -4.22    0.49    0.00   -3.73 6.203E-01

  10.589 28.129  7.47    0.96   -0.18    0.46    0.00    0.27  0.920
   2.987  0.524  7.67    1.02   -4.11    0.49    0.00   -3.62 6.275E-01

  10.589 28.129  7.45    0.97   -0.10    0.46    0.00    0.36  0.920
   2.979  0.522  7.71    1.03   -4.01    0.50    0.00   -3.51 6.348E-01

  10.589 28.129  7.43    0.98   -0.02    0.47    0.00    0.45  0.921
   2.971  0.520  7.74    1.04   -3.91    0.50    0.00   -3.41 6.421E-01

  10.589 28.129  7.41    0.99    0.07    0.47    0.00    0.54  0.922
   2.963  0.518  7.78    1.05   -3.80    0.51    0.00   -3.29 6.494E-01

  10.589 28.209  8.12    0.73   -2.75    0.34    0.00   -2.41  0.911
   3.227  0.588  6.58    0.77   -7.25    0.36    0.00   -6.88 4.159E-01

  10.589 28.209  8.10    0.74   -2.67    0.34    0.00   -2.33  0.911
   3.219  0.585  6.61    0.78   -7.15    0.37    0.00   -6.78 4.218E-01

  10.589 28.209  8.08    0.74   -2.59    0.34    0.00   -2.24  0.911
   3.211  0.583  6.65    0.78   -7.05    0.37    0.00   -6.68 4.277E-01

  10.589 28.209  8.06    0.75   -2.51    0.35    0.00   -2.16  0.912
   3.203  0.581  6.68    0.79   -6.95    0.37    0.00   -6.58 4.336E-01

  10.589 28.209  8.04    0.75   -2.43    0.35    0.00   -2.08  0.912
   3.195  0.579  6.72    0.80   -6.85    0.38    0.00   -6.48 4.396E-01

  10.589 28.209  8.02    0.76   -2.35    0.35    0.00   -1.99  0.911
   3.187  0.577  6.75    0.80   -6.75    0.38    0.00   -6.38 4.456E-01

  10.589 28.209  8.00    0.77   -2.27    0.35    0.00   -1.91  0.912
   3.179  0.575  6.79    0.81   -6.66    0.38    0.00   -6.28 4.517E-01

  10.589 28.209  7.98    0.77   -2.19    0.36    0.00   -1.83  0.914
   3.171  0.573  6.82    0.82   -6.56    0.39    0.00   -6.17 4.578E-01

  10.589 28.209  7.96    0.78   -2.10    0.36    0.00   -1.74  0.913
   3.163  0.571  6.86    0.82   -6.45    0.39    0.00   -6.06 4.640E-01

  10.589 28.209  7.94    0.79   -2.02    0.36    0.00   -1.65  0.912
   3.155  0.569  6.90    0.83   -6.35    0.39    0.00   -5.96 4.702E-01

  10.589 28.209  7.92    0.79   -1.94    0.37    0.00   -1.57  0.913
   3.147  0.567  6.93    0.84   -6.26    0.40    0.00   -5.86 4.765E-01

  10.589 28.209  7.90    0.80   -1.86    0.37    0.00   -1.49  0.914
   3.139  0.565  6.97    0.85   -6.16    0.40    0.00   -5.76 4.828E-01

  10.589 28.209  7.88    0.81   -1.78    0.37    0.00   -1.40  0.914
   3.131  0.563  7.00    0.85   -6.06    0.40    0.00   -5.65 4.891E-01

  10.589 28.209  7.86    0.82   -1.70    0.38    0.00   -1.32  0.914
   3.123  0.561  7.04    0.86   -5.96    0.41    0.00   -5.55 4.955E-01

  10.589 28.209  7.84    0.82   -1.61    0.38    0.00   -1.23  0.915
   3.115  0.559  7.07    0.87   -5.85    0.41    0.00   -5.44 5.020E-01

  10.589 28.209  7.81    0.83   -1.53    0.39    0.00   -1.14  0.914
   3.107  0.557  7.11    0.88   -5.76    0.41    0.00   -5.34 5.084E-01

  10.589 28.209  7.79    0.84   -1.44    0.39    0.00   -1.05  0.915
   3.099  0.555  7.14    0.88   -5.65    0.42    0.00   -5.23 5.149E-01

  10.589 28.209  7.77    0.85   -1.36    0.39    0.00   -0.97  0.915
   3.091  0.553  7.18    0.89   -5.55    0.42    0.00   -5.13 5.215E-01

  10.589 28.209  7.75    0.85   -1.28    0.40    0.00   -0.88  0.917
   3.083  0.551  7.21    0.90   -5.45    0.43    0.00   -5.02 5.281E-01

  10.589 28.209  7.73    0.86   -1.20    0.40    0.00   -0.79  0.916
   3.075  0.549  7.25    0.91   -5.35    0.43    0.00   -4.92 5.348E-01

  10.589 28.209  7.71    0.87   -1.11    0.41    0.00   -0.70  0.916
   3.067  0.547  7.28    0.92   -5.24    0.44    0.00   -4.81 5.415E-01

  10.589 28.209  7.69    0.88   -1.03    0.41    0.00   -0.62  0.917
   3.059  0.545  7.32    0.93   -5.14    0.44    0.00   -4.70 5.482E-01

  10.589 28.209  7.67    0.89   -0.95    0.41    0.00   -0.54  0.918
   3.051  0.543  7.35    0.94   -5.05    0.45    0.00   -4.60 5.550E-01

  10.589 28.209  7.65    0.89   -0.87    0.42    0.00   -0.45  0.917
   3.043  0.541  7.39    0.94   -4.95    0.45    0.00   -4.50 5.618E-01

  10.589 28.209  7.63    0.90   -0.78    0.42    0.00   -0.36  0.917
   3.035  0.539  7.42    0.95   -4.84    0.45    0.00   -4.39 5.686E-01

  10.589 28.209  7.61    0.91   -0.70    0.43    0.00   -0.27  0.919
   3.027  0.537  7.46    0.96   -4.74    0.46    0.00   -4.27 5.755E-01

  10.589 28.209  7.59    0.92   -0.62    0.43    0.00   -0.18  0.919
   3.019  0.535  7.49    0.97   -4.64    0.47    0.00   -4.17 5.825E-01

  10.589 28.209  7.57    0.93   -0.53    0.44    0.00   -0.09  0.918
   3.011  0.533  7.53    0.98   -4.54    0.47    0.00   -4.06 5.895E-01

  10.589 28.209  7.55    0.94   -0.44    0.44    0.00    0.01  0.919
   3.003  0.531  7.56    0.99   -4.42    0.48    0.00   -3.95 5.965E-01

  10.589 28.209  7.53    0.95   -0.36    0.45    0.00    0.08  0.920
   2.995  0.529  7.60    1.00   -4.33    0.48    0.00   -3.85 6.036E-01

  10.589 28.209  7.51    0.96   -0.28    0.45    0.00    0.17  0.920
   2.987  0.527  7.63    1.01   -4.23    0.49    0.00   -3.74 6.107E-01

  10.589 28.209  7.49    0.97   -0.19    0.46    0.00    0.27  0.920
   2.979  0.525  7.67    1.02   -4.12    0.49    0.00   -3.63 6.179E-01

  10.589 28.209  7.47    0.97   -0.11    0.46    0.00    0.36  0.920
   2.971  0.523  7.70    1.03   -4.02    0.50    0.00   -3.52 6.251E-01

  10.589 28.209  7.45    0.98   -0.03    0.47    0.00    0.44  0.921
   2.963  0.521  7.74    1.04   -3.92    0.50    0.00   -3.41 6.323E-01

  10.589 28.289  8.16    0.73   -2.85    0.34    0.00   -2.51  0.910
   3.227  0.591  6.53    0.76   -7.37    0.36    0.00   -7.00 4.027E-01

  10.589 28.289  8.14    0.73   -2.76    0.34    0.00   -2.42  0.911
   3.219  0.589  6.57    0.77   -7.26    0.36    0.00   -6.90 4.084E-01

  10.589 28.289  8.12    0.74   -2.68    0.34    0.00   -2.34  0.910
   3.211  0.587  6.60    0.78   -7.16    0.37    0.00   -6.80 4.142E-01

  10.589 28.289  8.10    0.74   -2.60    0.34    0.00   -2.25  0.911
   3.203  0.584  6.64    0.78   -7.06    0.37    0.00   -6.69 4.201E-01

  10.589 28.289  8.08    0.75   -2.52    0.35    0.00   -2.18  0.912
   3.195  0.582  6.67    0.79   -6.97    0.37    0.00   -6.59 4.260E-01

  10.589 28.289  8.06    0.76   -2.44    0.35    0.00   -2.09  0.912
   3.187  0.580  6.71    0.80   -6.87    0.38    0.00   -6.49 4.319E-01

  10.589 28.289  8.04    0.76   -2.36    0.35    0.00   -2.01  0.911
   3.179  0.578  6.75    0.80   -6.77    0.38    0.00   -6.39 4.379E-01

  10.589 28.289  8.02    0.77   -2.28    0.36    0.00   -1.93  0.911
   3.171  0.576  6.78    0.81   -6.68    0.38    0.00   -6.29 4.439E-01

  10.589 28.289  8.00    0.78   -2.20    0.36    0.00   -1.84  0.913
   3.163  0.574  6.82    0.82   -6.57    0.39    0.00   -6.19 4.499E-01

  10.589 28.289  7.98    0.78   -2.12    0.36    0.00   -1.75  0.913
   3.155  0.572  6.85    0.82   -6.47    0.39    0.00   -6.08 4.560E-01

  10.589 28.289  7.96    0.79   -2.03    0.36    0.00   -1.67  0.912
   3.147  0.570  6.89    0.83   -6.37    0.39    0.00   -5.98 4.622E-01

  10.589 28.289  7.94    0.80   -1.96    0.37    0.00   -1.59  0.913
   3.139  0.568  6.92    0.84   -6.27    0.40    0.00   -5.88 4.684E-01

  10.589 28.289  7.92    0.80   -1.88    0.37    0.00   -1.50  0.914
   3.131  0.566  6.96    0.85   -6.17    0.40    0.00   -5.77 4.746E-01

  10.589 28.289  7.90    0.81   -1.79    0.38    0.00   -1.41  0.914
   3.123  0.564  6.99    0.85   -6.07    0.40    0.00   -5.67 4.809E-01

  10.589 28.289  7.88    0.82   -1.71    0.38    0.00   -1.33  0.914
   3.115  0.562  7.03    0.86   -5.97    0.41    0.00   -5.56 4.872E-01

  10.589 28.289  7.86    0.83   -1.62    0.38    0.00   -1.24  0.915
   3.107  0.560  7.06    0.87   -5.87    0.41    0.00   -5.45 4.936E-01

  10.589 28.289  7.84    0.83   -1.54    0.39    0.00   -1.16  0.914
   3.099  0.558  7.10    0.88   -5.77    0.42    0.00   -5.35 5.000E-01

  10.589 28.289  7.82    0.84   -1.46    0.39    0.00   -1.07  0.915
   3.091  0.556  7.13    0.89   -5.66    0.42    0.00   -5.24 5.064E-01

  10.589 28.289  7.80    0.85   -1.37    0.39    0.00   -0.98  0.915
   3.083  0.554  7.17    0.89   -5.56    0.42    0.00   -5.14 5.129E-01

  10.589 28.289  7.78    0.86   -1.29    0.40    0.00   -0.89  0.917
   3.075  0.552  7.20    0.90   -5.46    0.43    0.00   -5.03 5.195E-01

  10.589 28.289  7.76    0.86   -1.21    0.40    0.00   -0.81  0.915
   3.067  0.550  7.24    0.91   -5.36    0.43    0.00   -4.93 5.261E-01

  10.589 28.289  7.74    0.87   -1.12    0.41    0.00   -0.72  0.916
   3.059  0.548  7.27    0.92   -5.26    0.44    0.00   -4.82 5.327E-01

  10.589 28.289  7.72    0.88   -1.04    0.41    0.00   -0.63  0.916
   3.051  0.546  7.31    0.93   -5.15    0.44    0.00   -4.71 5.394E-01

  10.589 28.289  7.70    0.89   -0.96    0.42    0.00   -0.55  0.918
   3.043  0.544  7.34    0.94   -5.06    0.45    0.00   -4.61 5.461E-01

  10.589 28.289  7.68    0.89   -0.88    0.42    0.00   -0.46  0.917
   3.035  0.542  7.38    0.94   -4.96    0.45    0.00   -4.51 5.528E-01

  10.589 28.289  7.66    0.90   -0.80    0.42    0.00   -0.37  0.917
   3.027  0.540  7.41    0.96   -4.86    0.46    0.00   -4.40 5.596E-01

  10.589 28.289  7.64    0.91   -0.72    0.43    0.00   -0.29  0.917
   3.019  0.538  7.45    0.97   -4.76    0.46    0.00   -4.30 5.665E-01

  10.589 28.289  7.62    0.92   -0.62    0.43    0.00   -0.18  0.919
   3.011  0.536  7.49    0.97   -4.64    0.47    0.00   -4.17 5.733E-01

  10.589 28.289  7.60    0.93   -0.54    0.44    0.00   -0.10  0.918
   3.003  0.534  7.52    0.98   -4.55    0.47    0.00   -4.07 5.803E-01

  10.589 28.289  7.58    0.94   -0.45    0.44    0.00   -0.00  0.918
   2.995  0.532  7.56    0.99   -4.43    0.48    0.00   -3.95 5.872E-01

  10.589 28.289  7.55    0.95   -0.37    0.45    0.00    0.08  0.920
   2.987  0.530  7.59    1.00   -4.34    0.48    0.00   -3.85 5.942E-01

  10.589 28.289  7.53    0.96   -0.29    0.45    0.00    0.17  0.919
   2.979  0.528  7.63    1.01   -4.24    0.49    0.00   -3.75 6.013E-01

  10.589 28.289  7.51    0.97   -0.20    0.46    0.00    0.26  0.920
   2.971  0.526  7.66    1.02   -4.13    0.49    0.00   -3.64 6.084E-01

  10.589 28.289  7.49    0.98   -0.12    0.46    0.00    0.35  0.921
   2.963  0.524  7.70    1.03   -4.03    0.50    0.00   -3.52 6.155E-01

  10.589 28.369  8.21    0.72   -2.95    0.33    0.00   -2.61  0.910
   3.227  0.594  6.49    0.76   -7.49    0.36    0.00   -7.13 3.898E-01

  10.589 28.369  8.19    0.73   -2.87    0.34    0.00   -2.53  0.910
   3.219  0.592  6.52    0.77   -7.39    0.36    0.00   -7.02 3.955E-01

  10.589 28.369  8.17    0.73   -2.78    0.34    0.00   -2.44  0.911
   3.211  0.590  6.56    0.77   -7.28    0.37    0.00   -6.92 4.011E-01

  10.589 28.369  8.15    0.74   -2.70    0.34    0.00   -2.36  0.910
   3.203  0.588  6.59    0.78   -7.18    0.37    0.00   -6.81 4.069E-01

  10.589 28.369  8.13    0.74   -2.62    0.34    0.00   -2.27  0.910
   3.195  0.586  6.63    0.78   -7.08    0.37    0.00   -6.71 4.126E-01

  10.589 28.369  8.11    0.75   -2.54    0.35    0.00   -2.19  0.912
   3.187  0.584  6.67    0.79   -6.98    0.37    0.00   -6.61 4.185E-01

  10.589 28.369  8.09    0.76   -2.45    0.35    0.00   -2.10  0.912
   3.179  0.581  6.70    0.80   -6.88    0.38    0.00   -6.51 4.243E-01

  10.589 28.369  8.06    0.76   -2.38    0.35    0.00   -2.02  0.911
   3.171  0.579  6.74    0.81   -6.79    0.38    0.00   -6.40 4.302E-01

  10.589 28.369  8.04    0.77   -2.29    0.36    0.00   -1.94  0.911
   3.163  0.577  6.77    0.81   -6.69    0.38    0.00   -6.30 4.362E-01

  10.589 28.369  8.02    0.78   -2.22    0.36    0.00   -1.86  0.912
   3.155  0.575  6.81    0.82   -6.59    0.39    0.00   -6.20 4.422E-01

  10.589 28.369  8.00    0.78   -2.13    0.36    0.00   -1.77  0.913
   3.147  0.573  6.84    0.83   -6.48    0.39    0.00   -6.09 4.482E-01

  10.589 28.369  7.98    0.79   -2.05    0.37    0.00   -1.68  0.912
   3.139  0.571  6.88    0.83   -6.38    0.39    0.00   -5.99 4.543E-01

  10.589 28.369  7.96    0.80   -1.97    0.37    0.00   -1.60  0.913
   3.131  0.569  6.91    0.84   -6.29    0.40    0.00   -5.89 4.604E-01

  10.589 28.369  7.94    0.81   -1.89    0.37    0.00   -1.52  0.914
   3.123  0.567  6.95    0.85   -6.19    0.40    0.00   -5.79 4.666E-01

  10.589 28.369  7.92    0.81   -1.80    0.38    0.00   -1.43  0.913
   3.115  0.565  6.98    0.86   -6.08    0.40    0.00   -5.68 4.728E-01

  10.589 28.369  7.90    0.82   -1.72    0.38    0.00   -1.34  0.914
   3.107  0.563  7.02    0.86   -5.98    0.41    0.00   -5.58 4.791E-01

  10.589 28.369  7.88    0.83   -1.64    0.38    0.00   -1.25  0.915
   3.099  0.561  7.05    0.87   -5.88    0.41    0.00   -5.47 4.854E-01

  10.589 28.369  7.86    0.83   -1.56    0.39    0.00   -1.17  0.915
   3.091  0.559  7.09    0.88   -5.78    0.42    0.00   -5.36 4.917E-01

  10.589 28.369  7.84    0.84   -1.47    0.39    0.00   -1.08  0.914
   3.083  0.557  7.12    0.89   -5.68    0.42    0.00   -5.25 4.981E-01

  10.589 28.369  7.82    0.85   -1.39    0.39    0.00   -0.99  0.915
   3.075  0.555  7.16    0.90   -5.58    0.42    0.00   -5.15 5.046E-01

  10.589 28.369  7.80    0.86   -1.30    0.40    0.00   -0.90  0.917
   3.067  0.553  7.20    0.91   -5.47    0.43    0.00   -5.04 5.110E-01

  10.589 28.369  7.78    0.87   -1.22    0.40    0.00   -0.82  0.916
   3.059  0.551  7.23    0.91   -5.37    0.43    0.00   -4.94 5.176E-01

  10.589 28.369  7.76    0.87   -1.14    0.41    0.00   -0.73  0.916
   3.051  0.549  7.27    0.92   -5.27    0.44    0.00   -4.83 5.241E-01

  10.589 28.369  7.74    0.88   -1.05    0.41    0.00   -0.64  0.916
   3.043  0.547  7.30    0.93   -5.17    0.44    0.00   -4.73 5.307E-01

