EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin11_2nd                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   2.995  0.526  7.64    1.05   -4.57    0.44    0.00   -4.13 1.008E+00

  10.589 28.136  7.48    1.01   -0.22    0.42    0.00    0.21  0.818
   2.987  0.524  7.67    1.06   -4.47    0.45    0.00   -4.02 1.019E+00

  10.589 28.136  7.46    1.02   -0.13    0.43    0.00    0.30  0.818
   2.979  0.522  7.71    1.07   -4.36    0.46    0.00   -3.91 1.031E+00

  10.589 28.136  7.44    1.03   -0.05    0.43    0.00    0.39  0.818
   2.971  0.520  7.74    1.08   -4.26    0.46    0.00   -3.80 1.043E+00

  10.589 28.136  7.42    1.04    0.04    0.44    0.00    0.48  0.818
   2.963  0.518  7.78    1.09   -4.16    0.47    0.00   -3.69 1.055E+00

  10.589 28.136  7.40    1.05    0.13    0.44    0.00    0.57  0.818
   2.955  0.516  7.81    1.10   -4.05    0.47    0.00   -3.58 1.067E+00

  10.589 28.216  8.12    0.76   -2.79    0.32    0.00   -2.47  0.836
   3.227  0.588  6.57    0.79   -7.62    0.34    0.00   -7.28 6.778E-01

  10.589 28.216  8.10    0.77   -2.70    0.32    0.00   -2.37  0.835
   3.219  0.586  6.61    0.80   -7.51    0.34    0.00   -7.16 6.873E-01

  10.589 28.216  8.08    0.77   -2.62    0.33    0.00   -2.29  0.834
   3.211  0.584  6.65    0.81   -7.41    0.35    0.00   -7.06 6.968E-01

  10.589 28.216  8.06    0.78   -2.55    0.33    0.00   -2.22  0.833
   3.203  0.582  6.68    0.82   -7.32    0.35    0.00   -6.97 7.064E-01

  10.589 28.216  8.04    0.79   -2.47    0.33    0.00   -2.14  0.829
   3.195  0.579  6.72    0.82   -7.22    0.35    0.00   -6.88 7.161E-01

  10.589 28.216  8.02    0.79   -2.38    0.33    0.00   -2.05  0.827
   3.187  0.577  6.75    0.83   -7.12    0.35    0.00   -6.77 7.258E-01

  10.589 28.216  8.00    0.80   -2.30    0.34    0.00   -1.97  0.830
   3.179  0.575  6.79    0.84   -7.02    0.36    0.00   -6.66 7.356E-01

  10.589 28.216  7.98    0.81   -2.21    0.34    0.00   -1.88  0.829
   3.171  0.573  6.82    0.84   -6.91    0.36    0.00   -6.56 7.455E-01

  10.589 28.216  7.96    0.81   -2.14    0.34    0.00   -1.80  0.828
   3.163  0.571  6.86    0.85   -6.82    0.36    0.00   -6.46 7.555E-01

  10.589 28.216  7.94    0.82   -2.06    0.34    0.00   -1.72  0.827
   3.155  0.569  6.89    0.86   -6.72    0.36    0.00   -6.36 7.655E-01

  10.589 28.216  7.92    0.83   -1.98    0.35    0.00   -1.63  0.826
   3.147  0.567  6.93    0.87   -6.62    0.37    0.00   -6.26 7.756E-01

  10.589 28.216  7.90    0.84   -1.89    0.35    0.00   -1.55  0.825
   3.139  0.565  6.96    0.88   -6.52    0.37    0.00   -6.15 7.858E-01

  10.589 28.216  7.88    0.84   -1.82    0.35    0.00   -1.47  0.824
   3.131  0.563  7.00    0.88   -6.43    0.37    0.00   -6.05 7.960E-01

  10.589 28.216  7.86    0.85   -1.73    0.35    0.00   -1.38  0.824
   3.123  0.561  7.03    0.89   -6.32    0.38    0.00   -5.95 8.063E-01

  10.589 28.216  7.84    0.86   -1.65    0.36    0.00   -1.29  0.823
   3.115  0.559  7.07    0.90   -6.22    0.38    0.00   -5.84 8.167E-01

  10.589 28.216  7.82    0.87   -1.57    0.36    0.00   -1.21  0.823
   3.107  0.557  7.10    0.91   -6.12    0.38    0.00   -5.74 8.272E-01

  10.589 28.216  7.80    0.88   -1.49    0.36    0.00   -1.12  0.822
   3.099  0.555  7.14    0.92   -6.02    0.39    0.00   -5.64 8.377E-01

  10.589 28.216  7.78    0.88   -1.41    0.37    0.00   -1.04  0.822
   3.091  0.553  7.17    0.93   -5.92    0.39    0.00   -5.53 8.483E-01

  10.589 28.216  7.76    0.89   -1.32    0.37    0.00   -0.95  0.821
   3.083  0.551  7.21    0.94   -5.82    0.39    0.00   -5.43 8.589E-01

  10.589 28.216  7.74    0.90   -1.24    0.37    0.00   -0.87  0.821
   3.075  0.549  7.24    0.94   -5.72    0.40    0.00   -5.32 8.697E-01

  10.589 28.216  7.72    0.91   -1.16    0.38    0.00   -0.78  0.821
   3.067  0.547  7.28    0.95   -5.62    0.40    0.00   -5.21 8.805E-01

  10.589 28.216  7.70    0.92   -1.07    0.38    0.00   -0.69  0.820
   3.059  0.545  7.31    0.96   -5.51    0.41    0.00   -5.10 8.913E-01

  10.589 28.216  7.68    0.93   -0.98    0.39    0.00   -0.60  0.820
   3.051  0.543  7.35    0.97   -5.40    0.41    0.00   -4.99 9.023E-01

  10.589 28.216  7.66    0.94   -0.90    0.39    0.00   -0.51  0.820
   3.043  0.541  7.38    0.98   -5.30    0.41    0.00   -4.89 9.133E-01

  10.589 28.216  7.64    0.94   -0.82    0.39    0.00   -0.43  0.819
   3.035  0.539  7.42    0.99   -5.20    0.42    0.00   -4.79 9.244E-01

  10.589 28.216  7.62    0.95   -0.74    0.40    0.00   -0.34  0.819
   3.027  0.537  7.45    1.00   -5.10    0.42    0.00   -4.68 9.355E-01

  10.589 28.216  7.60    0.96   -0.64    0.40    0.00   -0.24  0.819
   3.019  0.535  7.49    1.01   -4.99    0.43    0.00   -4.56 9.467E-01

  10.589 28.216  7.58    0.97   -0.56    0.41    0.00   -0.16  0.818
   3.011  0.533  7.52    1.02   -4.89    0.43    0.00   -4.46 9.580E-01

  10.589 28.216  7.56    0.98   -0.48    0.41    0.00   -0.07  0.818
   3.003  0.531  7.56    1.03   -4.79    0.44    0.00   -4.35 9.693E-01

  10.589 28.216  7.54    0.99   -0.40    0.42    0.00    0.02  0.818
   2.995  0.529  7.59    1.04   -4.69    0.44    0.00   -4.25 9.808E-01

  10.589 28.216  7.52    1.00   -0.31    0.42    0.00    0.11  0.818
   2.987  0.527  7.63    1.05   -4.58    0.45    0.00   -4.14 9.922E-01

  10.589 28.216  7.50    1.01   -0.23    0.42    0.00    0.20  0.818
   2.979  0.525  7.66    1.06   -4.48    0.45    0.00   -4.03 1.004E+00

  10.589 28.216  7.48    1.02   -0.14    0.43    0.00    0.29  0.818
   2.971  0.523  7.70    1.07   -4.38    0.46    0.00   -3.92 1.015E+00

  10.589 28.216  7.46    1.03   -0.05    0.43    0.00    0.38  0.818
   2.963  0.521  7.73    1.08   -4.26    0.46    0.00   -3.80 1.027E+00

  10.589 28.216  7.44    1.04    0.03    0.44    0.00    0.47  0.817
   2.955  0.519  7.77    1.10   -4.16    0.47    0.00   -3.70 1.039E+00

  10.589 28.296  8.17    0.75   -2.89    0.32    0.00   -2.57  0.838
   3.227  0.591  6.53    0.79   -7.73    0.34    0.00   -7.39 6.564E-01

  10.589 28.296  8.15    0.76   -2.81    0.32    0.00   -2.48  0.837
   3.219  0.589  6.56    0.80   -7.64    0.34    0.00   -7.29 6.657E-01

  10.589 28.296  8.13    0.77   -2.71    0.32    0.00   -2.39  0.835
   3.211  0.587  6.60    0.80   -7.52    0.34    0.00   -7.18 6.750E-01

  10.589 28.296  8.11    0.77   -2.63    0.33    0.00   -2.31  0.834
   3.203  0.585  6.64    0.81   -7.43    0.35    0.00   -7.08 6.845E-01

  10.589 28.296  8.09    0.78   -2.56    0.33    0.00   -2.24  0.833
   3.195  0.583  6.67    0.82   -7.34    0.35    0.00   -6.99 6.940E-01

  10.589 28.296  8.06    0.79   -2.48    0.33    0.00   -2.15  0.832
   3.187  0.581  6.71    0.82   -7.24    0.35    0.00   -6.89 7.035E-01

  10.589 28.296  8.04    0.79   -2.40    0.33    0.00   -2.06  0.827
   3.179  0.579  6.74    0.83   -7.13    0.35    0.00   -6.78 7.132E-01

  10.589 28.296  8.02    0.80   -2.32    0.34    0.00   -1.98  0.830
   3.171  0.576  6.78    0.84   -7.03    0.36    0.00   -6.68 7.229E-01

  10.589 28.296  8.00    0.81   -2.23    0.34    0.00   -1.89  0.829
   3.163  0.574  6.81    0.85   -6.93    0.36    0.00   -6.57 7.327E-01

  10.589 28.296  7.98    0.82   -2.15    0.34    0.00   -1.81  0.828
   3.155  0.572  6.85    0.85   -6.83    0.36    0.00   -6.47 7.425E-01

  10.589 28.296  7.96    0.82   -2.07    0.34    0.00   -1.73  0.827
   3.147  0.570  6.88    0.86   -6.74    0.37    0.00   -6.37 7.525E-01

  10.589 28.296  7.94    0.83   -1.99    0.35    0.00   -1.65  0.826
   3.139  0.568  6.92    0.87   -6.64    0.37    0.00   -6.27 7.625E-01

  10.589 28.296  7.92    0.84   -1.91    0.35    0.00   -1.56  0.825
   3.131  0.566  6.95    0.88   -6.53    0.37    0.00   -6.16 7.725E-01

  10.589 28.296  7.90    0.85   -1.83    0.35    0.00   -1.48  0.824
   3.123  0.564  6.99    0.89   -6.44    0.37    0.00   -6.07 7.827E-01

  10.589 28.296  7.88    0.85   -1.75    0.36    0.00   -1.39  0.824
   3.115  0.562  7.02    0.89   -6.34    0.38    0.00   -5.96 7.929E-01

  10.589 28.296  7.86    0.86   -1.67    0.36    0.00   -1.31  0.823
   3.107  0.560  7.06    0.90   -6.24    0.38    0.00   -5.86 8.031E-01

  10.589 28.296  7.84    0.87   -1.59    0.36    0.00   -1.22  0.822
   3.099  0.558  7.09    0.91   -6.14    0.38    0.00   -5.75 8.135E-01

  10.589 28.296  7.82    0.88   -1.51    0.37    0.00   -1.14  0.822
   3.091  0.556  7.13    0.92   -6.04    0.39    0.00   -5.65 8.239E-01

  10.589 28.296  7.80    0.89   -1.42    0.37    0.00   -1.05  0.821
   3.083  0.554  7.16    0.93   -5.94    0.39    0.00   -5.55 8.344E-01

  10.589 28.296  7.78    0.89   -1.34    0.37    0.00   -0.97  0.821
   3.075  0.552  7.20    0.94   -5.83    0.39    0.00   -5.44 8.450E-01

  10.589 28.296  7.76    0.90   -1.26    0.38    0.00   -0.88  0.821
   3.067  0.550  7.23    0.95   -5.73    0.40    0.00   -5.33 8.556E-01

  10.589 28.296  7.74    0.91   -1.17    0.38    0.00   -0.79  0.821
   3.059  0.548  7.27    0.96   -5.63    0.40    0.00   -5.23 8.663E-01

  10.589 28.296  7.72    0.92   -1.08    0.38    0.00   -0.70  0.820
   3.051  0.546  7.31    0.96   -5.52    0.41    0.00   -5.11 8.770E-01

  10.589 28.296  7.70    0.93   -0.99    0.39    0.00   -0.61  0.820
   3.043  0.544  7.34    0.97   -5.42    0.41    0.00   -5.01 8.879E-01

  10.589 28.296  7.68    0.93   -0.91    0.39    0.00   -0.52  0.819
   3.035  0.542  7.38    0.98   -5.31    0.41    0.00   -4.90 8.988E-01

  10.589 28.296  7.66    0.95   -0.83    0.39    0.00   -0.44  0.819
   3.027  0.540  7.41    0.99   -5.21    0.42    0.00   -4.79 9.097E-01

  10.589 28.296  7.64    0.96   -0.75    0.40    0.00   -0.35  0.819
   3.019  0.538  7.45    1.00   -5.11    0.42    0.00   -4.69 9.208E-01

  10.589 28.296  7.62    0.97   -0.66    0.40    0.00   -0.25  0.818
   3.011  0.536  7.48    1.01   -5.00    0.43    0.00   -4.58 9.319E-01

  10.589 28.296  7.60    0.97   -0.57    0.41    0.00   -0.16  0.818
   3.003  0.534  7.52    1.02   -4.90    0.43    0.00   -4.47 9.431E-01

  10.589 28.296  7.58    0.98   -0.49    0.41    0.00   -0.08  0.818
   2.995  0.532  7.55    1.03   -4.80    0.44    0.00   -4.36 9.543E-01

  10.589 28.296  7.56    0.99   -0.41    0.42    0.00    0.01  0.818
   2.987  0.530  7.59    1.04   -4.70    0.44    0.00   -4.25 9.656E-01

  10.589 28.296  7.54    1.00   -0.32    0.42    0.00    0.10  0.818
   2.979  0.528  7.62    1.05   -4.59    0.45    0.00   -4.15 9.770E-01

  10.589 28.296  7.52    1.01   -0.24    0.43    0.00    0.19  0.818
   2.971  0.526  7.66    1.07   -4.49    0.45    0.00   -4.04 9.884E-01

  10.589 28.296  7.50    1.02   -0.15    0.43    0.00    0.28  0.817
   2.963  0.524  7.69    1.08   -4.39    0.46    0.00   -3.93 1.000E+00

  10.589 28.296  7.48    1.03   -0.06    0.44    0.00    0.38  0.817
   2.955  0.522  7.73    1.09   -4.27    0.46    0.00   -3.81 1.012E+00

  10.589 28.376  8.21    0.75   -2.99    0.32    0.00   -2.67  0.840
   3.227  0.594  6.48    0.78   -7.85    0.34    0.00   -7.51 6.356E-01

  10.589 28.376  8.19    0.76   -2.90    0.32    0.00   -2.58  0.838
   3.219  0.592  6.52    0.79   -7.75    0.34    0.00   -7.41 6.447E-01

  10.589 28.376  8.17    0.76   -2.82    0.32    0.00   -2.50  0.837
   3.211  0.590  6.56    0.80   -7.65    0.34    0.00   -7.30 6.538E-01

  10.589 28.376  8.15    0.77   -2.73    0.33    0.00   -2.40  0.835
   3.203  0.588  6.59    0.80   -7.54    0.35    0.00   -7.19 6.631E-01

  10.589 28.376  8.13    0.78   -2.65    0.33    0.00   -2.32  0.834
   3.195  0.586  6.63    0.81   -7.44    0.35    0.00   -7.09 6.724E-01

  10.589 28.376  8.11    0.78   -2.58    0.33    0.00   -2.25  0.833
   3.187  0.584  6.66    0.82   -7.35    0.35    0.00   -7.00 6.818E-01

  10.589 28.376  8.09    0.79   -2.50    0.33    0.00   -2.17  0.832
   3.179  0.582  6.70    0.83   -7.25    0.35    0.00   -6.90 6.913E-01

  10.589 28.376  8.07    0.80   -2.41    0.33    0.00   -2.08  0.827
   3.171  0.580  6.73    0.83   -7.15    0.35    0.00   -6.80 7.008E-01

  10.589 28.376  8.05    0.80   -2.33    0.34    0.00   -1.99  0.830
   3.163  0.578  6.77    0.84   -7.05    0.36    0.00   -6.69 7.104E-01

  10.589 28.376  8.03    0.81   -2.25    0.34    0.00   -1.91  0.829
   3.155  0.575  6.80    0.85   -6.95    0.36    0.00   -6.59 7.201E-01

  10.589 28.376  8.01    0.82   -2.17    0.34    0.00   -1.83  0.828
   3.147  0.573  6.84    0.86   -6.85    0.36    0.00   -6.49 7.299E-01

  10.589 28.376  7.99    0.82   -2.09    0.34    0.00   -1.74  0.827
   3.139  0.571  6.87    0.86   -6.75    0.37    0.00   -6.39 7.397E-01

  10.589 28.376  7.97    0.83   -2.01    0.35    0.00   -1.66  0.826
   3.131  0.569  6.91    0.87   -6.65    0.37    0.00   -6.28 7.496E-01

  10.589 28.376  7.95    0.84   -1.92    0.35    0.00   -1.57  0.825
   3.123  0.567  6.94    0.88   -6.55    0.37    0.00   -6.17 7.596E-01

  10.589 28.376  7.93    0.85   -1.85    0.35    0.00   -1.49  0.824
   3.115  0.565  6.98    0.89   -6.45    0.37    0.00   -6.08 7.696E-01

  10.589 28.376  7.91    0.86   -1.76    0.36    0.00   -1.41  0.824
   3.107  0.563  7.01    0.90   -6.35    0.38    0.00   -5.97 7.797E-01

  10.589 28.376  7.89    0.86   -1.68    0.36    0.00   -1.32  0.823
   3.099  0.561  7.05    0.90   -6.25    0.38    0.00   -5.87 7.899E-01

  10.589 28.376  7.87    0.87   -1.60    0.36    0.00   -1.23  0.822
   3.091  0.559  7.09    0.91   -6.15    0.38    0.00   -5.76 8.001E-01

  10.589 28.376  7.84    0.88   -1.52    0.37    0.00   -1.15  0.822
   3.083  0.557  7.12    0.92   -6.05    0.39    0.00   -5.66 8.104E-01

  10.589 28.376  7.82    0.89   -1.43    0.37    0.00   -1.06  0.821
   3.075  0.555  7.16    0.93   -5.95    0.39    0.00   -5.56 8.208E-01

  10.589 28.376  7.80    0.90   -1.35    0.37    0.00   -0.98  0.821
   3.067  0.553  7.19    0.94   -5.85    0.40    0.00   -5.45 8.313E-01

