EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin9_2nd                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.211  0.531  7.37    0.86   -5.71    0.35    0.00   -5.36 9.231E-01

  10.589 26.894  7.34    0.83   -1.26    0.33    0.00   -0.92  0.791
   3.203  0.529  7.40    0.87   -5.61    0.35    0.00   -5.26 9.338E-01

  10.589 26.894  7.32    0.83   -1.18    0.34    0.00   -0.84  0.791
   3.195  0.527  7.44    0.87   -5.52    0.36    0.00   -5.16 9.447E-01

  10.589 26.894  7.30    0.84   -1.11    0.34    0.00   -0.76  0.791
   3.187  0.526  7.47    0.88   -5.43    0.36    0.00   -5.07 9.556E-01

  10.589 26.894  7.28    0.85   -1.02    0.34    0.00   -0.68  0.791
   3.179  0.524  7.50    0.89   -5.33    0.37    0.00   -4.96 9.666E-01

  10.589 26.894  7.26    0.85   -0.95    0.35    0.00   -0.60  0.791
   3.171  0.522  7.54    0.90   -5.24    0.37    0.00   -4.87 9.776E-01

  10.589 26.894  7.25    0.86   -0.87    0.35    0.00   -0.52  0.792
   3.163  0.520  7.57    0.90   -5.14    0.37    0.00   -4.77 9.887E-01

  10.589 26.894  7.23    0.87   -0.79    0.35    0.00   -0.44  0.792
   3.155  0.518  7.60    0.91   -5.05    0.38    0.00   -4.67 9.999E-01

  10.589 26.894  7.21    0.88   -0.72    0.36    0.00   -0.36  0.792
   3.147  0.516  7.64    0.92   -4.95    0.38    0.00   -4.57 1.011E+00

  10.589 26.894  7.19    0.88   -0.64    0.36    0.00   -0.28  0.793
   3.139  0.514  7.67    0.93   -4.86    0.38    0.00   -4.47 1.022E+00

  10.589 26.894  7.17    0.89   -0.56    0.37    0.00   -0.19  0.793
   3.131  0.512  7.70    0.94   -4.76    0.39    0.00   -4.37 1.034E+00

  10.589 26.894  7.15    0.90   -0.47    0.37    0.00   -0.10  0.794
   3.123  0.511  7.74    0.94   -4.66    0.39    0.00   -4.27 1.045E+00

  10.589 26.894  7.14    0.91   -0.40    0.37    0.00   -0.02  0.794
   3.115  0.509  7.77    0.95   -4.56    0.40    0.00   -4.17 1.057E+00

  10.589 26.894  7.12    0.91   -0.31    0.38    0.00    0.06  0.794
   3.107  0.507  7.80    0.96   -4.47    0.40    0.00   -4.06 1.068E+00

  10.589 26.894  7.10    0.92   -0.24    0.38    0.00    0.15  0.795
   3.099  0.505  7.84    0.97   -4.37    0.40    0.00   -3.96 1.080E+00

  10.589 26.894  7.08    0.93   -0.15    0.39    0.00    0.23  0.795
   3.091  0.503  7.87    0.98   -4.27    0.41    0.00   -3.86 1.091E+00

  10.589 26.894  7.06    0.94   -0.08    0.39    0.00    0.31  0.796
   3.083  0.501  7.90    0.99   -4.18    0.41    0.00   -3.76 1.103E+00

  10.589 26.894  7.04    0.95    0.01    0.40    0.00    0.41  0.796
   3.075  0.500  7.94    1.00   -4.07    0.42    0.00   -3.65 1.115E+00

  10.589 26.894  7.03    0.96    0.10    0.40    0.00    0.50  0.797
   3.067  0.498  7.97    1.01   -3.97    0.42    0.00   -3.54 1.127E+00

  10.589 26.894  7.01    0.96    0.16    0.40    0.00    0.57  0.797
   3.059  0.496  8.00    1.01   -3.88    0.43    0.00   -3.45 1.139E+00

  10.589 26.894  6.99    0.97    0.24    0.41    0.00    0.65  0.798
   3.051  0.494  8.04    1.02   -3.79    0.43    0.00   -3.35 1.151E+00

  10.589 26.894  6.97    0.98    0.32    0.41    0.00    0.73  0.798
   3.043  0.492  8.07    1.03   -3.69    0.44    0.00   -3.25 1.163E+00

  10.589 26.894  6.95    0.99    0.40    0.42    0.00    0.82  0.799
   3.035  0.490  8.10    1.04   -3.60    0.44    0.00   -3.15 1.175E+00

  10.589 26.894  6.93    1.00    0.48    0.42    0.00    0.91  0.799
   3.027  0.489  8.14    1.05   -3.49    0.45    0.00   -3.04 1.187E+00

  10.589 26.894  6.92    1.01    0.56    0.43    0.00    0.99  0.800
   3.019  0.487  8.17    1.06   -3.39    0.45    0.00   -2.94 1.199E+00

  10.589 26.894  6.90    1.02    0.64    0.43    0.00    1.08  0.800
   3.011  0.485  8.20    1.07   -3.29    0.46    0.00   -2.83 1.211E+00

  10.589 26.894  6.88    1.03    0.73    0.44    0.00    1.17  0.801
   3.003  0.483  8.24    1.08   -3.19    0.47    0.00   -2.73 1.224E+00

  10.589 26.894  6.86    1.04    0.82    0.44    0.00    1.27  0.802
   2.995  0.481  8.27    1.09   -3.08    0.47    0.00   -2.61 1.236E+00

  10.589 26.894  6.84    1.05    0.89    0.45    0.00    1.34  0.802
   2.987  0.480  8.30    1.10   -3.00    0.48    0.00   -2.52 1.249E+00

  10.589 26.894  6.82    1.06    0.97    0.46    0.00    1.43  0.804
   2.979  0.478  8.34    1.11   -2.90    0.48    0.00   -2.41 1.261E+00

  10.589 26.894  6.81    1.07    1.06    0.46    0.00    1.52  0.804
   2.971  0.476  8.37    1.13   -2.79    0.49    0.00   -2.30 1.274E+00

  10.589 26.894  6.79    1.08    1.14    0.47    0.00    1.60  0.804
   2.963  0.474  8.40    1.14   -2.70    0.49    0.00   -2.20 1.286E+00

  10.589 26.894  6.77    1.09    1.22    0.47    0.00    1.69  0.805
   2.955  0.472  8.44    1.15   -2.60    0.50    0.00   -2.09 1.299E+00

  10.589 26.974  7.43    0.80   -1.59    0.32    0.00   -1.27  0.790
   3.227  0.538  7.26    0.84   -6.02    0.34    0.00   -5.67 8.750E-01

  10.589 26.974  7.42    0.81   -1.51    0.33    0.00   -1.19  0.790
   3.219  0.536  7.29    0.85   -5.92    0.35    0.00   -5.57 8.855E-01

  10.589 26.974  7.40    0.81   -1.43    0.33    0.00   -1.10  0.790
   3.211  0.534  7.33    0.85   -5.82    0.35    0.00   -5.47 8.960E-01

  10.589 26.974  7.38    0.82   -1.35    0.33    0.00   -1.02  0.790
   3.203  0.532  7.36    0.86   -5.73    0.35    0.00   -5.37 9.066E-01

  10.589 26.974  7.36    0.83   -1.27    0.34    0.00   -0.94  0.790
   3.195  0.531  7.39    0.87   -5.63    0.35    0.00   -5.28 9.172E-01

  10.589 26.974  7.34    0.83   -1.20    0.34    0.00   -0.86  0.790
   3.187  0.529  7.43    0.88   -5.54    0.36    0.00   -5.18 9.280E-01

  10.589 26.974  7.32    0.84   -1.12    0.34    0.00   -0.78  0.791
   3.179  0.527  7.46    0.88   -5.45    0.36    0.00   -5.08 9.388E-01

  10.589 26.974  7.31    0.85   -1.04    0.34    0.00   -0.69  0.791
   3.171  0.525  7.49    0.89   -5.34    0.37    0.00   -4.98 9.496E-01

  10.589 26.974  7.29    0.86   -0.96    0.35    0.00   -0.61  0.791
   3.163  0.523  7.53    0.90   -5.25    0.37    0.00   -4.88 9.605E-01

  10.589 26.974  7.27    0.86   -0.89    0.35    0.00   -0.53  0.791
   3.155  0.521  7.56    0.91   -5.16    0.37    0.00   -4.78 9.715E-01

  10.589 26.974  7.25    0.87   -0.81    0.36    0.00   -0.46  0.792
   3.147  0.519  7.60    0.91   -5.07    0.38    0.00   -4.69 9.826E-01

  10.589 26.974  7.23    0.88   -0.73    0.36    0.00   -0.37  0.792
   3.139  0.517  7.63    0.92   -4.97    0.38    0.00   -4.59 9.937E-01

  10.589 26.974  7.21    0.89   -0.65    0.36    0.00   -0.29  0.792
   3.131  0.515  7.66    0.93   -4.87    0.38    0.00   -4.49 1.005E+00

  10.589 26.974  7.20    0.89   -0.57    0.37    0.00   -0.21  0.793
   3.123  0.514  7.70    0.94   -4.78    0.39    0.00   -4.39 1.016E+00

  10.589 26.974  7.18    0.90   -0.49    0.37    0.00   -0.12  0.793
   3.115  0.512  7.73    0.95   -4.68    0.39    0.00   -4.28 1.027E+00

  10.589 26.974  7.16    0.91   -0.41    0.37    0.00   -0.04  0.794
   3.107  0.510  7.76    0.95   -4.58    0.40    0.00   -4.19 1.039E+00

  10.589 26.974  7.14    0.92   -0.33    0.38    0.00    0.04  0.794
   3.099  0.508  7.80    0.96   -4.49    0.40    0.00   -4.08 1.050E+00

  10.589 26.974  7.12    0.93   -0.25    0.38    0.00    0.13  0.794
   3.091  0.506  7.83    0.97   -4.38    0.41    0.00   -3.98 1.062E+00

  10.589 26.974  7.10    0.93   -0.17    0.39    0.00    0.22  0.795
   3.083  0.504  7.86    0.98   -4.29    0.41    0.00   -3.87 1.073E+00

  10.589 26.974  7.08    0.94   -0.09    0.39    0.00    0.30  0.795
   3.075  0.502  7.90    0.99   -4.19    0.41    0.00   -3.77 1.085E+00

  10.589 26.974  7.07    0.95   -0.00    0.40    0.00    0.39  0.796
   3.067  0.501  7.93    1.00   -4.09    0.42    0.00   -3.67 1.096E+00

  10.589 26.974  7.05    0.96    0.08    0.40    0.00    0.48  0.796
   3.059  0.499  7.96    1.01   -3.98    0.42    0.00   -3.56 1.108E+00

  10.589 26.974  7.03    0.97    0.15    0.40    0.00    0.55  0.797
   3.051  0.497  8.00    1.02   -3.90    0.43    0.00   -3.47 1.120E+00

  10.589 26.974  7.01    0.98    0.23    0.41    0.00    0.64  0.797
   3.043  0.495  8.03    1.03   -3.80    0.43    0.00   -3.37 1.132E+00

  10.589 26.974  6.99    0.98    0.31    0.41    0.00    0.72  0.798
   3.035  0.493  8.06    1.04   -3.71    0.44    0.00   -3.27 1.144E+00

  10.589 26.974  6.97    0.99    0.38    0.42    0.00    0.80  0.798
   3.027  0.491  8.10    1.05   -3.61    0.44    0.00   -3.16 1.156E+00

  10.589 26.974  6.96    1.00    0.47    0.42    0.00    0.89  0.799
   3.019  0.490  8.13    1.06   -3.51    0.45    0.00   -3.06 1.168E+00

  10.589 26.974  6.94    1.01    0.55    0.43    0.00    0.98  0.799
   3.011  0.488  8.16    1.07   -3.41    0.45    0.00   -2.95 1.180E+00

  10.589 26.974  6.92    1.02    0.63    0.43    0.00    1.07  0.800
   3.003  0.486  8.20    1.08   -3.31    0.46    0.00   -2.85 1.192E+00

  10.589 26.974  6.90    1.03    0.71    0.44    0.00    1.15  0.801
   2.995  0.484  8.23    1.08   -3.21    0.47    0.00   -2.74 1.204E+00

  10.589 26.974  6.88    1.04    0.81    0.45    0.00    1.26  0.801
   2.987  0.482  8.26    1.10   -3.09    0.47    0.00   -2.62 1.217E+00

  10.589 26.974  6.86    1.05    0.88    0.45    0.00    1.33  0.802
   2.979  0.481  8.30    1.11   -3.01    0.48    0.00   -2.53 1.229E+00

  10.589 26.974  6.85    1.06    0.96    0.46    0.00    1.42  0.804
   2.971  0.479  8.33    1.12   -2.91    0.48    0.00   -2.42 1.241E+00

  10.589 26.974  6.83    1.07    1.05    0.46    0.00    1.51  0.803
   2.963  0.477  8.36    1.13   -2.80    0.49    0.00   -2.31 1.254E+00

  10.589 26.974  6.81    1.08    1.12    0.47    0.00    1.59  0.804
   2.955  0.475  8.40    1.14   -2.71    0.50    0.00   -2.21 1.266E+00

  10.589 27.054  7.48    0.80   -1.68    0.32    0.00   -1.36  0.789
   3.227  0.541  7.22    0.83   -6.13    0.34    0.00   -5.79 8.489E-01

  10.589 27.054  7.46    0.80   -1.61    0.32    0.00   -1.29  0.789
   3.219  0.539  7.25    0.84   -6.04    0.34    0.00   -5.69 8.592E-01

  10.589 27.054  7.44    0.81   -1.53    0.33    0.00   -1.20  0.789
   3.211  0.537  7.28    0.85   -5.94    0.35    0.00   -5.59 8.696E-01

  10.589 27.054  7.42    0.82   -1.45    0.33    0.00   -1.12  0.789
   3.203  0.536  7.32    0.85   -5.84    0.35    0.00   -5.49 8.800E-01

  10.589 27.054  7.40    0.82   -1.37    0.33    0.00   -1.04  0.789
   3.195  0.534  7.35    0.86   -5.74    0.35    0.00   -5.39 8.905E-01

  10.589 27.054  7.39    0.83   -1.29    0.34    0.00   -0.96  0.790
   3.187  0.532  7.39    0.87   -5.65    0.36    0.00   -5.29 9.010E-01

  10.589 27.054  7.37    0.84   -1.22    0.34    0.00   -0.88  0.790
   3.179  0.530  7.42    0.88   -5.56    0.36    0.00   -5.20 9.116E-01

  10.589 27.054  7.35    0.84   -1.14    0.34    0.00   -0.80  0.790
   3.171  0.528  7.45    0.88   -5.46    0.36    0.00   -5.10 9.223E-01

  10.589 27.054  7.33    0.85   -1.06    0.35    0.00   -0.72  0.790
   3.163  0.526  7.49    0.89   -5.37    0.37    0.00   -5.00 9.330E-01

  10.589 27.054  7.31    0.86   -0.98    0.35    0.00   -0.63  0.791
   3.155  0.524  7.52    0.90   -5.27    0.37    0.00   -4.90 9.438E-01

  10.589 27.054  7.29    0.87   -0.90    0.35    0.00   -0.55  0.791
   3.147  0.522  7.55    0.91   -5.18    0.37    0.00   -4.80 9.547E-01

  10.589 27.054  7.27    0.87   -0.83    0.36    0.00   -0.47  0.791
   3.139  0.520  7.59    0.92   -5.08    0.38    0.00   -4.70 9.656E-01

  10.589 27.054  7.26    0.88   -0.75    0.36    0.00   -0.39  0.792
   3.131  0.518  7.62    0.92   -4.98    0.38    0.00   -4.60 9.766E-01

  10.589 27.054  7.24    0.89   -0.67    0.36    0.00   -0.31  0.792
   3.123  0.517  7.65    0.93   -4.89    0.38    0.00   -4.50 9.877E-01

  10.589 27.054  7.22    0.90   -0.59    0.37    0.00   -0.22  0.792
   3.115  0.515  7.69    0.94   -4.79    0.39    0.00   -4.40 9.988E-01

  10.589 27.054  7.20    0.90   -0.51    0.37    0.00   -0.13  0.793
   3.107  0.513  7.72    0.95   -4.69    0.39    0.00   -4.30 1.010E+00

  10.589 27.054  7.18    0.91   -0.43    0.37    0.00   -0.05  0.793
   3.099  0.511  7.75    0.96   -4.60    0.40    0.00   -4.20 1.021E+00

  10.589 27.054  7.16    0.92   -0.35    0.38    0.00    0.03  0.794
   3.091  0.509  7.79    0.97   -4.50    0.40    0.00   -4.10 1.033E+00

  10.589 27.054  7.14    0.93   -0.26    0.38    0.00    0.12  0.794
   3.083  0.507  7.82    0.97   -4.40    0.41    0.00   -3.99 1.044E+00

  10.589 27.054  7.13    0.94   -0.18    0.39    0.00    0.20  0.794
   3.075  0.505  7.85    0.98   -4.30    0.41    0.00   -3.89 1.055E+00

  10.589 27.054  7.11    0.94   -0.10    0.39    0.00    0.29  0.795
   3.067  0.504  7.89    0.99   -4.20    0.42    0.00   -3.79 1.067E+00

  10.589 27.054  7.09    0.95   -0.02    0.40    0.00    0.38  0.795
   3.059  0.502  7.92    1.00   -4.10    0.42    0.00   -3.68 1.078E+00

  10.589 27.054  7.07    0.96    0.07    0.40    0.00    0.47  0.796
   3.051  0.500  7.96    1.01   -4.00    0.42    0.00   -3.57 1.090E+00

  10.589 27.054  7.05    0.97    0.13    0.41    0.00    0.54  0.796
   3.043  0.498  7.99    1.02   -3.91    0.43    0.00   -3.48 1.102E+00

  10.589 27.054  7.03    0.98    0.22    0.41    0.00    0.63  0.797
   3.035  0.496  8.02    1.03   -3.81    0.43    0.00   -3.38 1.113E+00

  10.589 27.054  7.01    0.99    0.29    0.41    0.00    0.71  0.797
   3.027  0.494  8.06    1.04   -3.72    0.44    0.00   -3.28 1.125E+00

  10.589 27.054  7.00    1.00    0.37    0.42    0.00    0.79  0.798
   3.019  0.492  8.09    1.05   -3.62    0.44    0.00   -3.18 1.137E+00

  10.589 27.054  6.98    1.00    0.46    0.42    0.00    0.88  0.798
   3.011  0.491  8.12    1.06   -3.52    0.45    0.00   -3.07 1.149E+00

  10.589 27.054  6.96    1.01    0.54    0.43    0.00    0.97  0.799
   3.003  0.489  8.16    1.07   -3.42    0.46    0.00   -2.97 1.161E+00

  10.589 27.054  6.94    1.02    0.61    0.44    0.00    1.05  0.800
   2.995  0.487  8.19    1.07   -3.33    0.46    0.00   -2.86 1.173E+00

  10.589 27.054  6.92    1.03    0.70    0.44    0.00    1.14  0.800
   2.987  0.485  8.22    1.09   -3.22    0.47    0.00   -2.75 1.185E+00

  10.589 27.054  6.90    1.04    0.80    0.45    0.00    1.25  0.801
   2.979  0.483  8.26    1.10   -3.10    0.47    0.00   -2.63 1.197E+00

  10.589 27.054  6.88    1.05    0.87    0.45    0.00    1.32  0.801
   2.971  0.482  8.29    1.11   -3.02    0.48    0.00   -2.54 1.210E+00

  10.589 27.054  6.87    1.06    0.95    0.46    0.00    1.41  0.803
   2.963  0.480  8.32    1.12   -2.92    0.49    0.00   -2.43 1.222E+00

  10.589 27.054  6.85    1.07    1.03    0.46    0.00    1.50  0.804
   2.955  0.478  8.36    1.13   -2.82    0.49    0.00   -2.33 1.234E+00

  10.589 27.134  7.52    0.79   -1.78    0.32    0.00   -1.46  0.789
   3.227  0.544  7.17    0.83   -6.24    0.34    0.00   -5.90 8.235E-01

  10.589 27.134  7.50    0.80   -1.70    0.32    0.00   -1.38  0.789
   3.219  0.543  7.21    0.84   -6.15    0.34    0.00   -5.81 8.336E-01

  10.589 27.134  7.48    0.80   -1.63    0.32    0.00   -1.30  0.789
   3.211  0.541  7.24    0.84   -6.05    0.34    0.00   -5.71 8.438E-01

  10.589 27.134  7.47    0.81   -1.54    0.33    0.00   -1.22  0.789
   3.203  0.539  7.27    0.85   -5.95    0.35    0.00   -5.61 8.540E-01

  10.589 27.134  7.45    0.82   -1.47    0.33    0.00   -1.14  0.789
   3.195  0.537  7.31    0.86   -5.86    0.35    0.00   -5.51 8.643E-01

  10.589 27.134  7.43    0.82   -1.39    0.33    0.00   -1.06  0.789
   3.187  0.535  7.34    0.86   -5.76    0.35    0.00   -5.41 8.747E-01

  10.589 27.134  7.41    0.83   -1.31    0.34    0.00   -0.97  0.790
   3.179  0.533  7.38    0.87   -5.67    0.36    0.00   -5.31 8.851E-01

  10.589 27.134  7.39    0.84   -1.23    0.34    0.00   -0.89  0.790
   3.171  0.531  7.41    0.88   -5.57    0.36    0.00   -5.21 8.956E-01

  10.589 27.134  7.37    0.85   -1.15    0.34    0.00   -0.81  0.790
   3.163  0.529  7.44    0.89   -5.48    0.36    0.00   -5.12 9.062E-01

  10.589 27.134  7.35    0.85   -1.08    0.35    0.00   -0.73  0.790
   3.155  0.527  7.48    0.89   -5.38    0.37    0.00   -5.02 9.168E-01

  10.589 27.134  7.34    0.86   -0.99    0.35    0.00   -0.64  0.790
   3.147  0.525  7.51    0.90   -5.28    0.37    0.00   -4.91 9.275E-01

  10.589 27.134  7.32    0.87   -0.92    0.35    0.00   -0.57  0.791
   3.139  0.523  7.54    0.91   -5.19    0.37    0.00   -4.82 9.382E-01

  10.589 27.134  7.30    0.87   -0.84    0.36    0.00   -0.48  0.791
   3.131  0.521  7.58    0.92   -5.10    0.38    0.00   -4.72 9.491E-01

  10.589 27.134  7.28    0.88   -0.76    0.36    0.00   -0.40  0.791
   3.123  0.520  7.61    0.93   -5.00    0.38    0.00   -4.62 9.599E-01

  10.589 27.134  7.26    0.89   -0.68    0.36    0.00   -0.32  0.792
   3.115  0.518  7.65    0.93   -4.90    0.39    0.00   -4.52 9.709E-01

  10.589 27.134  7.24    0.90   -0.60    0.37    0.00   -0.24  0.792
   3.107  0.516  7.68    0.94   -4.81    0.39    0.00   -4.42 9.819E-01

  10.589 27.134  7.22    0.90   -0.52    0.37    0.00   -0.15  0.792
   3.099  0.514  7.71    0.95   -4.71    0.39    0.00   -4.31 9.930E-01

  10.589 27.134  7.20    0.91   -0.44    0.38    0.00   -0.07  0.793
   3.091  0.512  7.75    0.96   -4.61    0.40    0.00   -4.21 1.004E+00

  10.589 27.134  7.19    0.92   -0.36    0.38    0.00    0.02  0.793
   3.083  0.510  7.78    0.97   -4.51    0.40    0.00   -4.11 1.015E+00

  10.589 27.134  7.17    0.93   -0.28    0.38    0.00    0.11  0.794
   3.075  0.508  7.81    0.98   -4.41    0.41    0.00   -4.01 1.027E+00

  10.589 27.134  7.15    0.94   -0.20    0.39    0.00    0.19  0.794
   3.067  0.506  7.85    0.99   -4.31    0.41    0.00   -3.90 1.038E+00

  10.589 27.134  7.13    0.95   -0.12    0.39    0.00    0.28  0.794
   3.059  0.505  7.88    0.99   -4.22    0.42    0.00   -3.80 1.049E+00

  10.589 27.134  7.11    0.95   -0.03    0.40    0.00    0.36  0.795
   3.051  0.503  7.91    1.00   -4.12    0.42    0.00   -3.69 1.061E+00

  10.589 27.134  7.09    0.96    0.05    0.40    0.00    0.45  0.795
   3.043  0.501  7.95    1.01   -4.01    0.43    0.00   -3.59 1.072E+00

  10.589 27.134  7.07    0.97    0.12    0.41    0.00    0.53  0.796
   3.035  0.499  7.98    1.02   -3.93    0.43    0.00   -3.49 1.084E+00

  10.589 27.134  7.06    0.98    0.21    0.41    0.00    0.62  0.797
   3.027  0.497  8.02    1.03   -3.82    0.44    0.00   -3.39 1.095E+00

  10.589 27.134  7.04    0.99    0.28    0.42    0.00    0.70  0.797
   3.019  0.495  8.05    1.04   -3.73    0.44    0.00   -3.29 1.107E+00

  10.589 27.134  7.02    1.00    0.36    0.42    0.00    0.78  0.798
   3.011  0.494  8.08    1.05   -3.63    0.45    0.00   -3.19 1.119E+00

  10.589 27.134  7.00    1.00    0.45    0.43    0.00    0.87  0.798
   3.003  0.492  8.12    1.06   -3.53    0.45    0.00   -3.08 1.131E+00

  10.589 27.134  6.98    1.02    0.52    0.43    0.00    0.95  0.799
   2.995  0.490  8.15    1.07   -3.43    0.46    0.00   -2.98 1.143E+00

  10.589 27.134  6.96    1.03    0.60    0.44    0.00    1.04  0.799
   2.987  0.488  8.18    1.08   -3.34    0.46    0.00   -2.87 1.155E+00

  10.589 27.134  6.94    1.04    0.69    0.44    0.00    1.13  0.800
   2.979  0.486  8.22    1.09   -3.24    0.47    0.00   -2.77 1.167E+00

  10.589 27.134  6.93    1.05    0.79    0.45    0.00    1.24  0.800
   2.971  0.484  8.25    1.10   -3.12    0.47    0.00   -2.64 1.179E+00

  10.589 27.134  6.91    1.06    0.86    0.45    0.00    1.31  0.801
   2.963  0.483  8.28    1.11   -3.03    0.48    0.00   -2.55 1.191E+00

  10.589 27.134  6.89    1.07    0.94    0.46    0.00    1.39  0.802
   2.955  0.481  8.32    1.12   -2.93    0.49    0.00   -2.45 1.203E+00

  10.589 27.214  7.57    0.79   -1.88    0.32    0.00   -1.56  0.788
   3.227  0.548  7.13    0.82   -6.36    0.33    0.00   -6.02 7.987E-01

  10.589 27.214  7.55    0.79   -1.80    0.32    0.00   -1.48  0.788
   3.219  0.546  7.16    0.83   -6.26    0.34    0.00   -5.92 8.086E-01

  10.589 27.214  7.53    0.80   -1.72    0.32    0.00   -1.40  0.788
   3.211  0.544  7.20    0.84   -6.17    0.34    0.00   -5.83 8.186E-01

  10.589 27.214  7.51    0.81   -1.64    0.32    0.00   -1.32  0.788
   3.203  0.542  7.23    0.84   -6.07    0.34    0.00   -5.73 8.287E-01

  10.589 27.214  7.49    0.81   -1.57    0.33    0.00   -1.24  0.789
   3.195  0.540  7.27    0.85   -5.98    0.35    0.00   -5.63 8.388E-01

  10.589 27.214  7.47    0.82   -1.49    0.33    0.00   -1.15  0.789
   3.187  0.538  7.30    0.86   -5.88    0.35    0.00   -5.53 8.490E-01

  10.589 27.214  7.45    0.83   -1.40    0.33    0.00   -1.07  0.789
   3.179  0.536  7.33    0.87   -5.78    0.35    0.00   -5.43 8.593E-01

  10.589 27.214  7.43    0.83   -1.32    0.34    0.00   -0.99  0.789
   3.171  0.534  7.37    0.87   -5.68    0.36    0.00   -5.33 8.696E-01

  10.589 27.214  7.42    0.84   -1.25    0.34    0.00   -0.91  0.789
   3.163  0.532  7.40    0.88   -5.59    0.36    0.00   -5.23 8.800E-01

  10.589 27.214  7.40    0.85   -1.17    0.34    0.00   -0.83  0.790
   3.155  0.530  7.43    0.89   -5.49    0.36    0.00   -5.13 8.904E-01

  10.589 27.214  7.38    0.85   -1.09    0.35    0.00   -0.75  0.790
   3.147  0.528  7.47    0.90   -5.40    0.37    0.00   -5.03 9.009E-01

  10.589 27.214  7.36    0.86   -1.01    0.35    0.00   -0.66  0.790
   3.139  0.526  7.50    0.90   -5.30    0.37    0.00   -4.93 9.115E-01

  10.589 27.214  7.34    0.87   -0.93    0.35    0.00   -0.58  0.790
   3.131  0.524  7.54    0.91   -5.21    0.37    0.00   -4.83 9.222E-01

  10.589 27.214  7.32    0.88   -0.86    0.36    0.00   -0.50  0.791
   3.123  0.523  7.57    0.92   -5.11    0.38    0.00   -4.73 9.329E-01

  10.589 27.214  7.30    0.88   -0.78    0.36    0.00   -0.42  0.791
   3.115  0.521  7.60    0.93   -5.01    0.38    0.00   -4.63 9.436E-01

  10.589 27.214  7.28    0.89   -0.70    0.36    0.00   -0.33  0.791
   3.107  0.519  7.64    0.94   -4.92    0.39    0.00   -4.53 9.545E-01

  10.589 27.214  7.27    0.90   -0.62    0.37    0.00   -0.25  0.792
   3.099  0.517  7.67    0.94   -4.82    0.39    0.00   -4.43 9.654E-01

  10.589 27.214  7.25    0.91   -0.54    0.37    0.00   -0.17  0.792
   3.091  0.515  7.70    0.95   -4.73    0.39    0.00   -4.33 9.763E-01

  10.589 27.214  7.23    0.91   -0.45    0.38    0.00   -0.08  0.792
   3.083  0.513  7.74    0.96   -4.62    0.40    0.00   -4.22 9.874E-01

  10.589 27.214  7.21    0.92   -0.37    0.38    0.00    0.01  0.793
   3.075  0.511  7.77    0.97   -4.53    0.40    0.00   -4.12 9.984E-01

  10.589 27.214  7.19    0.93   -0.29    0.38    0.00    0.09  0.793
   3.067  0.509  7.81    0.98   -4.43    0.41    0.00   -4.02 1.010E+00

  10.589 27.214  7.17    0.94   -0.21    0.39    0.00    0.18  0.794
   3.059  0.508  7.84    0.99   -4.33    0.41    0.00   -3.92 1.021E+00

  10.589 27.214  7.15    0.95   -0.13    0.39    0.00    0.26  0.794
   3.051  0.506  7.87    1.00   -4.23    0.42    0.00   -3.81 1.032E+00

  10.589 27.214  7.13    0.96   -0.05    0.40    0.00    0.35  0.795
   3.043  0.504  7.91    1.01   -4.13    0.42    0.00   -3.71 1.043E+00

  10.589 27.214  7.12    0.97    0.04    0.40    0.00    0.44  0.795
   3.035  0.502  7.94    1.01   -4.03    0.43    0.00   -3.60 1.055E+00

  10.589 27.214  7.10    0.97    0.11    0.41    0.00    0.52  0.796
   3.027  0.500  7.97    1.02   -3.94    0.43    0.00   -3.51 1.066E+00

  10.589 27.214  7.08    0.98    0.19    0.41    0.00    0.60  0.796
   3.019  0.498  8.01    1.03   -3.84    0.44    0.00   -3.40 1.078E+00

  10.589 27.214  7.06    0.99    0.27    0.42    0.00    0.69  0.797
   3.011  0.496  8.04    1.04   -3.74    0.44    0.00   -3.30 1.089E+00

  10.589 27.214  7.04    1.00    0.35    0.42    0.00    0.77  0.797
   3.003  0.495  8.08    1.05   -3.65    0.45    0.00   -3.20 1.101E+00

  10.589 27.214  7.02    1.01    0.40    0.43    0.00    0.83  0.798
   2.995  0.493  8.11    1.06   -3.57    0.45    0.00   -3.12 1.113E+00

