EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin3                                                                
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 18.815  3.65    2.33    9.76    1.42    0.04   11.22  0.848
   3.227  0.264 11.04    2.54    7.60    1.51    0.04    9.15 1.266E+01

  10.589 18.815  3.64    2.35    9.84    1.43    0.04   11.31  0.848
   3.219  0.263 11.07    2.56    7.70    1.52    0.04    9.26 1.269E+01

  10.589 18.815  3.63    2.38    9.92    1.45    0.04   11.42  0.848
   3.211  0.262 11.09    2.59    7.80    1.54    0.04    9.38 1.272E+01

  10.589 18.815  3.62    2.40   10.00    1.47    0.04   11.51  0.847
   3.203  0.262 11.12    2.62    7.90    1.56    0.04    9.50 1.276E+01

  10.589 18.815  3.62    2.42   10.08    1.49    0.05   11.61  0.847
   3.195  0.261 11.14    2.64    8.00    1.58    0.05    9.62 1.279E+01

  10.589 18.815  3.61    2.45   10.16    1.50    0.05   11.71  0.847
   3.187  0.260 11.16    2.67    8.10    1.60    0.05    9.74 1.283E+01

  10.589 18.815  3.60    2.47   10.24    1.52    0.05   11.81  0.847
   3.179  0.259 11.19    2.70    8.20    1.62    0.05    9.86 1.286E+01

  10.589 18.815  3.59    2.49   10.33    1.54    0.05   11.92  0.846
   3.171  0.258 11.21    2.72    8.30    1.64    0.05    9.99 1.289E+01

  10.589 18.815  3.58    2.52   10.41    1.56    0.05   12.02  0.846
   3.163  0.257 11.24    2.75    8.40    1.65    0.05   10.11 1.293E+01

  10.589 18.815  3.57    2.54   10.49    1.58    0.05   12.12  0.846
   3.155  0.256 11.26    2.78    8.50    1.67    0.05   10.23 1.296E+01

  10.589 18.815  3.56    2.57   10.57    1.60    0.05   12.22  0.846
   3.147  0.255 11.28    2.81    8.60    1.69    0.05   10.35 1.299E+01

  10.589 18.815  3.55    2.59   10.66    1.61    0.05   12.33  0.846
   3.139  0.254 11.31    2.83    8.71    1.71    0.05   10.47 1.303E+01

  10.589 18.815  3.54    2.62   10.75    1.63    0.05   12.43  0.845
   3.131  0.253 11.33    2.86    8.81    1.74    0.05   10.60 1.306E+01

  10.589 18.815  3.53    2.64   10.86    1.65    0.06   12.57  0.845
   3.123  0.252 11.36    2.89    8.94    1.76    0.06   10.76 1.310E+01

  10.589 18.815  3.53    2.67   10.91    1.67    0.06   12.64  0.845
   3.115  0.251 11.38    2.92    9.02    1.78    0.06   10.85 1.313E+01

  10.589 18.815  3.52    2.70   10.99    1.69    0.06   12.74  0.844
   3.107  0.250 11.40    2.95    9.12    1.80    0.06   10.97 1.316E+01

  10.589 18.815  3.51    2.72   11.08    1.71    0.06   12.85  0.844
   3.099  0.250 11.43    2.98    9.22    1.82    0.06   11.10 1.320E+01

  10.589 18.815  3.50    2.75   11.16    1.73    0.06   12.96  0.844
   3.091  0.249 11.45    3.01    9.33    1.84    0.06   11.23 1.323E+01

  10.589 18.815  3.49    2.78   11.24    1.75    0.06   13.06  0.844
   3.083  0.248 11.48    3.04    9.43    1.86    0.06   11.35 1.327E+01

  10.589 18.815  3.48    2.81   11.35    1.78    0.06   13.19  0.843
   3.075  0.247 11.50    3.07    9.55    1.89    0.06   11.50 1.330E+01

  10.589 18.815  3.47    2.83   11.43    1.80    0.06   13.30  0.843
   3.067  0.246 11.53    3.11    9.65    1.91    0.06   11.63 1.333E+01

  10.589 18.815  3.46    2.86   11.52    1.82    0.07   13.40  0.843
   3.059  0.245 11.55    3.14    9.76    1.93    0.07   11.76 1.337E+01

  10.589 18.815  3.45    2.89   11.60    1.84    0.07   13.51  0.842
   3.051  0.244 11.57    3.17    9.86    1.96    0.07   11.88 1.340E+01

  10.589 18.815  3.44    2.92   11.70    1.86    0.07   13.63  0.842
   3.043  0.243 11.60    3.20    9.98    1.98    0.07   12.03 1.344E+01

  10.589 18.815  3.43    2.95   11.80    1.89    0.07   13.75  0.842
   3.035  0.242 11.62    3.24   10.09    2.00    0.07   12.17 1.347E+01

  10.589 18.815  3.43    2.98   11.86    1.91    0.07   13.84  0.840
   3.027  0.241 11.65    3.27   10.18    2.02    0.07   12.27 1.350E+01

  10.589 18.815  3.42    3.01   11.94    1.93    0.07   13.94  0.840
   3.019  0.241 11.67    3.30   10.27    2.05    0.07   12.39 1.354E+01

  10.589 18.815  3.41    3.04   12.03    1.96    0.08   14.06  0.841
   3.011  0.240 11.69    3.34   10.38    2.08    0.08   12.53 1.357E+01

  10.589 18.815  3.40    3.07   12.11    1.98    0.08   14.16  0.840
   3.003  0.239 11.72    3.37   10.48    2.10    0.08   12.66 1.361E+01

  10.589 18.815  3.39    3.10   12.19    2.00    0.08   14.28  0.840
   2.995  0.238 11.74    3.41   10.59    2.13    0.08   12.80 1.364E+01

  10.589 18.815  3.38    3.13   12.28    2.03    0.08   14.39  0.840
   2.987  0.237 11.77    3.44   10.69    2.16    0.08   12.93 1.368E+01

  10.589 18.815  3.37    3.16   12.37    2.05    0.08   14.51  0.839
   2.979  0.236 11.79    3.48   10.81    2.18    0.08   13.07 1.371E+01

  10.589 18.815  3.36    3.20   12.46    2.08    0.08   14.62  0.839
   2.971  0.235 11.81    3.52   10.91    2.21    0.08   13.21 1.374E+01

  10.589 18.815  3.35    3.23   12.55    2.10    0.09   14.74  0.838
   2.963  0.234 11.84    3.55   11.02    2.24    0.09   13.34 1.378E+01

  10.589 18.815  3.34    3.26   12.64    2.13    0.09   14.85  0.838
   2.955  0.233 11.86    3.59   11.13    2.26    0.09   13.48 1.381E+01

  10.589 18.895  3.68    2.30    9.64    1.39    0.04   11.07  0.847
