EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin4                                                                
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 20.180  4.20    1.90    7.71    1.08    0.02    8.80  0.849
   3.227  0.304 10.50    2.06    5.06    1.15    0.02    6.23 8.773E+00

  10.589 20.180  4.18    1.92    7.78    1.09    0.02    8.90  0.849
   3.219  0.303 10.53    2.08    5.16    1.16    0.02    6.34 8.804E+00

  10.589 20.180  4.17    1.94    7.87    1.11    0.02    9.00  0.849
   3.211  0.302 10.55    2.10    5.27    1.17    0.02    6.46 8.835E+00

  10.589 20.180  4.16    1.96    7.95    1.12    0.02    9.10  0.849
   3.203  0.300 10.58    2.12    5.37    1.19    0.02    6.58 8.865E+00

  10.589 20.180  4.15    1.98    8.02    1.13    0.02    9.17  0.848
   3.195  0.299 10.60    2.14    5.45    1.20    0.02    6.68 8.896E+00

  10.589 20.180  4.14    2.00    8.11    1.15    0.02    9.28  0.848
   3.187  0.298 10.63    2.16    5.56    1.22    0.02    6.80 8.926E+00

  10.589 20.180  4.13    2.02    8.19    1.16    0.02    9.37  0.848
   3.179  0.297 10.65    2.18    5.66    1.23    0.02    6.92 8.957E+00

  10.589 20.180  4.12    2.04    8.28    1.18    0.02    9.48  0.848
   3.171  0.296 10.68    2.21    5.77    1.25    0.02    7.04 8.988E+00

  10.589 20.180  4.11    2.06    8.36    1.19    0.02    9.57  0.848
   3.163  0.295 10.70    2.23    5.87    1.26    0.02    7.15 9.018E+00

  10.589 20.180  4.10    2.08    8.43    1.20    0.02    9.66  0.848
   3.155  0.294 10.73    2.25    5.96    1.28    0.02    7.26 9.049E+00

  10.589 20.180  4.09    2.10    8.51    1.22    0.02    9.76  0.848
   3.147  0.293 10.75    2.27    6.06    1.29    0.02    7.38 9.079E+00

  10.589 20.180  4.08    2.12    8.60    1.23    0.03    9.86  0.848
   3.139  0.292 10.78    2.30    6.16    1.31    0.03    7.50 9.110E+00

  10.589 20.180  4.07    2.14    8.68    1.25    0.03    9.95  0.848
   3.131  0.291 10.81    2.32    6.26    1.33    0.03    7.61 9.141E+00

  10.589 20.180  4.06    2.16    8.76    1.27    0.03   10.05  0.848
   3.123  0.290 10.83    2.35    6.36    1.35    0.03    7.73 9.171E+00

  10.589 20.180  4.05    2.18    8.84    1.28    0.03   10.15  0.848
   3.115  0.289 10.86    2.37    6.46    1.36    0.03    7.85 9.202E+00

  10.589 20.180  4.04    2.20    8.93    1.30    0.03   10.25  0.847
   3.107  0.288 10.88    2.39    6.56    1.38    0.03    7.97 9.233E+00

  10.589 20.180  4.03    2.23    9.01    1.31    0.03   10.35  0.847
   3.099  0.287 10.91    2.42    6.67    1.39    0.03    8.09 9.263E+00

  10.589 20.180  4.02    2.25    9.10    1.33    0.03   10.46  0.847
   3.091  0.286 10.93    2.44    6.77    1.41    0.03    8.21 9.294E+00

  10.589 20.180  4.01    2.27    9.18    1.35    0.03   10.56  0.847
   3.083  0.285 10.96    2.47    6.88    1.43    0.03    8.34 9.325E+00

  10.589 20.180  4.00    2.29    9.26    1.36    0.03   10.66  0.847
   3.075  0.284 10.98    2.49    6.98    1.45    0.03    8.46 9.356E+00

  10.589 20.180  3.99    2.32    9.35    1.38    0.03   10.76  0.846
   3.067  0.282 11.01    2.52    7.08    1.47    0.03    8.58 9.386E+00

  10.589 20.180  3.98    2.34    9.44    1.40    0.03   10.87  0.846
   3.059  0.281 11.03    2.55    7.19    1.48    0.03    8.71 9.417E+00

  10.589 20.180  3.97    2.36    9.53    1.42    0.03   10.97  0.846
   3.051  0.280 11.06    2.57    7.30    1.50    0.03    8.83 9.448E+00

  10.589 20.180  3.96    2.39    9.61    1.43    0.03   11.08  0.846
   3.043  0.279 11.08    2.60    7.40    1.52    0.03    8.96 9.479E+00

  10.589 20.180  3.95    2.41    9.69    1.45    0.04   11.17  0.845
   3.035  0.278 11.11    2.63    7.50    1.54    0.04    9.07 9.509E+00

  10.589 20.180  3.94    2.44    9.78    1.47    0.04   11.28  0.845
   3.027  0.277 11.14    2.66    7.61    1.56    0.04    9.20 9.540E+00

  10.589 20.180  3.92    2.46    9.86    1.49    0.04   11.39  0.845
   3.019  0.276 11.16    2.68    7.71    1.58    0.04    9.33 9.571E+00

  10.589 20.180  3.91    2.49    9.95    1.51    0.04   11.50  0.845
   3.011  0.275 11.19    2.71    7.82    1.60    0.04    9.46 9.602E+00

  10.589 20.180  3.90    2.51   10.04    1.53    0.04   11.60  0.845
   3.003  0.274 11.21    2.74    7.92    1.62    0.04    9.59 9.633E+00

  10.589 20.180  3.89    2.54   10.12    1.55    0.04   11.71  0.845
   2.995  0.273 11.24    2.77    8.03    1.64    0.04    9.71 9.664E+00

  10.589 20.180  3.88    2.57   10.21    1.57    0.04   11.81  0.844
   2.987  0.272 11.26    2.80    8.13    1.66    0.04    9.84 9.695E+00

  10.589 20.180  3.87    2.59   10.30    1.59    0.04   11.92  0.844
   2.979  0.271 11.29    2.83    8.24    1.69    0.04    9.97 9.726E+00

  10.589 20.180  3.86    2.62   10.38    1.61    0.04   12.03  0.844
   2.971  0.270 11.31    2.86    8.35    1.71    0.04   10.10 9.756E+00

  10.589 20.180  3.85    2.65   10.48    1.63    0.04   12.15  0.844
   2.963  0.269 11.34    2.89    8.46    1.73    0.04   10.23 9.787E+00

  10.589 20.180  3.84    2.67   10.56    1.65    0.04   12.25  0.844
   2.955  0.268 11.36    2.92    8.56    1.75    0.04   10.36 9.818E+00

  10.589 20.260  4.23    1.88    7.57    1.06    0.02    8.66  0.849
