EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin11_1st                                                            
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.091  0.546  7.26    0.89   -5.88    0.36    0.00   -5.52 7.224E-01

  10.589 28.049  7.67    0.86   -1.43    0.34    0.00   -1.09  0.786
   3.083  0.544  7.30    0.90   -5.78    0.36    0.00   -5.42 7.317E-01

  10.589 28.049  7.65    0.86   -1.35    0.35    0.00   -1.00  0.786
   3.075  0.542  7.33    0.91   -5.68    0.37    0.00   -5.31 7.410E-01

  10.589 28.049  7.63    0.87   -1.26    0.35    0.00   -0.91  0.786
   3.067  0.540  7.37    0.91   -5.58    0.37    0.00   -5.21 7.504E-01

  10.589 28.049  7.61    0.88   -1.19    0.35    0.00   -0.83  0.786
   3.059  0.538  7.40    0.92   -5.48    0.38    0.00   -5.11 7.599E-01

  10.589 28.049  7.59    0.89   -1.11    0.36    0.00   -0.75  0.787
   3.051  0.536  7.44    0.93   -5.39    0.38    0.00   -5.01 7.695E-01

  10.589 28.049  7.57    0.90   -1.03    0.36    0.00   -0.66  0.787
   3.043  0.535  7.47    0.94   -5.29    0.38    0.00   -4.91 7.791E-01

  10.589 28.049  7.55    0.90   -0.94    0.37    0.00   -0.57  0.787
   3.035  0.533  7.51    0.95   -5.18    0.39    0.00   -4.80 7.888E-01

  10.589 28.049  7.53    0.91   -0.86    0.37    0.00   -0.49  0.787
   3.027  0.531  7.54    0.95   -5.09    0.39    0.00   -4.70 7.985E-01

  10.589 28.049  7.51    0.92   -0.78    0.37    0.00   -0.41  0.788
   3.019  0.529  7.58    0.96   -4.99    0.40    0.00   -4.60 8.083E-01

  10.589 28.049  7.49    0.93   -0.70    0.38    0.00   -0.32  0.788
   3.011  0.527  7.61    0.97   -4.89    0.40    0.00   -4.49 8.182E-01

  10.589 28.049  7.47    0.94   -0.62    0.38    0.00   -0.24  0.788
   3.003  0.525  7.65    0.98   -4.79    0.40    0.00   -4.39 8.281E-01

  10.589 28.049  7.45    0.94   -0.53    0.39    0.00   -0.15  0.789
   2.995  0.523  7.68    0.99   -4.69    0.41    0.00   -4.28 8.381E-01

  10.589 28.049  7.43    0.95   -0.45    0.39    0.00   -0.06  0.789
   2.987  0.521  7.72    1.00   -4.59    0.41    0.00   -4.18 8.482E-01

  10.589 28.049  7.41    0.96   -0.37    0.39    0.00    0.03  0.790
   2.979  0.519  7.75    1.01   -4.49    0.42    0.00   -4.07 8.583E-01

  10.589 28.049  7.39    0.97   -0.29    0.40    0.00    0.11  0.790
   2.971  0.517  7.79    1.02   -4.39    0.42    0.00   -3.97 8.685E-01

  10.589 28.049  7.37    0.98   -0.20    0.40    0.00    0.21  0.791
   2.963  0.515  7.82    1.03   -4.28    0.43    0.00   -3.86 8.787E-01

  10.589 28.129  8.07    0.74   -2.93    0.30    0.00   -2.63  0.789
   3.227  0.584  6.62    0.77   -7.61    0.31    0.00   -7.29 5.560E-01

  10.589 28.129  8.05    0.74   -2.85    0.30    0.00   -2.55  0.789
   3.219  0.582  6.66    0.78   -7.51    0.32    0.00   -7.20 5.640E-01

  10.589 28.129  8.03    0.75   -2.78    0.30    0.00   -2.48  0.788
   3.211  0.580  6.69    0.78   -7.43    0.32    0.00   -7.11 5.721E-01

  10.589 28.129  8.01    0.75   -2.70    0.30    0.00   -2.40  0.785
   3.203  0.578  6.73    0.79   -7.33    0.32    0.00   -7.01 5.802E-01

  10.589 28.129  7.99    0.76   -2.63    0.30    0.00   -2.32  0.787
   3.195  0.576  6.76    0.79   -7.23    0.32    0.00   -6.91 5.884E-01

  10.589 28.129  7.97    0.77   -2.55    0.31    0.00   -2.24  0.787
   3.187  0.574  6.80    0.80   -7.14    0.32    0.00   -6.81 5.967E-01

  10.589 28.129  7.95    0.77   -2.47    0.31    0.00   -2.16  0.786
   3.179  0.572  6.83    0.81   -7.04    0.33    0.00   -6.72 6.051E-01

  10.589 28.129  7.93    0.78   -2.39    0.31    0.00   -2.08  0.786
   3.171  0.570  6.87    0.81   -6.95    0.33    0.00   -6.62 6.135E-01

  10.589 28.129  7.91    0.78   -2.32    0.31    0.00   -2.00  0.786
   3.163  0.568  6.90    0.82   -6.86    0.33    0.00   -6.53 6.219E-01

  10.589 28.129  7.89    0.79   -2.23    0.32    0.00   -1.92  0.785
   3.155  0.566  6.94    0.83   -6.76    0.33    0.00   -6.42 6.305E-01

  10.589 28.129  7.87    0.80   -2.16    0.32    0.00   -1.85  0.785
   3.147  0.564  6.97    0.83   -6.67    0.34    0.00   -6.33 6.391E-01

  10.589 28.129  7.85    0.80   -2.08    0.32    0.00   -1.76  0.785
   3.139  0.562  7.01    0.84   -6.57    0.34    0.00   -6.23 6.478E-01

  10.589 28.129  7.83    0.81   -2.00    0.32    0.00   -1.67  0.785
   3.131  0.560  7.04    0.85   -6.47    0.34    0.00   -6.13 6.565E-01

  10.589 28.129  7.81    0.82   -1.92    0.33    0.00   -1.60  0.785
   3.123  0.558  7.08    0.85   -6.38    0.35    0.00   -6.03 6.653E-01

  10.589 28.129  7.79    0.82   -1.85    0.33    0.00   -1.52  0.785
   3.115  0.556  7.11    0.86   -6.28    0.35    0.00   -5.93 6.742E-01

  10.589 28.129  7.77    0.83   -1.77    0.33    0.00   -1.43  0.785
   3.107  0.554  7.15    0.87   -6.19    0.35    0.00   -5.83 6.831E-01

  10.589 28.129  7.75    0.84   -1.69    0.34    0.00   -1.35  0.785
   3.099  0.552  7.18    0.88   -6.09    0.36    0.00   -5.74 6.921E-01

  10.589 28.129  7.73    0.84   -1.61    0.34    0.00   -1.27  0.785
   3.091  0.549  7.22    0.88   -5.99    0.36    0.00   -5.63 7.012E-01

  10.589 28.129  7.71    0.85   -1.53    0.34    0.00   -1.19  0.786
   3.083  0.547  7.25    0.89   -5.90    0.36    0.00   -5.53 7.103E-01

  10.589 28.129  7.69    0.86   -1.44    0.34    0.00   -1.10  0.786
   3.075  0.545  7.29    0.90   -5.79    0.37    0.00   -5.43 7.195E-01

  10.589 28.129  7.67    0.87   -1.36    0.35    0.00   -1.01  0.786
   3.067  0.543  7.32    0.91   -5.69    0.37    0.00   -5.32 7.288E-01

  10.589 28.129  7.65    0.87   -1.28    0.35    0.00   -0.92  0.786
   3.059  0.541  7.36    0.92   -5.59    0.37    0.00   -5.22 7.381E-01

  10.589 28.129  7.63    0.88   -1.20    0.36    0.00   -0.84  0.786
   3.051  0.540  7.39    0.92   -5.50    0.38    0.00   -5.12 7.475E-01

  10.589 28.129  7.61    0.89   -1.12    0.36    0.00   -0.76  0.786
   3.043  0.538  7.43    0.93   -5.40    0.38    0.00   -5.02 7.569E-01

  10.589 28.129  7.59    0.90   -1.04    0.36    0.00   -0.68  0.786
   3.035  0.536  7.46    0.94   -5.30    0.38    0.00   -4.92 7.665E-01

  10.589 28.129  7.57    0.91   -0.95    0.37    0.00   -0.58  0.787
   3.027  0.534  7.50    0.95   -5.19    0.39    0.00   -4.80 7.760E-01

  10.589 28.129  7.55    0.91   -0.87    0.37    0.00   -0.50  0.787
   3.019  0.532  7.53    0.96   -5.10    0.39    0.00   -4.71 7.857E-01

  10.589 28.129  7.53    0.92   -0.79    0.37    0.00   -0.42  0.787
   3.011  0.530  7.57    0.97   -5.00    0.40    0.00   -4.60 7.954E-01

  10.589 28.129  7.51    0.93   -0.71    0.38    0.00   -0.33  0.788
   3.003  0.528  7.60    0.98   -4.90    0.40    0.00   -4.50 8.052E-01

  10.589 28.129  7.49    0.94   -0.63    0.38    0.00   -0.24  0.788
   2.995  0.526  7.64    0.99   -4.80    0.40    0.00   -4.40 8.150E-01

  10.589 28.129  7.47    0.95   -0.54    0.39    0.00   -0.16  0.788
   2.987  0.524  7.67    0.99   -4.70    0.41    0.00   -4.29 8.249E-01

  10.589 28.129  7.45    0.96   -0.46    0.39    0.00   -0.07  0.789
   2.979  0.522  7.71    1.00   -4.60    0.41    0.00   -4.18 8.349E-01

  10.589 28.129  7.43    0.96   -0.38    0.40    0.00    0.02  0.789
   2.971  0.520  7.74    1.01   -4.50    0.42    0.00   -4.08 8.449E-01

  10.589 28.129  7.41    0.97   -0.29    0.40    0.00    0.11  0.790
   2.963  0.518  7.78    1.02   -4.40    0.42    0.00   -3.97 8.550E-01

  10.589 28.209  8.12    0.73   -3.03    0.29    0.00   -2.74  0.790
   3.227  0.588  6.58    0.77   -7.73    0.31    0.00   -7.41 5.380E-01

  10.589 28.209  8.10    0.74   -2.94    0.30    0.00   -2.65  0.789
   3.219  0.585  6.61    0.77   -7.62    0.31    0.00   -7.31 5.459E-01

  10.589 28.209  8.08    0.74   -2.87    0.30    0.00   -2.57  0.789
   3.211  0.583  6.65    0.78   -7.53    0.32    0.00   -7.21 5.538E-01

  10.589 28.209  8.06    0.75   -2.80    0.30    0.00   -2.50  0.788
   3.203  0.581  6.68    0.78   -7.44    0.32    0.00   -7.12 5.618E-01

  10.589 28.209  8.04    0.76   -2.72    0.30    0.00   -2.42  0.784
   3.195  0.579  6.72    0.79   -7.35    0.32    0.00   -7.03 5.698E-01

  10.589 28.209  8.02    0.76   -2.64    0.30    0.00   -2.33  0.787
   3.187  0.577  6.75    0.80   -7.25    0.32    0.00   -6.93 5.780E-01

  10.589 28.209  8.00    0.77   -2.56    0.31    0.00   -2.25  0.787
   3.179  0.575  6.79    0.80   -7.15    0.33    0.00   -6.83 5.861E-01

  10.589 28.209  7.98    0.77   -2.48    0.31    0.00   -2.17  0.786
   3.171  0.573  6.82    0.81   -7.05    0.33    0.00   -6.72 5.944E-01

  10.589 28.209  7.96    0.78   -2.40    0.31    0.00   -2.09  0.786
   3.163  0.571  6.86    0.82   -6.96    0.33    0.00   -6.63 6.027E-01

  10.589 28.209  7.94    0.79   -2.33    0.31    0.00   -2.02  0.786
   3.155  0.569  6.90    0.82   -6.87    0.33    0.00   -6.54 6.111E-01

  10.589 28.209  7.92    0.79   -2.25    0.32    0.00   -1.94  0.785
   3.147  0.567  6.93    0.83   -6.77    0.34    0.00   -6.44 6.195E-01

  10.589 28.209  7.90    0.80   -2.17    0.32    0.00   -1.85  0.785
   3.139  0.565  6.97    0.84   -6.67    0.34    0.00   -6.34 6.280E-01

  10.589 28.209  7.88    0.81   -2.10    0.32    0.00   -1.78  0.785
   3.131  0.563  7.00    0.84   -6.59    0.34    0.00   -6.24 6.366E-01

  10.589 28.209  7.86    0.81   -2.01    0.32    0.00   -1.69  0.785
   3.123  0.561  7.04    0.85   -6.48    0.34    0.00   -6.14 6.453E-01

  10.589 28.209  7.84    0.82   -1.93    0.33    0.00   -1.61  0.784
   3.115  0.559  7.07    0.86   -6.39    0.35    0.00   -6.04 6.540E-01

  10.589 28.209  7.81    0.83   -1.86    0.33    0.00   -1.53  0.785
   3.107  0.557  7.11    0.86   -6.30    0.35    0.00   -5.95 6.628E-01

  10.589 28.209  7.79    0.83   -1.78    0.33    0.00   -1.44  0.784
   3.099  0.555  7.14    0.87   -6.20    0.35    0.00   -5.84 6.716E-01

  10.589 28.209  7.77    0.84   -1.70    0.34    0.00   -1.36  0.785
   3.091  0.553  7.18    0.88   -6.10    0.36    0.00   -5.75 6.805E-01

  10.589 28.209  7.75    0.85   -1.62    0.34    0.00   -1.28  0.785
   3.083  0.551  7.21    0.89   -6.00    0.36    0.00   -5.64 6.895E-01

  10.589 28.209  7.73    0.85   -1.54    0.34    0.00   -1.20  0.785
   3.075  0.549  7.25    0.89   -5.91    0.36    0.00   -5.54 6.985E-01

  10.589 28.209  7.71    0.86   -1.46    0.35    0.00   -1.11  0.785
   3.067  0.547  7.28    0.90   -5.81    0.37    0.00   -5.44 7.076E-01

  10.589 28.209  7.69    0.87   -1.37    0.35    0.00   -1.02  0.785
   3.059  0.545  7.32    0.91   -5.70    0.37    0.00   -5.33 7.168E-01

  10.589 28.209  7.67    0.88   -1.29    0.35    0.00   -0.93  0.786
   3.051  0.543  7.35    0.92   -5.60    0.37    0.00   -5.23 7.260E-01

  10.589 28.209  7.65    0.88   -1.21    0.36    0.00   -0.85  0.786
   3.043  0.541  7.39    0.93   -5.50    0.38    0.00   -5.13 7.353E-01

  10.589 28.209  7.63    0.89   -1.13    0.36    0.00   -0.77  0.786
   3.035  0.539  7.42    0.93   -5.41    0.38    0.00   -5.03 7.447E-01

  10.589 28.209  7.61    0.90   -1.05    0.36    0.00   -0.69  0.786
   3.027  0.537  7.46    0.94   -5.31    0.38    0.00   -4.93 7.541E-01

  10.589 28.209  7.59    0.91   -0.96    0.37    0.00   -0.59  0.786
   3.019  0.535  7.49    0.95   -5.20    0.39    0.00   -4.81 7.636E-01

  10.589 28.209  7.57    0.92   -0.88    0.37    0.00   -0.51  0.787
   3.011  0.533  7.53    0.96   -5.11    0.39    0.00   -4.72 7.731E-01

  10.589 28.209  7.55    0.92   -0.80    0.37    0.00   -0.43  0.787
   3.003  0.531  7.56    0.97   -5.01    0.40    0.00   -4.61 7.828E-01

  10.589 28.209  7.53    0.93   -0.72    0.38    0.00   -0.34  0.787
   2.995  0.529  7.60    0.98   -4.91    0.40    0.00   -4.51 7.925E-01

  10.589 28.209  7.51    0.94   -0.64    0.38    0.00   -0.25  0.788
   2.987  0.527  7.63    0.99   -4.81    0.41    0.00   -4.40 8.022E-01

  10.589 28.209  7.49    0.95   -0.55    0.39    0.00   -0.17  0.788
   2.979  0.525  7.67    1.00   -4.71    0.41    0.00   -4.30 8.120E-01

  10.589 28.209  7.47    0.96   -0.47    0.39    0.00   -0.08  0.789
   2.971  0.523  7.70    1.01   -4.61    0.42    0.00   -4.19 8.219E-01

  10.589 28.209  7.45    0.97   -0.38    0.40    0.00    0.02  0.789
   2.963  0.521  7.74    1.02   -4.50    0.42    0.00   -4.08 8.318E-01

  10.589 28.289  8.16    0.73   -3.13    0.29    0.00   -2.83  0.791
   3.227  0.591  6.53    0.76   -7.84    0.31    0.00   -7.52 5.205E-01

  10.589 28.289  8.14    0.73   -3.05    0.30    0.00   -2.75  0.790
   3.219  0.589  6.57    0.77   -7.74    0.31    0.00   -7.43 5.282E-01

  10.589 28.289  8.12    0.74   -2.95    0.30    0.00   -2.66  0.789
   3.211  0.587  6.60    0.77   -7.63    0.32    0.00   -7.32 5.360E-01

  10.589 28.289  8.10    0.75   -2.88    0.30    0.00   -2.58  0.788
   3.203  0.584  6.64    0.78   -7.54    0.32    0.00   -7.22 5.438E-01

  10.589 28.289  8.08    0.75   -2.81    0.30    0.00   -2.51  0.788
   3.195  0.582  6.67    0.79   -7.46    0.32    0.00   -7.14 5.517E-01

  10.589 28.289  8.06    0.76   -2.74    0.30    0.00   -2.44  0.784
   3.187  0.580  6.71    0.79   -7.36    0.32    0.00   -7.04 5.597E-01

  10.589 28.289  8.04    0.76   -2.65    0.30    0.00   -2.35  0.784
   3.179  0.578  6.75    0.80   -7.26    0.32    0.00   -6.94 5.677E-01

  10.589 28.289  8.02    0.77   -2.57    0.31    0.00   -2.27  0.786
   3.171  0.576  6.78    0.80   -7.17    0.33    0.00   -6.84 5.758E-01

  10.589 28.289  8.00    0.78   -2.49    0.31    0.00   -2.18  0.786
   3.163  0.574  6.82    0.81   -7.07    0.33    0.00   -6.74 5.839E-01

  10.589 28.289  7.98    0.78   -2.42    0.31    0.00   -2.10  0.786
   3.155  0.572  6.85    0.82   -6.97    0.33    0.00   -6.64 5.922E-01

  10.589 28.289  7.96    0.79   -2.34    0.31    0.00   -2.03  0.785
   3.147  0.570  6.89    0.82   -6.88    0.33    0.00   -6.55 6.005E-01

  10.589 28.289  7.94    0.79   -2.26    0.32    0.00   -1.95  0.785
   3.139  0.568  6.92    0.83   -6.79    0.34    0.00   -6.45 6.088E-01

  10.589 28.289  7.92    0.80   -2.18    0.32    0.00   -1.86  0.785
   3.131  0.566  6.96    0.84   -6.69    0.34    0.00   -6.35 6.172E-01

  10.589 28.289  7.90    0.81   -2.11    0.32    0.00   -1.79  0.784
   3.123  0.564  6.99    0.84   -6.60    0.34    0.00   -6.26 6.257E-01

  10.589 28.289  7.88    0.81   -2.03    0.32    0.00   -1.70  0.784
   3.115  0.562  7.03    0.85   -6.50    0.34    0.00   -6.15 6.343E-01

  10.589 28.289  7.86    0.82   -1.95    0.33    0.00   -1.62  0.784
   3.107  0.560  7.06    0.86   -6.40    0.35    0.00   -6.06 6.429E-01

  10.589 28.289  7.84    0.83   -1.87    0.33    0.00   -1.54  0.784
   3.099  0.558  7.10    0.87   -6.31    0.35    0.00   -5.96 6.516E-01

  10.589 28.289  7.82    0.83   -1.79    0.33    0.00   -1.46  0.784
   3.091  0.556  7.13    0.87   -6.21    0.35    0.00   -5.85 6.603E-01

  10.589 28.289  7.80    0.84   -1.71    0.34    0.00   -1.37  0.784
   3.083  0.554  7.17    0.88   -6.11    0.36    0.00   -5.76 6.691E-01

  10.589 28.289  7.78    0.85   -1.63    0.34    0.00   -1.29  0.785
   3.075  0.552  7.20    0.89   -6.01    0.36    0.00   -5.65 6.780E-01

  10.589 28.289  7.76    0.86   -1.55    0.34    0.00   -1.21  0.785
   3.067  0.550  7.24    0.90   -5.92    0.36    0.00   -5.55 6.870E-01

  10.589 28.289  7.74    0.86   -1.47    0.35    0.00   -1.12  0.785
   3.059  0.548  7.27    0.90   -5.82    0.37    0.00   -5.45 6.960E-01

  10.589 28.289  7.72    0.87   -1.38    0.35    0.00   -1.03  0.785
   3.051  0.546  7.31    0.91   -5.71    0.37    0.00   -5.34 7.051E-01

  10.589 28.289  7.70    0.88   -1.30    0.35    0.00   -0.94  0.785
   3.043  0.544  7.34    0.92   -5.61    0.37    0.00   -5.24 7.142E-01

  10.589 28.289  7.68    0.88   -1.22    0.36    0.00   -0.86  0.785
   3.035  0.542  7.38    0.93   -5.51    0.38    0.00   -5.14 7.234E-01

  10.589 28.289  7.66    0.89   -1.14    0.36    0.00   -0.78  0.785
   3.027  0.540  7.41    0.94   -5.42    0.38    0.00   -5.04 7.327E-01

  10.589 28.289  7.64    0.90   -1.06    0.36    0.00   -0.69  0.786
   3.019  0.538  7.45    0.95   -5.32    0.39    0.00   -4.93 7.420E-01

  10.589 28.289  7.62    0.91   -0.97    0.37    0.00   -0.60  0.786
   3.011  0.536  7.49    0.95   -5.21    0.39    0.00   -4.82 7.514E-01

  10.589 28.289  7.60    0.92   -0.89    0.37    0.00   -0.52  0.786
   3.003  0.534  7.52    0.96   -5.12    0.39    0.00   -4.72 7.609E-01

  10.589 28.289  7.58    0.93   -0.81    0.38    0.00   -0.43  0.787
   2.995  0.532  7.56    0.97   -5.02    0.40    0.00   -4.62 7.704E-01

  10.589 28.289  7.55    0.94   -0.73    0.38    0.00   -0.35  0.787
   2.987  0.530  7.59    0.98   -4.92    0.40    0.00   -4.52 7.800E-01

  10.589 28.289  7.53    0.94   -0.65    0.38    0.00   -0.26  0.787
   2.979  0.528  7.63    0.99   -4.82    0.41    0.00   -4.41 7.897E-01

  10.589 28.289  7.51    0.95   -0.56    0.39    0.00   -0.17  0.788
   2.971  0.526  7.66    1.00   -4.72    0.41    0.00   -4.31 7.994E-01

  10.589 28.289  7.49    0.96   -0.48    0.39    0.00   -0.09  0.788
   2.963  0.524  7.70    1.01   -4.62    0.42    0.00   -4.20 8.092E-01

  10.589 28.369  8.21    0.72   -3.22    0.29    0.00   -2.93  0.791
   3.227  0.594  6.49    0.76   -7.95    0.31    0.00   -7.64 5.035E-01

  10.589 28.369  8.19    0.73   -3.14    0.29    0.00   -2.85  0.791
   3.219  0.592  6.52    0.76   -7.85    0.31    0.00   -7.54 5.110E-01

  10.589 28.369  8.17    0.74   -3.06    0.30    0.00   -2.77  0.790
   3.211  0.590  6.56    0.77   -7.76    0.31    0.00   -7.44 5.187E-01

  10.589 28.369  8.15    0.74   -2.97    0.30    0.00   -2.67  0.789
   3.203  0.588  6.59    0.77   -7.65    0.32    0.00   -7.33 5.263E-01

  10.589 28.369  8.13    0.75   -2.89    0.30    0.00   -2.59  0.788
   3.195  0.586  6.63    0.78   -7.55    0.32    0.00   -7.24 5.341E-01

  10.589 28.369  8.11    0.75   -2.83    0.30    0.00   -2.53  0.788
   3.187  0.584  6.67    0.79   -7.47    0.32    0.00   -7.15 5.419E-01

  10.589 28.369  8.09    0.76   -2.75    0.30    0.00   -2.45  0.787
   3.179  0.581  6.70    0.79   -7.38    0.32    0.00   -7.05 5.497E-01

  10.589 28.369  8.06    0.76   -2.67    0.30    0.00   -2.36  0.784
   3.171  0.579  6.74    0.80   -7.28    0.32    0.00   -6.95 5.577E-01

  10.589 28.369  8.04    0.77   -2.59    0.31    0.00   -2.28  0.786
   3.163  0.577  6.77    0.81   -7.18    0.33    0.00   -6.85 5.657E-01

  10.589 28.369  8.02    0.78   -2.51    0.31    0.00   -2.20  0.786
   3.155  0.575  6.81    0.81   -7.08    0.33    0.00   -6.75 5.737E-01

  10.589 28.369  8.00    0.78   -2.43    0.31    0.00   -2.11  0.785
   3.147  0.573  6.84    0.82   -6.98    0.33    0.00   -6.65 5.819E-01

  10.589 28.369  7.98    0.79   -2.35    0.32    0.00   -2.04  0.785
   3.139  0.571  6.88    0.83   -6.89    0.33    0.00   -6.56 5.901E-01

  10.589 28.369  7.96    0.80   -2.28    0.32    0.00   -1.96  0.785
   3.131  0.569  6.91    0.83   -6.80    0.34    0.00   -6.46 5.983E-01

  10.589 28.369  7.94    0.80   -2.19    0.32    0.00   -1.87  0.784
   3.123  0.567  6.95    0.84   -6.70    0.34    0.00   -6.36 6.067E-01

  10.589 28.369  7.92    0.81   -2.12    0.32    0.00   -1.80  0.784
   3.115  0.565  6.98    0.85   -6.61    0.34    0.00   -6.27 6.151E-01

  10.589 28.369  7.90    0.82   -2.04    0.33    0.00   -1.71  0.784
   3.107  0.563  7.02    0.85   -6.51    0.34    0.00   -6.16 6.235E-01

  10.589 28.369  7.88    0.82   -1.96    0.33    0.00   -1.63  0.784
   3.099  0.561  7.05    0.86   -6.41    0.35    0.00   -6.06 6.321E-01

  10.589 28.369  7.86    0.83   -1.88    0.33    0.00   -1.55  0.784
   3.091  0.559  7.09    0.87   -6.32    0.35    0.00   -5.97 6.407E-01

  10.589 28.369  7.84    0.84   -1.80    0.33    0.00   -1.47  0.784
   3.083  0.557  7.12    0.88   -6.22    0.35    0.00   -5.87 6.493E-01

  10.589 28.369  7.82    0.84   -1.72    0.34    0.00   -1.38  0.784
   3.075  0.555  7.16    0.88   -6.12    0.36    0.00   -5.77 6.580E-01

  10.589 28.369  7.80    0.85   -1.64    0.34    0.00   -1.30  0.784
   3.067  0.553  7.20    0.89   -6.03    0.36    0.00   -5.67 6.668E-01

  10.589 28.369  7.78    0.86   -1.56    0.34    0.00   -1.22  0.785
   3.059  0.551  7.23    0.90   -5.93    0.36    0.00   -5.56 6.757E-01

  10.589 28.369  7.76    0.87   -1.48    0.35    0.00   -1.13  0.785
   3.051  0.549  7.27    0.91   -5.82    0.37    0.00   -5.46 6.846E-01

  10.589 28.369  7.74    0.87   -1.39    0.35    0.00   -1.04  0.785
   3.043  0.547  7.30    0.92   -5.73    0.37    0.00   -5.35 6.936E-01

  10.589 28.369  7.72    0.88   -1.31    0.35    0.00   -0.95  0.785
   3.035  0.545  7.34    0.92   -5.62    0.38    0.00   -5.25 7.026E-01

