EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin9_2nd                                                             
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.099  0.473  8.29    1.09   -2.48    0.55    0.00   -1.93 1.091E+00

  10.589 26.014  6.63    1.04    1.28    0.52    0.00    1.80  0.931
   3.091  0.471  8.32    1.11   -2.38    0.56    0.00   -1.82 1.101E+00

  10.589 26.014  6.62    1.05    1.36    0.52    0.00    1.89  0.931
   3.083  0.470  8.35    1.12   -2.28    0.56    0.00   -1.71 1.111E+00

  10.589 26.014  6.60    1.06    1.44    0.53    0.00    1.97  0.932
   3.075  0.468  8.38    1.13   -2.18    0.57    0.00   -1.61 1.121E+00

  10.589 26.014  6.58    1.07    1.53    0.54    0.00    2.07  0.932
   3.067  0.466  8.42    1.14   -2.07    0.58    0.00   -1.50 1.130E+00

  10.589 26.014  6.56    1.08    1.61    0.54    0.00    2.15  0.932
   3.059  0.465  8.45    1.15   -1.98    0.58    0.00   -1.39 1.140E+00

  10.589 26.014  6.55    1.09    1.69    0.55    0.00    2.24  0.932
   3.051  0.463  8.48    1.16   -1.88    0.59    0.00   -1.29 1.150E+00

  10.589 26.014  6.53    1.10    1.76    0.56    0.00    2.32  0.933
   3.043  0.461  8.51    1.17   -1.79    0.60    0.00   -1.19 1.160E+00

  10.589 26.014  6.51    1.11    1.85    0.56    0.00    2.42  0.934
   3.035  0.459  8.54    1.19   -1.68    0.61    0.00   -1.07 1.170E+00

  10.589 26.014  6.49    1.12    1.93    0.57    0.00    2.51  0.934
   3.027  0.458  8.58    1.20   -1.58    0.61    0.00   -0.96 1.180E+00

  10.589 26.014  6.48    1.14    2.02    0.58    0.00    2.60  0.934
   3.019  0.456  8.61    1.21   -1.47    0.62    0.00   -0.85 1.191E+00

  10.589 26.014  6.46    1.15    2.10    0.58    0.00    2.69  0.935
   3.011  0.454  8.64    1.22   -1.37    0.63    0.00   -0.74 1.201E+00

  10.589 26.014  6.44    1.16    2.18    0.59    0.00    2.78  0.936
   3.003  0.453  8.67    1.23   -1.28    0.64    0.00   -0.63 1.211E+00

  10.589 26.014  6.43    1.17    2.27    0.60    0.00    2.87  0.936
   2.995  0.451  8.70    1.25   -1.17    0.65    0.00   -0.52 1.221E+00

  10.589 26.014  6.41    1.18    2.36    0.61    0.00    2.97  0.936
   2.987  0.449  8.74    1.26   -1.06    0.65    0.00   -0.40 1.231E+00

  10.589 26.014  6.39    1.19    2.43    0.62    0.00    3.05  0.937
   2.979  0.448  8.77    1.27   -0.97    0.66    0.00   -0.30 1.242E+00

  10.589 26.014  6.37    1.20    2.51    0.62    0.00    3.14  0.937
   2.971  0.446  8.80    1.29   -0.87    0.67    0.00   -0.20 1.252E+00

  10.589 26.014  6.36    1.22    2.60    0.63    0.00    3.24  0.937
   2.963  0.444  8.83    1.30   -0.76    0.68    0.00   -0.07 1.262E+00

  10.589 26.014  6.34    1.23    2.69    0.64    0.00    3.33  0.938
   2.955  0.443  8.87    1.31   -0.65    0.69    0.00    0.04 1.273E+00

  10.589 26.094  6.97    0.88   -0.18    0.42    0.00    0.24  0.922
   3.227  0.504  7.73    0.93   -4.16    0.45    0.00   -3.71 9.142E-01

  10.589 26.094  6.95    0.89   -0.10    0.43    0.00    0.33  0.925
   3.219  0.502  7.76    0.94   -4.06    0.46    0.00   -3.61 9.232E-01

  10.589 26.094  6.93    0.90   -0.02    0.43    0.00    0.41  0.924
   3.211  0.501  7.79    0.95   -3.97    0.46    0.00   -3.50 9.323E-01

  10.589 26.094  6.91    0.91    0.06    0.43    0.00    0.50  0.924
   3.203  0.499  7.83    0.96   -3.87    0.47    0.00   -3.40 9.414E-01

  10.589 26.094  6.90    0.91    0.14    0.44    0.00    0.58  0.924
   3.195  0.497  7.86    0.97   -3.77    0.47    0.00   -3.30 9.506E-01

  10.589 26.094  6.88    0.92    0.22    0.44    0.00    0.67  0.926
   3.187  0.495  7.89    0.98   -3.67    0.48    0.00   -3.20 9.598E-01

  10.589 26.094  6.86    0.93    0.30    0.45    0.00    0.75  0.925
   3.179  0.494  7.92    0.99   -3.57    0.48    0.00   -3.09 9.690E-01

  10.589 26.094  6.85    0.94    0.38    0.45    0.00    0.84  0.925
   3.171  0.492  7.96    1.00   -3.48    0.49    0.00   -2.99 9.783E-01

  10.589 26.094  6.83    0.95    0.46    0.46    0.00    0.92  0.926
   3.163  0.490  7.99    1.01   -3.38    0.49    0.00   -2.88 9.876E-01

  10.589 26.094  6.81    0.96    0.54    0.46    0.00    1.01  0.926
   3.155  0.488  8.02    1.02   -3.28    0.50    0.00   -2.78 9.970E-01

  10.589 26.094  6.79    0.97    0.62    0.47    0.00    1.09  0.926
   3.147  0.486  8.05    1.02   -3.19    0.50    0.00   -2.68 1.006E+00

  10.589 26.094  6.78    0.98    0.70    0.47    0.00    1.18  0.927
   3.139  0.485  8.08    1.03   -3.09    0.51    0.00   -2.58 1.016E+00

  10.589 26.094  6.76    0.98    0.78    0.48    0.00    1.27  0.927
   3.131  0.483  8.12    1.04   -2.99    0.52    0.00   -2.47 1.025E+00

  10.589 26.094  6.74    0.99    0.86    0.49    0.00    1.35  0.928
   3.123  0.481  8.15    1.05   -2.89    0.52    0.00   -2.36 1.035E+00

  10.589 26.094  6.72    1.00    0.94    0.49    0.00    1.43  0.928
   3.115  0.479  8.18    1.07   -2.80    0.53    0.00   -2.27 1.044E+00

  10.589 26.094  6.71    1.01    1.02    0.50    0.00    1.52  0.931
   3.107  0.478  8.21    1.08   -2.70    0.54    0.00   -2.16 1.054E+00

  10.589 26.094  6.69    1.02    1.10    0.50    0.00    1.61  0.930
   3.099  0.476  8.25    1.09   -2.60    0.54    0.00   -2.05 1.064E+00

  10.589 26.094  6.67    1.03    1.18    0.51    0.00    1.69  0.930
   3.091  0.474  8.28    1.10   -2.50    0.55    0.00   -1.95 1.073E+00

  10.589 26.094  6.66    1.04    1.26    0.52    0.00    1.78  0.930
   3.083  0.472  8.31    1.11   -2.40    0.56    0.00   -1.84 1.083E+00

  10.589 26.094  6.64    1.05    1.34    0.52    0.00    1.87  0.931
   3.075  0.471  8.34    1.12   -2.30    0.56    0.00   -1.73 1.093E+00

  10.589 26.094  6.62    1.06    1.43    0.53    0.00    1.96  0.931
   3.067  0.469  8.38    1.13   -2.20    0.57    0.00   -1.63 1.102E+00

  10.589 26.094  6.60    1.07    1.51    0.54    0.00    2.05  0.932
   3.059  0.467  8.41    1.14   -2.09    0.58    0.00   -1.52 1.112E+00

  10.589 26.094  6.59    1.08    1.59    0.54    0.00    2.14  0.932
   3.051  0.466  8.44    1.15   -2.00    0.58    0.00   -1.41 1.122E+00

  10.589 26.094  6.57    1.09    1.67    0.55    0.00    2.22  0.932
   3.043  0.464  8.47    1.16   -1.90    0.59    0.00   -1.30 1.132E+00

  10.589 26.094  6.55    1.10    1.75    0.56    0.00    2.30  0.933
   3.035  0.462  8.50    1.18   -1.80    0.60    0.00   -1.20 1.142E+00

  10.589 26.094  6.53    1.12    1.83    0.56    0.00    2.40  0.934
   3.027  0.460  8.54    1.19   -1.70    0.61    0.00   -1.09 1.152E+00

  10.589 26.094  6.52    1.13    1.92    0.57    0.00    2.49  0.934
   3.019  0.459  8.57    1.20   -1.59    0.61    0.00   -0.98 1.162E+00

  10.589 26.094  6.50    1.14    2.00    0.58    0.00    2.58  0.934
   3.011  0.457  8.60    1.21   -1.49    0.62    0.00   -0.87 1.172E+00

  10.589 26.094  6.48    1.15    2.09    0.59    0.00    2.67  0.934
   3.003  0.455  8.63    1.22   -1.39    0.63    0.00   -0.76 1.182E+00

  10.589 26.094  6.47    1.16    2.17    0.59    0.00    2.76  0.934
   2.995  0.454  8.67    1.24   -1.29    0.64    0.00   -0.65 1.192E+00

  10.589 26.094  6.45    1.17    2.26    0.60    0.00    2.86  0.936
   2.987  0.452  8.70    1.25   -1.18    0.65    0.00   -0.53 1.202E+00

  10.589 26.094  6.43    1.18    2.35    0.61    0.00    2.96  0.935
   2.979  0.450  8.73    1.26   -1.07    0.65    0.00   -0.41 1.212E+00

  10.589 26.094  6.41    1.20    2.42    0.62    0.00    3.04  0.936
   2.971  0.449  8.76    1.28   -0.98    0.66    0.00   -0.32 1.222E+00

  10.589 26.094  6.40    1.20    2.50    0.62    0.00    3.13  0.937
   2.963  0.447  8.79    1.28   -0.88    0.67    0.00   -0.21 1.233E+00

  10.589 26.094  6.38    1.22    2.59    0.63    0.00    3.23  0.937
   2.955  0.445  8.83    1.30   -0.77    0.68    0.00   -0.09 1.243E+00

  10.589 26.174  7.01    0.87   -0.27    0.42    0.00    0.15  0.922
   3.227  0.507  7.69    0.93   -4.28    0.45    0.00   -3.83 8.891E-01

  10.589 26.174  6.99    0.88   -0.19    0.42    0.00    0.23  0.922
   3.219  0.505  7.72    0.93   -4.18    0.45    0.00   -3.73 8.981E-01

  10.589 26.174  6.97    0.89   -0.11    0.42    0.00    0.31  0.923
   3.211  0.504  7.75    0.94   -4.09    0.46    0.00   -3.63 9.070E-01

  10.589 26.174  6.96    0.90   -0.04    0.43    0.00    0.39  0.923
   3.203  0.502  7.78    0.95   -3.99    0.46    0.00   -3.53 9.160E-01

  10.589 26.174  6.94    0.91    0.04    0.43    0.00    0.48  0.924
   3.195  0.500  7.82    0.96   -3.89    0.47    0.00   -3.42 9.250E-01

  10.589 26.174  6.92    0.92    0.12    0.44    0.00    0.56  0.924
   3.187  0.498  7.85    0.97   -3.79    0.47    0.00   -3.32 9.341E-01

  10.589 26.174  6.90    0.92    0.20    0.44    0.00    0.65  0.926
   3.179  0.496  7.88    0.98   -3.69    0.48    0.00   -3.22 9.432E-01

  10.589 26.174  6.89    0.93    0.28    0.45    0.00    0.73  0.925
   3.171  0.495  7.91    0.99   -3.60    0.48    0.00   -3.11 9.524E-01

  10.589 26.174  6.87    0.94    0.36    0.45    0.00    0.82  0.924
   3.163  0.493  7.95    1.00   -3.50    0.49    0.00   -3.01 9.616E-01

  10.589 26.174  6.85    0.95    0.44    0.46    0.00    0.90  0.923
   3.155  0.491  7.98    1.01   -3.40    0.49    0.00   -2.91 9.708E-01

  10.589 26.174  6.83    0.96    0.52    0.46    0.00    0.99  0.926
   3.147  0.489  8.01    1.02   -3.30    0.50    0.00   -2.80 9.801E-01

  10.589 26.174  6.82    0.97    0.61    0.47    0.00    1.08  0.926
   3.139  0.488  8.04    1.03   -3.20    0.50    0.00   -2.69 9.894E-01

  10.589 26.174  6.80    0.98    0.68    0.48    0.00    1.16  0.927
   3.131  0.486  8.08    1.04   -3.11    0.51    0.00   -2.60 9.987E-01

  10.589 26.174  6.78    0.99    0.77    0.48    0.00    1.25  0.927
   3.123  0.484  8.11    1.05   -3.00    0.52    0.00   -2.48 1.008E+00

  10.589 26.174  6.76    1.00    0.85    0.49    0.00    1.33  0.928
   3.115  0.482  8.14    1.06   -2.91    0.52    0.00   -2.38 1.018E+00

  10.589 26.174  6.75    1.00    0.92    0.49    0.00    1.41  0.928
   3.107  0.481  8.17    1.07   -2.82    0.53    0.00   -2.28 1.027E+00

  10.589 26.174  6.73    1.01    1.00    0.50    0.00    1.50  0.931
   3.099  0.479  8.21    1.08   -2.71    0.54    0.00   -2.18 1.036E+00

  10.589 26.174  6.71    1.02    1.08    0.50    0.00    1.59  0.930
   3.091  0.477  8.24    1.09   -2.62    0.54    0.00   -2.07 1.046E+00

  10.589 26.174  6.70    1.03    1.16    0.51    0.00    1.68  0.930
   3.083  0.475  8.27    1.10   -2.52    0.55    0.00   -1.97 1.056E+00

  10.589 26.174  6.68    1.04    1.25    0.52    0.00    1.76  0.930
   3.075  0.474  8.30    1.11   -2.42    0.56    0.00   -1.86 1.065E+00

  10.589 26.174  6.66    1.05    1.33    0.52    0.00    1.85  0.931
   3.067  0.472  8.34    1.12   -2.32    0.56    0.00   -1.75 1.075E+00

  10.589 26.174  6.64    1.06    1.41    0.53    0.00    1.94  0.931
   3.059  0.470  8.37    1.13   -2.21    0.57    0.00   -1.64 1.084E+00

  10.589 26.174  6.63    1.07    1.49    0.54    0.00    2.03  0.932
   3.051  0.468  8.40    1.14   -2.11    0.58    0.00   -1.53 1.094E+00

  10.589 26.174  6.61    1.09    1.58    0.54    0.00    2.12  0.932
   3.043  0.467  8.43    1.15   -2.01    0.58    0.00   -1.42 1.104E+00

  10.589 26.174  6.59    1.10    1.66    0.55    0.00    2.21  0.932
   3.035  0.465  8.46    1.17   -1.91    0.59    0.00   -1.32 1.114E+00

  10.589 26.174  6.57    1.11    1.73    0.56    0.00    2.29  0.933
   3.027  0.463  8.50    1.18   -1.82    0.60    0.00   -1.22 1.124E+00

  10.589 26.174  6.56    1.12    1.82    0.56    0.00    2.39  0.934
   3.019  0.462  8.53    1.19   -1.71    0.61    0.00   -1.10 1.133E+00

  10.589 26.174  6.54    1.13    1.90    0.57    0.00    2.48  0.933
   3.011  0.460  8.56    1.20   -1.61    0.61    0.00   -0.99 1.143E+00

  10.589 26.174  6.52    1.14    1.99    0.58    0.00    2.57  0.934
   3.003  0.458  8.59    1.21   -1.51    0.62    0.00   -0.88 1.153E+00

  10.589 26.174  6.50    1.15    2.07    0.58    0.00    2.66  0.933
   2.995  0.456  8.63    1.23   -1.40    0.63    0.00   -0.77 1.163E+00

  10.589 26.174  6.49    1.16    2.15    0.59    0.00    2.75  0.935
   2.987  0.455  8.66    1.24   -1.31    0.64    0.00   -0.67 1.173E+00

  10.589 26.174  6.47    1.17    2.24    0.60    0.00    2.84  0.936
   2.979  0.453  8.69    1.25   -1.20    0.65    0.00   -0.55 1.183E+00

  10.589 26.174  6.45    1.19    2.33    0.61    0.00    2.94  0.935
   2.971  0.451  8.72    1.26   -1.09    0.65    0.00   -0.43 1.193E+00

  10.589 26.174  6.43    1.19    2.41    0.62    0.00    3.03  0.937
   2.963  0.450  8.76    1.27   -1.00    0.66    0.00   -0.33 1.203E+00

  10.589 26.174  6.42    1.21    2.49    0.63    0.00    3.11  0.937
   2.955  0.448  8.79    1.29   -0.90    0.67    0.00   -0.22 1.214E+00

  10.589 26.254  7.05    0.87   -0.37    0.41    0.00    0.04  0.921
   3.227  0.510  7.65    0.92   -4.40    0.44    0.00   -3.95 8.647E-01

  10.589 26.254  7.03    0.88   -0.29    0.42    0.00    0.13  0.922
   3.219  0.509  7.68    0.93   -4.30    0.45    0.00   -3.85 8.735E-01

  10.589 26.254  7.02    0.88   -0.21    0.42    0.00    0.21  0.922
   3.211  0.507  7.71    0.94   -4.20    0.45    0.00   -3.75 8.823E-01

  10.589 26.254  7.00    0.89   -0.13    0.42    0.00    0.29  0.923
   3.203  0.505  7.74    0.94   -4.11    0.46    0.00   -3.65 8.912E-01

  10.589 26.254  6.98    0.90   -0.06    0.43    0.00    0.38  0.925
   3.195  0.503  7.78    0.95   -4.01    0.46    0.00   -3.55 9.001E-01

  10.589 26.254  6.96    0.91    0.02    0.43    0.00    0.46  0.924
   3.187  0.501  7.81    0.96   -3.91    0.47    0.00   -3.44 9.090E-01

  10.589 26.254  6.95    0.92    0.10    0.44    0.00    0.54  0.924
   3.179  0.499  7.84    0.97   -3.81    0.47    0.00   -3.34 9.180E-01

  10.589 26.254  6.93    0.92    0.18    0.44    0.00    0.63  0.925
   3.171  0.498  7.87    0.98   -3.72    0.48    0.00   -3.24 9.270E-01

  10.589 26.254  6.91    0.93    0.26    0.45    0.00    0.71  0.926
   3.163  0.496  7.91    0.99   -3.62    0.48    0.00   -3.13 9.361E-01

  10.589 26.254  6.89    0.94    0.35    0.45    0.00    0.80  0.925
   3.155  0.494  7.94    1.00   -3.52    0.49    0.00   -3.03 9.452E-01

  10.589 26.254  6.88    0.95    0.42    0.46    0.00    0.88  0.924
   3.147  0.492  7.97    1.01   -3.42    0.49    0.00   -2.93 9.543E-01

  10.589 26.254  6.86    0.96    0.51    0.46    0.00    0.97  0.927
   3.139  0.491  8.00    1.02   -3.32    0.49    0.00   -2.82 9.635E-01

  10.589 26.254  6.84    0.97    0.59    0.47    0.00    1.06  0.926
   3.131  0.489  8.04    1.03   -3.22    0.51    0.00   -2.71 9.727E-01

  10.589 26.254  6.82    0.98    0.66    0.48    0.00    1.14  0.927
   3.123  0.487  8.07    1.04   -3.13    0.51    0.00   -2.61 9.820E-01

  10.589 26.254  6.81    0.99    0.74    0.48    0.00    1.23  0.927
   3.115  0.485  8.10    1.05   -3.03    0.52    0.00   -2.51 9.913E-01

  10.589 26.254  6.79    1.00    0.83    0.49    0.00    1.32  0.928
   3.107  0.483  8.13    1.06   -2.93    0.52    0.00   -2.40 1.001E+00

  10.589 26.254  6.77    1.01    0.90    0.49    0.00    1.40  0.928
   3.099  0.482  8.17    1.07   -2.83    0.53    0.00   -2.30 1.010E+00

  10.589 26.254  6.75    1.02    0.98    0.50    0.00    1.48  0.928
   3.091  0.480  8.20    1.08   -2.74    0.54    0.00   -2.20 1.019E+00

  10.589 26.254  6.74    1.03    1.07    0.51    0.00    1.57  0.930
   3.083  0.478  8.23    1.09   -2.63    0.54    0.00   -2.09 1.029E+00

  10.589 26.254  6.72    1.04    1.15    0.51    0.00    1.66  0.929
   3.075  0.476  8.26    1.10   -2.53    0.55    0.00   -1.98 1.038E+00

  10.589 26.254  6.70    1.05    1.23    0.52    0.00    1.75  0.930
   3.067  0.475  8.30    1.11   -2.43    0.56    0.00   -1.88 1.048E+00

  10.589 26.254  6.68    1.06    1.31    0.52    0.00    1.84  0.931
   3.059  0.473  8.33    1.12   -2.33    0.56    0.00   -1.77 1.057E+00

  10.589 26.254  6.67    1.07    1.40    0.53    0.00    1.93  0.931
   3.051  0.471  8.36    1.13   -2.23    0.57    0.00   -1.66 1.067E+00

  10.589 26.254  6.65    1.08    1.48    0.54    0.00    2.02  0.931
   3.043  0.469  8.39    1.15   -2.13    0.58    0.00   -1.55 1.077E+00

  10.589 26.254  6.63    1.09    1.56    0.54    0.00    2.11  0.932
   3.035  0.468  8.43    1.16   -2.03    0.58    0.00   -1.44 1.086E+00

  10.589 26.254  6.61    1.10    1.64    0.55    0.00    2.19  0.931
   3.027  0.466  8.46    1.17   -1.93    0.59    0.00   -1.34 1.096E+00

  10.589 26.254  6.60    1.11    1.72    0.56    0.00    2.28  0.933
   3.019  0.464  8.49    1.18   -1.83    0.60    0.00   -1.23 1.106E+00

  10.589 26.254  6.58    1.12    1.80    0.56    0.00    2.37  0.933
   3.011  0.463  8.52    1.19   -1.73    0.61    0.00   -1.12 1.115E+00

  10.589 26.254  6.56    1.13    1.89    0.57    0.00    2.46  0.933
   3.003  0.461  8.56    1.20   -1.63    0.61    0.00   -1.01 1.125E+00

  10.589 26.254  6.54    1.14    1.97    0.58    0.00    2.56  0.934
   2.995  0.459  8.59    1.22   -1.52    0.62    0.00   -0.90 1.135E+00

  10.589 26.254  6.53    1.15    2.06    0.59    0.00    2.65  0.933
   2.987  0.457  8.62    1.23   -1.42    0.63    0.00   -0.79 1.145E+00

  10.589 26.254  6.51    1.16    2.13    0.59    0.00    2.73  0.935
   2.979  0.456  8.65    1.24   -1.33    0.64    0.00   -0.68 1.155E+00

  10.589 26.254  6.49    1.18    2.22    0.60    0.00    2.83  0.936
   2.971  0.454  8.69    1.25   -1.22    0.65    0.00   -0.56 1.165E+00

  10.589 26.254  6.47    1.19    2.32    0.61    0.00    2.93  0.935
   2.963  0.452  8.72    1.27   -1.10    0.66    0.00   -0.44 1.175E+00

  10.589 26.254  6.46    1.20    2.39    0.62    0.00    3.02  0.937
   2.955  0.451  8.75    1.28   -1.01    0.67    0.00   -0.34 1.185E+00

  10.589 26.334  7.09    0.86   -0.47    0.41    0.00   -0.06  0.920
   3.227  0.513  7.60    0.91   -4.52    0.44    0.00   -4.08 8.407E-01

  10.589 26.334  7.07    0.87   -0.39    0.41    0.00    0.02  0.921
   3.219  0.512  7.64    0.92   -4.42    0.44    0.00   -3.98 8.494E-01

  10.589 26.334  7.06    0.88   -0.31    0.42    0.00    0.11  0.922
   3.211  0.510  7.67    0.93   -4.32    0.45    0.00   -3.87 8.581E-01

  10.589 26.334  7.04    0.88   -0.23    0.42    0.00    0.19  0.923
   3.203  0.508  7.70    0.94   -4.22    0.45    0.00   -3.77 8.668E-01

  10.589 26.334  7.02    0.89   -0.16    0.42    0.00    0.27  0.922
   3.195  0.506  7.73    0.94   -4.13    0.46    0.00   -3.67 8.756E-01

  10.589 26.334  7.00    0.90   -0.08    0.43    0.00    0.36  0.924
   3.187  0.504  7.77    0.95   -4.03    0.46    0.00   -3.57 8.844E-01

  10.589 26.334  6.99    0.91    0.00    0.43    0.00    0.44  0.924
   3.179  0.502  7.80    0.96   -3.93    0.47    0.00   -3.46 8.933E-01

  10.589 26.334  6.97    0.92    0.09    0.44    0.00    0.53  0.924
   3.171  0.501  7.83    0.97   -3.83    0.47    0.00   -3.36 9.022E-01

  10.589 26.334  6.95    0.93    0.16    0.44    0.00    0.61  0.925
   3.163  0.499  7.86    0.98   -3.74    0.48    0.00   -3.26 9.111E-01

  10.589 26.334  6.93    0.93    0.25    0.45    0.00    0.70  0.925
   3.155  0.497  7.90    0.99   -3.64    0.48    0.00   -3.15 9.201E-01

  10.589 26.334  6.92    0.94    0.33    0.45    0.00    0.78  0.924
   3.147  0.495  7.93    1.00   -3.54    0.49    0.00   -3.05 9.291E-01

  10.589 26.334  6.90    0.95    0.41    0.46    0.00    0.87  0.924
   3.139  0.493  7.96    1.01   -3.44    0.49    0.00   -2.94 9.382E-01

  10.589 26.334  6.88    0.96    0.49    0.47    0.00    0.96  0.926
   3.131  0.492  7.99    1.02   -3.34    0.50    0.00   -2.84 9.473E-01

  10.589 26.334  6.86    0.97    0.57    0.47    0.00    1.04  0.926
   3.123  0.490  8.03    1.03   -3.24    0.51    0.00   -2.73 9.564E-01

  10.589 26.334  6.85    0.98    0.65    0.48    0.00    1.12  0.926
   3.115  0.488  8.06    1.04   -3.15    0.51    0.00   -2.63 9.656E-01

  10.589 26.334  6.83    0.99    0.73    0.48    0.00    1.21  0.926
   3.107  0.486  8.09    1.05   -3.05    0.52    0.00   -2.53 9.748E-01

  10.589 26.334  6.81    1.00    0.81    0.49    0.00    1.30  0.927
   3.099  0.485  8.12    1.06   -2.94    0.52    0.00   -2.42 9.840E-01

  10.589 26.334  6.79    1.01    0.89    0.49    0.00    1.39  0.928
   3.091  0.483  8.16    1.07   -2.85    0.53    0.00   -2.31 9.933E-01

  10.589 26.334  6.78    1.02    0.97    0.50    0.00    1.47  0.928
   3.083  0.481  8.19    1.08   -2.75    0.54    0.00   -2.21 1.003E+00

  10.589 26.334  6.76    1.03    1.05    0.51    0.00    1.56  0.930
   3.075  0.479  8.22    1.09   -2.65    0.54    0.00   -2.11 1.012E+00

  10.589 26.334  6.74    1.04    1.13    0.51    0.00    1.65  0.929
   3.067  0.478  8.26    1.10   -2.55    0.55    0.00   -2.00 1.021E+00

  10.589 26.334  6.72    1.05    1.21    0.52    0.00    1.73  0.930
   3.059  0.476  8.29    1.11   -2.45    0.56    0.00   -1.89 1.031E+00

  10.589 26.334  6.71    1.06    1.30    0.52    0.00    1.82  0.931
   3.051  0.474  8.32    1.12   -2.35    0.56    0.00   -1.78 1.040E+00

