EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin2                                                                 
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

 Deut Elastic Model: ia,iamec,rsc,rscmec (1,2,3,4)=  3
 TJON DEUT ELASTIC FILESS TO BE OPEN=rscctj.tjon_input   rscqtj.tjon_input   rscmtj.tjon_input   
  10.589 17.353  3.11    2.65   11.87    2.01    0.05   13.93  0.969
   3.227  0.225 11.59    2.95   10.58    2.17    0.05   12.79 1.169E+01

  10.589 17.353  3.10    2.67   11.95    2.03    0.05   14.04  0.969
   3.219  0.224 11.61    2.97   10.68    2.20    0.05   12.92 1.172E+01

  10.589 17.353  3.09    2.70   12.04    2.06    0.05   14.14  0.969
   3.211  0.224 11.63    3.00   10.78    2.22    0.05   13.05 1.174E+01

  10.589 17.353  3.09    2.72   12.10    2.08    0.05   14.23  0.969
   3.203  0.223 11.65    3.03   10.86    2.25    0.05   13.15 1.177E+01

  10.589 17.353  3.08    2.75   12.18    2.10    0.05   14.33  0.969
   3.195  0.222 11.68    3.06   10.96    2.27    0.05   13.28 1.179E+01

  10.589 17.353  3.07    2.77   12.27    2.12    0.05   14.44  0.967
   3.187  0.221 11.70    3.09   11.06    2.29    0.05   13.41 1.182E+01

  10.589 17.353  3.06    2.80   12.34    2.15    0.05   14.55  0.968
   3.179  0.220 11.72    3.12   11.16    2.32    0.05   13.53 1.184E+01

  10.589 17.353  3.06    2.83   12.42    2.18    0.06   14.65  0.970
   3.171  0.220 11.74    3.15   11.25    2.35    0.06   13.66 1.186E+01

  10.589 17.353  3.05    2.85   12.50    2.20    0.06   14.76  0.968
   3.163  0.219 11.77    3.18   11.35    2.37    0.06   13.78 1.189E+01

  10.589 17.353  3.04    2.88   12.58    2.22    0.06   14.86  0.968
   3.155  0.218 11.79    3.21   11.45    2.40    0.06   13.91 1.191E+01

  10.589 17.353  3.03    2.89   12.66    2.25    0.06   14.97  0.969
   3.147  0.217 11.81    3.23   11.55    2.43    0.06   14.04 1.194E+01

  10.589 17.353  3.03    2.93   12.74    2.27    0.06   15.07  0.967
   3.139  0.216 11.84    3.27   11.65    2.46    0.06   14.17 1.196E+01

  10.589 17.353  3.02    2.96   12.82    2.30    0.06   15.18  0.968
   3.131  0.216 11.86    3.30   11.75    2.49    0.06   14.29 1.199E+01

  10.589 17.353  3.01    2.99   12.90    2.33    0.06   15.28  0.967
   3.123  0.215 11.88    3.33   11.84    2.51    0.06   14.42 1.201E+01

  10.589 17.353  3.00    3.02   12.98    2.35    0.06   15.40  0.967
   3.115  0.214 11.90    3.37   11.95    2.54    0.06   14.55 1.204E+01

  10.589 17.353  2.99    3.04   13.07    2.38    0.06   15.51  0.967
   3.107  0.213 11.93    3.40   12.05    2.57    0.06   14.68 1.206E+01

  10.589 17.353  2.99    3.07   13.15    2.41    0.06   15.62  0.967
   3.099  0.213 11.95    3.43   12.15    2.60    0.06   14.82 1.209E+01

  10.589 17.353  2.98    3.10   13.23    2.43    0.07   15.73  0.966
   3.091  0.212 11.97    3.47   12.25    2.63    0.07   14.95 1.211E+01

  10.589 17.353  2.97    3.13   13.32    2.46    0.07   15.84  0.966
   3.083  0.211 11.99    3.50   12.35    2.66    0.07   15.08 1.214E+01

  10.589 17.353  2.96    3.16   13.40    2.49    0.07   15.96  0.966
   3.075  0.210 12.02    3.53   12.46    2.69    0.07   15.22 1.216E+01

  10.589 17.353  2.96    3.19   13.49    2.52    0.07   16.07  0.966
   3.067  0.209 12.04    3.57   12.56    2.72    0.07   15.35 1.219E+01

  10.589 17.353  2.95    3.22   13.57    2.55    0.07   16.18  0.966
   3.059  0.209 12.06    3.60   12.66    2.75    0.07   15.48 1.221E+01

  10.589 17.353  2.94    3.25   13.65    2.57    0.07   16.30  0.966
   3.051  0.208 12.09    3.64   12.76    2.78    0.07   15.62 1.224E+01

  10.589 17.353  2.93    3.28   13.73    2.61    0.07   16.41  0.967
   3.043  0.207 12.11    3.67   12.87    2.82    0.07   15.76 1.226E+01

  10.589 17.353  2.93    3.31   13.82    2.63    0.07   16.53  0.966
   3.035  0.206 12.13    3.71   12.97    2.85    0.07   15.90 1.229E+01

  10.589 17.353  2.92    3.35   13.90    2.66    0.07   16.64  0.965
   3.027  0.206 12.15    3.75   13.07    2.88    0.08   16.03 1.231E+01

  10.589 17.353  2.91    3.38   13.99    2.70    0.08   16.76  0.965
   3.019  0.205 12.18    3.78   13.17    2.91    0.08   16.17 1.234E+01

  10.589 17.353  2.90    3.41   14.07    2.73    0.08   16.87  0.965
   3.011  0.204 12.20    3.82   13.28    2.95    0.08   16.30 1.236E+01

  10.589 17.353  2.89    3.44   14.15    2.76    0.08   16.99  0.966
   3.003  0.203 12.22    3.86   13.38    2.98    0.08   16.44 1.239E+01

  10.589 17.353  2.89    3.47   14.24    2.79    0.08   17.12  0.966
   2.995  0.203 12.24    3.90   13.49    3.02    0.08   16.59 1.241E+01

  10.589 17.353  2.88    3.51   14.33    2.82    0.08   17.23  0.965
   2.987  0.202 12.27    3.93   13.59    3.05    0.08   16.73 1.244E+01

  10.589 17.353  2.87    3.54   14.42    2.85    0.08   17.35  0.963
   2.979  0.201 12.29    3.97   13.68    3.08    0.08   16.85 1.247E+01

  10.589 17.353  2.86    3.58   14.51    2.89    0.08   17.48  0.964
   2.971  0.200 12.31    4.01   13.83    3.12    0.08   17.04 1.249E+01

  10.589 17.353  2.86    3.61   14.58    2.92    0.09   17.58  0.964
   2.963  0.200 12.34    4.05   13.95    3.16    0.09   17.19 1.252E+01

