EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin11_2nd                                                            
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
  10.589 28.056  7.69    0.86   -1.18    0.40    0.00   -0.78  0.916
   3.091  0.547  7.26    0.91   -5.33    0.43    0.00   -4.90 5.513E-01

  10.589 28.056  7.67    0.87   -1.10    0.40    0.00   -0.69  0.916
   3.083  0.545  7.29    0.91   -5.23    0.43    0.00   -4.80 5.581E-01

  10.589 28.056  7.65    0.87   -1.02    0.41    0.00   -0.61  0.917
   3.075  0.543  7.33    0.92   -5.13    0.44    0.00   -4.69 5.650E-01

  10.589 28.056  7.63    0.88   -0.94    0.41    0.00   -0.52  0.917
   3.067  0.541  7.36    0.93   -5.04    0.44    0.00   -4.59 5.719E-01

  10.589 28.056  7.61    0.89   -0.86    0.42    0.00   -0.44  0.917
   3.059  0.539  7.40    0.94   -4.93    0.45    0.00   -4.49 5.788E-01

  10.589 28.056  7.59    0.90   -0.78    0.42    0.00   -0.36  0.918
   3.051  0.537  7.43    0.95   -4.85    0.45    0.00   -4.39 5.858E-01

  10.589 28.056  7.57    0.91   -0.68    0.43    0.00   -0.25  0.920
   3.043  0.535  7.47    0.96   -4.72    0.46    0.00   -4.26 5.928E-01

  10.589 28.056  7.55    0.92   -0.61    0.43    0.00   -0.17  0.918
   3.035  0.533  7.50    0.97   -4.63    0.46    0.00   -4.16 5.999E-01

  10.589 28.056  7.53    0.92   -0.52    0.43    0.00   -0.08  0.918
   3.027  0.531  7.54    0.97   -4.52    0.47    0.00   -4.05 6.070E-01

  10.589 28.056  7.51    0.93   -0.43    0.44    0.00    0.01  0.919
   3.019  0.529  7.57    0.99   -4.41    0.47    0.00   -3.94 6.141E-01

  10.589 28.056  7.49    0.94   -0.35    0.45    0.00    0.09  0.920
   3.011  0.527  7.61    1.00   -4.32    0.48    0.00   -3.84 6.213E-01

  10.589 28.056  7.47    0.95   -0.27    0.45    0.00    0.18  0.921
   3.003  0.525  7.64    1.01   -4.22    0.48    0.00   -3.73 6.286E-01

  10.589 28.056  7.45    0.96   -0.18    0.46    0.00    0.27  0.921
   2.995  0.523  7.68    1.02   -4.11    0.49    0.00   -3.62 6.358E-01

  10.589 28.056  7.43    0.97   -0.10    0.46    0.00    0.36  0.920
   2.987  0.521  7.71    1.03   -4.01    0.50    0.00   -3.51 6.432E-01

  10.589 28.056  7.41    0.98   -0.02    0.47    0.00    0.45  0.921
   2.979  0.519  7.75    1.04   -3.91    0.50    0.00   -3.41 6.505E-01

  10.589 28.056  7.39    0.99    0.07    0.47    0.00    0.54  0.922
   2.971  0.517  7.78    1.05   -3.81    0.51    0.00   -3.30 6.579E-01

  10.589 28.056  7.37    1.00    0.15    0.48    0.00    0.63  0.923
   2.963  0.515  7.82    1.06   -3.70    0.51    0.00   -3.19 6.654E-01

  10.589 28.056  7.35    1.01    0.24    0.48    0.00    0.72  0.922
   2.955  0.513  7.85    1.07   -3.60    0.52    0.00   -3.08 6.728E-01

  10.589 28.136  8.06    0.74   -2.58    0.34    0.00   -2.24  0.911
   3.219  0.582  6.65    0.78   -7.04    0.37    0.00   -6.67 4.342E-01

  10.589 28.136  8.04    0.75   -2.50    0.35    0.00   -2.16  0.912
   3.211  0.580  6.69    0.79   -6.95    0.37    0.00   -6.58 4.402E-01

  10.589 28.136  8.02    0.75   -2.42    0.35    0.00   -2.07  0.912
   3.203  0.578  6.72    0.79   -6.85    0.37    0.00   -6.47 4.462E-01

  10.589 28.136  8.00    0.76   -2.34    0.35    0.00   -1.99  0.911
   3.195  0.576  6.76    0.80   -6.75    0.38    0.00   -6.37 4.523E-01

  10.589 28.136  7.98    0.77   -2.26    0.35    0.00   -1.91  0.911
   3.187  0.574  6.79    0.81   -6.65    0.38    0.00   -6.27 4.585E-01

  10.589 28.136  7.96    0.77   -2.18    0.36    0.00   -1.82  0.914
   3.179  0.572  6.83    0.81   -6.55    0.38    0.00   -6.17 4.646E-01

  10.589 28.136  7.94    0.78   -2.09    0.36    0.00   -1.73  0.913
   3.171  0.570  6.87    0.82   -6.45    0.39    0.00   -6.06 4.709E-01

  10.589 28.136  7.92    0.79   -2.02    0.36    0.00   -1.65  0.912
   3.163  0.568  6.90    0.83   -6.35    0.39    0.00   -5.96 4.771E-01

  10.589 28.136  7.90    0.79   -1.94    0.37    0.00   -1.57  0.913
   3.155  0.566  6.94    0.84   -6.26    0.39    0.00   -5.86 4.835E-01

  10.589 28.136  7.88    0.80   -1.85    0.37    0.00   -1.48  0.915
   3.147  0.564  6.97    0.84   -6.15    0.40    0.00   -5.76 4.898E-01

  10.589 28.136  7.86    0.81   -1.77    0.37    0.00   -1.40  0.914
   3.139  0.562  7.01    0.85   -6.05    0.40    0.00   -5.65 4.962E-01

  10.589 28.136  7.84    0.81   -1.69    0.38    0.00   -1.31  0.914
   3.131  0.560  7.04    0.86   -5.95    0.41    0.00   -5.55 5.027E-01

  10.589 28.136  7.82    0.82   -1.61    0.38    0.00   -1.22  0.915
   3.123  0.558  7.08    0.87   -5.85    0.41    0.00   -5.44 5.091E-01

  10.589 28.136  7.80    0.83   -1.53    0.38    0.00   -1.14  0.915
   3.115  0.556  7.11    0.87   -5.75    0.41    0.00   -5.34 5.157E-01

  10.589 28.136  7.78    0.84   -1.44    0.39    0.00   -1.05  0.915
   3.107  0.554  7.15    0.88   -5.65    0.42    0.00   -5.23 5.223E-01

  10.589 28.136  7.76    0.84   -1.36    0.39    0.00   -0.96  0.915
   3.099  0.552  7.18    0.89   -5.55    0.42    0.00   -5.13 5.289E-01

  10.589 28.136  7.74    0.85   -1.28    0.40    0.00   -0.88  0.917
   3.091  0.550  7.22    0.90   -5.45    0.43    0.00   -5.02 5.355E-01

  10.589 28.136  7.72    0.86   -1.19    0.40    0.00   -0.79  0.916
   3.083  0.548  7.25    0.91   -5.35    0.43    0.00   -4.91 5.422E-01

  10.589 28.136  7.70    0.87   -1.11    0.40    0.00   -0.70  0.916
   3.075  0.546  7.29    0.92   -5.24    0.43    0.00   -4.81 5.490E-01

  10.589 28.136  7.68    0.88   -1.03    0.41    0.00   -0.62  0.917
   3.067  0.544  7.32    0.92   -5.14    0.44    0.00   -4.70 5.558E-01

  10.589 28.136  7.66    0.88   -0.95    0.41    0.00   -0.53  0.919
   3.059  0.542  7.36    0.93   -5.05    0.44    0.00   -4.60 5.626E-01

  10.589 28.136  7.64    0.89   -0.87    0.42    0.00   -0.45  0.917
   3.051  0.540  7.39    0.94   -4.95    0.45    0.00   -4.50 5.695E-01

  10.589 28.136  7.62    0.90   -0.78    0.42    0.00   -0.36  0.917
   3.043  0.538  7.43    0.95   -4.84    0.45    0.00   -4.38 5.764E-01

  10.589 28.136  7.60    0.91   -0.69    0.43    0.00   -0.26  0.919
   3.035  0.536  7.46    0.96   -4.73    0.46    0.00   -4.27 5.834E-01

  10.589 28.136  7.58    0.92   -0.62    0.43    0.00   -0.18  0.919
   3.027  0.534  7.50    0.97   -4.64    0.46    0.00   -4.17 5.904E-01

  10.589 28.136  7.56    0.93   -0.53    0.44    0.00   -0.09  0.918
   3.019  0.532  7.53    0.98   -4.53    0.47    0.00   -4.06 5.974E-01

  10.589 28.136  7.54    0.93   -0.44    0.44    0.00    0.01  0.919
   3.011  0.530  7.57    0.99   -4.42    0.47    0.00   -3.95 6.045E-01

  10.589 28.136  7.52    0.94   -0.36    0.45    0.00    0.08  0.920
   3.003  0.528  7.60    1.00   -4.33    0.48    0.00   -3.85 6.116E-01

  10.589 28.136  7.50    0.95   -0.28    0.45    0.00    0.17  0.920
   2.995  0.526  7.64    1.01   -4.23    0.49    0.00   -3.74 6.188E-01

  10.589 28.136  7.48    0.96   -0.19    0.46    0.00    0.27  0.920
   2.987  0.524  7.67    1.02   -4.12    0.49    0.00   -3.63 6.260E-01

  10.589 28.136  7.46    0.97   -0.11    0.46    0.00    0.36  0.920
   2.979  0.522  7.71    1.03   -4.02    0.50    0.00   -3.52 6.332E-01

  10.589 28.136  7.44    0.98   -0.03    0.47    0.00    0.44  0.920
   2.971  0.520  7.74    1.04   -3.92    0.50    0.00   -3.42 6.405E-01

  10.589 28.136  7.42    0.99    0.06    0.47    0.00    0.53  0.923
   2.963  0.518  7.78    1.05   -3.81    0.51    0.00   -3.30 6.479E-01

  10.589 28.136  7.40    1.00    0.14    0.48    0.00    0.62  0.923
   2.955  0.516  7.81    1.06   -3.71    0.52    0.00   -3.19 6.553E-01

  10.589 28.216  8.10    0.74   -2.68    0.34    0.00   -2.33  0.911
   3.219  0.586  6.61    0.77   -7.16    0.37    0.00   -6.79 4.205E-01

  10.589 28.216  8.08    0.74   -2.59    0.34    0.00   -2.25  0.911
   3.211  0.584  6.65    0.78   -7.06    0.37    0.00   -6.69 4.264E-01

  10.589 28.216  8.06    0.75   -2.52    0.35    0.00   -2.17  0.912
   3.203  0.582  6.68    0.79   -6.97    0.37    0.00   -6.59 4.324E-01

  10.589 28.216  8.04    0.75   -2.43    0.35    0.00   -2.09  0.912
   3.195  0.579  6.72    0.79   -6.86    0.38    0.00   -6.49 4.384E-01

  10.589 28.216  8.02    0.76   -2.35    0.35    0.00   -2.00  0.911
   3.187  0.577  6.75    0.80   -6.77    0.38    0.00   -6.39 4.444E-01

  10.589 28.216  8.00    0.77   -2.28    0.35    0.00   -1.92  0.911
   3.179  0.575  6.79    0.81   -6.67    0.38    0.00   -6.29 4.505E-01

  10.589 28.216  7.98    0.77   -2.20    0.36    0.00   -1.84  0.913
   3.171  0.573  6.82    0.82   -6.57    0.39    0.00   -6.18 4.566E-01

  10.589 28.216  7.96    0.78   -2.11    0.36    0.00   -1.75  0.913
   3.163  0.571  6.86    0.82   -6.46    0.39    0.00   -6.08 4.627E-01

  10.589 28.216  7.94    0.79   -2.03    0.36    0.00   -1.66  0.912
   3.155  0.569  6.89    0.83   -6.37    0.39    0.00   -5.97 4.689E-01

  10.589 28.216  7.92    0.79   -1.95    0.37    0.00   -1.58  0.913
   3.147  0.567  6.93    0.84   -6.27    0.40    0.00   -5.87 4.752E-01

  10.589 28.216  7.90    0.80   -1.87    0.37    0.00   -1.50  0.914
   3.139  0.565  6.96    0.84   -6.17    0.40    0.00   -5.77 4.815E-01

  10.589 28.216  7.88    0.81   -1.79    0.37    0.00   -1.41  0.914
   3.131  0.563  7.00    0.85   -6.07    0.40    0.00   -5.66 4.878E-01

  10.589 28.216  7.86    0.82   -1.70    0.38    0.00   -1.33  0.914
   3.123  0.561  7.03    0.86   -5.97    0.41    0.00   -5.56 4.942E-01

  10.589 28.216  7.84    0.82   -1.62    0.38    0.00   -1.24  0.915
   3.115  0.559  7.07    0.87   -5.86    0.41    0.00   -5.45 5.006E-01

  10.589 28.216  7.82    0.83   -1.54    0.39    0.00   -1.15  0.915
   3.107  0.557  7.10    0.88   -5.77    0.41    0.00   -5.35 5.071E-01

  10.589 28.216  7.80    0.84   -1.45    0.39    0.00   -1.06  0.915
   3.099  0.555  7.14    0.88   -5.66    0.42    0.00   -5.24 5.136E-01

  10.589 28.216  7.78    0.85   -1.37    0.39    0.00   -0.98  0.915
   3.091  0.553  7.17    0.89   -5.56    0.42    0.00   -5.14 5.201E-01

  10.589 28.216  7.76    0.85   -1.29    0.40    0.00   -0.89  0.917
   3.083  0.551  7.21    0.90   -5.46    0.43    0.00   -5.03 5.267E-01

  10.589 28.216  7.74    0.86   -1.21    0.40    0.00   -0.80  0.916
   3.075  0.549  7.24    0.91   -5.36    0.43    0.00   -4.93 5.334E-01

  10.589 28.216  7.72    0.87   -1.12    0.41    0.00   -0.71  0.916
   3.067  0.547  7.28    0.92   -5.25    0.44    0.00   -4.82 5.401E-01

  10.589 28.216  7.70    0.88   -1.04    0.41    0.00   -0.63  0.916
   3.059  0.545  7.31    0.93   -5.15    0.44    0.00   -4.71 5.468E-01

  10.589 28.216  7.68    0.89   -0.96    0.41    0.00   -0.54  0.918
   3.051  0.543  7.35    0.94   -5.06    0.45    0.00   -4.61 5.535E-01

  10.589 28.216  7.66    0.89   -0.88    0.42    0.00   -0.46  0.917
   3.043  0.541  7.38    0.94   -4.96    0.45    0.00   -4.51 5.604E-01

  10.589 28.216  7.64    0.90   -0.80    0.42    0.00   -0.37  0.917
   3.035  0.539  7.42    0.95   -4.86    0.45    0.00   -4.40 5.672E-01

  10.589 28.216  7.62    0.91   -0.72    0.43    0.00   -0.29  0.919
   3.027  0.537  7.45    0.96   -4.76    0.46    0.00   -4.30 5.741E-01

  10.589 28.216  7.60    0.92   -0.62    0.43    0.00   -0.18  0.919
   3.019  0.535  7.49    0.97   -4.64    0.47    0.00   -4.17 5.810E-01

  10.589 28.216  7.58    0.93   -0.54    0.44    0.00   -0.10  0.918
   3.011  0.533  7.52    0.98   -4.55    0.47    0.00   -4.07 5.880E-01

  10.589 28.216  7.56    0.94   -0.45    0.44    0.00   -0.00  0.918
   3.003  0.531  7.56    0.99   -4.43    0.47    0.00   -3.96 5.950E-01

  10.589 28.216  7.54    0.95   -0.37    0.45    0.00    0.08  0.920
   2.995  0.529  7.59    1.00   -4.34    0.48    0.00   -3.86 6.021E-01

  10.589 28.216  7.52    0.96   -0.29    0.45    0.00    0.17  0.920
   2.987  0.527  7.63    1.01   -4.24    0.49    0.00   -3.75 6.092E-01

  10.589 28.216  7.50    0.96   -0.20    0.46    0.00    0.26  0.920
   2.979  0.525  7.66    1.02   -4.13    0.49    0.00   -3.64 6.163E-01

  10.589 28.216  7.48    0.97   -0.12    0.46    0.00    0.35  0.920
   2.971  0.523  7.70    1.03   -4.03    0.50    0.00   -3.53 6.235E-01

  10.589 28.216  7.46    0.98   -0.04    0.47    0.00    0.43  0.921
   2.963  0.521  7.73    1.04   -3.93    0.50    0.00   -3.42 6.308E-01

  10.589 28.216  7.44    0.99    0.05    0.47    0.00    0.53  0.923
   2.955  0.519  7.77    1.05   -3.82    0.51    0.00   -3.31 6.380E-01

  10.589 28.296  8.15    0.73   -2.77    0.34    0.00   -2.43  0.911
   3.219  0.589  6.56    0.77   -7.28    0.36    0.00   -6.91 4.073E-01

  10.589 28.296  8.13    0.74   -2.69    0.34    0.00   -2.35  0.910
   3.211  0.587  6.60    0.78   -7.18    0.37    0.00   -6.81 4.130E-01

  10.589 28.296  8.11    0.74   -2.61    0.34    0.00   -2.26  0.911
   3.203  0.585  6.64    0.78   -7.07    0.37    0.00   -6.70 4.189E-01

  10.589 28.296  8.09    0.75   -2.53    0.35    0.00   -2.18  0.912
   3.195  0.583  6.67    0.79   -6.98    0.37    0.00   -6.60 4.247E-01

  10.589 28.296  8.06    0.76   -2.45    0.35    0.00   -2.10  0.912
   3.187  0.581  6.71    0.80   -6.88    0.38    0.00   -6.50 4.307E-01

  10.589 28.296  8.04    0.76   -2.37    0.35    0.00   -2.02  0.911
   3.179  0.579  6.74    0.80   -6.78    0.38    0.00   -6.40 4.366E-01

  10.589 28.296  8.02    0.77   -2.29    0.35    0.00   -1.94  0.911
   3.171  0.576  6.78    0.81   -6.69    0.38    0.00   -6.30 4.426E-01

  10.589 28.296  8.00    0.78   -2.21    0.36    0.00   -1.85  0.912
   3.163  0.574  6.81    0.82   -6.59    0.39    0.00   -6.20 4.487E-01

  10.589 28.296  7.98    0.78   -2.12    0.36    0.00   -1.76  0.913
   3.155  0.572  6.85    0.82   -6.48    0.39    0.00   -6.09 4.548E-01

  10.589 28.296  7.96    0.79   -2.04    0.36    0.00   -1.68  0.912
   3.147  0.570  6.88    0.83   -6.38    0.39    0.00   -5.99 4.609E-01

  10.589 28.296  7.94    0.80   -1.96    0.37    0.00   -1.60  0.913
   3.139  0.568  6.92    0.84   -6.28    0.40    0.00   -5.89 4.671E-01

  10.589 28.296  7.92    0.80   -1.88    0.37    0.00   -1.51  0.914
   3.131  0.566  6.95    0.85   -6.19    0.40    0.00   -5.79 4.733E-01

  10.589 28.296  7.90    0.81   -1.80    0.38    0.00   -1.42  0.914
   3.123  0.564  6.99    0.85   -6.08    0.40    0.00   -5.68 4.796E-01

  10.589 28.296  7.88    0.82   -1.72    0.38    0.00   -1.34  0.914
   3.115  0.562  7.02    0.86   -5.98    0.41    0.00   -5.57 4.859E-01

  10.589 28.296  7.86    0.82   -1.63    0.38    0.00   -1.25  0.915
   3.107  0.560  7.06    0.87   -5.88    0.41    0.00   -5.46 4.923E-01

  10.589 28.296  7.84    0.83   -1.55    0.39    0.00   -1.16  0.914
   3.099  0.558  7.09    0.88   -5.78    0.42    0.00   -5.36 4.987E-01

  10.589 28.296  7.82    0.84   -1.46    0.39    0.00   -1.07  0.915
   3.091  0.556  7.13    0.89   -5.67    0.42    0.00   -5.25 5.051E-01

  10.589 28.296  7.80    0.85   -1.38    0.39    0.00   -0.99  0.915
   3.083  0.554  7.16    0.89   -5.57    0.42    0.00   -5.15 5.116E-01

  10.589 28.296  7.78    0.86   -1.30    0.40    0.00   -0.90  0.918
   3.075  0.552  7.20    0.90   -5.47    0.43    0.00   -5.04 5.181E-01

  10.589 28.296  7.76    0.86   -1.22    0.40    0.00   -0.82  0.915
   3.067  0.550  7.23    0.91   -5.37    0.43    0.00   -4.94 5.247E-01

  10.589 28.296  7.74    0.87   -1.13    0.41    0.00   -0.73  0.916
   3.059  0.548  7.27    0.92   -5.27    0.44    0.00   -4.83 5.313E-01

  10.589 28.296  7.72    0.88   -1.05    0.41    0.00   -0.64  0.916
   3.051  0.546  7.31    0.93   -5.17    0.44    0.00   -4.73 5.380E-01

  10.589 28.296  7.70    0.89   -0.97    0.42    0.00   -0.55  0.918
   3.043  0.544  7.34    0.94   -5.07    0.45    0.00   -4.62 5.447E-01

  10.589 28.296  7.68    0.89   -0.89    0.42    0.00   -0.47  0.917
   3.035  0.542  7.38    0.94   -4.97    0.45    0.00   -4.52 5.514E-01

  10.589 28.296  7.66    0.90   -0.81    0.42    0.00   -0.38  0.917
   3.027  0.540  7.41    0.96   -4.87    0.46    0.00   -4.41 5.582E-01

  10.589 28.296  7.64    0.91   -0.73    0.43    0.00   -0.30  0.917
   3.019  0.538  7.45    0.96   -4.77    0.46    0.00   -4.31 5.650E-01

  10.589 28.296  7.62    0.92   -0.63    0.43    0.00   -0.19  0.918
   3.011  0.536  7.48    0.97   -4.65    0.47    0.00   -4.18 5.719E-01

  10.589 28.296  7.60    0.93   -0.55    0.44    0.00   -0.11  0.918
   3.003  0.534  7.52    0.98   -4.55    0.47    0.00   -4.08 5.788E-01

  10.589 28.296  7.58    0.94   -0.46    0.44    0.00   -0.01  0.918
   2.995  0.532  7.55    0.99   -4.44    0.48    0.00   -3.96 5.858E-01

  10.589 28.296  7.56    0.95   -0.37    0.45    0.00    0.07  0.920
   2.987  0.530  7.59    1.00   -4.34    0.48    0.00   -3.86 5.928E-01

  10.589 28.296  7.54    0.96   -0.30    0.45    0.00    0.16  0.919
   2.979  0.528  7.62    1.01   -4.25    0.49    0.00   -3.76 5.998E-01

  10.589 28.296  7.52    0.97   -0.21    0.46    0.00    0.25  0.920
   2.971  0.526  7.66    1.02   -4.14    0.49    0.00   -3.65 6.069E-01

  10.589 28.296  7.50    0.98   -0.12    0.46    0.00    0.34  0.921
   2.963  0.524  7.69    1.03   -4.04    0.50    0.00   -3.53 6.140E-01

  10.589 28.296  7.48    0.99   -0.04    0.47    0.00    0.43  0.920
   2.955  0.522  7.73    1.04   -3.94    0.50    0.00   -3.43 6.212E-01

  10.589 28.376  8.19    0.73   -2.87    0.34    0.00   -2.54  0.910
   3.219  0.592  6.52    0.76   -7.40    0.36    0.00   -7.03 3.943E-01

  10.589 28.376  8.17    0.73   -2.79    0.34    0.00   -2.45  0.911
   3.211  0.590  6.56    0.77   -7.29    0.37    0.00   -6.93 4.000E-01

  10.589 28.376  8.15    0.74   -2.71    0.34    0.00   -2.36  0.910
   3.203  0.588  6.59    0.78   -7.19    0.37    0.00   -6.82 4.057E-01

  10.589 28.376  8.13    0.74   -2.62    0.34    0.00   -2.28  0.910
   3.195  0.586  6.63    0.78   -7.09    0.37    0.00   -6.72 4.115E-01

  10.589 28.376  8.11    0.75   -2.55    0.35    0.00   -2.20  0.912
   3.187  0.584  6.66    0.79   -6.99    0.37    0.00   -6.62 4.173E-01

  10.589 28.376  8.09    0.76   -2.47    0.35    0.00   -2.12  0.912
   3.179  0.582  6.70    0.80   -6.90    0.38    0.00   -6.52 4.231E-01

  10.589 28.376  8.07    0.76   -2.38    0.35    0.00   -2.03  0.911
   3.171  0.580  6.73    0.80   -6.80    0.38    0.00   -6.42 4.290E-01

  10.589 28.376  8.05    0.77   -2.30    0.36    0.00   -1.95  0.911
   3.163  0.578  6.77    0.81   -6.70    0.38    0.00   -6.31 4.350E-01

  10.589 28.376  8.03    0.78   -2.22    0.36    0.00   -1.87  0.912
   3.155  0.575  6.80    0.82   -6.60    0.39    0.00   -6.21 4.410E-01

  10.589 28.376  8.01    0.78   -2.14    0.36    0.00   -1.77  0.913
   3.147  0.573  6.84    0.83   -6.49    0.39    0.00   -6.10 4.470E-01

  10.589 28.376  7.99    0.79   -2.06    0.37    0.00   -1.69  0.913
   3.139  0.571  6.87    0.83   -6.39    0.39    0.00   -6.00 4.531E-01

  10.589 28.376  7.97    0.80   -1.98    0.37    0.00   -1.61  0.913
   3.131  0.569  6.91    0.84   -6.30    0.40    0.00   -5.90 4.592E-01

  10.589 28.376  7.95    0.80   -1.90    0.37    0.00   -1.52  0.913
   3.123  0.567  6.94    0.85   -6.20    0.40    0.00   -5.80 4.653E-01

  10.589 28.376  7.93    0.81   -1.81    0.38    0.00   -1.44  0.913
   3.115  0.565  6.98    0.86   -6.10    0.40    0.00   -5.69 4.716E-01

  10.589 28.376  7.91    0.82   -1.73    0.38    0.00   -1.35  0.914
   3.107  0.563  7.01    0.86   -5.99    0.41    0.00   -5.59 4.778E-01

  10.589 28.376  7.89    0.83   -1.64    0.38    0.00   -1.26  0.915
   3.099  0.561  7.05    0.87   -5.89    0.41    0.00   -5.48 4.841E-01

  10.589 28.376  7.87    0.83   -1.56    0.39    0.00   -1.18  0.914
   3.091  0.559  7.09    0.88   -5.79    0.42    0.00   -5.37 4.904E-01

  10.589 28.376  7.84    0.84   -1.48    0.39    0.00   -1.09  0.914
   3.083  0.557  7.12    0.89   -5.69    0.42    0.00   -5.26 4.968E-01

  10.589 28.376  7.82    0.85   -1.39    0.39    0.00   -1.00  0.915
   3.075  0.555  7.16    0.90   -5.59    0.42    0.00   -5.16 5.032E-01

  10.589 28.376  7.80    0.86   -1.31    0.40    0.00   -0.91  0.916
   3.067  0.553  7.19    0.90   -5.48    0.43    0.00   -5.05 5.097E-01

  10.589 28.376  7.78    0.87   -1.23    0.40    0.00   -0.83  0.916
   3.059  0.551  7.23    0.91   -5.38    0.43    0.00   -4.95 5.162E-01

  10.589 28.376  7.76    0.87   -1.14    0.41    0.00   -0.74  0.916
   3.051  0.549  7.26    0.92   -5.28    0.44    0.00   -4.84 5.228E-01

  10.589 28.376  7.74    0.88   -1.06    0.41    0.00   -0.65  0.916
   3.043  0.547  7.30    0.93   -5.18    0.44    0.00   -4.74 5.294E-01

  10.589 28.376  7.72    0.89   -0.98    0.42    0.00   -0.56  0.918
   3.035  0.545  7.33    0.94   -5.08    0.45    0.00   -4.63 5.360E-01

