EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin2                                                                 
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 17.353  3.11    2.30   11.16    1.61    0.10   12.87  0.879
   3.227  0.225 11.59    2.53    9.42    1.71    0.10   11.23 1.659E+01

  10.589 17.353  3.10    2.32   11.23    1.63    0.10   12.96  0.879
   3.219  0.224 11.61    2.55    9.51    1.73    0.10   11.34 1.663E+01

  10.589 17.353  3.09    2.34   11.31    1.65    0.10   13.05  0.878
   3.211  0.224 11.63    2.57    9.61    1.75    0.10   11.46 1.667E+01

  10.589 17.353  3.09    2.36   11.38    1.66    0.10   13.15  0.878
   3.203  0.223 11.65    2.59    9.70    1.77    0.10   11.57 1.670E+01

  10.589 17.353  3.08    2.38   11.46    1.68    0.11   13.25  0.878
   3.195  0.222 11.68    2.62    9.79    1.79    0.11   11.69 1.674E+01

  10.589 17.353  3.07    2.40   11.53    1.70    0.11   13.34  0.878
   3.187  0.221 11.70    2.64    9.89    1.81    0.11   11.80 1.678E+01

  10.589 17.353  3.06    2.42   11.61    1.72    0.11   13.44  0.877
   3.179  0.220 11.72    2.67    9.98    1.82    0.11   11.92 1.682E+01

  10.589 17.353  3.06    2.44   11.68    1.74    0.11   13.53  0.877
   3.171  0.220 11.74    2.69   10.08    1.84    0.11   12.03 1.686E+01

  10.589 17.353  3.05    2.46   11.76    1.75    0.11   13.63  0.877
   3.163  0.219 11.77    2.71   10.18    1.86    0.12   12.16 1.690E+01

  10.589 17.353  3.04    2.48   11.85    1.77    0.12   13.74  0.877
   3.155  0.218 11.79    2.74   10.27    1.88    0.12   12.27 1.694E+01

  10.589 17.353  3.03    2.49   11.92    1.79    0.12   13.84  0.876
   3.147  0.217 11.81    2.75   10.36    1.90    0.12   12.39 1.698E+01

  10.589 17.353  3.03    2.53   12.00    1.81    0.12   13.94  0.876
   3.139  0.216 11.84    2.79   10.46    1.93    0.12   12.51 1.702E+01

  10.589 17.353  3.02    2.55   12.08    1.83    0.12   14.04  0.876
   3.131  0.216 11.86    2.81   10.56    1.95    0.12   12.63 1.705E+01

  10.589 17.353  3.01    2.57   12.16    1.85    0.13   14.14  0.876
   3.123  0.215 11.88    2.84   10.66    1.97    0.13   12.75 1.709E+01

  10.589 17.353  3.00    2.59   12.24    1.87    0.13   14.24  0.875
   3.115  0.214 11.90    2.87   10.75    1.99    0.13   12.87 1.713E+01

  10.589 17.353  2.99    2.62   12.32    1.89    0.13   14.34  0.875
   3.107  0.213 11.93    2.89   10.85    2.01    0.13   12.99 1.717E+01

  10.589 17.353  2.99    2.64   12.39    1.91    0.13   14.44  0.875
   3.099  0.213 11.95    2.92   10.94    2.03    0.13   13.11 1.721E+01

  10.589 17.353  2.98    2.66   12.47    1.93    0.14   14.54  0.875
   3.091  0.212 11.97    2.95   11.04    2.05    0.14   13.23 1.725E+01

  10.589 17.353  2.97    2.69   12.56    1.95    0.14   14.65  0.874
   3.083  0.211 11.99    2.97   11.14    2.08    0.14   13.35 1.729E+01

  10.589 17.353  2.96    2.71   12.64    1.97    0.14   14.76  0.874
   3.075  0.210 12.02    3.00   11.24    2.10    0.14   13.48 1.733E+01

  10.589 17.353  2.96    2.74   12.72    1.99    0.14   14.86  0.874
   3.067  0.209 12.04    3.03   11.34    2.12    0.15   13.61 1.737E+01

  10.589 17.353  2.95    2.76   12.80    2.02    0.15   14.96  0.873
   3.059  0.209 12.06    3.06   11.44    2.14    0.15   13.73 1.741E+01

  10.589 17.353  2.94    2.79   12.88    2.04    0.15   15.07  0.873
   3.051  0.208 12.09    3.08   11.53    2.17    0.15   13.85 1.745E+01

  10.589 17.353  2.93    2.81   12.96    2.06    0.15   15.17  0.873
   3.043  0.207 12.11    3.11   11.63    2.19    0.15   13.97 1.749E+01

  10.589 17.353  2.93    2.84   13.05    2.08    0.16   15.29  0.872
   3.035  0.206 12.13    3.14   11.74    2.21    0.16   14.11 1.753E+01

  10.589 17.353  2.92    2.86   13.14    2.10    0.16   15.40  0.872
   3.027  0.206 12.15    3.17   11.84    2.24    0.16   14.24 1.757E+01

  10.589 17.353  2.91    2.89   13.20    2.13    0.16   15.49  0.872
   3.019  0.205 12.18    3.20   11.93    2.26    0.16   14.35 1.761E+01

  10.589 17.353  2.90    2.91   13.29    2.15    0.17   15.60  0.871
   3.011  0.204 12.20    3.23   12.03    2.29    0.17   14.48 1.765E+01

  10.589 17.353  2.89    2.94   13.37    2.17    0.17   15.71  0.871
   3.003  0.203 12.22    3.26   12.13    2.31    0.17   14.61 1.769E+01

  10.589 17.353  2.89    2.97   13.45    2.20    0.17   15.82  0.871
   2.995  0.203 12.24    3.29   12.23    2.34    0.17   14.74 1.773E+01

  10.589 17.353  2.88    2.99   13.53    2.22    0.17   15.93  0.870
   2.987  0.202 12.27    3.32   12.33    2.36    0.18   14.87 1.777E+01

  10.589 17.353  2.87    3.02   13.62    2.24    0.18   16.04  0.870
   2.979  0.201 12.29    3.35   12.43    2.39    0.18   15.00 1.781E+01

  10.589 17.353  2.86    3.05   13.70    2.27    0.18   16.15  0.870
   2.971  0.200 12.31    3.38   12.53    2.41    0.18   15.13 1.785E+01

  10.589 17.353  2.86    3.08   13.79    2.29    0.19   16.26  0.869
   2.963  0.200 12.34    3.42   12.63    2.44    0.19   15.26 1.789E+01

  10.589 17.353  2.85    3.10   13.87    2.32    0.19   16.37  0.869
   2.955  0.199 12.36    3.45   12.73    2.47    0.19   15.39 1.793E+01

  10.589 17.433  3.14    2.27   11.04    1.59    0.09   12.72  0.879
