EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin11_1st                                                           
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL
   3.147  0.561  7.02    0.88   -6.38    0.37    0.00   -6.01 8.259E-01

  10.589 28.049  7.81    0.85   -1.70    0.35    0.00   -1.34  0.824
   3.139  0.558  7.05    0.89   -6.28    0.38    0.00   -5.91 8.364E-01

  10.589 28.049  7.79    0.86   -1.62    0.36    0.00   -1.26  0.823
   3.131  0.556  7.09    0.90   -6.19    0.38    0.00   -5.81 8.470E-01

  10.589 28.049  7.77    0.86   -1.54    0.36    0.00   -1.18  0.823
   3.123  0.554  7.12    0.91   -6.09    0.38    0.00   -5.71 8.577E-01

  10.589 28.049  7.75    0.87   -1.45    0.36    0.00   -1.09  0.822
   3.115  0.552  7.16    0.91   -5.99    0.39    0.00   -5.60 8.684E-01

  10.589 28.049  7.73    0.88   -1.38    0.37    0.00   -1.01  0.822
   3.107  0.550  7.19    0.92   -5.89    0.39    0.00   -5.50 8.793E-01

  10.589 28.049  7.71    0.89   -1.29    0.37    0.00   -0.92  0.821
   3.099  0.548  7.23    0.93   -5.79    0.39    0.00   -5.39 8.902E-01

  10.589 28.049  7.69    0.90   -1.21    0.37    0.00   -0.83  0.821
   3.091  0.546  7.26    0.94   -5.69    0.40    0.00   -5.29 9.011E-01

  10.589 28.049  7.67    0.91   -1.12    0.38    0.00   -0.75  0.821
   3.083  0.544  7.30    0.95   -5.58    0.40    0.00   -5.18 9.121E-01

  10.589 28.049  7.65    0.91   -1.04    0.38    0.00   -0.65  0.821
   3.075  0.542  7.33    0.96   -5.47    0.40    0.00   -5.07 9.232E-01

  10.589 28.049  7.63    0.92   -0.95    0.38    0.00   -0.57  0.820
   3.067  0.540  7.37    0.97   -5.37    0.41    0.00   -4.96 9.344E-01

  10.589 28.049  7.61    0.93   -0.87    0.39    0.00   -0.48  0.820
   3.059  0.538  7.40    0.98   -5.27    0.41    0.00   -4.86 9.456E-01

  10.589 28.049  7.59    0.94   -0.79    0.39    0.00   -0.40  0.820
   3.051  0.536  7.44    0.99   -5.17    0.42    0.00   -4.75 9.569E-01

  10.589 28.049  7.57    0.95   -0.71    0.40    0.00   -0.31  0.819
   3.043  0.535  7.47    1.00   -5.07    0.42    0.00   -4.65 9.683E-01

  10.589 28.049  7.55    0.96   -0.61    0.40    0.00   -0.21  0.819
   3.035  0.533  7.51    1.01   -4.96    0.43    0.00   -4.53 9.797E-01

  10.589 28.049  7.53    0.97   -0.54    0.41    0.00   -0.13  0.819
   3.027  0.531  7.54    1.01   -4.86    0.43    0.00   -4.43 9.913E-01

  10.589 28.049  7.51    0.98   -0.45    0.41    0.00   -0.04  0.819
   3.019  0.529  7.58    1.03   -4.76    0.43    0.00   -4.33 1.003E+00

  10.589 28.049  7.49    0.99   -0.37    0.41    0.00    0.05  0.818
   3.011  0.527  7.61    1.04   -4.66    0.44    0.00   -4.22 1.014E+00

  10.589 28.049  7.47    1.00   -0.28    0.42    0.00    0.13  0.818
   3.003  0.525  7.65    1.05   -4.56    0.44    0.00   -4.11 1.026E+00

  10.589 28.049  7.45    1.01   -0.20    0.42    0.00    0.23  0.818
   2.995  0.523  7.68    1.06   -4.45    0.45    0.00   -4.00 1.038E+00

  10.589 28.049  7.43    1.02   -0.11    0.43    0.00    0.32  0.818
   2.987  0.521  7.72    1.07   -4.34    0.45    0.00   -3.89 1.050E+00

  10.589 28.049  7.41    1.03   -0.03    0.43    0.00    0.41  0.818
   2.979  0.519  7.75    1.08   -4.24    0.46    0.00   -3.78 1.062E+00

  10.589 28.049  7.39    1.04    0.06    0.44    0.00    0.50  0.818
   2.971  0.517  7.79    1.09   -4.14    0.47    0.00   -3.67 1.074E+00

  10.589 28.049  7.37    1.05    0.15    0.44    0.00    0.59  0.818
   2.963  0.515  7.82    1.10   -4.03    0.47    0.00   -3.56 1.086E+00

  10.589 28.129  8.07    0.77   -2.67    0.32    0.00   -2.35  0.835
   3.227  0.584  6.62    0.80   -7.48    0.34    0.00   -7.14 7.017E-01

  10.589 28.129  8.05    0.77   -2.59    0.33    0.00   -2.27  0.834
   3.219  0.582  6.66    0.81   -7.38    0.35    0.00   -7.04 7.114E-01

  10.589 28.129  8.03    0.78   -2.52    0.33    0.00   -2.20  0.833
   3.211  0.580  6.69    0.81   -7.30    0.35    0.00   -6.95 7.211E-01

  10.589 28.129  8.01    0.79   -2.44    0.33    0.00   -2.11  0.828
   3.203  0.578  6.73    0.82   -7.19    0.35    0.00   -6.84 7.309E-01

  10.589 28.129  7.99    0.79   -2.36    0.33    0.00   -2.02  0.831
   3.195  0.576  6.76    0.83   -7.09    0.35    0.00   -6.74 7.408E-01

  10.589 28.129  7.97    0.80   -2.28    0.33    0.00   -1.94  0.830
   3.187  0.574  6.80    0.84   -6.99    0.36    0.00   -6.64 7.507E-01

  10.589 28.129  7.95    0.81   -2.19    0.34    0.00   -1.86  0.829
   3.179  0.572  6.83    0.84   -6.89    0.36    0.00   -6.53 7.607E-01

  10.589 28.129  7.93    0.81   -2.12    0.34    0.00   -1.78  0.828
   3.171  0.570  6.87    0.85   -6.80    0.36    0.00   -6.43 7.708E-01

  10.589 28.129  7.91    0.82   -2.04    0.34    0.00   -1.70  0.827
   3.163  0.568  6.90    0.86   -6.70    0.36    0.00   -6.33 7.810E-01

  10.589 28.129  7.89    0.83   -1.95    0.35    0.00   -1.61  0.826
   3.155  0.566  6.94    0.87   -6.59    0.37    0.00   -6.23 7.912E-01

  10.589 28.129  7.87    0.84   -1.88    0.35    0.00   -1.53  0.825
   3.147  0.564  6.97    0.87   -6.50    0.37    0.00   -6.13 8.015E-01

  10.589 28.129  7.85    0.84   -1.79    0.35    0.00   -1.44  0.824
   3.139  0.562  7.01    0.88   -6.40    0.37    0.00   -6.03 8.119E-01

  10.589 28.129  7.83    0.85   -1.71    0.35    0.00   -1.35  0.824
   3.131  0.560  7.04    0.89   -6.30    0.38    0.00   -5.92 8.223E-01

  10.589 28.129  7.81    0.86   -1.63    0.36    0.00   -1.27  0.823
   3.123  0.558  7.08    0.90   -6.20    0.38    0.00   -5.82 8.328E-01

  10.589 28.129  7.79    0.87   -1.55    0.36    0.00   -1.19  0.823
   3.115  0.556  7.11    0.91   -6.10    0.38    0.00   -5.72 8.434E-01

  10.589 28.129  7.77    0.87   -1.47    0.36    0.00   -1.10  0.822
   3.107  0.554  7.15    0.92   -6.00    0.39    0.00   -5.61 8.540E-01

  10.589 28.129  7.75    0.88   -1.39    0.37    0.00   -1.02  0.822
   3.099  0.552  7.18    0.93   -5.90    0.39    0.00   -5.51 8.647E-01

  10.589 28.129  7.73    0.89   -1.30    0.37    0.00   -0.93  0.821
   3.091  0.549  7.22    0.93   -5.80    0.39    0.00   -5.40 8.755E-01

  10.589 28.129  7.71    0.90   -1.22    0.37    0.00   -0.85  0.821
   3.083  0.547  7.25    0.94   -5.70    0.40    0.00   -5.30 8.864E-01

  10.589 28.129  7.69    0.91   -1.14    0.38    0.00   -0.76  0.821
   3.075  0.545  7.29    0.95   -5.59    0.40    0.00   -5.19 8.973E-01

  10.589 28.129  7.67    0.92   -1.05    0.38    0.00   -0.67  0.820
   3.067  0.543  7.32    0.96   -5.49    0.41    0.00   -5.08 9.083E-01

  10.589 28.129  7.65    0.93   -0.96    0.39    0.00   -0.58  0.820
   3.059  0.541  7.36    0.97   -5.38    0.41    0.00   -4.97 9.193E-01

  10.589 28.129  7.63    0.93   -0.88    0.39    0.00   -0.49  0.820
   3.051  0.540  7.39    0.98   -5.28    0.41    0.00   -4.87 9.305E-01

  10.589 28.129  7.61    0.94   -0.80    0.39    0.00   -0.41  0.819
   3.043  0.538  7.43    0.99   -5.18    0.42    0.00   -4.77 9.417E-01

  10.589 28.129  7.59    0.95   -0.72    0.40    0.00   -0.32  0.819
   3.035  0.536  7.46    1.00   -5.08    0.42    0.00   -4.66 9.529E-01

  10.589 28.129  7.57    0.96   -0.62    0.40    0.00   -0.22  0.819
   3.027  0.534  7.50    1.01   -4.97    0.43    0.00   -4.54 9.642E-01

  10.589 28.129  7.55    0.97   -0.55    0.41    0.00   -0.14  0.819
   3.019  0.532  7.53    1.02   -4.88    0.43    0.00   -4.44 9.756E-01

  10.589 28.129  7.53    0.98   -0.46    0.41    0.00   -0.05  0.818
   3.011  0.530  7.57    1.03   -4.77    0.44    0.00   -4.33 9.871E-01

  10.589 28.129  7.51    0.99   -0.38    0.42    0.00    0.04  0.818
   3.003  0.528  7.60    1.04   -4.67    0.44    0.00   -4.23 9.987E-01

  10.589 28.129  7.49    1.00   -0.29    0.42    0.00    0.13  0.818
   2.995  0.526  7.64    1.05   -4.56    0.45    0.00   -4.12 1.010E+00

  10.589 28.129  7.47    1.01   -0.21    0.42    0.00    0.22  0.818
   2.987  0.524  7.67    1.06   -4.46    0.45    0.00   -4.01 1.022E+00

  10.589 28.129  7.45    1.02   -0.12    0.43    0.00    0.31  0.818
   2.979  0.522  7.71    1.07   -4.35    0.46    0.00   -3.90 1.034E+00

  10.589 28.129  7.43    1.03   -0.04    0.43    0.00    0.40  0.818
   2.971  0.520  7.74    1.08   -4.25    0.46    0.00   -3.79 1.045E+00

  10.589 28.129  7.41    1.04    0.05    0.44    0.00    0.49  0.818
   2.963  0.518  7.78    1.09   -4.15    0.47    0.00   -3.68 1.057E+00

  10.589 28.209  8.12    0.76   -2.78    0.32    0.00   -2.46  0.836
   3.227  0.588  6.58    0.79   -7.61    0.34    0.00   -7.27 6.797E-01

  10.589 28.209  8.10    0.77   -2.69    0.32    0.00   -2.37  0.835
   3.219  0.585  6.61    0.80   -7.50    0.34    0.00   -7.15 6.892E-01

  10.589 28.209  8.08    0.77   -2.61    0.33    0.00   -2.28  0.834
   3.211  0.583  6.65    0.81   -7.40    0.35    0.00   -7.05 6.988E-01

  10.589 28.209  8.06    0.78   -2.54    0.33    0.00   -2.21  0.833
   3.203  0.581  6.68    0.82   -7.31    0.35    0.00   -6.96 7.084E-01

  10.589 28.209  8.04    0.79   -2.46    0.33    0.00   -2.13  0.828
   3.195  0.579  6.72    0.82   -7.21    0.35    0.00   -6.86 7.181E-01

  10.589 28.209  8.02    0.79   -2.37    0.33    0.00   -2.04  0.827
   3.187  0.577  6.75    0.83   -7.11    0.35    0.00   -6.76 7.278E-01

  10.589 28.209  8.00    0.80   -2.29    0.34    0.00   -1.96  0.830
   3.179  0.575  6.79    0.84   -7.01    0.36    0.00   -6.65 7.377E-01

  10.589 28.209  7.98    0.81   -2.21    0.34    0.00   -1.87  0.829
   3.171  0.573  6.82    0.84   -6.90    0.36    0.00   -6.54 7.476E-01

  10.589 28.209  7.96    0.81   -2.13    0.34    0.00   -1.79  0.828
   3.163  0.571  6.86    0.85   -6.81    0.36    0.00   -6.45 7.576E-01

  10.589 28.209  7.94    0.82   -2.05    0.34    0.00   -1.71  0.827
   3.155  0.569  6.90    0.86   -6.71    0.36    0.00   -6.35 7.676E-01

  10.589 28.209  7.92    0.83   -1.97    0.35    0.00   -1.63  0.826
   3.147  0.567  6.93    0.87   -6.61    0.37    0.00   -6.25 7.777E-01

  10.589 28.209  7.90    0.84   -1.89    0.35    0.00   -1.54  0.825
   3.139  0.565  6.97    0.88   -6.51    0.37    0.00   -6.14 7.879E-01

  10.589 28.209  7.88    0.84   -1.81    0.35    0.00   -1.46  0.824
   3.131  0.563  7.00    0.88   -6.42    0.37    0.00   -6.04 7.982E-01

  10.589 28.209  7.86    0.85   -1.72    0.35    0.00   -1.37  0.824
   3.123  0.561  7.04    0.89   -6.31    0.38    0.00   -5.93 8.085E-01

  10.589 28.209  7.84    0.86   -1.64    0.36    0.00   -1.28  0.823
   3.115  0.559  7.07    0.90   -6.21    0.38    0.00   -5.83 8.189E-01

  10.589 28.209  7.81    0.87   -1.56    0.36    0.00   -1.20  0.823
   3.107  0.557  7.11    0.91   -6.12    0.38    0.00   -5.73 8.294E-01

  10.589 28.209  7.79    0.88   -1.48    0.36    0.00   -1.12  0.822
   3.099  0.555  7.14    0.92   -6.01    0.39    0.00   -5.63 8.399E-01

  10.589 28.209  7.77    0.88   -1.40    0.37    0.00   -1.03  0.822
   3.091  0.553  7.18    0.93   -5.91    0.39    0.00   -5.52 8.505E-01

  10.589 28.209  7.75    0.89   -1.32    0.37    0.00   -0.94  0.821
   3.083  0.551  7.21    0.94   -5.81    0.39    0.00   -5.42 8.612E-01

  10.589 28.209  7.73    0.90   -1.23    0.38    0.00   -0.86  0.821
   3.075  0.549  7.25    0.94   -5.71    0.40    0.00   -5.31 8.719E-01

  10.589 28.209  7.71    0.91   -1.15    0.38    0.00   -0.77  0.821
   3.067  0.547  7.28    0.95   -5.61    0.40    0.00   -5.20 8.827E-01

  10.589 28.209  7.69    0.92   -1.06    0.38    0.00   -0.68  0.820
   3.059  0.545  7.32    0.96   -5.50    0.41    0.00   -5.09 8.936E-01

  10.589 28.209  7.67    0.93   -0.97    0.39    0.00   -0.59  0.820
   3.051  0.543  7.35    0.97   -5.39    0.41    0.00   -4.98 9.046E-01

  10.589 28.209  7.65    0.94   -0.89    0.39    0.00   -0.50  0.820
   3.043  0.541  7.39    0.98   -5.29    0.41    0.00   -4.88 9.156E-01

  10.589 28.209  7.63    0.94   -0.81    0.39    0.00   -0.42  0.819
   3.035  0.539  7.42    0.99   -5.19    0.42    0.00   -4.78 9.267E-01

  10.589 28.209  7.61    0.95   -0.73    0.40    0.00   -0.33  0.819
   3.027  0.537  7.46    1.00   -5.09    0.42    0.00   -4.67 9.378E-01

  10.589 28.209  7.59    0.96   -0.64    0.40    0.00   -0.23  0.819
   3.019  0.535  7.49    1.01   -4.98    0.43    0.00   -4.55 9.491E-01

  10.589 28.209  7.57    0.97   -0.56    0.41    0.00   -0.15  0.818
   3.011  0.533  7.53    1.02   -4.89    0.43    0.00   -4.45 9.604E-01

  10.589 28.209  7.55    0.98   -0.47    0.41    0.00   -0.06  0.818
   3.003  0.531  7.56    1.03   -4.78    0.44    0.00   -4.34 9.717E-01

  10.589 28.209  7.53    0.99   -0.39    0.42    0.00    0.03  0.818
   2.995  0.529  7.60    1.04   -4.68    0.44    0.00   -4.23 9.832E-01

  10.589 28.209  7.51    1.00   -0.30    0.42    0.00    0.12  0.818
   2.987  0.527  7.63    1.05   -4.57    0.45    0.00   -4.13 9.947E-01

  10.589 28.209  7.49    1.01   -0.22    0.43    0.00    0.21  0.818
   2.979  0.525  7.67    1.06   -4.47    0.45    0.00   -4.02 1.006E+00

  10.589 28.209  7.47    1.02   -0.13    0.43    0.00    0.30  0.818
   2.971  0.523  7.70    1.07   -4.36    0.46    0.00   -3.91 1.018E+00

  10.589 28.209  7.45    1.03   -0.04    0.44    0.00    0.39  0.818
   2.963  0.521  7.74    1.09   -4.26    0.46    0.00   -3.80 1.030E+00

  10.589 28.289  8.16    0.75   -2.88    0.32    0.00   -2.56  0.838
   3.227  0.591  6.53    0.79   -7.72    0.34    0.00   -7.38 6.583E-01

  10.589 28.289  8.14    0.76   -2.80    0.32    0.00   -2.47  0.836
   3.219  0.589  6.57    0.80   -7.62    0.34    0.00   -7.28 6.676E-01

  10.589 28.289  8.12    0.77   -2.70    0.32    0.00   -2.38  0.835
   3.211  0.587  6.60    0.80   -7.51    0.34    0.00   -7.16 6.770E-01

  10.589 28.289  8.10    0.77   -2.62    0.33    0.00   -2.30  0.834
   3.203  0.584  6.64    0.81   -7.42    0.35    0.00   -7.07 6.864E-01

  10.589 28.289  8.08    0.78   -2.55    0.33    0.00   -2.22  0.833
   3.195  0.582  6.67    0.82   -7.33    0.35    0.00   -6.98 6.959E-01

  10.589 28.289  8.06    0.79   -2.48    0.33    0.00   -2.15  0.829
   3.187  0.580  6.71    0.82   -7.23    0.35    0.00   -6.88 7.055E-01

  10.589 28.289  8.04    0.79   -2.39    0.33    0.00   -2.06  0.827
   3.179  0.578  6.75    0.83   -7.12    0.35    0.00   -6.77 7.152E-01

  10.589 28.289  8.02    0.80   -2.31    0.34    0.00   -1.97  0.830
   3.171  0.576  6.78    0.84   -7.02    0.36    0.00   -6.67 7.249E-01

  10.589 28.289  8.00    0.81   -2.22    0.34    0.00   -1.88  0.829
   3.163  0.574  6.82    0.85   -6.92    0.36    0.00   -6.56 7.347E-01

  10.589 28.289  7.98    0.82   -2.14    0.34    0.00   -1.80  0.828
   3.155  0.572  6.85    0.85   -6.82    0.36    0.00   -6.46 7.446E-01

  10.589 28.289  7.96    0.82   -2.07    0.34    0.00   -1.72  0.827
   3.147  0.570  6.89    0.86   -6.73    0.37    0.00   -6.36 7.545E-01

  10.589 28.289  7.94    0.83   -1.99    0.35    0.00   -1.64  0.826
   3.139  0.568  6.92    0.87   -6.63    0.37    0.00   -6.26 7.645E-01

  10.589 28.289  7.92    0.84   -1.90    0.35    0.00   -1.55  0.825
   3.131  0.566  6.96    0.88   -6.52    0.37    0.00   -6.15 7.746E-01

  10.589 28.289  7.90    0.85   -1.83    0.35    0.00   -1.47  0.824
   3.123  0.564  6.99    0.89   -6.43    0.37    0.00   -6.06 7.848E-01

  10.589 28.289  7.88    0.85   -1.74    0.36    0.00   -1.38  0.824
   3.115  0.562  7.03    0.89   -6.33    0.38    0.00   -5.95 7.950E-01

  10.589 28.289  7.86    0.86   -1.66    0.36    0.00   -1.30  0.823
   3.107  0.560  7.06    0.90   -6.23    0.38    0.00   -5.85 8.053E-01

  10.589 28.289  7.84    0.87   -1.58    0.36    0.00   -1.22  0.822
   3.099  0.558  7.10    0.91   -6.13    0.38    0.00   -5.74 8.156E-01

  10.589 28.289  7.82    0.88   -1.49    0.37    0.00   -1.13  0.822
   3.091  0.556  7.13    0.92   -6.03    0.39    0.00   -5.64 8.261E-01

  10.589 28.289  7.80    0.89   -1.41    0.37    0.00   -1.04  0.821
   3.083  0.554  7.17    0.93   -5.93    0.39    0.00   -5.54 8.366E-01

  10.589 28.289  7.78    0.89   -1.33    0.37    0.00   -0.96  0.821
   3.075  0.552  7.20    0.94   -5.82    0.39    0.00   -5.43 8.472E-01

  10.589 28.289  7.76    0.90   -1.25    0.38    0.00   -0.87  0.821
   3.067  0.550  7.24    0.95   -5.72    0.40    0.00   -5.32 8.578E-01

  10.589 28.289  7.74    0.91   -1.16    0.38    0.00   -0.78  0.821
   3.059  0.548  7.27    0.96   -5.62    0.40    0.00   -5.22 8.685E-01

  10.589 28.289  7.72    0.92   -1.07    0.38    0.00   -0.69  0.820
   3.051  0.546  7.31    0.97   -5.51    0.41    0.00   -5.10 8.793E-01

  10.589 28.289  7.70    0.93   -0.99    0.39    0.00   -0.60  0.820
   3.043  0.544  7.34    0.97   -5.41    0.41    0.00   -5.00 8.901E-01

  10.589 28.289  7.68    0.94   -0.90    0.39    0.00   -0.51  0.819
   3.035  0.542  7.38    0.98   -5.30    0.42    0.00   -4.89 9.011E-01

  10.589 28.289  7.66    0.95   -0.82    0.40    0.00   -0.43  0.819
   3.027  0.540  7.41    0.99   -5.20    0.42    0.00   -4.78 9.120E-01

  10.589 28.289  7.64    0.96   -0.74    0.40    0.00   -0.34  0.819
   3.019  0.538  7.45    1.00   -5.10    0.42    0.00   -4.68 9.231E-01

  10.589 28.289  7.62    0.97   -0.65    0.40    0.00   -0.24  0.818
   3.011  0.536  7.49    1.01   -4.99    0.43    0.00   -4.56 9.342E-01

  10.589 28.289  7.60    0.98   -0.56    0.41    0.00   -0.16  0.818
   3.003  0.534  7.52    1.02   -4.89    0.43    0.00   -4.46 9.454E-01

  10.589 28.289  7.58    0.99   -0.48    0.41    0.00   -0.07  0.818
   2.995  0.532  7.56    1.03   -4.79    0.44    0.00   -4.35 9.567E-01

  10.589 28.289  7.55    1.00   -0.40    0.42    0.00    0.02  0.818
   2.987  0.530  7.59    1.04   -4.69    0.44    0.00   -4.24 9.680E-01

  10.589 28.289  7.53    1.00   -0.31    0.42    0.00    0.11  0.818
   2.979  0.528  7.63    1.06   -4.58    0.45    0.00   -4.13 9.794E-01

  10.589 28.289  7.51    1.01   -0.23    0.43    0.00    0.20  0.818
   2.971  0.526  7.66    1.07   -4.48    0.45    0.00   -4.03 9.908E-01

  10.589 28.289  7.49    1.02   -0.14    0.43    0.00    0.29  0.817
   2.963  0.524  7.70    1.08   -4.37    0.46    0.00   -3.92 1.002E+00

  10.589 28.369  8.21    0.75   -2.98    0.32    0.00   -2.66  0.839
   3.227  0.594  6.49    0.78   -7.84    0.34    0.00   -7.50 6.374E-01

  10.589 28.369  8.19    0.76   -2.90    0.32    0.00   -2.57  0.838
   3.219  0.592  6.52    0.79   -7.74    0.34    0.00   -7.40 6.465E-01

  10.589 28.369  8.17    0.76   -2.81    0.32    0.00   -2.49  0.836
   3.211  0.590  6.56    0.80   -7.64    0.34    0.00   -7.30 6.557E-01

  10.589 28.369  8.15    0.77   -2.72    0.33    0.00   -2.39  0.835
   3.203  0.588  6.59    0.80   -7.53    0.35    0.00   -7.18 6.650E-01

  10.589 28.369  8.13    0.78   -2.64    0.33    0.00   -2.31  0.834
   3.195  0.586  6.63    0.81   -7.43    0.35    0.00   -7.08 6.743E-01

  10.589 28.369  8.11    0.78   -2.57    0.33    0.00   -2.24  0.833
   3.187  0.584  6.67    0.82   -7.34    0.35    0.00   -6.99 6.838E-01

  10.589 28.369  8.09    0.79   -2.49    0.33    0.00   -2.16  0.832
   3.179  0.581  6.70    0.83   -7.24    0.35    0.00   -6.89 6.932E-01

  10.589 28.369  8.06    0.80   -2.40    0.33    0.00   -2.07  0.827
   3.171  0.579  6.74    0.83   -7.14    0.35    0.00   -6.79 7.028E-01

  10.589 28.369  8.04    0.80   -2.32    0.34    0.00   -1.98  0.830
   3.163  0.577  6.77    0.84   -7.04    0.36    0.00   -6.68 7.124E-01

  10.589 28.369  8.02    0.81   -2.24    0.34    0.00   -1.90  0.829
   3.155  0.575  6.81    0.85   -6.94    0.36    0.00   -6.58 7.221E-01

  10.589 28.369  8.00    0.82   -2.15    0.34    0.00   -1.81  0.828
   3.147  0.573  6.84    0.86   -6.83    0.36    0.00   -6.47 7.319E-01

  10.589 28.369  7.98    0.83   -2.08    0.34    0.00   -1.73  0.827
   3.139  0.571  6.88    0.86   -6.74    0.37    0.00   -6.38 7.417E-01

  10.589 28.369  7.96    0.83   -2.00    0.35    0.00   -1.65  0.826
   3.131  0.569  6.91    0.87   -6.64    0.37    0.00   -6.27 7.516E-01

  10.589 28.369  7.94    0.84   -1.91    0.35    0.00   -1.56  0.825
   3.123  0.567  6.95    0.88   -6.54    0.37    0.00   -6.16 7.616E-01

  10.589 28.369  7.92    0.85   -1.84    0.35    0.00   -1.49  0.824
   3.115  0.565  6.98    0.89   -6.44    0.37    0.00   -6.07 7.717E-01

  10.589 28.369  7.90    0.86   -1.75    0.36    0.00   -1.40  0.824
   3.107  0.563  7.02    0.90   -6.34    0.38    0.00   -5.96 7.818E-01

  10.589 28.369  7.88    0.86   -1.67    0.36    0.00   -1.31  0.823
   3.099  0.561  7.05    0.90   -6.24    0.38    0.00   -5.86 7.920E-01

  10.589 28.369  7.86    0.87   -1.59    0.36    0.00   -1.23  0.822
   3.091  0.559  7.09    0.91   -6.14    0.38    0.00   -5.75 8.022E-01

  10.589 28.369  7.84    0.88   -1.51    0.37    0.00   -1.14  0.822
   3.083  0.557  7.12    0.92   -6.04    0.39    0.00   -5.65 8.126E-01

  10.589 28.369  7.82    0.89   -1.43    0.37    0.00   -1.06  0.821
   3.075  0.555  7.16    0.93   -5.94    0.39    0.00   -5.55 8.230E-01

  10.589 28.369  7.80    0.90   -1.34    0.37    0.00   -0.97  0.821
   3.067  0.553  7.20    0.94   -5.84    0.40    0.00   -5.44 8.334E-01

  10.589 28.369  7.78    0.91   -1.26    0.38    0.00   -0.88  0.821
   3.059  0.551  7.23    0.95   -5.73    0.40    0.00   -5.34 8.440E-01

  10.589 28.369  7.76    0.91   -1.17    0.38    0.00   -0.79  0.820
   3.051  0.549  7.27    0.96   -5.63    0.40    0.00   -5.23 8.546E-01

  10.589 28.369  7.74    0.92   -1.08    0.38    0.00   -0.70  0.820
   3.043  0.547  7.30    0.97   -5.52    0.41    0.00   -5.11 8.652E-01

  10.589 28.369  7.72    0.93   -1.00    0.39    0.00   -0.61  0.820
   3.035  0.545  7.34    0.98   -5.42    0.41    0.00   -5.01 8.760E-01

