EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin4                                                                 
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00045; twall=0.00481; tbeam=0.00291; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 20.180  4.20    1.58    7.06    0.95    0.02    8.03  0.870
   3.227  0.304 10.50    1.71    4.38    1.00    0.02    5.41 7.558E+00

  10.589 20.180  4.18    1.60    7.14    0.96    0.02    8.12  0.871
   3.219  0.303 10.53    1.73    4.49    1.02    0.02    5.53 7.587E+00

  10.589 20.180  4.17    1.61    7.23    0.97    0.02    8.23  0.871
   3.211  0.302 10.55    1.74    4.59    1.03    0.02    5.64 7.616E+00

  10.589 20.180  4.16    1.62    7.31    0.98    0.02    8.31  0.871
   3.203  0.300 10.58    1.76    4.69    1.04    0.02    5.75 7.646E+00

  10.589 20.180  4.15    1.64    7.37    0.99    0.02    8.39  0.871
   3.195  0.299 10.60    1.77    4.77    1.05    0.02    5.84 7.675E+00

  10.589 20.180  4.14    1.65    7.46    1.00    0.03    8.49  0.871
   3.187  0.298 10.63    1.79    4.87    1.06    0.03    5.96 7.704E+00

  10.589 20.180  4.13    1.67    7.53    1.02    0.03    8.57  0.872
   3.179  0.297 10.65    1.81    4.96    1.08    0.03    6.07 7.733E+00

  10.589 20.180  4.12    1.68    7.62    1.03    0.03    8.67  0.872
   3.171  0.296 10.68    1.82    5.06    1.09    0.03    6.18 7.763E+00

  10.589 20.180  4.11    1.70    7.69    1.04    0.03    8.76  0.872
   3.163  0.295 10.70    1.84    5.16    1.10    0.03    6.29 7.792E+00

  10.589 20.180  4.10    1.71    7.76    1.05    0.03    8.84  0.872
   3.155  0.294 10.73    1.86    5.25    1.12    0.03    6.39 7.822E+00

  10.589 20.180  4.09    1.73    7.84    1.07    0.03    8.93  0.872
   3.147  0.293 10.75    1.88    5.34    1.13    0.03    6.50 7.851E+00

  10.589 20.180  4.08    1.75    7.92    1.08    0.03    9.03  0.872
   3.139  0.292 10.78    1.89    5.44    1.14    0.03    6.61 7.881E+00

  10.589 20.180  4.07    1.76    8.00    1.09    0.03    9.12  0.873
   3.131  0.291 10.81    1.91    5.53    1.16    0.03    6.72 7.910E+00

  10.589 20.180  4.06    1.78    8.07    1.11    0.03    9.21  0.873
   3.123  0.290 10.83    1.93    5.62    1.17    0.03    6.83 7.940E+00

  10.589 20.180  4.05    1.79    8.15    1.12    0.03    9.30  0.874
   3.115  0.289 10.86    1.95    5.72    1.19    0.03    6.94 7.969E+00

  10.589 20.180  4.04    1.81    8.23    1.13    0.03    9.40  0.873
   3.107  0.288 10.88    1.97    5.82    1.20    0.03    7.05 7.999E+00

  10.589 20.180  4.03    1.83    8.31    1.14    0.03    9.49  0.873
   3.099  0.287 10.91    1.99    5.91    1.21    0.03    7.16 8.028E+00

  10.589 20.180  4.02    1.84    8.39    1.16    0.03    9.59  0.873
   3.091  0.286 10.93    2.00    6.01    1.23    0.03    7.28 8.058E+00

  10.589 20.180  4.01    1.86    8.47    1.17    0.03    9.68  0.873
   3.083  0.285 10.96    2.02    6.11    1.24    0.03    7.39 8.088E+00

  10.589 20.180  4.00    1.88    8.55    1.19    0.04    9.78  0.873
   3.075  0.284 10.98    2.04    6.21    1.26    0.04    7.50 8.117E+00

  10.589 20.180  3.99    1.90    8.63    1.20    0.04    9.87  0.874
   3.067  0.282 11.01    2.06    6.31    1.27    0.04    7.62 8.147E+00

  10.589 20.180  3.98    1.91    8.72    1.22    0.04    9.98  0.874
   3.059  0.281 11.03    2.08    6.41    1.29    0.04    7.74 8.177E+00

  10.589 20.180  3.97    1.93    8.80    1.23    0.04   10.07  0.874
   3.051  0.280 11.06    2.10    6.51    1.31    0.04    7.85 8.207E+00

  10.589 20.180  3.96    1.95    8.88    1.25    0.04   10.17  0.874
   3.043  0.279 11.08    2.12    6.61    1.32    0.04    7.97 8.237E+00

  10.589 20.180  3.95    1.97    8.96    1.26    0.04   10.26  0.873
   3.035  0.278 11.11    2.14    6.70    1.34    0.04    8.08 8.267E+00

  10.589 20.180  3.94    1.99    9.04    1.28    0.04   10.36  0.874
   3.027  0.277 11.14    2.16    6.80    1.35    0.04    8.20 8.297E+00

  10.589 20.180  3.92    2.01    9.12    1.29    0.04   10.46  0.874
   3.019  0.276 11.16    2.19    6.90    1.37    0.04    8.31 8.327E+00

  10.589 20.180  3.91    2.02    9.20    1.31    0.04   10.56  0.874
   3.011  0.275 11.19    2.21    7.00    1.39    0.04    8.43 8.357E+00

  10.589 20.180  3.90    2.04    9.29    1.32    0.04   10.66  0.874
   3.003  0.274 11.21    2.23    7.10    1.41    0.04    8.55 8.387E+00

  10.589 20.180  3.89    2.06    9.37    1.34    0.05   10.75  0.874
   2.995  0.273 11.24    2.25    7.20    1.42    0.05    8.67 8.417E+00

  10.589 20.180  3.88    2.08    9.45    1.36    0.05   10.85  0.874
   2.987  0.272 11.26    2.27    7.30    1.44    0.05    8.78 8.447E+00

  10.589 20.180  3.87    2.10    9.53    1.37    0.05   10.95  0.874
   2.979  0.271 11.29    2.29    7.40    1.46    0.05    8.91 8.477E+00

  10.589 20.180  3.86    2.12    9.62    1.39    0.05   11.06  0.874
   2.971  0.270 11.31    2.32    7.50    1.48    0.05    9.03 8.508E+00

  10.589 20.180  3.85    2.14    9.70    1.41    0.05   11.16  0.874
   2.963  0.269 11.34    2.34    7.60    1.49    0.05    9.15 8.538E+00

  10.589 20.180  3.84    2.16    9.78    1.42    0.05   11.26  0.874
   2.955  0.268 11.36    2.36    7.70    1.51    0.05    9.27 8.568E+00

  10.589 20.260  4.23    1.57    6.95    0.93    0.02    7.90  0.870
