EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin0                                                                 
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

 Deut Elastic Model: ia,iamec,rsc,rscmec (1,2,3,4)=  3
 TJON DEUT ELASTIC FILESS TO BE OPEN=rscctj.tjon_input   rscqtj.tjon_input   rscmtj.tjon_input   
  10.589 15.047  2.34    3.84   15.51    3.20    0.12   18.83  0.961
   3.227  0.170 12.35    4.34   15.23    3.46    0.12   18.82 2.202E+01

  10.589 15.047  2.34    3.88   15.59    3.23    0.12   18.94  0.961
   3.219  0.169 12.37    4.37   15.33    3.50    0.12   18.95 2.205E+01

  10.589 15.047  2.33    3.91   15.67    3.27    0.12   19.06  0.961
   3.211  0.168 12.39    4.41   15.43    3.53    0.12   19.09 2.208E+01

  10.589 15.047  2.33    3.94   15.75    3.30    0.12   19.17  0.961
   3.203  0.168 12.41    4.45   15.52    3.57    0.12   19.22 2.211E+01

  10.589 15.047  2.32    3.98   15.83    3.33    0.13   19.29  0.961
   3.195  0.167 12.44    4.49   15.62    3.61    0.13   19.36 2.213E+01

  10.589 15.047  2.31    4.01   15.91    3.37    0.13   19.41  0.961
   3.187  0.167 12.46    4.53   15.73    3.65    0.13   19.50 2.216E+01

  10.589 15.047  2.31    4.05   15.99    3.40    0.13   19.52  0.961
   3.179  0.166 12.48    4.57   15.82    3.68    0.13   19.64 2.219E+01

  10.589 15.047  2.30    4.08   16.10    3.44    0.13   19.67  0.960
   3.171  0.165 12.50    4.61   15.95    3.72    0.13   19.80 2.222E+01

  10.589 15.047  2.30    4.12   16.18    3.47    0.13   19.78  0.959
   3.163  0.165 12.52    4.66   16.05    3.76    0.13   19.94 2.225E+01

  10.589 15.047  2.29    4.15   16.26    3.50    0.14   19.90  0.958
   3.155  0.164 12.54    4.70   16.15    3.79    0.14   20.08 2.228E+01

  10.589 15.047  2.29    4.19   16.34    3.54    0.14   20.01  0.957
   3.147  0.164 12.56    4.74   16.25    3.83    0.14   20.21 2.231E+01

  10.589 15.047  2.28    4.23   16.42    3.57    0.14   20.13  0.957
   3.139  0.163 12.58    4.78   16.35    3.87    0.14   20.36 2.234E+01

  10.589 15.047  2.27    4.26   16.50    3.61    0.14   20.25  0.957
   3.131  0.162 12.60    4.83   16.44    3.91    0.14   20.49 2.237E+01

  10.589 15.047  2.27    4.30   16.58    3.64    0.14   20.37  0.956
   3.123  0.162 12.62    4.87   16.54    3.94    0.15   20.63 2.240E+01

  10.589 15.047  2.26    4.34   16.67    3.68    0.15   20.49  0.956
   3.115  0.161 12.64    4.91   16.65    3.98    0.15   20.78 2.242E+01

  10.589 15.047  2.26    4.38   16.75    3.73    0.15   20.62  0.958
   3.107  0.161 12.66    4.96   16.75    4.03    0.15   20.93 2.245E+01

  10.589 15.047  2.25    4.42   16.83    3.76    0.15   20.73  0.956
   3.099  0.160 12.69    5.00   16.85    4.07    0.15   21.07 2.248E+01

  10.589 15.047  2.24    4.45   16.89    3.80    0.15   20.85  0.956
   3.091  0.160 12.71    5.05   16.93    4.11    0.15   21.20 2.251E+01

  10.589 15.047  2.24    4.49   16.98    3.84    0.15   20.97  0.957
   3.083  0.159 12.73    5.09   17.04    4.16    0.16   21.35 2.254E+01

  10.589 15.047  2.23    4.53   17.06    3.87    0.16   21.09  0.955
   3.075  0.158 12.75    5.14   17.14    4.20    0.16   21.49 2.257E+01

  10.589 15.047  2.23    4.57   17.14    3.92    0.16   21.22  0.956
   3.067  0.158 12.77    5.19   17.24    4.24    0.16   21.65 2.260E+01

  10.589 15.047  2.22    4.61   17.22    3.96    0.16   21.34  0.955
   3.059  0.157 12.79    5.23   17.34    4.29    0.16   21.79 2.263E+01

  10.589 15.047  2.22    4.65   17.31    4.00    0.16   21.47  0.955
   3.051  0.157 12.81    5.28   17.44    4.33    0.17   21.94 2.266E+01

  10.589 15.047  2.21    4.70   17.39    4.03    0.17   21.59  0.954
   3.043  0.156 12.83    5.33   17.54    4.37    0.17   22.08 2.269E+01

  10.589 15.047  2.20    4.74   17.48    4.08    0.17   21.73  0.955
   3.035  0.155 12.85    5.38   17.65    4.42    0.17   22.24 2.272E+01

  10.589 15.047  2.20    4.78   17.56    4.12    0.17   21.85  0.954
   3.027  0.155 12.87    5.43   17.75    4.47    0.17   22.39 2.275E+01

  10.589 15.047  2.19    4.82   17.64    4.16    0.17   21.98  0.952
   3.019  0.154 12.89    5.48   17.85    4.50    0.18   22.54 2.278E+01

  10.589 15.047  2.19    4.86   17.73    4.21    0.18   22.11  0.954
   3.011  0.154 12.91    5.53   17.96    4.56    0.18   22.70 2.282E+01

  10.589 15.047  2.18    4.91   17.81    4.25    0.18   22.24  0.954
   3.003  0.153 12.94    5.58   18.06    4.61    0.18   22.85 2.285E+01

  10.589 15.047  2.17    4.95   17.89    4.29    0.18   22.37  0.953
   2.995  0.153 12.96    5.63   18.16    4.65    0.18   22.99 2.288E+01

  10.589 15.047  2.17    4.99   17.97    4.34    0.19   22.50  0.954
   2.987  0.152 12.98    5.68   18.26    4.71    0.19   23.15 2.291E+01

  10.589 15.047  2.16    5.04   18.06    4.38    0.19   22.63  0.953
   2.979  0.151 13.00    5.73   18.36    4.75    0.19   23.30 2.294E+01

  10.589 15.047  2.16    5.08   18.14    4.42    0.19   22.76  0.951
   2.971  0.151 13.02    5.78   18.47    4.79    0.19   23.46 2.297E+01

  10.589 15.047  2.15    5.13   18.23    4.48    0.19   22.90  0.953
   2.963  0.150 13.04    5.84   18.58    4.85    0.20   23.63 2.300E+01

