EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
D2_kin15                                                                
                                                                        
Hall A 2018: 25 cm Deuterium target                                     
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  2);   avgA =   2.000; amuM=  2.013; avgM=  1.875
 targ=TRITIUM; ttarg(rl)=0.00114; twall=0.00445; tbeam=0.00298; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
   2.971  0.660  5.73    0.78   -8.98    0.39    0.00   -8.59 1.579E-01

  10.589 31.795  9.42    0.74   -4.18    0.36    0.00   -3.82  0.911
   2.963  0.658  5.77    0.78   -8.87    0.39    0.00   -8.49 1.611E-01

  10.589 31.795  9.39    0.75   -4.09    0.36    0.00   -3.73  0.909
   2.955  0.656  5.81    0.79   -8.77    0.39    0.00   -8.38 1.643E-01

  10.589 31.875 10.31    0.62   -7.24    0.36    0.00   -6.88  0.947
   3.227  0.746  4.39    0.66  -12.60    0.39    0.00  -12.20 7.290E-02

  10.589 31.875 10.28    0.62   -7.15    0.36    0.00   -6.79  0.943
   3.219  0.743  4.43    0.66  -12.49    0.39    0.00  -12.09 7.482E-02

  10.589 31.875 10.25    0.62   -7.06    0.36    0.00   -6.70  0.943
   3.211  0.741  4.47    0.66  -12.38    0.39    0.00  -11.99 7.677E-02

  10.589 31.875 10.23    0.62   -6.97    0.36    0.00   -6.61  0.940
   3.203  0.738  4.51    0.66  -12.26    0.39    0.00  -11.88 7.876E-02

  10.589 31.875 10.20    0.62   -6.88    0.35    0.00   -6.52  0.938
   3.195  0.735  4.55    0.66  -12.15    0.38    0.00  -11.77 8.078E-02

  10.589 31.875 10.18    0.63   -6.78    0.35    0.00   -6.43  0.936
   3.187  0.733  4.59    0.66  -12.04    0.38    0.00  -11.66 8.283E-02

  10.589 31.875 10.15    0.63   -6.69    0.35    0.00   -6.34  0.934
   3.179  0.730  4.63    0.67  -11.93    0.38    0.00  -11.55 8.492E-02

  10.589 31.875 10.13    0.63   -6.60    0.35    0.00   -6.25  0.932
   3.171  0.727  4.67    0.67  -11.82    0.38    0.00  -11.44 8.705E-02

  10.589 31.875 10.10    0.63   -6.52    0.35    0.00   -6.17  0.932
   3.163  0.725  4.71    0.67  -11.71    0.38    0.00  -11.34 8.921E-02

  10.589 31.875 10.08    0.64   -6.42    0.35    0.00   -6.08  0.929
   3.155  0.722  4.75    0.67  -11.60    0.38    0.00  -11.22 9.141E-02

  10.589 31.875 10.05    0.64   -6.34    0.35    0.00   -5.99  0.927
   3.147  0.720  4.80    0.68  -11.49    0.37    0.00  -11.12 9.365E-02

  10.589 31.875 10.02    0.64   -6.24    0.35    0.00   -5.90  0.926
   3.139  0.717  4.84    0.68  -11.38    0.37    0.00  -11.01 9.592E-02

  10.589 31.875 10.00    0.64   -6.16    0.35    0.00   -5.81  0.926
   3.131  0.714  4.88    0.68  -11.27    0.37    0.00  -10.90 9.823E-02

  10.589 31.875  9.97    0.65   -6.06    0.35    0.00   -5.72  0.926
   3.123  0.712  4.92    0.69  -11.16    0.37    0.00  -10.79 1.006E-01

  10.589 31.875  9.95    0.65   -5.98    0.34    0.00   -5.63  0.924
   3.115  0.709  4.96    0.69  -11.06    0.37    0.00  -10.68 1.030E-01

  10.589 31.875  9.92    0.65   -5.88    0.34    0.00   -5.54  0.922
   3.107  0.707  5.00    0.69  -10.94    0.37    0.00  -10.57 1.054E-01

  10.589 31.875  9.90    0.66   -5.79    0.34    0.00   -5.45  0.920
   3.099  0.704  5.04    0.70  -10.84    0.37    0.00  -10.46 1.078E-01

  10.589 31.875  9.87    0.66   -5.70    0.34    0.00   -5.36  0.920
   3.091  0.702  5.08    0.70  -10.72    0.37    0.00  -10.35 1.103E-01

  10.589 31.875  9.85    0.67   -5.62    0.34    0.00   -5.28  0.920
   3.083  0.699  5.12    0.70  -10.62    0.37    0.00  -10.25 1.129E-01

  10.589 31.875  9.82    0.67   -5.53    0.34    0.00   -5.19  0.919
   3.075  0.696  5.16    0.71  -10.51    0.37    0.00  -10.14 1.154E-01

  10.589 31.875  9.79    0.67   -5.44    0.34    0.00   -5.09  0.917
   3.067  0.694  5.20    0.71  -10.40    0.37    0.00  -10.03 1.180E-01

  10.589 31.875  9.77    0.68   -5.34    0.34    0.00   -5.00  0.916
   3.059  0.691  5.24    0.72  -10.29    0.37    0.00   -9.92 1.207E-01

  10.589 31.875  9.74    0.68   -5.26    0.35    0.00   -4.91  0.916
   3.051  0.689  5.28    0.72  -10.18    0.37    0.00   -9.81 1.234E-01

  10.589 31.875  9.72    0.69   -5.17    0.35    0.00   -4.82  0.916
   3.043  0.686  5.32    0.73  -10.07    0.37    0.00   -9.70 1.261E-01

  10.589 31.875  9.69    0.69   -5.08    0.35    0.00   -4.73  0.916
   3.035  0.684  5.36    0.73   -9.97    0.37    0.00   -9.59 1.289E-01

  10.589 31.875  9.67    0.70   -4.99    0.35    0.00   -4.64  0.914
   3.027  0.681  5.40    0.74   -9.86    0.38    0.00   -9.48 1.317E-01

  10.589 31.875  9.64    0.70   -4.90    0.35    0.00   -4.55  0.913
   3.019  0.679  5.44    0.74   -9.75    0.38    0.00   -9.37 1.345E-01

  10.589 31.875  9.62    0.71   -4.80    0.35    0.00   -4.45  0.913
   3.011  0.676  5.48    0.75   -9.63    0.38    0.00   -9.25 1.374E-01

  10.589 31.875  9.59    0.71   -4.72    0.35    0.00   -4.37  0.913
   3.003  0.674  5.53    0.75   -9.53    0.38    0.00   -9.15 1.403E-01

  10.589 31.875  9.56    0.72   -4.63    0.35    0.00   -4.28  0.914
   2.995  0.671  5.57    0.76   -9.42    0.38    0.00   -9.04 1.433E-01

  10.589 31.875  9.54    0.72   -4.54    0.35    0.00   -4.19  0.913
   2.987  0.669  5.61    0.76   -9.31    0.38    0.00   -8.93 1.463E-01

  10.589 31.875  9.51    0.73   -4.45    0.35    0.00   -4.10  0.911
   2.979  0.666  5.65    0.77   -9.20    0.38    0.00   -8.82 1.493E-01

  10.589 31.875  9.49    0.73   -4.34    0.36    0.00   -3.98  0.911
   2.971  0.664  5.69    0.77   -9.07    0.38    0.00   -8.69 1.524E-01

  10.589 31.875  9.46    0.74   -4.27    0.36    0.00   -3.91  0.912
   2.963  0.661  5.73    0.78   -8.98    0.39    0.00   -8.60 1.555E-01

  10.589 31.875  9.44    0.75   -4.18    0.36    0.00   -3.82  0.911
   2.955  0.659  5.77    0.79   -8.87    0.39    0.00   -8.49 1.587E-01

  10.589 31.955 10.36    0.62   -7.35    0.37    0.00   -6.98  0.949
   3.227  0.750  4.34    0.66  -12.72    0.40    0.00  -12.32 6.967E-02

  10.589 31.955 10.33    0.62   -7.26    0.37    0.00   -6.89  0.946
   3.219  0.747  4.38    0.66  -12.61    0.40    0.00  -12.21 7.153E-02

  10.589 31.955 10.30    0.62   -7.16    0.36    0.00   -6.80  0.944
   3.211  0.744  4.42    0.66  -12.50    0.39    0.00  -12.10 7.342E-02

  10.589 31.955 10.28    0.62   -7.07    0.36    0.00   -6.71  0.943
   3.203  0.742  4.46    0.66  -12.38    0.39    0.00  -11.99 7.534E-02

  10.589 31.955 10.25    0.62   -6.98    0.36    0.00   -6.62  0.940
   3.195  0.739  4.50    0.66  -12.27    0.39    0.00  -11.88 7.730E-02

  10.589 31.955 10.23    0.63   -6.89    0.36    0.00   -6.53  0.938
   3.187  0.736  4.54    0.66  -12.16    0.39    0.00  -11.78 7.930E-02

  10.589 31.955 10.20    0.63   -6.79    0.35    0.00   -6.44  0.936
   3.179  0.734  4.58    0.67  -12.05    0.38    0.00  -11.66 8.133E-02

  10.589 31.955 10.18    0.63   -6.70    0.35    0.00   -6.35  0.934
   3.171  0.731  4.62    0.67  -11.94    0.38    0.00  -11.55 8.339E-02

  10.589 31.955 10.15    0.63   -6.61    0.35    0.00   -6.26  0.934
   3.163  0.728  4.66    0.67  -11.83    0.38    0.00  -11.45 8.549E-02

  10.589 31.955 10.13    0.64   -6.52    0.35    0.00   -6.17  0.932
   3.155  0.726  4.71    0.67  -11.72    0.38    0.00  -11.34 8.763E-02

  10.589 31.955 10.10    0.64   -6.44    0.35    0.00   -6.09  0.929
   3.147  0.723  4.75    0.68  -11.61    0.38    0.00  -11.24 8.980E-02

  10.589 31.955 10.07    0.64   -6.35    0.35    0.00   -6.00  0.927
   3.139  0.721  4.79    0.68  -11.50    0.38    0.00  -11.13 9.201E-02

  10.589 31.955 10.05    0.64   -6.25    0.35    0.00   -5.90  0.927
   3.131  0.718  4.83    0.68  -11.39    0.38    0.00  -11.01 9.425E-02

  10.589 31.955 10.02    0.65   -6.16    0.35    0.00   -5.81  0.926
   3.123  0.715  4.87    0.68  -11.28    0.37    0.00  -10.90 9.653E-02

  10.589 31.955 10.00    0.65   -6.07    0.35    0.00   -5.72  0.927
   3.115  0.713  4.91    0.69  -11.17    0.38    0.00  -10.79 9.885E-02

  10.589 31.955  9.97    0.65   -5.98    0.35    0.00   -5.64  0.924
   3.107  0.710  4.95    0.69  -11.06    0.37    0.00  -10.69 1.012E-01

  10.589 31.955  9.95    0.65   -5.89    0.35    0.00   -5.54  0.922
   3.099  0.708  4.99    0.69  -10.95    0.37    0.00  -10.58 1.036E-01

  10.589 31.955  9.92    0.66   -5.80    0.35    0.00   -5.45  0.921
   3.091  0.705  5.03    0.70  -10.84    0.37    0.00  -10.47 1.060E-01

  10.589 31.955  9.89    0.66   -5.71    0.35    0.00   -5.37  0.920
   3.083  0.702  5.07    0.70  -10.73    0.37    0.00  -10.36 1.085E-01

  10.589 31.955  9.87    0.67   -5.63    0.35    0.00   -5.28  0.920
   3.075  0.700  5.11    0.71  -10.63    0.37    0.00  -10.25 1.110E-01

  10.589 31.955  9.84    0.67   -5.54    0.35    0.00   -5.19  0.919
   3.067  0.697  5.15    0.71  -10.52    0.37    0.00  -10.14 1.135E-01

  10.589 31.955  9.82    0.68   -5.45    0.35    0.00   -5.10  0.918
   3.059  0.695  5.19    0.71  -10.41    0.37    0.00  -10.03 1.161E-01

  10.589 31.955  9.79    0.68   -5.35    0.35    0.00   -5.00  0.916
   3.051  0.692  5.23    0.72  -10.29    0.37    0.00   -9.92 1.187E-01

  10.589 31.955  9.77    0.69   -5.26    0.35    0.00   -4.91  0.916
   3.043  0.690  5.28    0.72  -10.18    0.37    0.00   -9.81 1.214E-01

  10.589 31.955  9.74    0.69   -5.17    0.35    0.00   -4.82  0.916
   3.035  0.687  5.32    0.73  -10.08    0.38    0.00   -9.70 1.241E-01

  10.589 31.955  9.71    0.69   -5.08    0.35    0.00   -4.73  0.916
   3.027  0.685  5.36    0.73   -9.97    0.38    0.00   -9.59 1.268E-01

  10.589 31.955  9.69    0.70   -4.99    0.35    0.00   -4.64  0.914
   3.019  0.682  5.40    0.74   -9.86    0.38    0.00   -9.48 1.296E-01

  10.589 31.955  9.66    0.70   -4.90    0.35    0.00   -4.55  0.913
   3.011  0.680  5.44    0.74   -9.75    0.38    0.00   -9.37 1.324E-01

  10.589 31.955  9.64    0.71   -4.81    0.35    0.00   -4.46  0.913
   3.003  0.677  5.48    0.75   -9.64    0.38    0.00   -9.26 1.353E-01

  10.589 31.955  9.61    0.71   -4.72    0.35    0.00   -4.37  0.914
   2.995  0.674  5.52    0.75   -9.53    0.38    0.00   -9.15 1.382E-01

  10.589 31.955  9.59    0.72   -4.63    0.35    0.00   -4.28  0.914
   2.987  0.672  5.56    0.76   -9.42    0.38    0.00   -9.04 1.411E-01

  10.589 31.955  9.56    0.73   -4.54    0.36    0.00   -4.19  0.913
   2.979  0.669  5.60    0.76   -9.31    0.38    0.00   -8.93 1.441E-01

  10.589 31.955  9.53    0.73   -4.45    0.36    0.00   -4.10  0.910
   2.971  0.667  5.64    0.77   -9.20    0.38    0.00   -8.82 1.471E-01

  10.589 31.955  9.51    0.74   -4.34    0.36    0.00   -3.98  0.911
   2.963  0.664  5.68    0.78   -9.07    0.39    0.00   -8.69 1.501E-01

  10.589 31.955  9.48    0.74   -4.27    0.36    0.00   -3.91  0.912
   2.955  0.662  5.72    0.78   -8.98    0.39    0.00   -8.59 1.532E-01

  10.589 32.035 10.41    0.62   -7.45    0.37    0.00   -7.08  0.952
   3.227  0.753  4.29    0.66  -12.85    0.41    0.00  -12.44 6.655E-02

  10.589 32.035 10.38    0.62   -7.36    0.37    0.00   -6.99  0.949
   3.219  0.751  4.33    0.66  -12.73    0.40    0.00  -12.33 6.835E-02

  10.589 32.035 10.36    0.62   -7.27    0.37    0.00   -6.90  0.947
   3.211  0.748  4.37    0.66  -12.62    0.40    0.00  -12.22 7.018E-02

  10.589 32.035 10.33    0.62   -7.17    0.36    0.00   -6.81  0.945
   3.203  0.745  4.41    0.66  -12.51    0.40    0.00  -12.11 7.205E-02

  10.589 32.035 10.30    0.62   -7.08    0.36    0.00   -6.72  0.944
   3.195  0.743  4.45    0.66  -12.39    0.39    0.00  -12.00 7.395E-02

  10.589 32.035 10.28    0.63   -6.99    0.36    0.00   -6.63  0.941
   3.187  0.740  4.49    0.67  -12.29    0.39    0.00  -11.89 7.589E-02

  10.589 32.035 10.25    0.63   -6.90    0.36    0.00   -6.54  0.938
   3.179  0.737  4.53    0.67  -12.17    0.39    0.00  -11.78 7.785E-02

  10.589 32.035 10.23    0.63   -6.80    0.36    0.00   -6.45  0.937
   3.171  0.735  4.57    0.67  -12.06    0.39    0.00  -11.67 7.986E-02

  10.589 32.035 10.20    0.63   -6.71    0.35    0.00   -6.36  0.935
   3.163  0.732  4.62    0.67  -11.95    0.38    0.00  -11.56 8.190E-02

  10.589 32.035 10.17    0.63   -6.62    0.35    0.00   -6.27  0.934
   3.155  0.729  4.66    0.67  -11.84    0.38    0.00  -11.45 8.397E-02

  10.589 32.035 10.15    0.64   -6.53    0.35    0.00   -6.18  0.932
   3.147  0.727  4.70    0.68  -11.73    0.38    0.00  -11.35 8.608E-02

  10.589 32.035 10.12    0.64   -6.44    0.35    0.00   -6.09  0.929
   3.139  0.724  4.74    0.68  -11.62    0.38    0.00  -11.24 8.823E-02

  10.589 32.035 10.10    0.64   -6.35    0.35    0.00   -6.00  0.927
   3.131  0.721  4.78    0.68  -11.51    0.38    0.00  -11.13 9.041E-02

  10.589 32.035 10.07    0.65   -6.26    0.35    0.00   -5.91  0.927
   3.123  0.719  4.82    0.68  -11.40    0.38    0.00  -11.02 9.263E-02

  10.589 32.035 10.05    0.65   -6.17    0.35    0.00   -5.82  0.926
   3.115  0.716  4.86    0.69  -11.29    0.38    0.00  -10.91 9.488E-02

  10.589 32.035 10.02    0.65   -6.08    0.35    0.00   -5.73  0.927
   3.107  0.714  4.90    0.69  -11.18    0.38    0.00  -10.80 9.717E-02

  10.589 32.035  9.99    0.65   -5.99    0.35    0.00   -5.64  0.924
   3.099  0.711  4.94    0.69  -11.07    0.38    0.00  -10.69 9.950E-02

  10.589 32.035  9.97    0.66   -5.90    0.35    0.00   -5.55  0.922
   3.091  0.708  4.98    0.70  -10.96    0.37    0.00  -10.58 1.019E-01

  10.589 32.035  9.94    0.66   -5.81    0.35    0.00   -5.46  0.921
   3.083  0.706  5.02    0.70  -10.85    0.37    0.00  -10.47 1.043E-01

  10.589 32.035  9.92    0.67   -5.72    0.35    0.00   -5.37  0.922
   3.075  0.703  5.06    0.70  -10.74    0.38    0.00  -10.36 1.067E-01

  10.589 32.035  9.89    0.67   -5.63    0.35    0.00   -5.28  0.921
   3.067  0.701  5.10    0.71  -10.63    0.37    0.00  -10.25 1.092E-01

  10.589 32.035  9.87    0.67   -5.54    0.35    0.00   -5.20  0.920
   3.059  0.698  5.15    0.71  -10.52    0.37    0.00  -10.15 1.117E-01

  10.589 32.035  9.84    0.68   -5.45    0.35    0.00   -5.10  0.918
   3.051  0.696  5.19    0.72  -10.41    0.37    0.00  -10.04 1.143E-01

  10.589 32.035  9.81    0.68   -5.35    0.35    0.00   -5.00  0.916
   3.043  0.693  5.23    0.72  -10.29    0.37    0.00   -9.92 1.168E-01

  10.589 32.035  9.79    0.69   -5.26    0.35    0.00   -4.92  0.916
   3.035  0.690  5.27    0.73  -10.19    0.38    0.00   -9.81 1.195E-01

  10.589 32.035  9.76    0.69   -5.18    0.35    0.00   -4.83  0.916
   3.027  0.688  5.31    0.73  -10.08    0.38    0.00   -9.70 1.221E-01

  10.589 32.035  9.74    0.70   -5.09    0.35    0.00   -4.74  0.916
   3.019  0.685  5.35    0.73   -9.97    0.38    0.00   -9.59 1.248E-01

  10.589 32.035  9.71    0.70   -5.00    0.35    0.00   -4.65  0.914
   3.011  0.683  5.39    0.74   -9.86    0.38    0.00   -9.48 1.276E-01

  10.589 32.035  9.68    0.71   -4.91    0.35    0.00   -4.56  0.913
   3.003  0.680  5.43    0.75   -9.76    0.38    0.00   -9.38 1.304E-01

  10.589 32.035  9.66    0.71   -4.82    0.35    0.00   -4.46  0.914
   2.995  0.678  5.47    0.75   -9.64    0.38    0.00   -9.26 1.332E-01

  10.589 32.035  9.63    0.72   -4.73    0.35    0.00   -4.37  0.913
   2.987  0.675  5.51    0.76   -9.53    0.38    0.00   -9.15 1.361E-01

  10.589 32.035  9.61    0.72   -4.64    0.36    0.00   -4.28  0.914
   2.979  0.673  5.55    0.76   -9.42    0.38    0.00   -9.04 1.390E-01

  10.589 32.035  9.58    0.73   -4.55    0.36    0.00   -4.19  0.912
   2.971  0.670  5.59    0.77   -9.31    0.38    0.00   -8.93 1.419E-01

  10.589 32.035  9.56    0.73   -4.46    0.36    0.00   -4.10  0.911
   2.963  0.668  5.64    0.77   -9.21    0.39    0.00   -8.82 1.449E-01

  10.589 32.035  9.53    0.74   -4.34    0.36    0.00   -3.98  0.912
   2.955  0.665  5.68    0.78   -9.07    0.39    0.00   -8.69 1.479E-01

  10.589 32.115 10.46    0.62   -7.56    0.38    0.00   -7.18  0.956
   3.227  0.757  4.24    0.66  -12.97    0.41    0.00  -12.56 6.355E-02

  10.589 32.115 10.43    0.62   -7.47    0.38    0.00   -7.09  0.953
   3.219  0.754  4.28    0.66  -12.86    0.41    0.00  -12.45 6.529E-02

  10.589 32.115 10.41    0.62   -7.37    0.37    0.00   -7.00  0.950
   3.211  0.752  4.32    0.66  -12.74    0.40    0.00  -12.34 6.707E-02

  10.589 32.115 10.38    0.62   -7.28    0.37    0.00   -6.91  0.948
   3.203  0.749  4.36    0.66  -12.63    0.40    0.00  -12.23 6.888E-02

  10.589 32.115 10.35    0.63   -7.19    0.37    0.00   -6.82  0.946
   3.195  0.746  4.40    0.67  -12.52    0.40    0.00  -12.12 7.072E-02

  10.589 32.115 10.33    0.63   -7.09    0.36    0.00   -6.73  0.944
   3.187  0.744  4.44    0.67  -12.40    0.40    0.00  -12.01 7.259E-02

  10.589 32.115 10.30    0.63   -7.00    0.36    0.00   -6.64  0.941
   3.179  0.741  4.48    0.67  -12.29    0.39    0.00  -11.90 7.450E-02

  10.589 32.115 10.28    0.63   -6.91    0.36    0.00   -6.55  0.939
   3.171  0.738  4.52    0.67  -12.18    0.39    0.00  -11.79 7.645E-02

  10.589 32.115 10.25    0.63   -6.82    0.36    0.00   -6.46  0.937
   3.163  0.736  4.57    0.67  -12.07    0.39    0.00  -11.68 7.843E-02

  10.589 32.115 10.22    0.63   -6.72    0.36    0.00   -6.37  0.935
   3.155  0.733  4.61    0.67  -11.95    0.39    0.00  -11.57 8.044E-02

  10.589 32.115 10.20    0.64   -6.63    0.35    0.00   -6.28  0.933
   3.147  0.730  4.65    0.68  -11.84    0.38    0.00  -11.46 8.249E-02

  10.589 32.115 10.17    0.64   -6.54    0.35    0.00   -6.18  0.933
   3.139  0.728  4.69    0.68  -11.73    0.38    0.00  -11.35 8.457E-02

  10.589 32.115 10.15    0.64   -6.45    0.35    0.00   -6.10  0.929
   3.131  0.725  4.73    0.68  -11.63    0.38    0.00  -11.24 8.669E-02

  10.589 32.115 10.12    0.64   -6.36    0.35    0.00   -6.01  0.928
   3.123  0.722  4.77    0.68  -11.51    0.38    0.00  -11.13 8.885E-02

  10.589 32.115 10.09    0.65   -6.27    0.35    0.00   -5.92  0.927
   3.115  0.720  4.81    0.69  -11.40    0.38    0.00  -11.02 9.104E-02

  10.589 32.115 10.07    0.65   -6.18    0.35    0.00   -5.83  0.926
   3.107  0.717  4.85    0.69  -11.29    0.38    0.00  -10.92 9.327E-02

  10.589 32.115 10.04    0.65   -6.09    0.35    0.00   -5.74  0.927
   3.099  0.715  4.89    0.69  -11.18    0.38    0.00  -10.80 9.553E-02

  10.589 32.115 10.02    0.66   -6.00    0.35    0.00   -5.65  0.925
   3.091  0.712  4.93    0.70  -11.07    0.38    0.00  -10.70 9.783E-02

  10.589 32.115  9.99    0.66   -5.91    0.35    0.00   -5.56  0.923
   3.083  0.709  4.97    0.70  -10.97    0.38    0.00  -10.59 1.002E-01

  10.589 32.115  9.96    0.66   -5.81    0.35    0.00   -5.47  0.921
   3.075  0.707  5.02    0.70  -10.85    0.38    0.00  -10.48 1.025E-01

  10.589 32.115  9.94    0.67   -5.72    0.35    0.00   -5.37  0.922
   3.067  0.704  5.06    0.71  -10.74    0.38    0.00  -10.36 1.050E-01

