 ***x   Q2   Theta   Eprime   Sig_Born   Sig_Born_In    Sig_Born_QE
  0.67333536658421678        5.8628434297917229        18.023000000000000        5.7500000000000000        1.2644499503253512        1.2644499503253512        0.0000000000000000     
  0.60877642570433743        5.5977409442707060        18.023000000000000        5.4900000000000002        1.8178966733691093        1.8178966733691093        0.0000000000000000     
  0.55498052884424032        5.3530309576359203        18.023000000000000        5.2500000000000000        2.3611263307051713        2.3611263307051713        0.0000000000000000     
  0.50209783393701535        5.0879284721149043        18.023000000000000        4.9900000000000002        2.9418871479787279        2.9418871479787279        0.0000000000000000     
  0.45761059141277027        4.8432184854801186        18.023000000000000        4.7500000000000000        3.4551656305285676        3.4551656305285676        0.0000000000000000     
  0.41512489715150058        4.5883122494022173        18.023000000000000        4.5000000000000000        3.9567089052519511        3.9567089052519511        0.0000000000000000     
  0.38517248269730547        4.3945835099830122        18.023000000000000        4.3099999999999996        4.3127145637301298        4.3127145637301298        0.0000000000000000     
  0.35703536608881925        4.2008547705638080        18.023000000000000        4.1200000000000001        4.6470401607077108        4.6470401607077108        0.0000000000000000     
  0.33055337398671453        4.0071260311446038        18.023000000000000        3.9300000000000002        4.9611365611177236        4.9611365611177236        0.0000000000000000     
  0.31201597951524118        3.8643785389409788        18.023000000000000        3.7900000000000000        5.1810408367594993        5.1810408367594993        0.0000000000000000     
  0.29300779407306382        3.7114347972942383        18.023000000000000        3.6400000000000001        5.4073974563801643        5.4073974563801643        0.0000000000000000     
  0.27601353829312003        3.5686873050906138        18.023000000000000        3.5000000000000000        5.6116224056129997        5.6116224056129997        0.0000000000000000     
  0.25855545795911722        3.4157435634438729        18.023000000000000        3.3500000000000001        5.8248785627840727        5.8248785627840727        0.0000000000000000     
  0.24073528410707593        3.2526035723540163        18.023000000000000        3.1899999999999999        6.0486117914674002        6.0486117914674002        0.0000000000000000     
  0.22057606172506439        3.0588748329348117        18.023000000000000        3.0000000000000000        6.3136054049512689        6.3136054049512689        0.0000000000000000     
  0.20438685002476650        2.8957348418449551        18.023000000000000        2.8399999999999999        6.5403467938968660        6.5403467938968660        0.0000000000000000     
  0.18982050167267217        2.7427911001982146        18.023000000000000        2.6899999999999999        6.7597336262133849        6.7597336262133849        0.0000000000000000     
  0.17216488129998161        2.5490623607790099        18.023000000000000        2.5000000000000000        7.0532399357816651        7.0532399357816651        0.0000000000000000     
  0.15620538880891716        2.3655298708029209        18.023000000000000        2.3199999999999998        7.3551324216523151        7.3551324216523151        0.0000000000000000     
  0.14011386661806782        2.1718011313837162        18.023000000000000        2.1299999999999999        7.7096030772878006        7.7096030772878006        0.0000000000000000     
  0.12952380581233419        2.0392498886232078        18.023000000000000        2.0000000000000000        7.9802629986132958        7.9802629986132958        0.0000000000000000     
  0.11309310860873349        1.8251286503177711        18.023000000000000        1.7900000000000000        8.4819279887974321        8.4819279887974321        0.0000000000000000     
   9.1679251751868723E-002   1.5294374164674058        18.023000000000000        1.5000000000000000        9.3600583512031541        9.3600583512031541        0.0000000000000000     
